number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,momentum_sgd,norm,num_layers,optimizer,pattern,pca_frac,pooling,use_pca,weight_decay
0,0.21758419036095988,COMPLETE,2025-11-27 03:31:03.006416,2025-11-27 03:31:31.025575,0 days 00:00:28.019159,"[896, 896, 896, 896, 896, 896]","[2, 4]","[3, 5]",elu,896,32,0.1,0.001,,minmax,6,AdamW,uniform,,mean,False,0.0
1,0.21758419036095988,COMPLETE,2025-11-27 03:31:31.027602,2025-11-27 03:31:54.077102,0 days 00:00:23.049500,"[256, 128, 64, 64, 64]","[2, 3]","[2, 3, 4]",relu,256,32,0.1,1e-05,,L2,5,Adam,decreasing,0.9,max,True,0.0001
2,0.3322363662640641,COMPLETE,2025-11-27 03:31:54.079629,2025-11-27 03:32:13.375745,0 days 00:00:19.296116,"[768, 768, 768, 768, 768, 768]",[3],"[2, 4]",silu,768,64,0.4,0.0005,,minmax,6,AdamW,uniform,0.5,max,True,1e-05
3,0.33724840421947394,COMPLETE,2025-11-27 03:32:13.377756,2025-11-27 03:32:33.150111,0 days 00:00:19.772355,"[192, 384]",[1],[],elu,384,48,,0.0002,,minmax,2,AdamW,increasing,0.7,mean,True,1e-06
4,0.2189751395230847,PRUNED,2025-11-27 03:32:33.152123,2025-11-27 03:32:35.253737,0 days 00:00:02.101614,"[256, 256, 256, 256, 256, 256]","[3, 4, 5]",[4],gelu,256,48,0.4,1e-05,0.0,L2,6,SGD,uniform,0.6,mean,True,1e-05
5,0.33425058850374373,COMPLETE,2025-11-27 03:32:35.254742,2025-11-27 03:32:52.129565,0 days 00:00:16.874823,"[256, 256, 256, 256]",[1],"[1, 2, 3]",leakyrelu,256,64,0.3,0.001,,minmax,4,Adam,uniform,0.5,max,True,1e-06
6,0.08888888888888889,PRUNED,2025-11-27 03:32:52.132595,2025-11-27 03:32:54.980585,0 days 00:00:02.847990,"[128, 64, 64, 64, 64, 64]","[2, 3]","[2, 3, 4]",leakyrelu,128,128,0.1,0.0005,,L2,6,AdamW,decreasing,0.9,max,True,1e-06
7,0.21839080459770113,PRUNED,2025-11-27 03:32:54.981591,2025-11-27 03:32:56.043803,0 days 00:00:01.062212,"[192, 192, 192]",[],[],gelu,192,96,,0.0005,,L2,3,AdamW,uniform,0.5,mean,True,1e-06
8,0.27744107744107743,PRUNED,2025-11-27 03:32:56.044809,2025-11-27 03:33:01.276616,0 days 00:00:05.231807,"[64, 96, 192, 384, 768]",[4],[4],tanh,768,96,0.3,0.0002,,L2,5,AdamW,increasing,,mean,False,1e-05
9,0.4134493964857153,COMPLETE,2025-11-27 03:33:01.277622,2025-11-27 03:33:31.829714,0 days 00:00:30.552092,"[640, 640, 640, 640, 640, 640]","[2, 4, 5]","[2, 4, 5]",tanh,640,48,0.3,2e-05,,minmax,6,RMSprop,uniform,,max,False,1e-06
10,0.3543579799839801,COMPLETE,2025-11-27 03:33:31.832777,2025-11-27 03:34:05.207188,0 days 00:00:33.374411,[640],[],[],tanh,640,16,,2e-05,,minmax,1,RMSprop,increasing,,max,False,1e-07
11,0.36098411729468527,COMPLETE,2025-11-27 03:34:05.209710,2025-11-27 03:34:41.467612,0 days 00:00:36.257902,[640],[],[],tanh,640,16,,2e-05,,minmax,1,RMSprop,increasing,,max,False,1e-07
12,0.21839080459770113,PRUNED,2025-11-27 03:34:41.469118,2025-11-27 03:34:46.554841,0 days 00:00:05.085723,[640],[],[],tanh,640,16,,2e-05,,minmax,1,RMSprop,increasing,,max,False,1e-07
13,0.41074004871221836,COMPLETE,2025-11-27 03:34:46.555863,2025-11-27 03:35:32.778489,0 days 00:00:46.222626,"[160, 320, 640]","[1, 2]","[1, 2]",tanh,640,16,0.5,5e-05,,minmax,3,RMSprop,increasing,,max,False,1e-07
14,0.21637426900584797,PRUNED,2025-11-27 03:35:32.780511,2025-11-27 03:35:48.265874,0 days 00:00:15.485363,"[512, 256, 128]","[1, 2]","[1, 2]",tanh,512,48,0.5,5e-05,,minmax,3,RMSprop,decreasing,,max,False,0.0001
