number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,momentum_sgd,norm,num_layers,optimizer,pattern,pca_frac,pooling,use_pca,weight_decay
15,0.41070750577309845,COMPLETE,2025-11-27 03:35:48.266885,2025-11-27 03:35:59.788737,0 days 00:00:11.521852,"[1024, 1024, 1024, 1024]","[1, 2]","[1, 2]",relu,1024,128,0.2,5e-05,,minmax,4,RMSprop,uniform,,max,False,0.0
16,0.21839080459770113,PRUNED,2025-11-27 03:35:59.790859,2025-11-27 03:36:02.868784,0 days 00:00:03.077925,"[320, 640]",[1],[1],silu,640,16,0.5,0.0001,0.9,minmax,2,SGD,increasing,,max,False,1e-07
17,0.21839080459770113,PRUNED,2025-11-27 03:36:02.869801,2025-11-27 03:36:14.657212,0 days 00:00:11.787411,"[64, 80, 160, 320, 640]","[1, 2, 4]","[1, 2]",tanh,640,48,0.5,5e-05,,minmax,5,RMSprop,increasing,,max,False,1e-06
18,0.43026873493585766,COMPLETE,2025-11-27 03:36:14.658715,2025-11-27 03:37:11.190845,0 days 00:00:56.532130,"[192, 192, 192]","[1, 2]","[1, 2]",tanh,192,16,0.3,0.0001,,minmax,3,RMSprop,uniform,,max,False,1e-07
19,0.4099745435034136,COMPLETE,2025-11-27 03:37:11.193864,2025-11-27 03:37:31.904739,0 days 00:00:20.710875,"[192, 192, 192, 192]","[1, 2]","[1, 2]",tanh,192,48,0.3,0.0001,,minmax,4,RMSprop,uniform,,max,False,0.0
20,0.08888888888888889,PRUNED,2025-11-27 03:37:31.906751,2025-11-27 03:37:35.283492,0 days 00:00:03.376741,"[192, 192]",[],[1],gelu,192,64,0.3,0.0001,0.8,minmax,2,SGD,uniform,,max,False,0.0001
21,0.30512820512820515,PRUNED,2025-11-27 03:37:35.284497,2025-11-27 03:37:52.260777,0 days 00:00:16.976280,"[128, 128, 128]","[1, 2]","[1, 2]",tanh,128,16,0.3,5e-05,,minmax,3,RMSprop,uniform,,max,False,1e-07
22,0.19487179487179487,PRUNED,2025-11-27 03:37:52.261783,2025-11-27 03:38:04.221513,0 days 00:00:11.959730,"[512, 512, 512]","[1, 2]","[1, 2]",tanh,512,16,0.2,2e-05,,minmax,3,RMSprop,uniform,,max,False,1e-07
23,0.4297094398266614,COMPLETE,2025-11-27 03:38:04.223534,2025-11-27 03:38:47.701283,0 days 00:00:43.477749,"[384, 192]",[1],[1],tanh,384,16,0.5,0.0001,,minmax,2,RMSprop,decreasing,,max,False,1e-07
24,0.41873120151233617,COMPLETE,2025-11-27 03:38:47.703295,2025-11-27 03:39:22.891181,0 days 00:00:35.187886,"[384, 192]",[1],[1],tanh,384,16,0.3,0.0001,,minmax,2,Adam,decreasing,,max,False,1e-07
25,0.4149039231287791,COMPLETE,2025-11-27 03:39:22.893193,2025-11-27 03:40:04.196099,0 days 00:00:41.302906,"[384, 192]",[1],[1],elu,384,16,0.3,0.0001,,minmax,2,Adam,decreasing,,max,False,1e-07
26,0.21052631578947367,PRUNED,2025-11-27 03:40:04.198607,2025-11-27 03:40:21.618623,0 days 00:00:17.420016,"[384, 192]",[1],[1],relu,384,16,0.5,0.0001,,L2,2,Adam,decreasing,,mean,False,1e-07
27,0.21839080459770113,PRUNED,2025-11-27 03:40:21.619639,2025-11-27 03:40:36.531763,0 days 00:00:14.912124,"[384, 192]",[1],[1],leakyrelu,384,16,0.3,0.0001,,minmax,2,Adam,decreasing,,max,False,1e-07
28,0.21839080459770113,PRUNED,2025-11-27 03:40:36.532778,2025-11-27 03:40:46.854513,0 days 00:00:10.321735,[384],[],[],silu,384,16,,0.0001,,minmax,1,Adam,decreasing,,max,False,1e-07
29,0.21637426900584797,PRUNED,2025-11-27 03:40:46.855518,2025-11-27 03:40:58.520355,0 days 00:00:11.664837,"[896, 448]",[1],[1],elu,896,32,0.4,0.001,,minmax,2,Adam,decreasing,,mean,False,0.0
30,0.3068518518518519,PRUNED,2025-11-27 03:40:58.521383,2025-11-27 03:41:00.036031,0 days 00:00:01.514648,"[1024, 512, 256]",[1],[1],tanh,1024,128,0.2,0.0001,0.7,minmax,3,SGD,decreasing,,max,False,1e-07
31,0.21637426900584797,PRUNED,2025-11-27 03:41:00.037036,2025-11-27 03:41:26.236687,0 days 00:00:26.199651,"[384, 192]",[1],[1],elu,384,16,0.3,0.0001,,minmax,2,Adam,decreasing,,max,False,1e-07
32,0.21637426900584797,PRUNED,2025-11-27 03:41:26.237694,2025-11-27 03:41:37.464986,0 days 00:00:11.227292,"[384, 192]",[1],[1],elu,384,32,0.3,0.0001,,minmax,2,Adam,decreasing,,max,False,1e-07
33,0.2144927536231884,PRUNED,2025-11-27 03:41:37.465992,2025-11-27 03:41:46.635130,0 days 00:00:09.169138,[384],[],[],elu,384,16,,0.0001,,minmax,1,Adam,decreasing,,max,False,1e-07
34,0.34022988505747126,PRUNED,2025-11-27 03:41:46.636134,2025-11-27 03:41:53.363042,0 days 00:00:06.726908,"[896, 448]",[1],[1],elu,896,16,0.3,1e-05,,minmax,2,Adam,decreasing,,max,False,0.0001
35,0.23100458949515554,PRUNED,2025-11-27 03:41:53.364048,2025-11-27 03:42:19.078810,0 days 00:00:25.714762,"[384, 192, 96]","[1, 2]",[1],relu,384,16,0.3,0.0001,,L2,3,Adam,decreasing,0.8,max,True,1e-05
36,0.2884205541084537,PRUNED,2025-11-27 03:42:19.079315,2025-11-27 03:42:20.323274,0 days 00:00:01.243959,"[192, 96, 64, 64]","[1, 3]","[1, 3]",silu,192,96,0.3,0.0002,,minmax,4,Adam,decreasing,,mean,False,1e-07
37,0.21839080459770113,PRUNED,2025-11-27 03:42:20.323274,2025-11-27 03:42:25.004523,0 days 00:00:04.681249,"[384, 192]",[1],[1],elu,384,64,0.1,0.0001,,minmax,2,Adam,decreasing,0.7,max,True,1e-07
38,0.29085534348692244,PRUNED,2025-11-27 03:42:25.005529,2025-11-27 03:42:30.071761,0 days 00:00:05.066232,[768],[],[],gelu,768,32,,0.001,0.7,L2,1,SGD,decreasing,,max,False,1e-05
39,0.21839080459770113,PRUNED,2025-11-27 03:42:30.072766,2025-11-27 03:42:34.094586,0 days 00:00:04.021820,"[256, 128, 64]","[1, 2]","[1, 2]",leakyrelu,256,16,0.5,1e-05,,minmax,3,AdamW,decreasing,0.6,mean,True,1e-07
40,0.21839080459770113,PRUNED,2025-11-27 03:42:34.095641,2025-11-27 03:42:35.969804,0 days 00:00:01.874163,"[192, 192]",[1],[1],tanh,192,96,0.1,0.0005,,L2,2,RMSprop,uniform,,max,False,0.0
41,0.4114262537085719,COMPLETE,2025-11-27 03:42:35.969804,2025-11-27 03:43:03.140708,0 days 00:00:27.170904,"[384, 384, 384, 384, 384, 384]","[2, 4, 5]","[2, 5]",tanh,384,48,0.3,2e-05,,minmax,6,RMSprop,uniform,,max,False,1e-06
42,0.21839080459770113,PRUNED,2025-11-27 03:43:03.142778,2025-11-27 03:43:06.879913,0 days 00:00:03.737135,"[128, 128, 128, 128, 128]","[2, 4]","[2, 4]",tanh,128,48,0.3,0.0001,,minmax,5,RMSprop,uniform,,max,False,1e-06
43,0.1761006289308176,PRUNED,2025-11-27 03:43:06.880925,2025-11-27 03:43:19.718022,0 days 00:00:12.837097,"[384, 384, 384, 384, 384]",[2],[2],tanh,384,16,0.3,0.0002,,minmax,5,RMSprop,uniform,,max,False,1e-06
44,0.21637426900584797,PRUNED,2025-11-27 03:43:19.719527,2025-11-27 03:43:30.506740,0 days 00:00:10.787213,"[768, 768, 768]",[2],[2],tanh,768,48,0.4,2e-05,,minmax,3,AdamW,uniform,,max,False,1e-06
45,0.1761006289308176,PRUNED,2025-11-27 03:43:30.507747,2025-11-27 03:43:32.985917,0 days 00:00:02.478170,"[512, 512, 512, 512]",[2],[2],tanh,512,128,0.3,0.0005,,minmax,4,RMSprop,uniform,0.8,max,True,1e-07
46,0.4285749050615607,COMPLETE,2025-11-27 03:43:32.986921,2025-11-27 03:44:48.434763,0 days 00:01:15.447842,"[256, 128, 64, 64, 64, 64]","[1, 2, 3, 4, 5]","[2, 3, 4, 5]",tanh,256,16,0.3,0.0001,,minmax,6,RMSprop,decreasing,,max,False,0.0001
47,0.294993894993895,PRUNED,2025-11-27 03:44:48.436776,2025-11-27 03:44:59.057248,0 days 00:00:10.620472,[256],[],[],gelu,256,16,,0.0001,,minmax,1,RMSprop,decreasing,,mean,False,0.0001
48,0.4438350863858589,COMPLETE,2025-11-27 03:44:59.057248,2025-11-27 03:45:43.613973,0 days 00:00:44.556725,"[256, 128]",[1],[1],leakyrelu,256,16,0.4,0.0001,,minmax,2,AdamW,decreasing,,max,False,0.0001
49,0.3923989491300596,COMPLETE,2025-11-27 03:45:43.615984,2025-11-27 03:46:34.534330,0 days 00:00:50.918346,"[256, 128, 64, 64]","[1, 2, 3]","[2, 3]",leakyrelu,256,16,0.4,0.0001,,L2,4,AdamW,decreasing,0.7,max,True,0.0001
