number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dim_feedforward,params_dropout,params_lr,params_model_dim,params_momentum_sgd,params_norm,params_norm_type,params_num_heads,params_num_layers,params_optimizer,params_pooling,params_pos_encoding,params_weight_decay
10,0.21759048895761182,COMPLETE,2025-11-05 01:54:55.895418,2025-11-05 01:55:50.739603,0 days 00:00:54.844185,elu,16,768,0.2,1e-05,384,,minmax,prenorm,2,2,AdamW,cls,sinusoidal,1e-06
11,0.22643002347609176,COMPLETE,2025-11-05 01:55:50.739603,2025-11-05 01:56:10.941817,0 days 00:00:20.202214,relu,128,256,0.30000000000000004,0.0002,512,,minmax,postnorm,8,2,Adam,cls,learned,1e-07
12,0.21759048895761182,COMPLETE,2025-11-05 01:56:10.941817,2025-11-05 01:56:28.059318,0 days 00:00:17.117501,silu,128,256,0.30000000000000004,0.001,512,,minmax,postnorm,8,2,Adam,cls,learned,0.0
13,0.26845160850396454,COMPLETE,2025-11-05 01:56:28.061321,2025-11-05 01:56:47.093969,0 days 00:00:19.032648,mish,128,256,0.2,2e-05,512,,minmax,prenorm,2,2,Adam,cls,learned,1e-07
14,0.21759048895761182,COMPLETE,2025-11-05 01:56:47.093969,2025-11-05 01:57:44.535603,0 days 00:00:57.441634,mish,16,768,0.2,2e-05,384,,minmax,prenorm,2,2,Adam,cls,learned,1e-06
15,0.08558558558558559,PRUNED,2025-11-05 01:57:44.535603,2025-11-05 01:57:49.067018,0 days 00:00:04.531415,mish,128,256,0.1,2e-05,512,,minmax,prenorm,2,1,AdamW,cls,learned,1e-07
16,0.178030303030303,PRUNED,2025-11-05 01:57:49.067018,2025-11-05 01:58:24.241547,0 days 00:00:35.174529,gelu,32,512,0.2,0.0005,384,,minmax,prenorm,2,4,Adam,cls,learned,1e-06
17,0.21759048895761182,COMPLETE,2025-11-05 01:58:24.242547,2025-11-05 01:59:37.627686,0 days 00:01:13.385139,mish,16,256,0.1,2e-05,512,,minmax,prenorm,2,3,Adam,cls,learned,0.0
18,0.17702448210922786,PRUNED,2025-11-05 01:59:37.629691,2025-11-05 01:59:41.630474,0 days 00:00:04.000783,prelu,128,512,0.0,0.001,384,,minmax,prenorm,16,2,AdamW,cls,sinusoidal,1e-07
19,0.21759048895761182,COMPLETE,2025-11-05 01:59:41.630474,2025-11-05 02:00:19.323210,0 days 00:00:37.692736,silu,16,768,0.30000000000000004,1e-05,512,,minmax,prenorm,2,1,Adam,mean,learned,1e-06
20,0.0894854586129754,PRUNED,2025-11-05 02:00:19.325220,2025-11-05 02:00:42.715084,0 days 00:00:23.389864,hardswish,128,256,0.2,2e-05,768,0.30000000000000004,minmax,prenorm,8,4,SGD,cls,learned,1e-06
21,0.2601882975157226,COMPLETE,2025-11-05 02:00:42.716086,2025-11-05 02:01:01.270923,0 days 00:00:18.554837,relu,128,256,0.30000000000000004,0.0002,512,,minmax,postnorm,8,2,Adam,cls,learned,1e-07
22,0.17702448210922786,PRUNED,2025-11-05 02:01:01.270923,2025-11-05 02:01:05.269881,0 days 00:00:03.998958,elu,128,256,0.30000000000000004,0.0002,512,,minmax,postnorm,8,2,Adam,cls,learned,1e-07
23,0.21759048895761182,COMPLETE,2025-11-05 02:01:05.269881,2025-11-05 02:01:22.684016,0 days 00:00:17.414135,gelu,128,256,0.4,0.0005,512,,minmax,postnorm,8,2,Adam,cls,learned,1e-07
24,0.178030303030303,PRUNED,2025-11-05 02:01:22.686019,2025-11-05 02:01:30.943506,0 days 00:00:08.257487,mish,128,512,0.2,0.0005,512,,minmax,prenorm,8,3,Adam,cls,learned,1e-07
25,0.21759048895761182,COMPLETE,2025-11-05 02:01:30.943506,2025-11-05 02:02:02.880001,0 days 00:00:31.936495,relu,32,256,0.30000000000000004,0.0002,384,,minmax,prenorm,2,2,Adam,cls,learned,1e-07
26,0.21759048895761182,COMPLETE,2025-11-05 02:02:02.880001,2025-11-05 02:02:40.332590,0 days 00:00:37.452589,relu,16,256,0.4,2e-05,512,,L2,postnorm,16,1,AdamW,cls,sinusoidal,0.0
27,0.21759048895761182,COMPLETE,2025-11-05 02:02:40.332590,2025-11-05 02:03:02.356767,0 days 00:00:22.024177,mish,128,512,0.30000000000000004,1e-05,512,,minmax,prenorm,4,3,RMSprop,cls,learned,1e-05
28,0.21761658031088082,PRUNED,2025-11-05 02:03:02.356767,2025-11-05 02:03:09.195836,0 days 00:00:06.839069,gelu,128,768,0.4,0.0001,384,,minmax,postnorm,8,2,Adam,max,learned,1e-07
29,0.21759048895761182,COMPLETE,2025-11-05 02:03:09.197841,2025-11-05 02:03:35.450268,0 days 00:00:26.252427,prelu,64,256,0.2,0.0002,256,0.5,L2,postnorm,8,3,SGD,mean,learned,1e-07
30,0.21759048895761182,COMPLETE,2025-11-05 02:03:35.452276,2025-11-05 02:04:28.410564,0 days 00:00:52.958288,hardswish,16,512,0.0,0.001,128,0.30000000000000004,minmax,prenorm,2,2,SGD,mean,learned,1e-06
31,0.21759048895761182,COMPLETE,2025-11-05 02:04:28.426263,2025-11-05 02:04:46.328257,0 days 00:00:17.901994,relu,128,256,0.30000000000000004,0.0002,512,,minmax,postnorm,8,2,Adam,cls,learned,1e-07
32,0.21759048895761182,COMPLETE,2025-11-05 02:04:46.329258,2025-11-05 02:05:03.723626,0 days 00:00:17.394368,relu,128,256,0.2,0.0002,512,,minmax,postnorm,8,2,Adam,cls,learned,1e-07
33,0.21759048895761182,COMPLETE,2025-11-05 02:05:03.725757,2025-11-05 02:05:16.020631,0 days 00:00:12.294874,relu,128,256,0.30000000000000004,0.0002,512,,minmax,postnorm,8,1,Adam,cls,learned,1e-07
34,0.21759048895761182,COMPLETE,2025-11-05 02:05:16.020631,2025-11-05 02:05:30.536054,0 days 00:00:14.515423,relu,96,256,0.4,0.0001,256,,minmax,postnorm,4,2,Adam,cls,learned,1e-07
35,0.08558558558558559,PRUNED,2025-11-05 02:05:30.536054,2025-11-05 02:05:36.826036,0 days 00:00:06.289982,gelu,128,384,0.30000000000000004,0.0002,512,0.0,L2,postnorm,8,2,SGD,cls,sinusoidal,1e-05
36,0.21759048895761182,COMPLETE,2025-11-05 02:05:36.826036,2025-11-05 02:06:35.483447,0 days 00:00:58.657411,leakyrelu,32,512,0.4,0.0005,768,,minmax,prenorm,8,4,RMSprop,mean,learned,1e-07
37,0.178030303030303,PRUNED,2025-11-05 02:06:35.483447,2025-11-05 02:06:45.364104,0 days 00:00:09.880657,relu,64,256,0.2,2e-05,128,,minmax,prenorm,16,3,Adam,cls,learned,1e-07
38,0.08558558558558559,PRUNED,2025-11-05 02:06:45.367637,2025-11-05 02:06:49.677304,0 days 00:00:04.309667,elu,96,384,0.1,5e-05,512,0.6000000000000001,L2,postnorm,4,1,SGD,max,sinusoidal,0.0
39,0.178030303030303,PRUNED,2025-11-05 02:06:49.677304,2025-11-05 02:06:57.098319,0 days 00:00:07.421015,silu,128,512,0.30000000000000004,0.0005,384,,minmax,postnorm,8,3,RMSprop,cls,learned,1e-05
40,0.23579250082935477,COMPLETE,2025-11-05 02:06:57.098319,2025-11-05 02:08:28.299530,0 days 00:01:31.201211,gelu,16,256,0.4,0.0002,256,0.30000000000000004,minmax,prenorm,8,4,SGD,max,learned,1e-06
41,0.24198902376828624,COMPLETE,2025-11-05 02:08:28.301534,2025-11-05 02:10:09.355479,0 days 00:01:41.053945,gelu,16,256,0.4,0.0002,256,0.30000000000000004,minmax,prenorm,8,4,SGD,max,learned,1e-06
42,0.178030303030303,PRUNED,2025-11-05 02:10:09.357501,2025-11-05 02:10:40.902992,0 days 00:00:31.545491,gelu,16,256,0.4,0.0002,256,0.30000000000000004,minmax,prenorm,8,4,SGD,max,learned,1e-06
43,0.18930402930402931,PRUNED,2025-11-05 02:10:40.903993,2025-11-05 02:11:19.253004,0 days 00:00:38.349011,gelu,16,256,0.4,0.0002,256,0.4,minmax,prenorm,8,4,SGD,max,learned,1e-06
44,0.178030303030303,PRUNED,2025-11-05 02:11:19.254006,2025-11-05 02:12:22.001620,0 days 00:01:02.747614,gelu,16,256,0.4,0.0002,256,0.2,minmax,prenorm,8,4,SGD,max,learned,1e-06
45,0.21759048895761182,COMPLETE,2025-11-05 02:12:22.003125,2025-11-05 02:13:55.212728,0 days 00:01:33.209603,gelu,16,384,0.4,5e-05,256,0.5,minmax,prenorm,8,4,SGD,max,learned,1e-06
46,0.178030303030303,PRUNED,2025-11-05 02:13:55.214884,2025-11-05 02:14:26.729067,0 days 00:00:31.514183,gelu,16,768,0.4,0.0002,256,0.4,L2,prenorm,2,4,SGD,max,sinusoidal,1e-06
47,0.24394560993482584,COMPLETE,2025-11-05 02:14:26.730068,2025-11-05 02:16:00.941811,0 days 00:01:34.211743,leakyrelu,16,256,0.4,0.0001,256,0.2,minmax,prenorm,8,4,SGD,max,learned,1e-06
48,0.178030303030303,PRUNED,2025-11-05 02:16:00.943314,2025-11-05 02:16:39.404187,0 days 00:00:38.460873,leakyrelu,16,256,0.4,0.0001,256,0.1,minmax,prenorm,16,4,SGD,max,learned,1e-06
49,0.178030303030303,PRUNED,2025-11-05 02:16:39.405198,2025-11-05 02:16:51.791493,0 days 00:00:12.386295,leakyrelu,64,512,0.4,0.0001,384,,minmax,prenorm,4,4,AdamW,max,learned,1e-06
