number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dim_feedforward,params_dropout,params_lr,params_model_dim,params_momentum_sgd,params_norm,params_norm_type,params_num_heads,params_num_layers,params_optimizer,params_pooling,params_pos_encoding,params_weight_decay
0,0.21759048895761182,COMPLETE,2025-11-05 01:48:57.973897,2025-11-05 01:49:25.075553,0 days 00:00:27.101656,leakyrelu,64,384,0.0,0.0002,256,0.9,L2,postnorm,8,3,SGD,mean,learned,1e-07
1,0.24604152616024189,COMPLETE,2025-11-05 01:49:25.077556,2025-11-05 01:51:04.087487,0 days 00:01:39.009931,gelu,16,512,0.4,0.0005,384,0.5,minmax,prenorm,8,4,SGD,cls,learned,1e-06
2,0.08558558558558559,PRUNED,2025-11-05 01:51:04.089801,2025-11-05 01:51:11.912003,0 days 00:00:07.822202,relu,96,512,0.4,0.0001,256,0.6000000000000001,minmax,prenorm,4,4,SGD,mean,learned,1e-05
3,0.08558558558558559,PRUNED,2025-11-05 01:51:11.927666,2025-11-05 01:51:16.096471,0 days 00:00:04.168805,prelu,96,384,0.1,0.0001,128,0.1,L2,prenorm,4,1,SGD,cls,sinusoidal,1e-07
4,0.178030303030303,PRUNED,2025-11-05 01:51:16.098211,2025-11-05 01:51:29.505421,0 days 00:00:13.407210,gelu,96,384,0.4,0.0005,384,,L2,prenorm,8,3,RMSprop,max,sinusoidal,0.0
5,0.22118760314813904,COMPLETE,2025-11-05 01:51:29.505421,2025-11-05 01:53:15.279965,0 days 00:01:45.774544,gelu,16,512,0.30000000000000004,5e-05,128,,minmax,prenorm,16,4,RMSprop,mean,learned,1e-05
6,0.178030303030303,PRUNED,2025-11-05 01:53:15.281969,2025-11-05 01:53:49.208203,0 days 00:00:33.926234,leakyrelu,32,384,0.1,0.0005,768,0.9,minmax,postnorm,16,3,SGD,max,learned,1e-06
7,0.21759048895761182,COMPLETE,2025-11-05 01:53:49.208203,2025-11-05 01:54:30.621330,0 days 00:00:41.413127,hardswish,64,512,0.4,5e-05,768,,L2,postnorm,8,4,RMSprop,cls,sinusoidal,1e-06
8,0.178030303030303,PRUNED,2025-11-05 01:54:30.623331,2025-11-05 01:54:36.879453,0 days 00:00:06.256122,leakyrelu,64,256,0.30000000000000004,5e-05,128,0.9,L2,postnorm,4,1,SGD,max,learned,1e-05
9,0.22172358956627636,COMPLETE,2025-11-05 01:54:36.879453,2025-11-05 01:54:55.895418,0 days 00:00:19.015965,relu,96,384,0.4,0.0002,256,0.8,minmax,postnorm,8,3,SGD,max,learned,1e-07
