number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dim_feedforward,params_dropout,params_lr,params_model_dim,params_momentum_sgd,params_norm,params_norm_type,params_num_heads,params_num_layers,params_optimizer,params_pooling,params_pos_encoding,params_weight_decay
10,0.2803511450757022,COMPLETE,2025-11-05 11:50:12.602090,2025-11-05 11:50:56.082990,0 days 00:00:43.480900,silu,32,256,0.30000000000000004,0.0002,256,,L2,postnorm,16,2,Adam,max,sinusoidal,1e-07
11,0.295158313908314,COMPLETE,2025-11-05 11:50:56.085019,2025-11-05 11:51:38.034160,0 days 00:00:41.949141,silu,96,384,0.1,0.001,512,0.9,minmax,postnorm,4,3,SGD,max,sinusoidal,1e-06
12,0.282149841057637,COMPLETE,2025-11-05 11:51:38.036160,2025-11-05 11:52:14.480948,0 days 00:00:36.444788,silu,96,384,0.1,0.001,512,0.9,L2,postnorm,4,3,SGD,max,sinusoidal,1e-06
13,0.21759048895761182,COMPLETE,2025-11-05 11:52:14.480948,2025-11-05 11:52:44.988024,0 days 00:00:30.507076,relu,96,384,0.0,0.001,512,,minmax,postnorm,4,3,AdamW,max,sinusoidal,1e-06
14,0.21759048895761182,COMPLETE,2025-11-05 11:52:44.991024,2025-11-05 11:53:22.914551,0 days 00:00:37.923527,silu,64,512,0.1,0.001,768,,L2,postnorm,4,2,Adam,max,sinusoidal,1e-07
15,0.08558558558558559,PRUNED,2025-11-05 11:53:22.914551,2025-11-05 11:53:34.559992,0 days 00:00:11.645441,silu,96,384,0.0,2e-05,512,0.5,minmax,postnorm,4,3,SGD,max,sinusoidal,1e-06
16,0.21640488656195464,PRUNED,2025-11-05 11:53:34.561160,2025-11-05 11:54:09.938953,0 days 00:00:35.377793,silu,32,384,0.1,0.0001,512,0.6000000000000001,minmax,postnorm,4,3,SGD,cls,sinusoidal,1e-06
17,0.29749723643661624,COMPLETE,2025-11-05 11:54:09.939958,2025-11-05 11:54:48.949995,0 days 00:00:39.010037,gelu,96,512,0.30000000000000004,0.0002,512,,L2,postnorm,16,2,Adam,max,sinusoidal,1e-06
18,0.17702448210922786,PRUNED,2025-11-05 11:54:48.952002,2025-11-05 11:54:58.254680,0 days 00:00:09.302678,gelu,32,512,0.30000000000000004,0.0002,384,,L2,postnorm,16,2,Adam,max,sinusoidal,0.0
19,0.2885288000704073,COMPLETE,2025-11-05 11:54:58.254680,2025-11-05 11:55:21.521037,0 days 00:00:23.266357,gelu,64,512,0.30000000000000004,0.0002,128,,L2,postnorm,16,1,Adam,cls,sinusoidal,1e-07
20,0.2903737482874593,COMPLETE,2025-11-05 11:55:21.523290,2025-11-05 11:56:27.488868,0 days 00:01:05.965578,prelu,16,512,0.30000000000000004,1e-05,256,,L2,postnorm,16,2,Adam,max,sinusoidal,1e-06
21,0.27758965557995435,COMPLETE,2025-11-05 11:56:27.492467,2025-11-05 11:57:13.002124,0 days 00:00:45.509657,mish,96,512,0.2,2e-05,512,,L2,postnorm,8,3,Adam,max,sinusoidal,1e-06
22,0.178030303030303,PRUNED,2025-11-05 11:57:13.008971,2025-11-05 11:57:44.006385,0 days 00:00:30.997414,relu,96,256,0.0,0.0002,512,,L2,postnorm,16,3,AdamW,max,sinusoidal,1e-06
23,0.178030303030303,PRUNED,2025-11-05 11:57:44.006385,2025-11-05 11:57:52.538814,0 days 00:00:08.532429,hardswish,96,384,0.1,0.001,512,0.0,minmax,postnorm,4,2,SGD,max,sinusoidal,1e-06
24,0.0894854586129754,PRUNED,2025-11-05 11:57:52.538814,2025-11-05 11:58:14.567464,0 days 00:00:22.028650,gelu,96,512,0.4,0.001,512,,L2,postnorm,4,3,Adam,max,sinusoidal,1e-06
25,0.4604377941400732,COMPLETE,2025-11-05 11:58:14.568467,2025-11-05 11:59:08.866654,0 days 00:00:54.298187,silu,32,512,0.0,0.0002,512,,L2,postnorm,16,2,Adam,max,sinusoidal,1e-06
26,0.18476086561192942,PRUNED,2025-11-05 11:59:08.868661,2025-11-05 11:59:39.571650,0 days 00:00:30.702989,silu,32,512,0.0,0.0002,768,,L2,postnorm,16,2,Adam,max,sinusoidal,1e-06
27,0.17702448210922786,PRUNED,2025-11-05 11:59:39.571650,2025-11-05 11:59:46.086044,0 days 00:00:06.514394,gelu,32,512,0.30000000000000004,0.0002,512,,L2,postnorm,16,1,Adam,max,sinusoidal,1e-07
28,0.21761658031088082,PRUNED,2025-11-05 11:59:46.087176,2025-11-05 12:00:04.155077,0 days 00:00:18.067901,silu,32,512,0.0,0.0002,512,,L2,postnorm,16,2,Adam,cls,sinusoidal,0.0
29,0.21759048895761182,COMPLETE,2025-11-05 12:00:04.157079,2025-11-05 12:00:45.592536,0 days 00:00:41.435457,gelu,16,512,0.2,1e-05,512,,L2,prenorm,2,1,Adam,mean,learned,1e-06
30,0.178030303030303,PRUNED,2025-11-05 12:00:45.594543,2025-11-05 12:01:15.209677,0 days 00:00:29.615134,mish,32,512,0.2,2e-05,384,,L2,postnorm,16,2,Adam,mean,sinusoidal,1e-06
31,0.178030303030303,PRUNED,2025-11-05 12:01:15.209677,2025-11-05 12:01:27.271263,0 days 00:00:12.061586,silu,96,384,0.1,0.0002,512,0.7000000000000001,minmax,postnorm,8,3,SGD,max,sinusoidal,1e-06
32,0.178030303030303,PRUNED,2025-11-05 12:01:27.272266,2025-11-05 12:01:39.932639,0 days 00:00:12.660373,silu,96,512,0.0,0.0005,512,,minmax,postnorm,4,2,AdamW,max,sinusoidal,1e-06
33,0.2098103533960626,COMPLETE,2025-11-05 12:01:39.932639,2025-11-05 12:02:25.832087,0 days 00:00:45.899448,leakyrelu,32,256,0.1,0.0001,512,0.30000000000000004,minmax,postnorm,2,3,SGD,max,sinusoidal,1e-06
34,0.08558558558558559,PRUNED,2025-11-05 12:02:25.832087,2025-11-05 12:02:39.950692,0 days 00:00:14.118605,silu,96,384,0.0,0.0005,512,,L2,prenorm,16,3,RMSprop,max,sinusoidal,1e-06
35,0.21640488656195464,PRUNED,2025-11-05 12:02:39.950692,2025-11-05 12:03:04.734086,0 days 00:00:24.783394,silu,32,768,0.0,1e-05,512,0.9,minmax,postnorm,4,2,SGD,max,sinusoidal,0.0
36,0.0894854586129754,PRUNED,2025-11-05 12:03:04.735086,2025-11-05 12:03:19.624165,0 days 00:00:14.889079,prelu,128,512,0.1,2e-05,128,,L2,prenorm,8,2,Adam,mean,learned,1e-06
37,0.21759048895761182,COMPLETE,2025-11-05 12:03:19.625183,2025-11-05 12:04:38.100556,0 days 00:01:18.475373,elu,64,512,0.2,5e-05,768,,minmax,postnorm,16,4,Adam,max,sinusoidal,1e-05
38,0.20405978955706083,COMPLETE,2025-11-05 12:04:38.102554,2025-11-05 12:05:24.239956,0 days 00:00:46.137402,hardswish,16,384,0.4,0.001,256,,L2,postnorm,4,1,RMSprop,max,sinusoidal,1e-06
39,0.24108959290026413,COMPLETE,2025-11-05 12:05:24.244637,2025-11-05 12:06:17.844642,0 days 00:00:53.600005,leakyrelu,32,768,0.0,0.0002,512,,L2,prenorm,4,3,Adam,mean,learned,1e-05
40,0.178030303030303,PRUNED,2025-11-05 12:06:17.846648,2025-11-05 12:06:35.237349,0 days 00:00:17.390701,relu,128,256,0.1,2e-05,128,0.4,minmax,postnorm,2,4,SGD,cls,sinusoidal,0.0
41,0.178030303030303,PRUNED,2025-11-05 12:06:35.238349,2025-11-05 12:07:04.932352,0 days 00:00:29.694003,leakyrelu,96,768,0.2,0.0005,512,0.8,minmax,prenorm,4,4,SGD,max,sinusoidal,1e-06
42,0.21759048895761182,COMPLETE,2025-11-05 12:07:04.932352,2025-11-05 12:07:44.308585,0 days 00:00:39.376233,leakyrelu,96,768,0.30000000000000004,0.0005,512,0.7000000000000001,minmax,prenorm,4,4,SGD,max,sinusoidal,1e-06
43,0.08558558558558559,PRUNED,2025-11-05 12:07:44.310589,2025-11-05 12:07:58.221091,0 days 00:00:13.910502,elu,96,768,0.2,0.0005,384,0.9,minmax,prenorm,4,4,SGD,max,learned,1e-06
44,0.20405978955706083,COMPLETE,2025-11-05 12:07:58.222091,2025-11-05 12:08:30.707874,0 days 00:00:32.485783,leakyrelu,96,768,0.1,5e-05,512,,minmax,prenorm,4,3,RMSprop,max,sinusoidal,1e-06
45,0.17702448210922786,PRUNED,2025-11-05 12:08:30.709343,2025-11-05 12:08:39.262092,0 days 00:00:08.552749,silu,32,512,0.2,0.0001,512,,L2,prenorm,8,2,AdamW,max,sinusoidal,1e-05
46,0.0894854586129754,PRUNED,2025-11-05 12:08:39.263091,2025-11-05 12:09:00.934122,0 days 00:00:21.671031,mish,96,384,0.0,0.001,256,0.7000000000000001,minmax,postnorm,16,3,SGD,max,sinusoidal,1e-07
47,0.08558558558558559,PRUNED,2025-11-05 12:09:00.935123,2025-11-05 12:09:23.729587,0 days 00:00:22.794464,gelu,64,768,0.4,0.0005,768,,L2,postnorm,4,4,Adam,max,sinusoidal,1e-06
48,0.22742035295793714,COMPLETE,2025-11-05 12:09:23.729587,2025-11-05 12:09:51.409924,0 days 00:00:27.680337,silu,128,512,0.1,0.0002,512,0.8,minmax,prenorm,4,2,SGD,cls,learned,1e-06
49,0.21759048895761182,COMPLETE,2025-11-05 12:09:51.410925,2025-11-05 12:10:54.570641,0 days 00:01:03.159716,prelu,32,384,0.30000000000000004,2e-05,512,,L2,postnorm,16,3,Adam,max,sinusoidal,1e-06
