number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
10,0.1761006289308176,PRUNED,2025-11-26 15:09:27.029586,2025-11-26 15:09:36.481754,0 days 00:00:09.452168,elu,64,True,0.0,512.0,0.001,,L2,True,2,RMSprop,last,1e-05,"[64, 128]","[2, 3]","[1, 2, 3]",False
11,0.21758419036095988,COMPLETE,2025-11-26 15:09:36.481754,2025-11-26 15:10:23.390120,0 days 00:00:46.908366,relu,128,True,0.5,1024.0,0.001,,minmax,True,2,AdamW,max,0.0,"[64, 64]","[1, 2, 3]","[1, 2, 3]",True
12,0.1761006289308176,PRUNED,2025-11-26 15:10:23.394398,2025-11-26 15:10:28.636237,0 days 00:00:05.241839,elu,96,True,0.0,1024.0,0.001,,L2,True,1,AdamW,mean,0.0,[192],[],[],True
13,0.21758419036095988,COMPLETE,2025-11-26 15:10:28.639245,2025-11-26 15:12:22.186674,0 days 00:01:53.547429,relu,48,True,0.0,1024.0,0.001,,minmax,True,2,AdamW,last,0.0,"[448, 512]","[2, 3]","[1, 2, 3]",False
14,0.1761006289308176,PRUNED,2025-11-26 15:12:22.189800,2025-11-26 15:12:57.823373,0 days 00:00:35.633573,leakyrelu,32,True,0.2,128.0,0.001,,minmax,True,3,RMSprop,max,0.0,"[128, 128, 128]","[1, 2, 3]","[1, 2, 3]",True
15,0.1970310391363023,PRUNED,2025-11-26 15:12:57.823373,2025-11-26 15:15:30.294520,0 days 00:02:32.471147,tanh,16,True,0.0,768.0,5e-05,,L2,True,1,AdamW,last,0.0,[256],[],[],True
16,0.4840708299201906,COMPLETE,2025-11-26 15:15:30.296263,2025-11-26 15:18:47.422520,0 days 00:03:17.126257,gelu,64,True,0.0,256.0,0.0001,,L2,True,2,RMSprop,max,1e-06,"[256, 384]","[2, 3]","[1, 2, 3]",False
17,0.2679055947408324,COMPLETE,2025-11-26 15:18:47.425046,2025-11-26 15:20:05.256682,0 days 00:01:17.831636,gelu,64,True,0.0,256.0,0.0001,,L2,True,1,RMSprop,mean,1e-06,[256],[],[],True
18,0.1806853582554517,PRUNED,2025-11-26 15:20:05.259904,2025-11-26 15:20:32.794510,0 days 00:00:27.534606,gelu,64,False,0.0,256.0,0.0001,,L2,True,2,RMSprop,mean,1e-06,"[192, 256]","[2, 3]","[1, 2, 3]",False
19,0.21637426900584797,PRUNED,2025-11-26 15:20:32.795982,2025-11-26 15:21:56.869534,0 days 00:01:24.073552,gelu,64,True,0.4,256.0,0.0001,,L2,True,3,RMSprop,mean,1e-06,"[192, 256, 384]","[2, 3]","[1, 2, 3]",False
20,0.21758419036095988,COMPLETE,2025-11-26 15:21:56.870534,2025-11-26 15:22:48.502449,0 days 00:00:51.631915,gelu,64,True,0.0,256.0,0.0001,,L2,True,1,RMSprop,mean,1e-06,[64],[],[],True
21,0.1806853582554517,PRUNED,2025-11-26 15:22:48.504450,2025-11-26 15:23:18.984455,0 days 00:00:30.480005,gelu,64,True,0.0,256.0,0.0001,,L2,True,1,RMSprop,mean,1e-06,[256],[],[],True
22,0.1761006289308176,PRUNED,2025-11-26 15:23:18.984455,2025-11-26 15:23:45.373912,0 days 00:00:26.389457,silu,64,True,0.0,256.0,0.0001,,L2,True,1,RMSprop,max,1e-06,[512],[],[],True
23,0.1761006289308176,PRUNED,2025-11-26 15:23:45.374915,2025-11-26 15:24:23.058264,0 days 00:00:37.683349,elu,64,True,0.0,256.0,0.0001,,L2,True,2,RMSprop,last,1e-06,"[256, 384]","[2, 3]","[2, 3]",False
24,0.17777777777777778,PRUNED,2025-11-26 15:24:23.059266,2025-11-26 15:25:01.876378,0 days 00:00:38.817112,gelu,64,True,0.0,256.0,0.0001,0.0,L2,True,1,SGD,max,1e-05,[512],[],[],True
25,0.17777777777777778,PRUNED,2025-11-26 15:25:01.877394,2025-11-26 15:27:23.242012,0 days 00:02:21.364618,gelu,64,True,0.0,256.0,2e-05,,L2,True,2,RMSprop,last,1e-07,"[384, 448]","[2, 3]","[1, 2, 3]",False
26,0.1761006289308176,PRUNED,2025-11-26 15:27:23.243012,2025-11-26 15:27:31.004890,0 days 00:00:07.761878,,32,False,0.0,,0.0002,,L2,True,1,RMSprop,mean,1e-06,[128],[],[],True
27,0.17777777777777778,PRUNED,2025-11-26 15:27:31.006392,2025-11-26 15:30:26.390252,0 days 00:02:55.383860,elu,16,True,0.0,768.0,1e-05,,L2,True,1,RMSprop,attention,1e-06,[384],[],[],True
28,0.1761006289308176,PRUNED,2025-11-26 15:30:26.392267,2025-11-26 15:30:46.816931,0 days 00:00:20.424664,gelu,96,True,0.0,512.0,5e-05,,L2,True,2,RMSprop,max,1e-07,"[256, 384]","[2, 3]","[1, 2, 3]",False
29,0.21758419036095988,COMPLETE,2025-11-26 15:30:46.817434,2025-11-26 15:33:05.709325,0 days 00:02:18.891891,tanh,48,True,0.0,128.0,0.001,,L2,True,2,Adam,last,1e-05,"[512, 640]","[2, 3]","[2, 3]",False
30,0.1714285714285714,PRUNED,2025-11-26 15:33:05.712272,2025-11-26 15:33:31.849868,0 days 00:00:26.137596,silu,64,True,0.2,256.0,0.0001,0.8,L2,True,3,SGD,mean,1e-06,"[448, 384, 256]","[2, 3]","[1, 2, 3]",False
31,0.1806853582554517,PRUNED,2025-11-26 15:33:31.850872,2025-11-26 15:33:55.086169,0 days 00:00:23.235297,relu,128,True,0.5,1024.0,0.001,,minmax,False,2,AdamW,max,0.0,"[384, 384]","[1, 2, 3]","[1, 2, 3]",True
32,0.21758419036095988,COMPLETE,2025-11-26 15:33:55.087173,2025-11-26 15:35:17.229613,0 days 00:01:22.142440,relu,128,True,0.1,1024.0,0.0002,,minmax,False,4,AdamW,max,0.0,"[192, 192, 192, 192]",[1],[1],True
33,0.1806853582554517,PRUNED,2025-11-26 15:35:17.232623,2025-11-26 15:35:43.461248,0 days 00:00:26.228625,,128,True,0.3,,0.001,,minmax,False,2,RMSprop,max,0.0,"[512, 512]","[1, 2, 3]","[1, 2, 3]",True
34,0.21758419036095988,COMPLETE,2025-11-26 15:35:43.463251,2025-11-26 15:36:37.673848,0 days 00:00:54.210597,leakyrelu,128,False,0.5,1024.0,0.001,,minmax,False,3,Adam,max,1e-07,"[448, 448, 448]","[1, 2, 3]","[1, 2, 3]",True
35,0.1806853582554517,PRUNED,2025-11-26 15:36:37.677167,2025-11-26 15:37:41.825414,0 days 00:01:04.148247,leakyrelu,16,True,0.0,128.0,0.0002,0.5,L2,False,1,SGD,max,0.0,[128],[],[],True
36,0.21758419036095988,COMPLETE,2025-11-26 15:37:41.825414,2025-11-26 15:38:42.058270,0 days 00:01:00.232856,elu,128,True,0.0,256.0,1e-05,,L2,False,2,RMSprop,attention,0.0,"[384, 256]","[2, 3]","[1, 2, 3]",False
37,0.21758419036095988,COMPLETE,2025-11-26 15:38:42.062687,2025-11-26 15:39:42.925863,0 days 00:01:00.863176,relu,32,False,0.0,256.0,2e-05,,minmax,False,1,Adam,max,1e-06,[256],[],[],True
38,0.1761006289308176,PRUNED,2025-11-26 15:39:42.925863,2025-11-26 15:40:08.408061,0 days 00:00:25.482198,gelu,64,True,0.5,512.0,0.0001,,L2,False,4,AdamW,last,0.0,"[64, 64, 64, 64]","[1, 3]","[1, 3]",True
39,0.21758419036095988,COMPLETE,2025-11-26 15:40:08.408061,2025-11-26 15:41:21.527434,0 days 00:01:13.119373,tanh,48,True,0.0,768.0,5e-05,,minmax,True,1,RMSprop,attention,1e-05,[640],[],[],True
40,0.08888888888888889,PRUNED,2025-11-26 15:41:21.530440,2025-11-26 15:41:39.203667,0 days 00:00:17.673227,,96,False,0.0,,0.001,,L2,False,2,RMSprop,mean,1e-06,"[1024, 896]","[2, 3]","[2, 3]",False
41,0.1761006289308176,PRUNED,2025-11-26 15:41:39.204671,2025-11-26 15:41:52.281345,0 days 00:00:13.076674,,128,False,0.1,,0.0002,,L2,False,3,RMSprop,attention,1e-07,"[640, 640, 640]","[1, 2, 3]",[3],True
42,0.21052631578947367,PRUNED,2025-11-26 15:41:52.283354,2025-11-26 15:42:10.752803,0 days 00:00:18.469449,,128,False,0.1,,0.0002,,L2,False,3,RMSprop,attention,1e-07,"[896, 896, 896]","[1, 2, 3]",[3],True
43,0.21758419036095988,COMPLETE,2025-11-26 15:42:10.753802,2025-11-26 15:43:13.089130,0 days 00:01:02.335328,silu,128,False,0.1,1024.0,0.0002,,L2,False,3,AdamW,attention,1e-07,"[640, 640, 640]","[1, 2, 3]",[3],True
44,0.1806853582554517,PRUNED,2025-11-26 15:43:13.089130,2025-11-26 15:43:42.174114,0 days 00:00:29.084984,,64,False,0.1,,1e-05,,minmax,False,3,RMSprop,attention,1e-07,"[384, 384, 384]","[1, 2, 3]",[3],True
45,0.21758419036095988,COMPLETE,2025-11-26 15:43:42.175316,2025-11-26 15:48:35.850971,0 days 00:04:53.675655,gelu,128,True,0.2,256.0,0.001,0.5,L2,True,4,SGD,last,0.0,"[1024, 1024, 1024, 1024]","[1, 2]",[],True
46,0.17777777777777778,PRUNED,2025-11-26 15:48:35.854984,2025-11-26 15:49:12.699249,0 days 00:00:36.844265,elu,64,False,0.3,512.0,2e-05,,L2,False,2,AdamW,max,0.0,"[128, 192]","[1, 2, 3]","[2, 3]",False
47,0.2409942809505968,COMPLETE,2025-11-26 15:49:12.700496,2025-11-26 15:50:00.165872,0 days 00:00:47.465376,relu,96,True,0.0,1024.0,0.001,,minmax,True,1,Adam,last,1e-06,[192],[],[],True
48,0.17777777777777778,PRUNED,2025-11-26 15:50:00.168882,2025-11-26 15:50:26.515180,0 days 00:00:26.346298,relu,96,True,0.0,1024.0,0.001,,minmax,True,1,Adam,last,1e-06,[192],[],[],True
49,0.1761006289308176,PRUNED,2025-11-26 15:50:26.516377,2025-11-26 15:50:35.816293,0 days 00:00:09.299916,relu,96,True,0.0,1024.0,0.001,,minmax,True,1,Adam,last,1e-06,[192],[],[],True
