number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
0,0.21758419036095988,COMPLETE,2025-11-26 14:48:22.959945,2025-11-26 14:49:15.697161,0 days 00:00:52.737216,relu,128,True,0.5,1024.0,0.001,,minmax,False,2,AdamW,max,0.0,"[128, 128]","[1, 2, 3]","[1, 2, 3]",True
1,0.24920180967806985,COMPLETE,2025-11-26 14:49:15.700665,2025-11-26 14:50:14.787243,0 days 00:00:59.086578,elu,64,True,0.0,256.0,0.001,,L2,True,1,RMSprop,last,0.0,[384],[],[],True
2,0.21758419036095988,COMPLETE,2025-11-26 14:50:14.789766,2025-11-26 14:51:33.616657,0 days 00:01:18.826891,,128,False,0.1,,0.0002,,L2,False,3,RMSprop,attention,1e-07,"[768, 768, 768]","[1, 2, 3]",[3],True
3,0.21758419036095988,COMPLETE,2025-11-26 14:51:33.618957,2025-11-26 15:01:51.948424,0 days 00:10:18.329467,leakyrelu,16,True,0.3,128.0,0.0002,0.2,L2,False,4,SGD,max,0.0,"[768, 640, 512, 448]","[1, 3]",[],False
4,0.21758419036095988,COMPLETE,2025-11-26 15:01:51.950447,2025-11-26 15:02:59.175346,0 days 00:01:07.224899,tanh,128,True,0.0,256.0,1e-05,,minmax,False,1,Adam,max,0.0,[1024],[],[],True
5,0.21758419036095988,COMPLETE,2025-11-26 15:02:59.178353,2025-11-26 15:07:18.962854,0 days 00:04:19.784501,silu,32,True,0.5,512.0,2e-05,,minmax,False,2,Adam,last,1e-06,"[896, 1024]","[1, 2, 3]","[2, 3]",False
6,0.1761006289308176,PRUNED,2025-11-26 15:07:18.965771,2025-11-26 15:07:33.417743,0 days 00:00:14.451972,gelu,96,False,0.0,256.0,1e-05,,L2,False,3,Adam,mean,0.0,"[384, 256, 192]",[3],"[1, 2, 3]",False
7,0.21758419036095988,COMPLETE,2025-11-26 15:07:33.418743,2025-11-26 15:08:18.029890,0 days 00:00:44.611147,relu,64,False,0.0,768.0,5e-05,,L2,False,1,RMSprop,attention,1e-05,[768],[],[],True
8,0.1761006289308176,PRUNED,2025-11-26 15:08:18.029890,2025-11-26 15:08:48.057118,0 days 00:00:30.027228,,48,True,0.4,,2e-05,0.9,minmax,False,4,SGD,last,1e-06,"[768, 768, 768, 768]",[1],[3],True
9,0.21758419036095988,COMPLETE,2025-11-26 15:08:48.059121,2025-11-26 15:09:27.029586,0 days 00:00:38.970465,elu,64,False,0.0,256.0,0.0001,,minmax,True,1,AdamW,attention,1e-07,[448],[],[],True
