number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
0,0.21758419036095988,COMPLETE,2025-11-26 07:08:32.890318,2025-11-26 07:09:20.436205,0 days 00:00:47.545887,relu,128,True,0.5,1024.0,0.001,,minmax,False,2,AdamW,max,0.0,"[128, 128]","[1, 2, 3]","[1, 2, 3]",True
1,0.32503419256240523,COMPLETE,2025-11-26 07:09:20.438205,2025-11-26 07:10:21.154959,0 days 00:01:00.716754,elu,64,True,0.0,256.0,0.001,,L2,True,1,RMSprop,last,0.0,[384],[],[],True
2,0.3013986485426693,COMPLETE,2025-11-26 07:10:21.156970,2025-11-26 07:12:13.597503,0 days 00:01:52.440533,,128,False,0.1,,0.0002,,L2,False,3,RMSprop,attention,1e-07,"[768, 768, 768]","[1, 2, 3]",[3],True
3,0.08888888888888889,PRUNED,2025-11-26 07:12:13.599803,2025-11-26 07:14:17.182027,0 days 00:02:03.582224,leakyrelu,16,True,0.3,128.0,0.0002,0.2,L2,False,4,SGD,max,0.0,"[768, 640, 512, 448]","[1, 3]",[],False
4,0.21758419036095988,COMPLETE,2025-11-26 07:14:17.183040,2025-11-26 07:15:31.750409,0 days 00:01:14.567369,tanh,128,True,0.0,256.0,1e-05,,minmax,False,1,Adam,max,0.0,[1024],[],[],True
5,0.21839080459770113,PRUNED,2025-11-26 07:15:31.752990,2025-11-26 07:17:38.717295,0 days 00:02:06.964305,silu,32,True,0.5,512.0,2e-05,,minmax,False,2,Adam,last,1e-06,"[896, 1024]","[1, 2, 3]","[2, 3]",False
6,0.1761006289308176,PRUNED,2025-11-26 07:17:38.718294,2025-11-26 07:17:53.359858,0 days 00:00:14.641564,gelu,96,False,0.0,256.0,1e-05,,L2,False,3,Adam,mean,0.0,"[384, 256, 192]",[3],"[1, 2, 3]",False
7,0.21758419036095988,COMPLETE,2025-11-26 07:17:53.361859,2025-11-26 07:18:46.467841,0 days 00:00:53.105982,relu,64,False,0.0,768.0,5e-05,,L2,False,1,RMSprop,attention,1e-05,[768],[],[],True
8,0.08888888888888889,PRUNED,2025-11-26 07:18:46.470881,2025-11-26 07:19:55.997578,0 days 00:01:09.526697,,48,True,0.4,,2e-05,0.9,minmax,False,4,SGD,last,1e-06,"[768, 768, 768, 768]",[1],[3],True
9,0.21758419036095988,COMPLETE,2025-11-26 07:19:55.998579,2025-11-26 07:20:37.986355,0 days 00:00:41.987776,elu,64,False,0.0,256.0,0.0001,,minmax,True,1,AdamW,attention,1e-07,[448],[],[],True
