number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
0,0.21758419036095988,COMPLETE,2025-11-26 05:14:42.448808,2025-11-26 05:15:25.713786,0 days 00:00:43.264978,relu,128,True,0.5,1024.0,0.001,,minmax,False,2,AdamW,max,0.0,"[128, 128]","[1, 2, 3]","[1, 2, 3]",True
1,0.1761006289308176,PRUNED,2025-11-26 05:15:25.715787,2025-11-26 05:15:31.583598,0 days 00:00:05.867811,elu,64,True,0.0,256.0,0.001,,L2,True,1,RMSprop,last,0.0,[384],[],[],True
2,0.4007059105876488,COMPLETE,2025-11-26 05:15:31.584598,2025-11-26 05:17:58.626104,0 days 00:02:27.041506,,128,False,0.1,,0.0002,,L2,False,3,RMSprop,attention,1e-07,"[768, 768, 768]","[1, 2, 3]",[3],True
3,0.08888888888888889,PRUNED,2025-11-26 05:17:58.628606,2025-11-26 05:20:00.714589,0 days 00:02:02.085983,leakyrelu,16,True,0.3,128.0,0.0002,0.2,L2,False,4,SGD,max,0.0,"[768, 640, 512, 448]","[1, 3]",[],False
4,0.1761006289308176,PRUNED,2025-11-26 05:20:00.715595,2025-11-26 05:20:14.916951,0 days 00:00:14.201356,tanh,128,True,0.0,256.0,1e-05,,minmax,False,1,Adam,max,0.0,[1024],[],[],True
5,0.21758419036095988,COMPLETE,2025-11-26 05:20:14.917952,2025-11-26 05:25:19.209016,0 days 00:05:04.291064,silu,32,True,0.5,512.0,2e-05,,minmax,False,2,Adam,last,1e-06,"[896, 1024]","[1, 2, 3]","[2, 3]",False
6,0.08888888888888889,PRUNED,2025-11-26 05:25:19.212037,2025-11-26 05:25:32.454782,0 days 00:00:13.242745,gelu,96,False,0.0,256.0,1e-05,,L2,False,3,Adam,mean,0.0,"[384, 256, 192]",[3],"[1, 2, 3]",False
7,0.21758419036095988,COMPLETE,2025-11-26 05:25:32.455782,2025-11-26 05:26:20.032274,0 days 00:00:47.576492,relu,64,False,0.0,768.0,5e-05,,L2,False,1,RMSprop,attention,1e-05,[768],[],[],True
8,0.08239700374531835,PRUNED,2025-11-26 05:26:20.034274,2025-11-26 05:28:33.985505,0 days 00:02:13.951231,,48,True,0.4,,2e-05,0.9,minmax,False,4,SGD,last,1e-06,"[768, 768, 768, 768]",[1],[3],True
9,0.3813051425002555,COMPLETE,2025-11-26 05:28:33.987527,2025-11-26 05:29:43.723011,0 days 00:01:09.735484,elu,64,False,0.0,256.0,0.0001,,minmax,True,1,AdamW,attention,1e-07,[448],[],[],True
10,0.30548588333654897,PRUNED,2025-11-26 05:29:43.727087,2025-11-26 05:30:18.243081,0 days 00:00:34.515994,,128,False,0.1,,0.0002,,L2,True,3,RMSprop,attention,1e-07,"[448, 448, 448]","[2, 3]",[3],True
