number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
0,0.21758419036095988,COMPLETE,2025-11-26 04:15:39.174223,2025-11-26 04:16:11.239332,0 days 00:00:32.065109,relu,128,True,0.5,1024.0,0.001,,minmax,False,2,AdamW,max,0.0,"[128, 128]","[1, 2, 3]","[1, 2, 3]",True
1,0.2924122602957604,COMPLETE,2025-11-26 04:16:11.242332,2025-11-26 04:16:59.039592,0 days 00:00:47.797260,elu,64,True,0.0,256.0,0.001,,L2,True,1,RMSprop,last,0.0,[384],[],[],True
2,0.38379848355244844,COMPLETE,2025-11-26 04:16:59.041592,2025-11-26 04:18:37.396085,0 days 00:01:38.354493,,128,False,0.1,,0.0002,,L2,False,3,RMSprop,attention,1e-07,"[768, 768, 768]","[1, 2, 3]",[3],True
3,0.1806853582554517,PRUNED,2025-11-26 04:18:37.399596,2025-11-26 04:21:19.333355,0 days 00:02:41.933759,leakyrelu,16,True,0.3,128.0,0.0002,0.2,L2,False,4,SGD,max,0.0,"[768, 640, 512, 448]","[1, 3]",[],False
4,0.21758419036095988,COMPLETE,2025-11-26 04:21:19.334367,2025-11-26 04:22:05.215628,0 days 00:00:45.881261,tanh,128,True,0.0,256.0,1e-05,,minmax,False,1,Adam,max,0.0,[1024],[],[],True
5,0.21758419036095988,COMPLETE,2025-11-26 04:22:05.218148,2025-11-26 04:25:34.335216,0 days 00:03:29.117068,silu,32,True,0.5,512.0,2e-05,,minmax,False,2,Adam,last,1e-06,"[896, 1024]","[1, 2, 3]","[2, 3]",False
6,0.21758419036095988,COMPLETE,2025-11-26 04:25:34.337720,2025-11-26 04:26:20.209552,0 days 00:00:45.871832,gelu,96,False,0.0,256.0,1e-05,,L2,False,3,Adam,mean,0.0,"[384, 256, 192]",[3],"[1, 2, 3]",False
7,0.21758419036095988,COMPLETE,2025-11-26 04:26:20.212553,2025-11-26 04:26:57.202585,0 days 00:00:36.990032,relu,64,False,0.0,768.0,5e-05,,L2,False,1,RMSprop,attention,1e-05,[768],[],[],True
8,0.08888888888888889,PRUNED,2025-11-26 04:26:57.205096,2025-11-26 04:27:39.702723,0 days 00:00:42.497627,,48,True,0.4,,2e-05,0.9,minmax,False,4,SGD,last,1e-06,"[768, 768, 768, 768]",[1],[3],True
9,0.2711210520308002,COMPLETE,2025-11-26 04:27:39.704724,2025-11-26 04:28:18.474877,0 days 00:00:38.770153,elu,64,False,0.0,256.0,0.0001,,minmax,True,1,AdamW,attention,1e-07,[448],[],[],True
10,0.1761006289308176,PRUNED,2025-11-26 04:28:18.478392,2025-11-26 04:28:22.927615,0 days 00:00:04.449223,,128,False,0.1,,0.0002,,L2,True,3,RMSprop,attention,1e-07,"[448, 448, 448]","[2, 3]",[3],True
11,0.21839080459770113,PRUNED,2025-11-26 04:28:22.928627,2025-11-26 04:28:53.584638,0 days 00:00:30.656011,,64,False,0.1,,0.001,,L2,True,3,RMSprop,last,1e-07,"[64, 128, 192]","[1, 2, 3]","[2, 3]",False
12,0.08888888888888889,PRUNED,2025-11-26 04:28:53.585644,2025-11-26 04:29:01.251239,0 days 00:00:07.665595,elu,96,False,0.0,512.0,0.001,,L2,True,2,RMSprop,mean,1e-05,"[256, 384]","[2, 3]","[1, 2, 3]",False
13,0.08888888888888889,PRUNED,2025-11-26 04:29:01.252251,2025-11-26 04:29:33.032254,0 days 00:00:31.780003,elu,48,True,0.2,128.0,0.0002,,L2,True,3,RMSprop,last,1e-07,"[512, 512, 512]","[1, 2, 3]",[3],True
14,0.438707233641528,COMPLETE,2025-11-26 04:29:33.033254,2025-11-26 04:31:10.734597,0 days 00:01:37.701343,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,RMSprop,attention,0.0,"[128, 192]","[2, 3]","[1, 2, 3]",False
15,0.44033589498331616,COMPLETE,2025-11-26 04:31:10.736615,2025-11-26 04:32:54.067727,0 days 00:01:43.331112,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,RMSprop,attention,1e-07,"[64, 128]","[2, 3]","[1, 2, 3]",False
16,0.45073164583905256,COMPLETE,2025-11-26 04:32:54.069748,2025-11-26 04:34:23.619415,0 days 00:01:29.549667,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,RMSprop,attention,1e-05,"[64, 128]","[2, 3]","[1, 2, 3]",False
17,0.21839080459770113,PRUNED,2025-11-26 04:34:23.620417,2025-11-26 04:34:55.672548,0 days 00:00:32.052131,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,AdamW,attention,1e-05,"[128, 192]","[2, 3]","[1, 2, 3]",False
