number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
15,0.3896103896103896,PRUNED,2025-11-26 11:47:23.053000,2025-11-26 11:48:14.704250,0 days 00:00:51.651250,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,RMSprop,attention,1e-07,"[64, 128]","[2, 3]","[1, 2, 3]",False
16,0.40733327706683137,COMPLETE,2025-11-26 11:48:14.704250,2025-11-26 11:51:42.596890,0 days 00:03:27.892640,gelu,32,False,0.1,768.0,0.0001,,L2,True,4,RMSprop,attention,1e-05,"[256, 256, 256, 256]",[2],[1],True
17,0.08239700374531835,PRUNED,2025-11-26 11:51:42.599415,2025-11-26 11:52:43.683844,0 days 00:01:01.084429,gelu,32,False,0.3,768.0,0.0001,0.0,L2,True,4,SGD,attention,1e-05,"[128, 128, 128, 128]",[2],"[1, 2]",True
18,0.43942840914770737,COMPLETE,2025-11-26 11:52:43.685854,2025-11-26 11:57:21.497439,0 days 00:04:37.811585,gelu,32,False,0.2,768.0,0.0001,,L2,True,4,AdamW,attention,1e-05,"[192, 256, 384, 448]",[2],[1],False
19,0.4380393120676331,COMPLETE,2025-11-26 11:57:21.499952,2025-11-26 11:59:44.129881,0 days 00:02:22.629929,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,AdamW,attention,1e-05,"[192, 256]","[2, 3]","[1, 2, 3]",False
20,0.3821498546193746,COMPLETE,2025-11-26 11:59:44.133076,2025-11-26 12:06:33.016132,0 days 00:06:48.883056,leakyrelu,16,False,0.2,1024.0,5e-05,,L2,True,4,AdamW,mean,1e-05,"[192, 256, 384, 448]",[3],"[1, 2, 3]",False
21,0.4335121180598316,COMPLETE,2025-11-26 12:06:33.018160,2025-11-26 12:08:40.899382,0 days 00:02:07.881222,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,AdamW,attention,1e-05,"[192, 256]","[2, 3]","[1, 2, 3]",False
22,0.43869628435411345,COMPLETE,2025-11-26 12:08:40.903260,2025-11-26 12:10:49.750999,0 days 00:02:08.847739,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,AdamW,attention,1e-05,"[192, 256]","[2, 3]","[1, 2, 3]",False
23,0.4020236244456338,COMPLETE,2025-11-26 12:10:49.753001,2025-11-26 12:12:53.787089,0 days 00:02:04.034088,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,AdamW,attention,1e-05,"[192, 256]","[2, 3]","[1, 2, 3]",False
24,0.17777777777777778,PRUNED,2025-11-26 12:12:53.790097,2025-11-26 12:14:34.515020,0 days 00:01:40.724923,tanh,32,False,0.2,768.0,0.0001,,L2,True,3,AdamW,attention,1e-05,"[256, 384, 448]","[2, 3]","[1, 3]",False
25,0.1761006289308176,PRUNED,2025-11-26 12:14:34.531059,2025-11-26 12:14:57.530123,0 days 00:00:22.999064,silu,32,False,0.0,768.0,0.0001,,L2,True,2,AdamW,attention,1e-05,"[512, 640]","[2, 3]","[1, 2, 3]",False
26,0.21758419036095988,COMPLETE,2025-11-26 12:14:57.530123,2025-11-26 12:16:00.055644,0 days 00:01:02.525521,gelu,32,False,0.0,768.0,0.0001,,minmax,True,1,AdamW,attention,1e-05,[128],[],[],True
27,0.4361113834081719,COMPLETE,2025-11-26 12:16:00.057647,2025-11-26 12:18:58.780487,0 days 00:02:58.722840,gelu,32,False,0.4,768.0,0.0001,,L2,True,3,AdamW,attention,1e-06,"[384, 256, 192]","[2, 3]","[1, 3]",False
28,0.42649667492497184,COMPLETE,2025-11-26 12:18:58.796496,2025-11-26 12:20:27.987642,0 days 00:01:29.191146,gelu,48,False,0.0,512.0,5e-05,,L2,True,2,AdamW,mean,1e-05,"[128, 192]","[2, 3]","[1, 2, 3]",False
29,0.3913269238570443,PRUNED,2025-11-26 12:20:27.989646,2025-11-26 12:22:00.518529,0 days 00:01:32.528883,gelu,16,False,0.0,1024.0,2e-05,,minmax,True,2,AdamW,max,1e-05,"[256, 384]","[2, 3]","[1, 2, 3]",False
30,0.251490514905149,PRUNED,2025-11-26 12:22:00.518529,2025-11-26 12:22:13.227472,0 days 00:00:12.708943,leakyrelu,96,False,0.0,1024.0,1e-05,,L2,True,1,AdamW,max,1e-05,[64],[],[],True
31,0.4222215968512789,COMPLETE,2025-11-26 12:22:13.229474,2025-11-26 12:25:00.061078,0 days 00:02:46.831604,gelu,32,False,0.4,768.0,0.0001,,L2,True,3,AdamW,attention,1e-06,"[384, 256, 192]","[2, 3]","[1, 3]",False
32,0.4413390500478286,COMPLETE,2025-11-26 12:25:00.061078,2025-11-26 12:27:32.084415,0 days 00:02:32.023337,gelu,32,False,0.4,768.0,0.0001,,L2,True,3,AdamW,attention,1e-06,"[448, 384, 256]","[2, 3]","[1, 3]",False
33,0.21839080459770113,PRUNED,2025-11-26 12:27:32.086415,2025-11-26 12:28:53.357473,0 days 00:01:21.271058,gelu,32,False,0.2,768.0,0.0001,,L2,True,4,AdamW,attention,1e-06,"[512, 448, 384, 256]",[2],[1],False
34,0.4302515692880967,COMPLETE,2025-11-26 12:28:53.357473,2025-11-26 12:33:08.358107,0 days 00:04:15.000634,relu,32,True,0.4,128.0,0.0001,,L2,True,3,AdamW,attention,1e-06,"[448, 384, 256]","[2, 3]","[1, 3]",False
35,0.21839080459770113,PRUNED,2025-11-26 12:33:08.360113,2025-11-26 12:33:17.356977,0 days 00:00:08.996864,silu,128,False,0.4,768.0,0.001,,L2,True,4,AdamW,attention,1e-06,"[448, 384, 256, 192]",[2],[1],False
36,0.20833333333333334,PRUNED,2025-11-26 12:33:17.357987,2025-11-26 12:34:22.279884,0 days 00:01:04.921897,tanh,32,True,0.0,768.0,0.0001,0.7000000000000001,L2,True,2,SGD,max,1e-05,"[192, 128]","[2, 3]","[1, 2, 3]",False
37,0.21758419036095988,COMPLETE,2025-11-26 12:34:22.279884,2025-11-26 12:37:00.156117,0 days 00:02:37.876233,relu,32,False,0.0,128.0,1e-05,,minmax,False,3,Adam,attention,0.0,"[256, 384, 448]",[3],"[1, 2, 3]",False
38,0.3874160986023212,COMPLETE,2025-11-26 12:37:00.159134,2025-11-26 12:41:54.480228,0 days 00:04:54.321094,gelu,16,False,0.0,256.0,0.0001,,L2,False,2,AdamW,attention,1e-06,"[512, 640]","[2, 3]","[1, 2, 3]",False
39,0.21839080459770113,PRUNED,2025-11-26 12:41:54.483393,2025-11-26 12:41:59.877220,0 days 00:00:05.393827,gelu,96,True,0.0,768.0,2e-05,,L2,True,1,Adam,last,1e-05,[128],[],[],True
40,0.21839080459770113,PRUNED,2025-11-26 12:41:59.878224,2025-11-26 12:42:25.567573,0 days 00:00:25.689349,leakyrelu,128,False,0.2,512.0,0.0002,,minmax,False,3,AdamW,mean,0.0,"[192, 256, 384]","[2, 3]","[1, 3]",False
41,0.1761006289308176,PRUNED,2025-11-26 12:42:25.568573,2025-11-26 12:43:01.335842,0 days 00:00:35.767269,gelu,32,False,0.4,768.0,0.0001,,L2,True,3,AdamW,attention,1e-06,"[384, 256, 192]","[2, 3]","[1, 3]",False
42,0.3843832515613051,COMPLETE,2025-11-26 12:43:01.336345,2025-11-26 12:46:44.583969,0 days 00:03:43.247624,gelu,32,False,0.4,768.0,0.0001,,L2,True,3,AdamW,attention,1e-06,"[640, 512, 448]","[2, 3]","[1, 3]",False
43,0.43980854044304485,COMPLETE,2025-11-26 12:46:44.586471,2025-11-26 12:51:25.016822,0 days 00:04:40.430351,gelu,32,False,0.4,768.0,0.0001,,L2,True,4,AdamW,attention,1e-06,"[384, 256, 192, 128]","[1, 2, 3]","[1, 3]",False
44,0.17777777777777778,PRUNED,2025-11-26 12:51:25.019830,2025-11-26 12:53:30.294387,0 days 00:02:05.274557,,32,False,0.4,,0.0001,0.5,L2,True,4,SGD,attention,1e-06,"[384, 256, 192, 128]","[1, 2, 3]","[1, 3]",False
45,0.37966537966537967,PRUNED,2025-11-26 12:53:30.295387,2025-11-26 12:54:35.177840,0 days 00:01:04.882453,gelu,64,False,0.3,256.0,5e-05,,L2,True,4,AdamW,attention,1e-06,"[448, 384, 256, 192]","[1, 2, 3]",[3],False
46,0.17777777777777778,PRUNED,2025-11-26 12:54:35.178842,2025-11-26 12:58:27.020543,0 days 00:03:51.841701,tanh,48,True,0.5,768.0,0.001,,L2,True,4,Adam,attention,1e-05,"[896, 768, 640, 512]","[1, 2, 3]","[1, 3]",False
47,0.4050614920365555,COMPLETE,2025-11-26 12:58:27.021543,2025-11-26 13:03:55.292811,0 days 00:05:28.271268,elu,32,False,0.2,768.0,1e-05,,L2,False,4,AdamW,last,1e-06,"[256, 384, 448, 512]",[1],[2],False
48,0.17777777777777778,PRUNED,2025-11-26 13:03:55.294814,2025-11-26 13:04:49.315074,0 days 00:00:54.020260,silu,64,False,0.4,768.0,0.0001,,L2,True,2,AdamW,max,1e-07,"[640, 768]","[1, 2, 3]","[1, 2, 3]",False
49,0.21758419036095988,COMPLETE,2025-11-26 13:04:49.316074,2025-11-26 13:07:17.015090,0 days 00:02:27.699016,gelu,32,False,0.4,128.0,0.0002,,minmax,True,4,AdamW,attention,1e-05,"[64, 64, 64, 64]","[1, 2, 3]","[1, 3]",True
