number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
0,0.268334547010084,COMPLETE,2025-11-26 11:19:26.827504,2025-11-26 11:20:24.596234,0 days 00:00:57.768730,relu,128,True,0.5,1024.0,0.001,,minmax,False,2,AdamW,max,0.0,"[128, 128]","[1, 2, 3]","[1, 2, 3]",True
1,0.322851441719992,COMPLETE,2025-11-26 11:20:24.598236,2025-11-26 11:21:31.655560,0 days 00:01:07.057324,elu,64,True,0.0,256.0,0.001,,L2,True,1,RMSprop,last,0.0,[384],[],[],True
2,0.40107607612437823,COMPLETE,2025-11-26 11:21:31.655560,2025-11-26 11:23:15.625490,0 days 00:01:43.969930,,128,False,0.1,,0.0002,,L2,False,3,RMSprop,attention,1e-07,"[768, 768, 768]","[1, 2, 3]",[3],True
3,0.20912615522758315,COMPLETE,2025-11-26 11:23:15.625490,2025-11-26 11:32:25.733373,0 days 00:09:10.107883,leakyrelu,16,True,0.3,128.0,0.0002,0.2,L2,False,4,SGD,max,0.0,"[768, 640, 512, 448]","[1, 3]",[],False
4,0.1806853582554517,PRUNED,2025-11-26 11:32:25.737386,2025-11-26 11:32:50.945086,0 days 00:00:25.207700,tanh,128,True,0.0,256.0,1e-05,,minmax,False,1,Adam,max,0.0,[1024],[],[],True
5,0.258986755914629,COMPLETE,2025-11-26 11:32:50.946088,2025-11-26 11:37:37.372157,0 days 00:04:46.426069,silu,32,True,0.5,512.0,2e-05,,minmax,False,2,Adam,last,1e-06,"[896, 1024]","[1, 2, 3]","[2, 3]",False
6,0.21758419036095988,COMPLETE,2025-11-26 11:37:37.379830,2025-11-26 11:38:43.505041,0 days 00:01:06.125211,gelu,96,False,0.0,256.0,1e-05,,L2,False,3,Adam,mean,0.0,"[384, 256, 192]",[3],"[1, 2, 3]",False
7,0.21758419036095988,COMPLETE,2025-11-26 11:38:43.508041,2025-11-26 11:39:29.833142,0 days 00:00:46.325101,relu,64,False,0.0,768.0,5e-05,,L2,False,1,RMSprop,attention,1e-05,[768],[],[],True
8,0.08239700374531835,PRUNED,2025-11-26 11:39:29.836143,2025-11-26 11:41:19.298864,0 days 00:01:49.462721,,48,True,0.4,,2e-05,0.9,minmax,False,4,SGD,last,1e-06,"[768, 768, 768, 768]",[1],[3],True
9,0.1931372549019608,PRUNED,2025-11-26 11:41:19.305911,2025-11-26 11:41:44.436224,0 days 00:00:25.130313,elu,64,False,0.0,256.0,0.0001,,minmax,True,1,AdamW,attention,1e-07,[448],[],[],True
10,0.1761006289308176,PRUNED,2025-11-26 11:41:44.437230,2025-11-26 11:42:03.300124,0 days 00:00:18.862894,,128,False,0.1,,0.0002,,L2,True,3,RMSprop,attention,1e-07,"[448, 448, 448]","[2, 3]",[3],True
11,0.17777777777777778,PRUNED,2025-11-26 11:42:03.301127,2025-11-26 11:43:19.109549,0 days 00:01:15.808422,,64,False,0.1,,0.001,,L2,True,3,RMSprop,last,1e-07,"[64, 128, 192]","[1, 2, 3]","[2, 3]",False
12,0.17777777777777778,PRUNED,2025-11-26 11:43:19.110552,2025-11-26 11:44:03.446505,0 days 00:00:44.335953,elu,96,False,0.0,512.0,0.001,,L2,True,2,RMSprop,mean,1e-05,"[256, 384]","[2, 3]","[1, 2, 3]",False
13,0.1806853582554517,PRUNED,2025-11-26 11:44:03.446505,2025-11-26 11:45:11.208444,0 days 00:01:07.761939,elu,48,True,0.2,128.0,0.0002,,L2,True,3,RMSprop,last,1e-07,"[512, 512, 512]","[1, 2, 3]",[3],True
14,0.41095729738318065,COMPLETE,2025-11-26 11:45:11.209444,2025-11-26 11:47:23.049721,0 days 00:02:11.840277,gelu,32,False,0.0,768.0,0.0001,,L2,True,2,RMSprop,attention,0.0,"[128, 192]","[2, 3]","[1, 2, 3]",False
