number,value,state,datetime_start,datetime_complete,duration,activation,batch_size,bidirectional,dropout,fc_hidden,lr,momentum_sgd,norm,norm_post_lstm,num_layers,optimizer,pooling,weight_decay,layer_sizes,dropout_layers,norm_layers,native_mode
0,0.21758419036095988,COMPLETE,2025-11-26 03:37:34.776432,2025-11-26 03:38:08.201348,0 days 00:00:33.424916,relu,128,True,0.5,1024.0,0.001,,minmax,False,2,AdamW,max,0.0,"[128, 128]","[1, 2, 3]","[1, 2, 3]",True
1,0.3409647018040263,COMPLETE,2025-11-26 03:38:08.203352,2025-11-26 03:38:56.326501,0 days 00:00:48.123149,elu,64,True,0.0,256.0,0.001,,L2,True,1,RMSprop,last,0.0,[384],[],[],True
2,0.3848446949226631,COMPLETE,2025-11-26 03:38:56.326501,2025-11-26 03:40:05.477421,0 days 00:01:09.150920,,128,False,0.1,,0.0002,,L2,False,3,RMSprop,attention,1e-07,"[768, 768, 768]","[1, 2, 3]",[3],True
3,0.08888888888888889,PRUNED,2025-11-26 03:40:05.479424,2025-11-26 03:41:18.639316,0 days 00:01:13.159892,leakyrelu,16,True,0.3,128.0,0.0002,0.2,L2,False,4,SGD,max,0.0,"[768, 640, 512, 448]","[1, 3]",[],False
4,0.21839080459770113,PRUNED,2025-11-26 03:41:18.639316,2025-11-26 03:41:33.865738,0 days 00:00:15.226422,tanh,128,True,0.0,256.0,1e-05,,minmax,False,1,Adam,max,0.0,[1024],[],[],True
5,0.21839080459770113,PRUNED,2025-11-26 03:41:33.865738,2025-11-26 03:42:40.718038,0 days 00:01:06.852300,silu,32,True,0.5,512.0,2e-05,,minmax,False,2,Adam,last,1e-06,"[896, 1024]","[1, 2, 3]","[2, 3]",False
6,0.21212121212121213,PRUNED,2025-11-26 03:42:40.718038,2025-11-26 03:42:54.788680,0 days 00:00:14.070642,gelu,96,False,0.0,256.0,1e-05,,L2,False,3,Adam,mean,0.0,"[384, 256, 192]",[3],"[1, 2, 3]",False
7,0.21637426900584797,PRUNED,2025-11-26 03:42:54.789681,2025-11-26 03:43:14.154475,0 days 00:00:19.364794,relu,64,False,0.0,768.0,5e-05,,L2,False,1,RMSprop,attention,1e-05,[768],[],[],True
8,0.227960597655492,COMPLETE,2025-11-26 03:43:14.157599,2025-11-26 03:46:08.728220,0 days 00:02:54.570621,,48,True,0.4,,2e-05,0.9,minmax,False,4,SGD,last,1e-06,"[768, 768, 768, 768]",[1],[3],True
9,0.1806853582554517,PRUNED,2025-11-26 03:46:08.730222,2025-11-26 03:46:24.668040,0 days 00:00:15.937818,elu,64,False,0.0,256.0,0.0001,,minmax,True,1,AdamW,attention,1e-07,[448],[],[],True
10,0.1761006289308176,PRUNED,2025-11-26 03:46:24.670042,2025-11-26 03:46:33.748719,0 days 00:00:09.078677,,128,False,0.1,,0.0002,,L2,True,3,RMSprop,attention,1e-07,"[448, 448, 448]","[2, 3]",[3],True
11,0.45246941708942234,COMPLETE,2025-11-26 03:46:33.748719,2025-11-26 03:48:01.342332,0 days 00:01:27.593613,,64,False,0.1,,0.001,,L2,True,3,RMSprop,last,1e-07,"[64, 128, 192]","[1, 2, 3]","[2, 3]",False
12,0.21839080459770113,PRUNED,2025-11-26 03:48:01.342332,2025-11-26 03:48:16.160593,0 days 00:00:14.818261,,48,False,0.1,,0.001,,L2,True,3,RMSprop,mean,1e-07,"[64, 128, 192]","[1, 2, 3]","[2, 3]",False
13,0.17777777777777778,PRUNED,2025-11-26 03:48:16.161594,2025-11-26 03:48:56.608634,0 days 00:00:40.447040,,96,False,0.2,,0.0002,,L2,True,3,RMSprop,attention,1e-07,"[64, 128, 192]","[1, 2, 3]","[2, 3]",False
14,0.3052943225357019,PRUNED,2025-11-26 03:48:56.608634,2025-11-26 03:50:36.139793,0 days 00:01:39.531159,,16,False,0.1,,0.0001,,L2,True,4,RMSprop,last,1e-07,"[512, 512, 512, 512]","[1, 2]","[2, 3]",True
15,0.17777777777777778,PRUNED,2025-11-26 03:50:36.139793,2025-11-26 03:51:29.731792,0 days 00:00:53.591999,tanh,32,False,0.0,512.0,5e-05,,L2,True,2,RMSprop,attention,1e-05,"[192, 256]","[2, 3]","[1, 2, 3]",False
16,0.1761006289308176,PRUNED,2025-11-26 03:51:29.733295,2025-11-26 03:51:39.935906,0 days 00:00:10.202611,leakyrelu,128,False,0.1,1024.0,0.0002,,L2,True,3,RMSprop,last,1e-07,"[256, 256, 256]","[1, 2, 3]",[3],True
17,0.24880791722896986,PRUNED,2025-11-26 03:51:39.935906,2025-11-26 03:51:48.926429,0 days 00:00:08.990523,silu,64,False,0.1,128.0,0.001,,L2,False,2,AdamW,mean,1e-07,"[192, 256]","[1, 2, 3]","[2, 3]",False
18,0.21758419036095988,COMPLETE,2025-11-26 03:51:48.928431,2025-11-26 03:53:03.141071,0 days 00:01:14.212640,gelu,64,False,0.3,768.0,0.001,0.0,L2,False,4,SGD,attention,1e-07,"[896, 896, 896, 896]","[2, 3]",[1],True
19,0.21839080459770113,PRUNED,2025-11-26 03:53:03.143074,2025-11-26 03:53:15.452411,0 days 00:00:12.309337,,128,False,0.4,,0.0002,,L2,True,3,RMSprop,last,1e-05,"[1024, 896, 768]","[1, 2, 3]","[2, 3]",False
20,0.24699278267842825,PRUNED,2025-11-26 03:53:15.452411,2025-11-26 03:53:45.692651,0 days 00:00:30.240240,,16,False,0.2,,2e-05,,L2,True,2,RMSprop,attention,1e-06,"[512, 640]","[1, 2, 3]","[2, 3]",False
21,0.21839080459770113,PRUNED,2025-11-26 03:53:45.692651,2025-11-26 03:54:02.155175,0 days 00:00:16.462524,elu,64,True,0.1,256.0,0.001,,L2,True,3,RMSprop,last,0.0,"[256, 384, 448]","[1, 2, 3]",[3],False
22,0.1761006289308176,PRUNED,2025-11-26 03:54:02.155175,2025-11-26 03:54:15.063277,0 days 00:00:12.908102,elu,64,True,0.0,256.0,0.001,,L2,True,2,RMSprop,last,0.0,"[512, 640]","[2, 3]","[1, 2, 3]",False
23,0.1761006289308176,PRUNED,2025-11-26 03:54:15.063277,2025-11-26 03:54:23.077425,0 days 00:00:08.014148,,64,True,0.0,,0.001,,L2,True,1,RMSprop,last,1e-07,[128],[],[],True
24,0.1761006289308176,PRUNED,2025-11-26 03:54:23.078428,2025-11-26 03:54:40.477372,0 days 00:00:17.398944,elu,64,True,0.1,512.0,0.001,,L2,True,3,RMSprop,last,1e-07,"[384, 448, 512]","[1, 2, 3]","[2, 3]",False
25,0.21839080459770113,PRUNED,2025-11-26 03:54:40.477372,2025-11-26 03:54:51.134216,0 days 00:00:10.656844,elu,96,False,0.1,768.0,1e-05,,L2,True,4,RMSprop,last,0.0,"[640, 640, 640, 640]",[1],"[2, 3]",True
26,0.465859516745572,COMPLETE,2025-11-26 03:54:51.134216,2025-11-26 03:56:36.327573,0 days 00:01:45.193357,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[192, 256]","[2, 3]","[1, 2, 3]",False
27,0.42161987990008065,COMPLETE,2025-11-26 03:56:36.327573,2025-11-26 03:58:04.997631,0 days 00:01:28.670058,tanh,48,False,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[128, 192]","[2, 3]","[1, 2, 3]",False
28,0.43073090905766315,COMPLETE,2025-11-26 03:58:05.001787,2025-11-26 03:59:51.770103,0 days 00:01:46.768316,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[128, 192]","[2, 3]","[1, 2, 3]",False
29,0.43026018675168204,COMPLETE,2025-11-26 03:59:51.772122,2025-11-26 04:01:33.455039,0 days 00:01:41.682917,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[128, 192]","[2, 3]","[1, 2, 3]",False
30,0.21839080459770113,PRUNED,2025-11-26 04:01:33.458555,2025-11-26 04:02:14.780483,0 days 00:00:41.321928,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[192, 256]","[2, 3]","[1, 2, 3]",False
31,0.4339784933962759,COMPLETE,2025-11-26 04:02:14.781483,2025-11-26 04:03:55.812240,0 days 00:01:41.030757,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[128, 192]","[2, 3]","[1, 2, 3]",False
32,0.43975736099403234,COMPLETE,2025-11-26 04:03:55.815326,2025-11-26 04:05:53.080977,0 days 00:01:57.265651,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[64, 128]","[2, 3]","[1, 2, 3]",False
33,0.4473699167007104,COMPLETE,2025-11-26 04:05:53.084007,2025-11-26 04:08:05.534600,0 days 00:02:12.450593,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[64, 128]","[2, 3]","[1, 2, 3]",False
34,0.24444444444444444,PRUNED,2025-11-26 04:08:05.537105,2025-11-26 04:08:39.104197,0 days 00:00:33.567092,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,1,Adam,max,1e-06,[64],[],[],True
35,0.2716049382716049,PRUNED,2025-11-26 04:08:39.105198,2025-11-26 04:08:47.518413,0 days 00:00:08.413215,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[64, 128]","[2, 3]","[1, 2, 3]",False
36,0.22028985507246376,PRUNED,2025-11-26 04:08:47.519415,2025-11-26 04:09:14.324440,0 days 00:00:26.805025,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,1,Adam,max,1e-06,[64],[],[],True
37,0.26568789959744255,PRUNED,2025-11-26 04:09:14.325440,2025-11-26 04:09:25.836751,0 days 00:00:11.511311,tanh,32,True,0.0,128.0,0.0001,,minmax,False,2,AdamW,max,1e-06,"[192, 128]","[2, 3]","[1, 2, 3]",False
38,0.4247895195086325,COMPLETE,2025-11-26 04:09:25.837254,2025-11-26 04:11:13.911061,0 days 00:01:48.073807,relu,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[256, 384]","[2, 3]","[1, 2, 3]",False
39,0.23003064351378957,PRUNED,2025-11-26 04:11:13.914095,2025-11-26 04:11:36.232882,0 days 00:00:22.318787,gelu,48,True,0.0,1024.0,1e-05,0.7000000000000001,minmax,False,3,SGD,max,1e-05,"[64, 128, 192]",[3],"[1, 2, 3]",False
40,0.21839080459770113,PRUNED,2025-11-26 04:11:36.233897,2025-11-26 04:11:58.092271,0 days 00:00:21.858374,silu,16,True,0.0,128.0,5e-05,,minmax,False,2,Adam,mean,1e-06,"[256, 192]","[2, 3]","[1, 2, 3]",False
41,0.36320939334637964,PRUNED,2025-11-26 04:11:58.093291,2025-11-26 04:12:43.023703,0 days 00:00:44.930412,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[128, 192]","[2, 3]","[1, 2, 3]",False
42,0.21637426900584797,PRUNED,2025-11-26 04:12:43.025755,2025-11-26 04:13:59.184859,0 days 00:01:16.159104,tanh,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[128, 192]","[2, 3]","[1, 2, 3]",False
43,0.21839080459770113,PRUNED,2025-11-26 04:13:59.186867,2025-11-26 04:14:07.633602,0 days 00:00:08.446735,leakyrelu,48,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[64, 128]","[2, 3]","[1, 2, 3]",False
44,0.21839080459770113,PRUNED,2025-11-26 04:14:07.634616,2025-11-26 04:14:12.953862,0 days 00:00:05.319246,tanh,48,True,0.0,1024.0,2e-05,,minmax,False,1,Adam,max,1e-06,[128],[],[],True
45,0.21839080459770113,PRUNED,2025-11-26 04:14:12.956096,2025-11-26 04:14:20.014523,0 days 00:00:07.058427,tanh,96,True,0.0,512.0,5e-05,,minmax,False,3,Adam,max,1e-06,"[64, 128, 192]",[3],"[1, 2, 3]",False
46,0.21839080459770113,PRUNED,2025-11-26 04:14:20.015523,2025-11-26 04:14:51.465385,0 days 00:00:31.449862,relu,32,True,0.4,1024.0,0.0001,,minmax,False,3,AdamW,max,1e-06,"[192, 256, 384]","[2, 3]","[1, 2, 3]",False
47,0.21839080459770113,PRUNED,2025-11-26 04:14:51.466889,2025-11-26 04:15:00.148049,0 days 00:00:08.681160,tanh,48,True,0.0,768.0,5e-05,0.5,minmax,False,2,SGD,mean,1e-05,"[192, 128]","[2, 3]","[1, 2, 3]",False
48,0.0898876404494382,PRUNED,2025-11-26 04:15:00.148049,2025-11-26 04:15:26.637563,0 days 00:00:26.489514,leakyrelu,48,True,0.0,1024.0,1e-05,,minmax,False,1,Adam,max,1e-06,[128],[],[],True
49,0.1761006289308176,PRUNED,2025-11-26 04:15:26.639573,2025-11-26 04:15:38.262684,0 days 00:00:11.623111,tanh,128,True,0.0,1024.0,5e-05,,minmax,False,2,Adam,max,1e-06,"[64, 128]","[2, 3]","[1, 2, 3]",False
