number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.4116,2025-08-21 21:48:30.137885,2025-08-21 21:48:41.733018,0 days 00:00:11.595133,silu,256,128,0,0.3,0.001,2,minmax,2,0.8,max,True,1e-06,0.0005297233676051248,COMPLETE,0.0005297233676051248
1,0.2176,2025-08-21 21:48:41.734018,2025-08-21 21:49:31.980660,0 days 00:00:50.246642,elu,256,16,2,0.3,1e-05,2,L2,0,,mean,False,1e-05,1.0017693498893565,COMPLETE,1.0017693498893565
2,0.4049,2025-08-21 21:49:31.981661,2025-08-21 21:49:43.787112,0 days 00:00:11.805451,elu,128,128,2,0.3,0.001,2,minmax,2,0.85,mean,True,1e-05,0.02307526004827099,COMPLETE,0.02307526004827099
3,0.4069,2025-08-21 21:49:43.788112,2025-08-21 21:49:54.914175,0 days 00:00:11.126063,relu,256,128,2,0.4,0.001,2,minmax,0,,max,False,0.0,0.01466860184356139,COMPLETE,0.01466860184356139
4,0.3998,2025-08-21 21:49:54.915176,2025-08-21 21:50:10.952371,0 days 00:00:16.037195,elu,256,64,0,0.1,1e-05,2,minmax,1,,mean,False,0.0,0.5802664637948922,COMPLETE,0.5802664637948922
5,0.228,2025-08-21 21:50:10.953371,2025-08-21 21:51:09.230217,0 days 00:00:58.276846,tanh,128,16,0,0.2,1e-05,3,L2,1,0.8,mean,True,1e-05,0.9788036037871308,COMPLETE,0.9788036037871308
6,0.4018,2025-08-21 21:51:09.231217,2025-08-21 21:51:39.797082,0 days 00:00:30.565865,elu,512,32,1,0.2,0.0001,3,L2,0,0.95,max,True,0.0001,0.45840367866482384,COMPLETE,0.45840367866482384
7,0.4279,2025-08-21 21:51:39.798083,2025-08-21 21:51:50.808555,0 days 00:00:11.010472,relu,512,128,0,0.5,0.001,2,minmax,0,,mean,False,0.0001,0.0017122227965833145,COMPLETE,0.0017122227965833145
8,0.38,2025-08-21 21:51:50.809554,2025-08-21 21:52:48.961559,0 days 00:00:58.152005,tanh,512,16,0,0.1,1e-05,3,L2,2,0.8,max,True,1e-05,0.6482510974936163,COMPLETE,0.6482510974936163
9,0.3852,2025-08-21 21:52:48.962560,2025-08-21 21:53:00.180099,0 days 00:00:11.217539,leakyrelu,128,128,2,0.1,0.001,2,minmax,0,,max,False,1e-05,0.02623890092374811,COMPLETE,0.02623890092374811
10,0.408,2025-08-21 21:53:00.181100,2025-08-21 21:53:23.775550,0 days 00:00:23.594450,relu,512,32,0,0.5,0.0001,1,minmax,0,,mean,False,0.0001,0.218749833979024,COMPLETE,0.218749833979024
11,0.3926,2025-08-21 21:53:23.776550,2025-08-21 21:53:34.284940,0 days 00:00:10.508390,silu,256,128,0,0.5,0.001,1,minmax,1,0.9,max,True,1e-06,0.0007632401626979351,COMPLETE,0.0007632401626979351
12,0.3978,2025-08-21 21:53:34.285940,2025-08-21 21:53:44.926853,0 days 00:00:10.640913,silu,512,128,0,0.5,0.001,1,minmax,1,0.7,mean,True,1e-06,0.0014270017173596422,COMPLETE,0.0014270017173596422
13,0.3924,2025-08-21 21:53:44.927853,2025-08-21 21:54:02.004880,0 days 00:00:17.077027,gelu,256,64,1,0.3,0.001,2,minmax,2,,max,False,0.0001,0.00403330039676171,COMPLETE,0.00403330039676171
14,0.4337,2025-08-21 21:54:02.005880,2025-08-21 21:54:12.022922,0 days 00:00:10.017042,relu,512,128,0,0.4,0.001,1,minmax,0,,mean,False,1e-06,0.03408209747751618,COMPLETE,0.03408209747751618
15,0.4331,2025-08-21 21:54:12.023922,2025-08-21 21:54:22.060096,0 days 00:00:10.036174,relu,512,128,0,0.4,0.001,1,minmax,0,,mean,False,1e-06,0.02737695433295233,COMPLETE,0.02737695433295233
16,0.4012,2025-08-21 21:54:22.062096,2025-08-21 21:54:32.109195,0 days 00:00:10.047099,relu,512,128,0,0.4,0.0001,1,minmax,0,,mean,False,1e-06,0.5172820259903789,COMPLETE,0.5172820259903789
17,0.4194,2025-08-21 21:54:32.110196,2025-08-21 21:54:55.337227,0 days 00:00:23.227031,relu,512,32,0,0.4,0.001,1,minmax,0,,mean,False,1e-06,0.005309875322344123,COMPLETE,0.005309875322344123
18,0.4132,2025-08-21 21:54:55.338228,2025-08-21 21:55:08.913784,0 days 00:00:13.575556,leakyrelu,512,64,0,0.4,0.001,1,L2,0,,mean,False,1e-06,0.43678951828809415,COMPLETE,0.43678951828809415
19,0.4084,2025-08-21 21:55:08.914783,2025-08-21 21:55:18.926207,0 days 00:00:10.011424,gelu,512,128,0,0.4,0.0001,1,minmax,0,,mean,False,1e-06,0.5530696807375292,COMPLETE,0.5530696807375292
20,0.4424,2025-08-21 21:55:18.927208,2025-08-21 21:55:29.007901,0 days 00:00:10.080693,relu,512,128,0,0.4,0.001,1,minmax,0,,mean,False,1e-06,0.041802126219514096,COMPLETE,0.041802126219514096
21,0.436,2025-08-21 21:55:29.008902,2025-08-21 21:55:39.001198,0 days 00:00:09.992296,relu,512,128,0,0.4,0.001,1,minmax,0,,mean,False,1e-06,0.04187312331709448,COMPLETE,0.04187312331709448
22,0.4159,2025-08-21 21:55:39.001198,2025-08-21 21:55:48.988906,0 days 00:00:09.987708,relu,512,128,0,0.4,0.001,1,minmax,0,,mean,False,1e-06,0.03599902888059233,COMPLETE,0.03599902888059233
23,0.4316,2025-08-21 21:55:48.989905,2025-08-21 21:55:58.970245,0 days 00:00:09.980340,relu,512,128,0,0.4,0.001,1,minmax,0,,mean,False,1e-06,0.03669762641335224,COMPLETE,0.03669762641335224
24,0.4109,2025-08-21 21:55:58.971245,2025-08-21 21:56:08.919286,0 days 00:00:09.948041,relu,512,128,0,0.4,0.001,1,minmax,0,,mean,False,0.0,0.03231733415719014,COMPLETE,0.03231733415719014
25,0.4404,2025-08-21 21:56:08.920287,2025-08-21 21:56:18.982044,0 days 00:00:10.061757,relu,128,128,0,0.4,0.001,1,minmax,0,,mean,False,1e-06,0.11178523750071356,COMPLETE,0.11178523750071356
26,0.3922,2025-08-21 21:56:18.983044,2025-08-21 21:56:42.534108,0 days 00:00:23.551064,relu,128,32,0,0.4,0.001,1,L2,0,,mean,False,1e-06,0.6213041370512972,COMPLETE,0.6213041370512972
27,0.4353,2025-08-21 21:56:42.535108,2025-08-21 21:56:56.188066,0 days 00:00:13.652958,leakyrelu,128,64,0,0.2,0.001,1,minmax,0,,mean,False,1e-06,0.06911813350352444,COMPLETE,0.06911813350352444
28,0.4092,2025-08-21 21:56:56.189066,2025-08-21 21:57:39.731056,0 days 00:00:43.541990,gelu,128,16,1,0.4,0.0001,1,minmax,0,,mean,False,1e-06,0.632012589184801,COMPLETE,0.632012589184801
