number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
10,0.3892,2025-08-21 22:53:12.133970,2025-08-21 22:53:22.202225,0 days 00:00:10.068255,relu,128,128,0,0.3,0.001,1,L2,1,,mean,False,0.0001,0.0011402471964262499,COMPLETE,0.0011402471964262499
11,0.4305,2025-08-21 22:53:22.204226,2025-08-21 22:53:52.338254,0 days 00:00:30.134028,silu,256,32,1,0.4,0.001,2,minmax,2,,max,False,0.0001,0.03486140095703663,COMPLETE,0.03486140095703663
12,0.4224,2025-08-21 22:53:52.338254,2025-08-21 22:54:21.150542,0 days 00:00:28.812288,silu,128,32,1,0.4,0.001,2,minmax,2,,max,False,0.0001,0.03870176266387728,COMPLETE,0.03870176266387728
13,0.4232,2025-08-21 22:54:21.150542,2025-08-21 22:54:51.688323,0 days 00:00:30.537781,silu,256,32,1,0.4,0.001,2,minmax,2,,max,False,0.0001,0.003322166235371825,COMPLETE,0.003322166235371825
14,0.3865,2025-08-21 22:54:51.688323,2025-08-21 22:55:22.670607,0 days 00:00:30.982284,silu,256,32,2,0.4,0.001,3,minmax,3,,mean,False,0.0001,1.43150255112786,COMPLETE,1.43150255112786
15,0.4344,2025-08-21 22:55:22.670607,2025-08-21 22:55:52.662117,0 days 00:00:29.991510,silu,256,32,1,0.3,0.001,2,minmax,2,,max,False,0.0,0.002162810099098556,COMPLETE,0.002162810099098556
16,0.4151,2025-08-21 22:55:52.662117,2025-08-21 22:56:05.543381,0 days 00:00:12.881264,gelu,256,128,1,0.3,0.0001,2,minmax,2,,max,False,0.0,0.09791968820371046,COMPLETE,0.09791968820371046
17,0.4104,2025-08-21 22:56:05.543381,2025-08-21 22:56:37.053638,0 days 00:00:31.510257,silu,256,32,3,0.3,0.001,3,minmax,3,,max,False,0.0,0.0016809426490636693,COMPLETE,0.0016809426490636693
18,0.3394,2025-08-21 22:56:37.053638,2025-08-21 22:57:06.470971,0 days 00:00:29.417333,silu,256,32,1,0.1,0.001,2,minmax,2,,mean,False,0.0,0.00029780082166916617,COMPLETE,0.00029780082166916617
19,0.4304,2025-08-21 22:57:06.470971,2025-08-21 22:57:36.067259,0 days 00:00:29.596288,gelu,256,32,1,0.3,0.0001,2,minmax,2,,max,False,0.0,0.01966183942254525,COMPLETE,0.01966183942254525
20,0.4266,2025-08-21 22:57:36.067259,2025-08-21 22:57:48.085130,0 days 00:00:12.017871,silu,512,128,2,0.3,0.001,3,minmax,3,,max,False,0.0,0.0017744962573710266,COMPLETE,0.0017744962573710266
21,0.4217,2025-08-21 22:57:48.086130,2025-08-21 22:58:17.401698,0 days 00:00:29.315568,gelu,256,32,1,0.3,0.0001,2,minmax,2,,max,False,0.0,0.018176127638416275,COMPLETE,0.018176127638416275
22,0.4523,2025-08-21 22:58:17.402699,2025-08-21 22:58:47.840517,0 days 00:00:30.437818,gelu,256,32,1,0.3,0.0001,2,minmax,2,,max,False,0.0,0.021809987556129406,COMPLETE,0.021809987556129406
23,0.4375,2025-08-21 22:58:47.841517,2025-08-21 22:59:17.478157,0 days 00:00:29.636640,gelu,256,32,1,0.3,0.0001,2,minmax,2,,max,False,0.0,0.018552671962229,COMPLETE,0.018552671962229
24,0.438,2025-08-21 22:59:17.479158,2025-08-21 22:59:46.185756,0 days 00:00:28.706598,gelu,256,32,1,0.3,0.0001,2,minmax,2,,max,False,0.0,0.020838978403873765,COMPLETE,0.020838978403873765
25,0.4206,2025-08-21 22:59:46.186756,2025-08-21 23:00:16.920642,0 days 00:00:30.733886,gelu,256,32,1,0.3,0.0001,2,minmax,2,,max,False,0.0,0.01494615961321393,COMPLETE,0.01494615961321393
26,0.4051,2025-08-21 23:00:16.921642,2025-08-21 23:00:48.237757,0 days 00:00:31.316115,gelu,256,32,2,0.3,0.0001,3,minmax,3,,mean,False,0.0,0.019796450930824234,COMPLETE,0.019796450930824234
27,0.3832,2025-08-21 23:00:48.238757,2025-08-21 23:01:17.515316,0 days 00:00:29.276559,gelu,256,32,0,0.3,0.0001,2,minmax,1,,max,False,0.0,0.0005204948215592665,COMPLETE,0.0005204948215592665
28,0.4145,2025-08-21 23:01:17.516317,2025-08-21 23:01:30.303180,0 days 00:00:12.786863,gelu,512,128,1,0.1,0.0001,2,minmax,2,,max,False,0.0,0.010938367240394428,COMPLETE,0.010938367240394428
29,0.4063,2025-08-21 23:01:30.304181,2025-08-21 23:01:44.204295,0 days 00:00:13.900114,gelu,256,64,1,0.3,0.0001,1,minmax,1,0.9,mean,True,0.0,0.08611750468563803,COMPLETE,0.08611750468563803
