number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.3803,2025-08-21 22:47:43.981801,2025-08-21 22:47:56.729597,0 days 00:00:12.747796,tanh,512,64,0,0.2,0.0001,1,minmax,0,0.8,mean,True,1e-05,0.753921955536416,COMPLETE,0.753921955536416
1,0.4201,2025-08-21 22:47:56.730597,2025-08-21 22:48:24.017710,0 days 00:00:27.287113,tanh,256,32,1,0.4,0.001,2,minmax,0,0.75,max,True,1e-05,0.01394605555143387,COMPLETE,0.01394605555143387
2,0.3967,2025-08-21 22:48:24.018711,2025-08-21 22:49:03.413536,0 days 00:00:39.394825,leakyrelu,256,16,1,0.2,0.0001,1,minmax,0,0.75,max,True,0.0001,0.39233684616456843,COMPLETE,0.39233684616456843
3,0.3654,2025-08-21 22:49:03.414537,2025-08-21 22:50:01.097460,0 days 00:00:57.682923,elu,512,16,2,0.5,1e-05,2,L2,1,,max,False,1e-06,0.7295520547118601,COMPLETE,0.7295520547118601
4,0.2385,2025-08-21 22:50:01.098459,2025-08-21 22:50:39.234716,0 days 00:00:38.136257,leakyrelu,128,16,0,0.5,1e-05,1,minmax,0,,max,False,1e-05,0.9501288753613781,COMPLETE,0.9501288753613781
5,0.3965,2025-08-21 22:50:39.235716,2025-08-21 22:51:08.947372,0 days 00:00:29.711656,elu,512,32,2,0.4,0.001,2,L2,0,,mean,False,1e-06,0.0003005986460716646,COMPLETE,0.0003005986460716646
6,0.4205,2025-08-21 22:51:08.948372,2025-08-21 22:51:53.127270,0 days 00:00:44.178898,relu,128,16,0,0.4,0.001,1,L2,1,,max,False,0.0001,0.33764874015207075,COMPLETE,0.33764874015207075
7,0.3956,2025-08-21 22:51:53.128270,2025-08-21 22:52:08.989823,0 days 00:00:15.861553,tanh,128,64,0,0.1,0.001,3,L2,0,0.85,max,True,1e-06,0.4813529570194686,COMPLETE,0.4813529570194686
8,0.2176,2025-08-21 22:52:08.990824,2025-08-21 22:52:26.377719,0 days 00:00:17.386895,relu,256,64,3,0.5,1e-05,3,L2,1,0.8,max,True,1e-05,1.0077717292730448,COMPLETE,1.0077717292730448
9,0.2769,2025-08-21 22:52:26.378719,2025-08-21 22:53:12.132969,0 days 00:00:45.754250,elu,256,16,1,0.2,1e-05,1,L2,1,0.95,max,True,0.0,0.900981198361449,COMPLETE,0.900981198361449
