number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.2634,2025-08-21 21:13:36.590095,2025-08-21 21:14:21.582403,0 days 00:00:44.992308,gelu,128,16,0,0.3,1e-05,1,L2,1,,max,False,0.0,0.9812036530381231,COMPLETE,0.9812036530381231
1,0.3461,2025-08-21 21:14:21.583403,2025-08-21 21:14:31.981453,0 days 00:00:10.398050,leakyrelu,256,128,0,0.3,0.001,1,minmax,1,0.7,mean,True,0.0,0.054615712290408146,COMPLETE,0.054615712290408146
2,0.337,2025-08-21 21:14:31.982452,2025-08-21 21:15:03.469497,0 days 00:00:31.487045,relu,512,32,3,0.1,1e-05,3,L2,2,0.8,mean,True,1e-05,0.7976326344480852,COMPLETE,0.7976326344480852
3,0.2176,2025-08-21 21:15:03.471498,2025-08-21 21:15:26.653308,0 days 00:00:23.181810,relu,128,32,0,0.5,1e-05,1,L2,0,0.7,max,True,0.0001,1.02430662484031,COMPLETE,1.02430662484031
4,0.3486,2025-08-21 21:15:26.654308,2025-08-21 21:15:37.461654,0 days 00:00:10.807346,tanh,256,128,1,0.2,0.001,1,minmax,1,0.8,max,True,0.0001,0.017385459445129446,COMPLETE,0.017385459445129446
5,0.3547,2025-08-21 21:15:37.462654,2025-08-21 21:15:54.706039,0 days 00:00:17.243385,leakyrelu,128,64,2,0.1,0.0001,3,minmax,0,0.8,max,True,0.0001,0.3322316636705705,COMPLETE,0.3322316636705705
6,0.2176,2025-08-21 21:15:54.707039,2025-08-21 21:16:26.579992,0 days 00:00:31.872953,relu,512,32,2,0.2,1e-05,3,L2,3,,mean,False,0.0001,0.9905390791187716,COMPLETE,0.9905390791187716
7,0.2176,2025-08-21 21:16:26.580993,2025-08-21 21:16:40.439280,0 days 00:00:13.858287,elu,512,64,1,0.3,1e-05,1,L2,0,0.9,mean,True,0.0,1.0095332374143446,COMPLETE,1.0095332374143446
8,0.3486,2025-08-21 21:16:40.441280,2025-08-21 21:16:50.895443,0 days 00:00:10.454163,relu,128,128,0,0.2,0.0001,1,minmax,1,0.95,max,True,0.0,0.15530604080946883,COMPLETE,0.15530604080946883
9,0.3727,2025-08-21 21:16:50.896443,2025-08-21 21:17:42.655170,0 days 00:00:51.758727,tanh,512,16,0,0.1,0.0001,2,minmax,2,,mean,False,0.0001,0.004468432887400414,COMPLETE,0.004468432887400414
10,0.3851,2025-08-21 21:17:42.656170,2025-08-21 21:18:36.170392,0 days 00:00:53.514222,tanh,512,16,1,0.4,0.0001,2,minmax,2,,mean,False,1e-06,0.0464092000204938,COMPLETE,0.0464092000204938
11,0.3749,2025-08-21 21:18:36.171392,2025-08-21 21:19:29.532770,0 days 00:00:53.361378,tanh,512,16,1,0.4,0.0001,2,minmax,2,,mean,False,1e-06,0.04852174234447755,COMPLETE,0.04852174234447755
12,0.3517,2025-08-21 21:19:29.534771,2025-08-21 21:20:22.891197,0 days 00:00:53.356426,tanh,512,16,1,0.4,0.0001,2,minmax,2,,mean,False,1e-06,0.0323710807350575,COMPLETE,0.0323710807350575
13,0.3684,2025-08-21 21:20:22.892197,2025-08-21 21:21:16.161873,0 days 00:00:53.269676,silu,512,16,1,0.4,0.0001,2,minmax,2,,mean,False,1e-06,0.010573394451712608,COMPLETE,0.010573394451712608
14,0.3383,2025-08-21 21:21:16.162873,2025-08-21 21:22:09.383125,0 days 00:00:53.220252,tanh,512,16,2,0.4,0.0001,2,minmax,2,,mean,False,1e-06,0.0030099887028785717,COMPLETE,0.0030099887028785717
15,0.3619,2025-08-21 21:22:09.384125,2025-08-21 21:23:02.835401,0 days 00:00:53.451276,tanh,512,16,1,0.4,0.0001,2,minmax,2,,mean,False,1e-06,0.04708728122366203,COMPLETE,0.04708728122366203
16,0.3605,2025-08-21 21:23:02.837402,2025-08-21 21:23:56.559504,0 days 00:00:53.722102,silu,256,16,1,0.4,0.0001,2,minmax,2,,mean,False,1e-06,0.05417031055717606,COMPLETE,0.05417031055717606
17,0.3106,2025-08-21 21:23:56.561504,2025-08-21 21:24:55.304134,0 days 00:00:58.742630,gelu,512,16,3,0.5,0.001,3,minmax,3,,mean,False,1e-05,0.30695328815956974,COMPLETE,0.30695328815956974
18,0.3336,2025-08-21 21:24:55.305134,2025-08-21 21:25:11.954645,0 days 00:00:16.649511,elu,512,64,1,0.4,0.0001,2,minmax,1,,mean,False,1e-06,0.055935443477806934,COMPLETE,0.055935443477806934
19,0.3471,2025-08-21 21:25:11.955645,2025-08-21 21:26:11.101787,0 days 00:00:59.146142,tanh,256,16,2,0.4,0.0001,3,minmax,3,,mean,False,1e-06,0.10319444638979397,COMPLETE,0.10319444638979397
20,0.3566,2025-08-21 21:26:11.102787,2025-08-21 21:27:04.604505,0 days 00:00:53.501718,tanh,512,16,1,0.4,0.001,2,minmax,1,,mean,False,1e-06,0.13424160453667594,COMPLETE,0.13424160453667594
21,0.3555,2025-08-21 21:27:04.605505,2025-08-21 21:27:56.489260,0 days 00:00:51.883755,tanh,512,16,0,0.1,0.0001,2,minmax,2,,mean,False,0.0001,0.004427415429587533,COMPLETE,0.004427415429587533
