id,timestamp,target_embedding,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,ln_block_end,pooling,fc_hidden,norm,dropout,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
38,20251219_172111,gaitpart_16steps_concat.csv,Preset_8,TCN,42,512,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,False,max,256,minmax,"[None, 0.05, 0.1, 0.1]",96,AdamW,,0.00015,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10772,2.15277,0.43182,0.4,"[0.5, 0.2, 0.5]",254,0.29044,2.28995,0.56818,0.52208,"[0.69565, 0.47059, 0.4]",246,COMPLETED,26.485
39,20251219_172111,gaitset_62steps_concat.csv,Preset_8,TCN,42,768,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,False,max,256,minmax,"[None, 0.05, 0.1, 0.1]",96,AdamW,,0.00015,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11712,2.151,0.47727,0.40155,"[0.60465, 0.13333, 0.46667]",205,0.20111,2.47616,0.5,0.48047,"[0.61111, 0.36364, 0.46667]",149,COMPLETED,44.264
40,20251219_172111,gln_93steps_concat.csv,Preset_8,TCN,42,512,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,False,max,256,minmax,"[None, 0.05, 0.1, 0.1]",96,AdamW,,0.00015,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12067,1.85064,0.38636,0.36111,"[0.38889, 0.25, 0.44444]",157,0.14814,1.92299,0.47727,0.44952,"[0.55, 0.31579, 0.48276]",150,COMPLETED,40.806

41,20251219_172111,baseline_31steps_concat.csv,Preset_9,TCN,42,512,"[320, 448, 576, 448, 320]","[1, 2, 3, 4, 5]",9,2,mish,True,True,False,max,256,minmax,"[0.0, 0.1, 0.1, 0.15, 0.2]",48,Adam,,3e-05,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11521,2.18017,0.38636,0.33567,"[0.4, 0.13333, 0.47368]",171,0.45334,1.2481,0.52273,0.44373,"[0.53659, 0.2, 0.59459]",133,COMPLETED,43.702
42,20251219_172111,gaitgl_64steps_concat.csv,Preset_9,TCN,42,768,"[320, 448, 576, 448, 320]","[1, 2, 3, 4, 5]",9,2,mish,True,True,False,max,256,minmax,"[0.0, 0.1, 0.1, 0.15, 0.2]",48,Adam,,3e-05,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11511,2.28112,0.40909,0.27201,"[0.56604, 0.0, 0.25]",211,0.24395,1.86474,0.5,0.35544,"[0.59574, 0.0, 0.47059]",196,COMPLETED,78.867
43,20251219_172111,gaitpart_16steps_concat.csv,Preset_9,TCN,42,512,"[320, 448, 576, 448, 320]","[1, 2, 3, 4, 5]",9,2,mish,True,True,False,max,256,minmax,"[0.0, 0.1, 0.1, 0.15, 0.2]",48,Adam,,3e-05,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10893,1.79954,0.52273,0.50381,"[0.61538, 0.44444, 0.45161]",217,0.12053,1.53031,0.59091,0.55232,"[0.68293, 0.42857, 0.54545]",211,COMPLETED,48.442
44,20251219_172111,gaitset_62steps_concat.csv,Preset_9,TCN,42,768,"[320, 448, 576, 448, 320]","[1, 2, 3, 4, 5]",9,2,mish,True,True,False,max,256,minmax,"[0.0, 0.1, 0.1, 0.15, 0.2]",48,Adam,,3e-05,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12551,2.9259,0.31818,0.30521,"[0.3871, 0.07692, 0.45161]",226,0.63757,1.81776,0.45455,0.43124,"[0.52632, 0.31579, 0.45161]",152,COMPLETED,100.21
45,20251219_172111,gln_93steps_concat.csv,Preset_9,TCN,42,512,"[320, 448, 576, 448, 320]","[1, 2, 3, 4, 5]",9,2,mish,True,True,False,max,256,minmax,"[0.0, 0.1, 0.1, 0.15, 0.2]",48,Adam,,3e-05,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12931,2.75507,0.36364,0.26938,"[0.55814, 0.0, 0.25]",188,0.33553,2.05457,0.45455,0.37933,"[0.60465, 0.13333, 0.4]",154,COMPLETED,105.832

