id,timestamp,target_embedding,source_params,model,seed,channels,dilations,ln_block_end,dropout,num_blocks,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,norm,input_dim,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
56,20251204_000949,gaitgl_GREW.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.00841,3.5265,0.52273,0.44021,"[0.48649, 0.2, 0.63415]",0.56818,0.47795,"[0.58537, 0.18182, 0.66667]",22,0.00873,2.95496,23,COMPLETED,4.201
57,20251204_000949,gaitgl_GREW_BNNeck.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.04895,4.12933,0.5,0.43362,"[0.64, 0.4, 0.26087]",0.52273,0.52735,"[0.53659, 0.54545, 0.5]",56,0.06218,3.89931,60,COMPLETED,9.338
58,20251204_000949,gaitgl_OUMVLP.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.03385,8.00622,0.34091,0.25231,"[0.44444, 0.0, 0.3125]",0.43182,0.37023,"[0.38889, 0.14286, 0.57895]",25,0.68765,1.71834,86,COMPLETED,13.387
59,20251204_000949,gaitpart_GREW.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.02076,4.42189,0.47727,0.4016,"[0.55319, 0.2, 0.45161]",0.45455,0.43976,"[0.47368, 0.375, 0.47059]",36,0.36337,1.78402,70,COMPLETED,10.221
60,20251204_000949,gaitpart_OUMVLP.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.00923,3.70161,0.47727,0.43571,"[0.52381, 0.25, 0.53333]",0.59091,0.54677,"[0.66667, 0.35294, 0.62069]",133,0.34389,1.79219,215,COMPLETED,31.603
61,20251204_000949,gaitset.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.01642,5.78254,0.5,0.40675,"[0.625, 0.16667, 0.42857]",0.52273,0.45615,"[0.6383, 0.28571, 0.44444]",68,0.114,4.99114,73,COMPLETED,12.197
62,20251204_000949,gaitset_GREW.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.05794,6.13398,0.43182,0.3448,"[0.57143, 0.16667, 0.2963]",0.45455,0.437,"[0.51613, 0.33333, 0.46154]",37,0.38005,2.7422,69,COMPLETED,10.812
63,20251204_000949,gaitset_OUMVLP.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.07352,3.92956,0.47727,0.36179,"[0.5, 0.0, 0.58537]",0.54545,0.45965,"[0.61905, 0.15385, 0.60606]",135,0.44691,1.70954,206,COMPLETED,33.641
64,20251204_000949,gln_phase1.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.06345,2.67774,0.68182,0.59985,"[0.78049, 0.33333, 0.68571]",0.63636,0.61335,"[0.7, 0.54545, 0.59459]",33,0.37058,1.03218,64,COMPLETED,10.975
65,20251204_000949,gln_phase2.csv,gaitgl_GREW,TCN,42,[256],[1],[False],[0.3],1,7,2,hardswish,False,False,last,128,16,AdamW,,0.001,1e-06,L2,256,0.09616,3.13746,0.40909,0.31571,"[0.53333, 0.0, 0.41379]",0.56818,0.47932,"[0.72, 0.33333, 0.38462]",39,0.25517,1.82649,78,COMPLETED,13.093

66,20251204_001302,baseline_CASIAB.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.07358,3.1905,0.27273,0.24815,"[0.3, 0.16667, 0.27778]",0.45455,0.45036,"[0.53659, 0.46154, 0.35294]",65,0.56717,1.36201,160,COMPLETED,15.546
67,20251204_001302,baseline_OUMVLP.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.06777,3.11788,0.34091,0.27554,"[0.35294, 0.0, 0.47368]",0.59091,0.43434,"[0.63636, 0.0, 0.66667]",47,0.59527,1.17226,199,COMPLETED,18.323
68,20251204_001302,gaitgl.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,128,0.05872,3.08483,0.38636,0.2963,"[0.5, 0.0, 0.38889]",0.52273,0.45023,"[0.5641, 0.25, 0.53659]",14,0.72551,1.05775,53,COMPLETED,5.212
69,20251204_001302,gaitgl_GREW.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.03944,1.62001,0.47727,0.35421,"[0.57778, 0.0, 0.48485]",0.5,0.41919,"[0.59091, 0.16667, 0.5]",21,0.18826,1.21429,29,COMPLETED,3.139
70,20251204_001302,gaitgl_GREW_BNNeck.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.09341,3.50387,0.40909,0.34731,"[0.51163, 0.16667, 0.36364]",0.56818,0.53203,"[0.62222, 0.44444, 0.52941]",32,0.6422,1.11468,141,COMPLETED,16.046
71,20251204_001302,gaitgl_OUMVLP.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.06384,2.85752,0.45455,0.33688,"[0.51064, 0.0, 0.5]",0.5,0.42588,"[0.53333, 0.18182, 0.5625]",119,0.17266,2.62837,124,COMPLETED,13.632
72,20251204_001302,gaitpart_GREW.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.0857,1.80241,0.5,0.45531,"[0.55, 0.23529, 0.58065]",0.56818,0.53333,"[0.6, 0.375, 0.625]",100,0.17784,1.40529,134,COMPLETED,11.141
73,20251204_001302,gaitpart_OUMVLP.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.08022,3.64112,0.47727,0.43342,"[0.64865, 0.2, 0.45161]",0.54545,0.50122,"[0.71795, 0.28571, 0.5]",380,0.26388,3.47079,398,COMPLETED,33.853
74,20251204_001302,gaitset.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.06354,4.21077,0.47727,0.40436,"[0.58537, 0.14286, 0.48485]",0.52273,0.43501,"[0.62222, 0.16667, 0.51613]",140,0.10006,3.74058,159,COMPLETED,17.321
75,20251204_001302,gaitset_GREW.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.0851,1.89083,0.47727,0.37494,"[0.53659, 0.0, 0.58824]",0.54545,0.39015,"[0.625, 0.0, 0.54545]",72,0.39187,1.62013,96,COMPLETED,10.115
76,20251204_001302,gaitset_OUMVLP.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.07146,2.23326,0.52273,0.45359,"[0.62745, 0.33333, 0.4]",0.59091,0.57204,"[0.66667, 0.53333, 0.51613]",356,0.13636,1.821,394,COMPLETED,42.843
77,20251204_001302,gln_phase1.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.07177,3.35087,0.43182,0.39298,"[0.57895, 0.2, 0.4]",0.56818,0.55938,"[0.61538, 0.53333, 0.52941]",43,0.66688,1.02749,199,COMPLETED,25.088
78,20251204_001302,gln_phase2.csv,gaitgl_OUMVLP,TCN,42,[512],[3],[False],[0.0],1,7,2,mish,True,False,last,,32,AdamW,,0.0002,2e-06,L2,256,0.08153,3.20049,0.38636,0.32548,"[0.5, 0.15385, 0.32258]",0.52273,0.51757,"[0.51613, 0.5, 0.53659]",112,0.3052,2.46294,161,COMPLETED,20.271

79,20251204_001709,baseline_CASIAB.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.09848,1.97104,0.43182,0.40313,"[0.51282, 0.30769, 0.38889]",0.47727,0.45253,"[0.42424, 0.4, 0.53333]",81,0.47492,1.39472,121,COMPLETED,6.209
80,20251204_001709,baseline_OUMVLP.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.07241,1.80874,0.5,0.42465,"[0.53659, 0.18182, 0.55556]",0.52273,0.46638,"[0.6087, 0.30769, 0.48276]",83,0.6813,1.16961,164,COMPLETED,8.611
81,20251204_001709,gaitgl.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,128,0.05497,1.72897,0.43182,0.29443,"[0.53846, 0.0, 0.34483]",0.5,0.33427,"[0.61818, 0.0, 0.38462]",47,0.16448,1.40828,61,COMPLETED,3.193
82,20251204_001709,gaitgl_GREW.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.06906,1.42329,0.59091,0.48955,"[0.65385, 0.22222, 0.59259]",0.63636,0.52839,"[0.69231, 0.25, 0.64286]",31,0.35625,1.06716,49,COMPLETED,3.004
83,20251204_001709,gaitgl_GREW_BNNeck.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.08328,1.70856,0.5,0.45007,"[0.59091, 0.30769, 0.45161]",0.54545,0.48952,"[0.64, 0.4, 0.42857]",75,0.23603,1.44367,95,COMPLETED,5.858
84,20251204_001709,gaitgl_OUMVLP.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.0735,1.83675,0.45455,0.33894,"[0.56522, 0.0, 0.45161]",0.52273,0.483,"[0.5, 0.36364, 0.58537]",104,0.61304,1.22946,161,COMPLETED,9.539
85,20251204_001709,gaitpart_GREW.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.06179,1.67202,0.45455,0.42599,"[0.55814, 0.375, 0.34483]",0.56818,0.51893,"[0.66667, 0.42857, 0.46154]",124,0.36195,1.33092,169,COMPLETED,7.577
86,20251204_001709,gaitpart_OUMVLP.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.05927,1.92559,0.54545,0.46117,"[0.60465, 0.15385, 0.625]",0.61364,0.59259,"[0.61111, 0.5, 0.66667]",289,0.45802,1.40943,399,COMPLETED,19.593
87,20251204_001709,gaitset.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.0768,1.94537,0.29545,0.22525,"[0.40909, 0.0, 0.26667]",0.52273,0.4043,"[0.64286, 0.22222, 0.34783]",50,0.59459,1.25967,102,COMPLETED,6.052
88,20251204_001709,gaitset_GREW.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.06977,1.63911,0.52273,0.42286,"[0.64, 0.2, 0.42857]",0.56818,0.53846,"[0.61538, 0.42857, 0.57143]",111,0.1652,1.35837,131,COMPLETED,7.629
89,20251204_001709,gaitset_OUMVLP.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.09297,1.90023,0.52273,0.42115,"[0.65306, 0.18182, 0.42857]",0.59091,0.55763,"[0.66667, 0.57143, 0.43478]",343,0.32549,1.37655,455,COMPLETED,27.037
90,20251204_001709,gln_phase1.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.06673,1.8753,0.5,0.42732,"[0.54545, 0.22222, 0.51429]",0.5,0.48018,"[0.56522, 0.46154, 0.41379]",65,0.43489,1.26289,109,COMPLETED,7.927
91,20251204_001709,gln_phase2.csv,gaitpart_GREW,TCN,42,"[96, 96, 96]","[1, 4, 7]","[True, True, False]","[0.1, 0.1, 0.1]",3,9,1,gelu,True,False,last,,96,AdamW,,0.0002,2e-06,L2,256,0.088,1.70159,0.47727,0.35507,"[0.56522, 0.0, 0.5]",0.52273,0.4798,"[0.59091, 0.36364, 0.48485]",54,0.51139,1.15006,98,COMPLETED,6.797

92,20251204_001921,baseline_CASIAB.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.03454,2.41302,0.52273,0.42228,"[0.65306, 0.2, 0.41379]",0.56818,0.52145,"[0.69767, 0.4, 0.46667]",33,0.17177,1.72715,42,COMPLETED,5.406
93,20251204_001921,baseline_OUMVLP.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.03933,2.28949,0.52273,0.48649,"[0.53333, 0.36364, 0.5625]",0.59091,0.53398,"[0.6383, 0.36364, 0.6]",38,0.50243,1.34956,58,COMPLETED,7.925
94,20251204_001921,gaitgl.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,128,0.03024,1.82531,0.56818,0.4,"[0.66667, 0.0, 0.53333]",0.56818,0.4,"[0.66667, 0.0, 0.53333]",29,0.03024,1.82531,29,COMPLETED,3.754
95,20251204_001921,gaitgl_GREW.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.02356,1.43833,0.5,0.42105,"[0.56522, 0.18182, 0.51613]",0.56818,0.48077,"[0.57143, 0.22222, 0.64865]",25,0.22832,1.17055,32,COMPLETED,4.548
96,20251204_001921,gaitgl_GREW_BNNeck.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.03301,3.02241,0.36364,0.31582,"[0.4186, 0.15385, 0.375]",0.47727,0.40892,"[0.51064, 0.2, 0.51613]",21,0.72714,1.33422,44,COMPLETED,6.067
97,20251204_001921,gaitgl_OUMVLP.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.06886,1.38058,0.59091,0.42022,"[0.68, 0.0, 0.58065]",0.54545,0.46331,"[0.6, 0.14286, 0.64706]",51,0.45868,1.0422,69,COMPLETED,9.313
98,20251204_001921,gaitpart_GREW.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.03777,1.84654,0.47727,0.40249,"[0.65217, 0.23529, 0.32]",0.61364,0.50254,"[0.70588, 0.25, 0.55172]",41,0.2677,1.38776,55,COMPLETED,7.295
99,20251204_001921,gaitpart_OUMVLP.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.04517,1.90477,0.54545,0.45413,"[0.65116, 0.18182, 0.52941]",0.56818,0.47661,"[0.63158, 0.16667, 0.63158]",88,0.11954,1.65055,97,COMPLETED,13.718
100,20251204_001921,gaitset.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.02661,2.81015,0.36364,0.27053,"[0.47826, 0.0, 0.33333]",0.43182,0.41445,"[0.53659, 0.42105, 0.28571]",39,0.08381,2.44357,46,COMPLETED,6.367
101,20251204_001921,gaitset_GREW.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.09641,1.73729,0.52273,0.44011,"[0.59091, 0.2, 0.52941]",0.54545,0.45734,"[0.66667, 0.14286, 0.5625]",46,0.12532,1.48086,51,COMPLETED,6.874
102,20251204_001921,gaitset_OUMVLP.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.09284,1.78128,0.54545,0.48137,"[0.66667, 0.36364, 0.41379]",0.54545,0.48137,"[0.66667, 0.36364, 0.41379]",126,0.09284,1.78128,126,COMPLETED,17.612
103,20251204_001921,gln_phase1.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.03398,3.48924,0.40909,0.2844,"[0.53061, 0.0, 0.32258]",0.45455,0.39457,"[0.4878, 0.22222, 0.47368]",33,0.32573,1.67685,51,COMPLETED,7.529
104,20251204_001921,gln_phase2.csv,gaitpart_OUMVLP,TCN,42,"[128, 192]","[3, 4]","[False, False]","[0.0, 0.0]",2,9,1,elu,False,True,mean,,16,AdamW,,0.0005,0.0,L2,256,0.03335,2.37099,0.52273,0.42893,"[0.6383, 0.18182, 0.46667]",0.52273,0.42893,"[0.6383, 0.18182, 0.46667]",49,0.03335,2.37099,49,COMPLETED,7.454

105,20251204_002119,baseline_CASIAB.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.02792,3.18486,0.5,0.48168,"[0.5641, 0.38095, 0.5]",0.54545,0.51596,"[0.58537, 0.4, 0.5625]",38,0.23011,1.90038,50,COMPLETED,14.386
106,20251204_002119,baseline_OUMVLP.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.04512,2.80491,0.5,0.42342,"[0.55814, 0.16667, 0.54545]",0.56818,0.50992,"[0.625, 0.33333, 0.57143]",46,0.33453,1.54337,67,COMPLETED,19.1
107,20251204_002119,gaitgl.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,128,0.01788,2.33636,0.40909,0.38242,"[0.46154, 0.28571, 0.4]",0.5,0.49977,"[0.51282, 0.5, 0.48649]",38,0.12577,1.84734,47,COMPLETED,13.197
108,20251204_002119,gaitgl_GREW.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.02652,2.03612,0.54545,0.39453,"[0.60465, 0.0, 0.57895]",0.56818,0.4,"[0.66667, 0.0, 0.53333]",36,0.13539,1.56823,41,COMPLETED,11.96
109,20251204_002119,gaitgl_GREW_BNNeck.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.03677,2.70637,0.45455,0.41095,"[0.52174, 0.26667, 0.44444]",0.52273,0.42918,"[0.60377, 0.22222, 0.46154]",46,0.29928,1.60608,57,COMPLETED,16.39
110,20251204_002119,gaitgl_OUMVLP.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.04105,2.63319,0.43182,0.4197,"[0.55556, 0.32258, 0.38095]",0.47727,0.45782,"[0.5641, 0.34783, 0.46154]",79,0.13899,1.84315,87,COMPLETED,25.05
111,20251204_002119,gaitpart_GREW.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.0157,3.15479,0.45455,0.38902,"[0.6087, 0.21053, 0.34783]",0.54545,0.52832,"[0.61111, 0.44444, 0.52941]",47,0.2311,1.50525,65,COMPLETED,18.594
112,20251204_002119,gaitpart_OUMVLP.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.0605,2.25141,0.56818,0.525,"[0.5, 0.375, 0.7]",0.68182,0.63357,"[0.75556, 0.5, 0.64516]",83,0.46487,1.03019,143,COMPLETED,40.224
113,20251204_002119,gaitset.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.05275,3.39578,0.43182,0.2809,"[0.58182, 0.0, 0.26087]",0.54545,0.33107,"[0.67742, 0.0, 0.31579]",35,0.49745,2.18199,55,COMPLETED,15.542
114,20251204_002119,gaitset_GREW.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.04568,2.53229,0.45455,0.41721,"[0.5, 0.22222, 0.52941]",0.5,0.42424,"[0.54545, 0.18182, 0.54545]",67,0.0546,2.35196,68,COMPLETED,19.624
115,20251204_002119,gaitset_OUMVLP.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.0338,3.40118,0.54545,0.44375,"[0.66667, 0.14286, 0.52174]",0.54545,0.53959,"[0.55, 0.47619, 0.59259]",179,0.03374,2.56013,182,COMPLETED,51.888
116,20251204_002119,gln_phase1.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.06948,2.86339,0.38636,0.38693,"[0.53333, 0.29412, 0.33333]",0.45455,0.43953,"[0.52632, 0.34783, 0.44444]",53,0.21818,1.74387,67,COMPLETED,20.128
117,20251204_002119,gln_phase2.csv,gaitset,TCN,42,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, True, False, False]","[0.0, 0.0, 0.2, 0.0]",4,3,2,prelu,False,True,mean,256,16,AdamW,,0.0001,0.0,L2,256,0.03087,2.30723,0.5,0.48677,"[0.55556, 0.33333, 0.57143]",0.54545,0.5238,"[0.46667, 0.47059, 0.63415]",62,0.17061,1.95957,68,COMPLETED,20.337

118,20251204_002619,baseline_CASIAB.csv,gaitset_GREW,TCN,42,"[384, 256, 192, 128]","[2, 4, 8, 16]","[True, False, False, False]","[0.0, 0.1, 0.1, 0.0]",4,3,1,elu,False,False,max,256,16,RMSprop,,1e-05,5e-07,L2,256,0.07976,1.19258,0.56818,0.40972,"[0.66667, 0.0, 0.5625]",0.56818,0.526,"[0.66667, 0.42857, 0.48276]",121,0.10155,1.19603,127,COMPLETED,27.403
119,20251204_002619,baseline_OUMVLP.csv,gaitset_GREW,TCN,42,"[384, 256, 192, 128]","[2, 4, 8, 16]","[True, False, False, False]","[0.0, 0.1, 0.1, 0.0]",4,3,1,elu,False,False,max,256,16,RMSprop,,1e-05,5e-07,L2,256,0.08997,1.18272,0.61364,0.51775,"[0.61905, 0.25, 0.68421]",0.65909,0.60166,"[0.69388, 0.44444, 0.66667]",159,0.11543,1.17494,169,COMPLETED,36.786
120,20251204_002619,gaitgl.csv,gaitset_GREW,TCN,42,"[384, 256, 192, 128]","[2, 4, 8, 16]","[True, False, False, False]","[0.0, 0.1, 0.1, 0.0]",4,3,1,elu,False,False,max,256,16,RMSprop,,1e-05,5e-07,L2,128,0.08712,1.1952,0.38636,0.31761,"[0.53061, 0.22222, 0.2]",0.54545,0.46758,"[0.59459, 0.25, 0.55814]",58,0.20468,1.15915,76,COMPLETED,15.974
121,20251204_002619,gaitgl_GREW.csv,gaitset_GREW,TCN,42,"[384, 256, 192, 128]","[2, 4, 8, 16]","[True, False, False, False]","[0.0, 0.1, 0.1, 0.0]",4,3,1,elu,False,False,max,256,16,RMSprop,,1e-05,5e-07,L2,256,0.07117,1.16346,0.45455,0.30037,"[0.61538, 0.0, 0.28571]",0.52273,0.37715,"[0.54054, 0.0, 0.59091]",41,0.41876,1.06672,78,COMPLETED,17.17
