id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,ln_block_end,pooling,fc_hidden,norm,dropout,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
27,20260103_183422,baseline_CASIAB_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12517,1.75108,0.47727,0.35714,"[0.57143, 0.0, 0.5]",458,0.46337,1.17874,0.59091,0.43223,"[0.65385, 0.0, 0.64286]",155,COMPLETED,52.898
28,20260103_183422,baseline_OUMVLP_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13881,1.33293,0.47727,0.43582,"[0.52174, 0.28571, 0.5]",415,0.32768,1.17637,0.59091,0.53687,"[0.61538, 0.36364, 0.63158]",234,COMPLETED,47.696
29,20260103_183422,gaitgl_TOP70.csv,70%,Preset_1,TCN,42,128,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1298,1.55315,0.43182,0.32089,"[0.47619, 0.0, 0.48649]",182,0.19456,1.42214,0.54545,0.47394,"[0.64151, 0.36364, 0.41667]",150,COMPLETED,29.843
30,20260103_183422,gaitgl_GREW_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13016,1.36941,0.43182,0.40317,"[0.53659, 0.31579, 0.35714]",176,0.68219,1.05731,0.56818,0.47547,"[0.65, 0.18182, 0.59459]",78,COMPLETED,30.195
31,20260103_183422,gaitgl_GREW_BNNeck_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13316,1.56238,0.45455,0.40034,"[0.56, 0.33333, 0.30769]",393,0.14983,1.39749,0.54545,0.49757,"[0.59574, 0.36364, 0.53333]",371,COMPLETED,67.379
32,20260103_183422,gaitgl_OUMVLP_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13266,2.55728,0.34091,0.29512,"[0.34483, 0.0, 0.54054]",696,0.29499,1.79708,0.54545,0.4391,"[0.63158, 0.0, 0.68571]",426,COMPLETED,119.027
33,20260103_183422,gaitpart_GREW_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1266,1.81172,0.52273,0.37699,"[0.60465, 0.0, 0.52632]",440,0.56445,1.64335,0.43182,0.43338,"[0.375, 0.45455, 0.47059]",202,COMPLETED,44.935
34,20260103_183422,gaitpart_OUMVLP_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13505,1.82856,0.52273,0.47673,"[0.68293, 0.28571, 0.46154]",1027,0.3546,1.49482,0.65909,0.62917,"[0.7, 0.5, 0.6875]",611,COMPLETED,107.14
35,20260103_183422,gaitset_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12991,1.37722,0.43182,0.3694,"[0.48889, 0.18182, 0.4375]",289,0.67203,1.14603,0.5,0.52124,"[0.41176, 0.61538, 0.53659]",96,COMPLETED,48.256
36,20260103_183422,gaitset_GREW_TOP70.csv,70%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64.0,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12145,1.80546,0.40909,0.30688,"[0.47619, 0.0, 0.44444]",368,0.61888,1.17074,0.52273,0.47756,"[0.65116, 0.35294, 0.42857]",107,COMPLETED,61.853
