id,timestamp,target_embedding,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,ln_block_end,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,norm,dropout,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
53,20251224_202422,GREW_concat.csv,Preset_7,TCN,42,768,[384],[7],7,1,silu,True,True,False,mean,256,64,AdamW,,5e-05,1e-06,L2,[0.05],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13995,1.61202,0.40909,0.3078,"[0.51163, 0.0, 0.41176]",1027,0.36494,1.27099,0.52273,0.43932,"[0.59574, 0.22222, 0.5]",372,COMPLETED,70.946
54,20251224_202422,GREW_mean.csv,Preset_7,TCN,42,256,[384],[7],7,1,silu,True,True,False,mean,256,64,AdamW,,5e-05,1e-06,L2,[0.05],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13352,1.77107,0.47727,0.39483,"[0.65116, 0.13333, 0.4]",1382,0.29549,1.37602,0.61364,0.5541,"[0.65, 0.36364, 0.64865]",615,COMPLETED,75.073
55,20251224_202422,OUMVLP_concat.csv,Preset_7,TCN,42,1024,[384],[7],7,1,silu,True,True,False,mean,256,64,AdamW,,5e-05,1e-06,L2,[0.05],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13712,1.484,0.5,0.4418,"[0.57143, 0.11111, 0.64286]",1433,0.14024,1.57529,0.56818,0.55882,"[0.52941, 0.5, 0.64706]",1363,COMPLETED,105.223
56,20251224_202422,OUMVLP_mean.csv,Preset_7,TCN,42,256,[384],[7],7,1,silu,True,True,False,mean,256,64,AdamW,,5e-05,1e-06,L2,[0.05],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1643,2.36189,0.43182,0.37183,"[0.52381, 0.125, 0.46667]",3283,0.64093,1.34668,0.54545,0.50139,"[0.6, 0.36364, 0.54054]",926,STOPPED,183.82

57,20251224_202422,GREW_concat.csv,Preset_8,TCN,42,768,"[256, 320, 384]","[1, 2, 4]",3,1,gelu,True,True,False,mean,256,96,SGD,0.0,0.0006,1e-05,L2,"[0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10447,1.10067,0.36364,0.17778,"[0.0, 0.0, 0.53333]",146,1.10447,1.10067,0.36364,0.17778,"[0.0, 0.0, 0.53333]",146,STOPPED,10.477
58,20251224_202422,GREW_mean.csv,Preset_8,TCN,42,256,"[256, 320, 384]","[1, 2, 4]",3,1,gelu,True,True,False,mean,256,96,SGD,0.0,0.0006,1e-05,L2,"[0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10492,1.10409,0.36364,0.17778,"[0.0, 0.0, 0.53333]",385,1.10492,1.10409,0.36364,0.17778,"[0.0, 0.0, 0.53333]",385,STOPPED,22.51
59,20251224_202422,OUMVLP_concat.csv,Preset_8,TCN,42,1024,"[256, 320, 384]","[1, 2, 4]",3,1,gelu,True,True,False,mean,256,96,SGD,0.0,0.0006,1e-05,L2,"[0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10483,1.10059,0.15909,0.0915,"[0.0, 0.27451, 0.0]",114,1.10483,1.10059,0.15909,0.0915,"[0.0, 0.27451, 0.0]",114,STOPPED,8.586
60,20251224_202422,OUMVLP_mean.csv,Preset_8,TCN,42,256,"[256, 320, 384]","[1, 2, 4]",3,1,gelu,True,True,False,mean,256,96,SGD,0.0,0.0006,1e-05,L2,"[0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10442,1.10667,0.15909,0.0915,"[0.0, 0.27451, 0.0]",116,1.10442,1.10667,0.15909,0.0915,"[0.0, 0.27451, 0.0]",116,STOPPED,6.827

61,20251224_202422,GREW_concat.csv,Preset_9,TCN,42,768,"[384, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,False,max,512,128,AdamW,,0.0001,1e-05,minmax,"[None, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11207,1.79976,0.5,0.47277,"[0.55556, 0.33333, 0.52941]",158,0.39157,1.76353,0.56818,0.53857,"[0.63158, 0.42857, 0.55556]",124,COMPLETED,15.965
62,20251224_202422,GREW_mean.csv,Preset_9,TCN,42,256,"[384, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,False,max,512,128,AdamW,,0.0001,1e-05,minmax,"[None, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1246,2.23345,0.5,0.42088,"[0.57778, 0.2, 0.48485]",110,0.21199,2.41307,0.5,0.46407,"[0.57143, 0.36364, 0.45714]",100,COMPLETED,9.794
63,20251224_202422,OUMVLP_concat.csv,Preset_9,TCN,42,1024,"[384, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,False,max,512,128,AdamW,,0.0001,1e-05,minmax,"[None, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12983,2.53406,0.38636,0.31772,"[0.27586, 0.16667, 0.51064]",611,0.14908,2.05717,0.52273,0.44214,"[0.55, 0.18182, 0.59459]",586,COMPLETED,65.685
64,20251224_202422,OUMVLP_mean.csv,Preset_9,TCN,42,256,"[384, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,False,max,512,128,AdamW,,0.0001,1e-05,minmax,"[None, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12537,2.33243,0.40909,0.25731,"[0.66667, 0.0, 0.10526]",307,0.38591,1.97442,0.47727,0.42316,"[0.42857, 0.25, 0.59091]",218,COMPLETED,27.761

65,20251224_202422,GREW_concat.csv,Preset_10,TCN,42,768,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,False,mean,256,16,AdamW,,0.0001,0.0,L2,"[0.0, 0.0, 0.2, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1213,1.74935,0.52273,0.48817,"[0.61538, 0.31579, 0.53333]",58,0.14538,1.92906,0.54545,0.52605,"[0.59459, 0.42105, 0.5625]",51,COMPLETED,19.36
66,20251224_202422,GREW_mean.csv,Preset_10,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,False,mean,256,16,AdamW,,0.0001,0.0,L2,"[0.0, 0.0, 0.2, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11959,2.08254,0.52273,0.44616,"[0.64151, 0.36364, 0.33333]",59,0.1237,1.78372,0.52273,0.48513,"[0.57895, 0.36364, 0.51282]",58,COMPLETED,19.075
67,20251224_202422,OUMVLP_concat.csv,Preset_10,TCN,42,1024,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,False,mean,256,16,AdamW,,0.0001,0.0,L2,"[0.0, 0.0, 0.2, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13057,1.64488,0.52273,0.38424,"[0.55814, 0.0, 0.59459]",123,0.33396,1.88093,0.54545,0.45971,"[0.59091, 0.2, 0.58824]",95,COMPLETED,43.09
68,20251224_202422,OUMVLP_mean.csv,Preset_10,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,False,mean,256,16,AdamW,,0.0001,0.0,L2,"[0.0, 0.0, 0.2, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12035,2.80356,0.36364,0.27287,"[0.4, 0.0, 0.4186]",125,0.69055,1.61348,0.47727,0.43572,"[0.53659, 0.28571, 0.48485]",59,COMPLETED,39.823

69,20251224_202422,GREW_concat.csv,Preset_11,TCN,42,768,"[448, 256]","[1, 2]",3,1,gelu,False,True,False,max,256,64,AdamW,,3e-05,1e-06,L2,"[0.0, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13283,1.2484,0.47727,0.32574,"[0.59259, 0.0, 0.38462]",294,0.21214,1.11114,0.54545,0.54023,"[0.60465, 0.54545, 0.47059]",231,COMPLETED,21.971
70,20251224_202422,GREW_mean.csv,Preset_11,TCN,42,256,"[448, 256]","[1, 2]",3,1,gelu,False,True,False,max,256,64,AdamW,,3e-05,1e-06,L2,"[0.0, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13528,1.17204,0.45455,0.32581,"[0.55319, 0.0, 0.42424]",285,0.56316,1.07269,0.52273,0.49538,"[0.59091, 0.42857, 0.46667]",139,COMPLETED,17.151
71,20251224_202422,OUMVLP_concat.csv,Preset_11,TCN,42,1024,"[448, 256]","[1, 2]",3,1,gelu,False,True,False,max,256,64,AdamW,,3e-05,1e-06,L2,"[0.0, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13519,1.37553,0.5,0.36925,"[0.625, 0.0, 0.48276]",618,0.13609,1.34217,0.56818,0.478,"[0.58537, 0.2, 0.64865]",610,COMPLETED,49.598
72,20251224_202422,OUMVLP_mean.csv,Preset_11,TCN,42,256,"[448, 256]","[1, 2]",3,1,gelu,False,True,False,max,256,64,AdamW,,3e-05,1e-06,L2,"[0.0, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13293,1.28179,0.43182,0.36277,"[0.54545, 0.14286, 0.4]",749,0.27449,1.23463,0.5,0.47277,"[0.55556, 0.33333, 0.52941]",509,COMPLETED,46.264

73,20251224_202422,GREW_concat.csv,Preset_12,TCN,42,768,[640],[7],3,1,hardswish,True,True,False,attention,448,40,AdamW,,2e-05,1e-05,L2,[0.1],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13982,3.55672,0.40909,0.31515,"[0.54545, 0.0, 0.4]",411,0.17775,3.66129,0.43182,0.3349,"[0.59091, 0.0, 0.41379]",306,COMPLETED,40.794
74,20251224_202422,GREW_mean.csv,Preset_12,TCN,42,256,[640],[7],3,1,hardswish,True,True,False,attention,448,40,AdamW,,2e-05,1e-05,L2,[0.1],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13728,2.8897,0.52273,0.43892,"[0.60465, 0.16667, 0.54545]",419,0.18218,2.5586,0.56818,0.47133,"[0.66667, 0.16667, 0.58065]",314,COMPLETED,36.504
75,20251224_202422,OUMVLP_concat.csv,Preset_12,TCN,42,1024,[640],[7],3,1,hardswish,True,True,False,attention,448,40,AdamW,,2e-05,1e-05,L2,[0.1],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13816,3.1322,0.40909,0.31216,"[0.45, 0.0, 0.48649]",615,0.3544,2.40938,0.56818,0.43434,"[0.63636, 0.0, 0.66667]",338,COMPLETED,67.94
76,20251224_202422,OUMVLP_mean.csv,Preset_12,TCN,42,256,[640],[7],3,1,hardswish,True,True,False,attention,448,40,AdamW,,2e-05,1e-05,L2,[0.1],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13748,2.15809,0.36364,0.30159,"[0.47619, 0.0, 0.42857]",1104,0.70365,1.25848,0.47727,0.43372,"[0.57895, 0.22222, 0.5]",326,COMPLETED,91.216

77,20251224_202422,GREW_concat.csv,Preset_13,TCN,42,768,"[640, 768, 768, 640]","[1, 2, 4, 8]",5,2,mish,True,True,False,attention,384,32,Adam,,3e-05,1e-05,minmax,"[0.05, 0.1, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11522,2.68827,0.45455,0.44119,"[0.57143, 0.30769, 0.44444]",118,0.38985,2.87669,0.47727,0.47094,"[0.54545, 0.38462, 0.48276]",78,COMPLETED,39.989
78,20251224_202422,GREW_mean.csv,Preset_13,TCN,42,256,"[640, 768, 768, 640]","[1, 2, 4, 8]",5,2,mish,True,True,False,attention,384,32,Adam,,3e-05,1e-05,minmax,"[0.05, 0.1, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11556,2.07591,0.45455,0.38506,"[0.52174, 0.18182, 0.45161]",73,0.1679,2.14482,0.52273,0.43697,"[0.59574, 0.18182, 0.53333]",63,COMPLETED,23.755
79,20251224_202422,OUMVLP_concat.csv,Preset_13,TCN,42,1024,"[640, 768, 768, 640]","[1, 2, 4, 8]",5,2,mish,True,True,False,attention,384,32,Adam,,3e-05,1e-05,minmax,"[0.05, 0.1, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11879,1.80085,0.5,0.36252,"[0.57143, 0.0, 0.51613]",188,0.72008,1.30992,0.5,0.46905,"[0.35714, 0.4, 0.65]",99,COMPLETED,64.222
80,20251224_202422,OUMVLP_mean.csv,Preset_13,TCN,42,256,"[640, 768, 768, 640]","[1, 2, 4, 8]",5,2,mish,True,True,False,attention,384,32,Adam,,3e-05,1e-05,minmax,"[0.05, 0.1, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12664,2.25877,0.47727,0.34601,"[0.55319, 0.0, 0.48485]",182,0.11524,2.28072,0.47727,0.41125,"[0.46154, 0.22222, 0.55]",179,COMPLETED,58.727

81,20251224_202422,GREW_concat.csv,Preset_14,TCN,42,768,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,False,attention,256,96,AdamW,,0.0002,5e-05,L2,"[None, 0.1, 0.1, 0.2]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10669,2.89237,0.36364,0.35714,"[0.45714, 0.21429, 0.4]",136,0.70238,3.02183,0.47727,0.44885,"[0.46667, 0.31579, 0.5641]",105,COMPLETED,14.2
82,20251224_202422,GREW_mean.csv,Preset_14,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,False,attention,256,96,AdamW,,0.0002,5e-05,L2,"[None, 0.1, 0.1, 0.2]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12502,1.97294,0.54545,0.48952,"[0.64, 0.4, 0.42857]",147,0.13453,2.01064,0.54545,0.50514,"[0.65455, 0.6, 0.26087]",140,COMPLETED,13.421
83,20251224_202422,OUMVLP_concat.csv,Preset_14,TCN,42,1024,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,False,attention,256,96,AdamW,,0.0002,5e-05,L2,"[None, 0.1, 0.1, 0.2]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10554,1.09393,0.36364,0.17778,"[0.0, 0.0, 0.53333]",105,1.10554,1.09393,0.36364,0.17778,"[0.0, 0.0, 0.53333]",105,STOPPED,11.549
84,20251224_202422,OUMVLP_mean.csv,Preset_14,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,False,attention,256,96,AdamW,,0.0002,5e-05,L2,"[None, 0.1, 0.1, 0.2]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10551,1.08802,0.47727,0.21538,"[0.64615, 0.0, 0.0]",132,1.10551,1.08802,0.47727,0.21538,"[0.64615, 0.0, 0.0]",132,STOPPED,12.021

85,20251224_202422,GREW_concat.csv,Preset_15,TCN,42,768,"[384, 576, 768]","[3, 6, 9]",3,2,silu,True,True,False,max,320,40,Adam,,3e-05,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12154,2.37279,0.38636,0.26289,"[0.53061, 0.0, 0.25806]",125,0.52591,1.64326,0.45455,0.42307,"[0.57143, 0.35294, 0.34483]",64,COMPLETED,19.311
86,20251224_202422,GREW_mean.csv,Preset_15,TCN,42,256,"[384, 576, 768]","[3, 6, 9]",3,2,silu,True,True,False,max,320,40,Adam,,3e-05,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13549,2.23116,0.36364,0.32452,"[0.5, 0.26667, 0.2069]",129,0.4692,1.44436,0.52273,0.50293,"[0.52381, 0.44444, 0.54054]",75,COMPLETED,18.225
87,20251224_202422,OUMVLP_concat.csv,Preset_15,TCN,42,1024,"[384, 576, 768]","[3, 6, 9]",3,2,silu,True,True,False,max,320,40,Adam,,3e-05,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12692,2.36472,0.5,0.35556,"[0.6, 0.0, 0.46667]",249,0.34597,2.54614,0.52273,0.43056,"[0.625, 0.16667, 0.5]",198,COMPLETED,39.67
88,20251224_202422,OUMVLP_mean.csv,Preset_15,TCN,42,256,"[384, 576, 768]","[3, 6, 9]",3,2,silu,True,True,False,max,320,40,Adam,,3e-05,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13274,1.98045,0.40909,0.30295,"[0.52174, 0.0, 0.3871]",298,0.39771,1.62525,0.47727,0.40972,"[0.52381, 0.14286, 0.5625]",175,COMPLETED,41.925

89,20251224_202422,GREW_concat.csv,Preset_16,TCN,42,768,[768],[9],5,2,gelu,True,False,False,attention,384,32,AdamW,,2e-05,1e-05,L2,[0.05],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13726,2.68676,0.45455,0.39886,"[0.59091, 0.23529, 0.37037]",178,0.38685,2.34177,0.5,0.45424,"[0.57778, 0.33333, 0.45161]",112,COMPLETED,26.897
90,20251224_202422,GREW_mean.csv,Preset_16,TCN,42,256,[768],[9],5,2,gelu,True,False,False,attention,384,32,AdamW,,2e-05,1e-05,L2,[0.05],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13924,2.75383,0.40909,0.37054,"[0.51163, 0.26667, 0.33333]",276,0.13974,2.74373,0.47727,0.41718,"[0.6087, 0.28571, 0.35714]",262,COMPLETED,37.904
91,20251224_202422,OUMVLP_concat.csv,Preset_16,TCN,42,1024,[768],[9],5,2,gelu,True,False,False,attention,384,32,AdamW,,2e-05,1e-05,L2,[0.05],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12036,2.04643,0.45455,0.30079,"[0.64151, 0.0, 0.26087]",461,0.45933,1.65323,0.56818,0.4059,"[0.67925, 0.0, 0.53846]",250,COMPLETED,71.832
92,20251224_202422,OUMVLP_mean.csv,Preset_16,TCN,42,256,[768],[9],5,2,gelu,True,False,False,attention,384,32,AdamW,,2e-05,1e-05,L2,[0.05],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13602,2.8239,0.36364,0.22129,"[0.57692, 0.0, 0.08696]",841,0.51725,1.45775,0.47727,0.39992,"[0.63415, 0.15385, 0.41176]",265,COMPLETED,115.516

93,20251224_202422,GREW_concat.csv,Preset_17,TCN,42,768,"[256, 256]","[1, 4]",7,3,gelu,True,True,False,max,256,96,AdamW,,0.00015,5e-06,minmax,"[0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11528,1.9784,0.40909,0.37665,"[0.3871, 0.26667, 0.47619]",137,0.1453,1.7178,0.52273,0.46545,"[0.65116, 0.30769, 0.4375]",130,COMPLETED,10.3
94,20251224_202422,GREW_mean.csv,Preset_17,TCN,42,256,"[256, 256]","[1, 4]",7,3,gelu,True,True,False,max,256,96,AdamW,,0.00015,5e-06,minmax,"[0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13159,2.1061,0.5,0.4849,"[0.53659, 0.44444, 0.47368]",96,0.26804,1.76901,0.47727,0.49167,"[0.33333, 0.6, 0.54167]",75,COMPLETED,6.287
95,20251224_202422,OUMVLP_concat.csv,Preset_17,TCN,42,1024,"[256, 256]","[1, 4]",7,3,gelu,True,True,False,max,256,96,AdamW,,0.00015,5e-06,minmax,"[0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1322,2.02417,0.54545,0.50915,"[0.54545, 0.33333, 0.64865]",368,0.4412,2.1497,0.59091,0.54848,"[0.54545, 0.4, 0.7]",317,COMPLETED,29.313
96,20251224_202422,OUMVLP_mean.csv,Preset_17,TCN,42,256,"[256, 256]","[1, 4]",7,3,gelu,True,True,False,max,256,96,AdamW,,0.00015,5e-06,minmax,"[0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12541,1.97089,0.5,0.37607,"[0.5641, 0.0, 0.5641]",326,0.32605,1.8998,0.59091,0.43728,"[0.66667, 0.0, 0.64516]",228,COMPLETED,21.128

97,20251224_202422,GREW_concat.csv,Preset_18,TCN,42,768,"[768, 768, 768]","[1, 2, 4]",3,2,gelu,True,True,False,attention,256,96,Adam,,8e-05,1e-05,L2,"[0.1, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11032,2.70034,0.36364,0.31419,"[0.37037, 0.11765, 0.45455]",134,0.6777,1.23128,0.47727,0.41289,"[0.6, 0.35294, 0.28571]",86,COMPLETED,15.999
98,20251224_202422,GREW_mean.csv,Preset_18,TCN,42,256,"[768, 768, 768]","[1, 2, 4]",3,2,gelu,True,True,False,attention,256,96,Adam,,8e-05,1e-05,L2,"[0.1, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1109,1.90466,0.5,0.33333,"[0.62963, 0.0, 0.37037]",115,0.28411,1.68679,0.47727,0.4482,"[0.52381, 0.36364, 0.45714]",94,COMPLETED,12.311
99,20251224_202422,OUMVLP_concat.csv,Preset_18,TCN,42,1024,"[768, 768, 768]","[1, 2, 4]",3,2,gelu,True,True,False,attention,256,96,Adam,,8e-05,1e-05,L2,"[0.1, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10406,1.75489,0.54545,0.40027,"[0.6383, 0.0, 0.5625]",393,0.58392,1.56428,0.61364,0.43767,"[0.69231, 0.0, 0.62069]",300,COMPLETED,49.238
100,20251224_202422,OUMVLP_mean.csv,Preset_18,TCN,42,256,"[768, 768, 768]","[1, 2, 4]",3,2,gelu,True,True,False,attention,256,96,Adam,,8e-05,1e-05,L2,"[0.1, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.115,1.91549,0.52273,0.42706,"[0.69388, 0.11111, 0.47619]",286,0.1574,2.36411,0.5,0.44163,"[0.65217, 0.27273, 0.4]",279,COMPLETED,30.689

101,20251224_202422,GREW_concat.csv,Preset_19,TCN,42,768,"[256, 384, 512, 640]","[1, 2, 4, 8]",5,2,gelu,True,True,False,attention,384,64,AdamW,,0.00015,0.0001,L2,"[0.05, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1015,2.0556,0.47727,0.40794,"[0.5, 0.2, 0.52381]",89,0.57297,1.67648,0.43182,0.41244,"[0.45161, 0.28571, 0.5]",62,COMPLETED,12.944
102,20251224_202422,GREW_mean.csv,Preset_19,TCN,42,256,"[256, 384, 512, 640]","[1, 2, 4, 8]",5,2,gelu,True,True,False,attention,384,64,AdamW,,0.00015,0.0001,L2,"[0.05, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10443,2.36605,0.43182,0.31869,"[0.44444, 0.0, 0.51163]",81,0.19501,2.35437,0.5,0.35887,"[0.45161, 0.0, 0.625]",67,COMPLETED,10.817
103,20251224_202422,OUMVLP_concat.csv,Preset_19,TCN,42,1024,"[256, 384, 512, 640]","[1, 2, 4, 8]",5,2,gelu,True,True,False,attention,384,64,AdamW,,0.00015,0.0001,L2,"[0.05, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10489,2.81845,0.38636,0.30927,"[0.45161, 0.0, 0.47619]",348,0.60118,1.33294,0.5,0.42911,"[0.59091, 0.125, 0.57143]",260,COMPLETED,52.463
104,20251224_202422,OUMVLP_mean.csv,Preset_19,TCN,42,256,"[256, 384, 512, 640]","[1, 2, 4, 8]",5,2,gelu,True,True,False,attention,384,64,AdamW,,0.00015,0.0001,L2,"[0.05, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10456,2.41004,0.47727,0.404,"[0.5, 0.15385, 0.55814]",253,0.32213,1.54276,0.59091,0.49859,"[0.59459, 0.25, 0.65116]",237,COMPLETED,33.809

105,20251224_202422,GREW_concat.csv,Preset_20,TCN,42,768,"[512, 512]","[1, 2]",3,1,gelu,True,True,False,attention,320,48,AdamW,,2e-05,1e-05,L2,"[0.0, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1394,1.83063,0.40909,0.40006,"[0.46154, 0.375, 0.36364]",345,0.44788,1.22115,0.54545,0.52286,"[0.59091, 0.46154, 0.51613]",201,COMPLETED,31.63
106,20251224_202422,GREW_mean.csv,Preset_20,TCN,42,256,"[512, 512]","[1, 2]",3,1,gelu,True,True,False,attention,320,48,AdamW,,2e-05,1e-05,L2,"[0.0, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13561,1.76727,0.47727,0.41604,"[0.51163, 0.25, 0.48649]",288,0.14534,1.77402,0.52273,0.44956,"[0.55814, 0.25, 0.54054]",275,COMPLETED,22.987
107,20251224_202422,OUMVLP_concat.csv,Preset_20,TCN,42,1024,"[512, 512]","[1, 2]",3,1,gelu,True,True,False,attention,320,48,AdamW,,2e-05,1e-05,L2,"[0.0, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13476,2.22138,0.45455,0.40048,"[0.59091, 0.21053, 0.4]",830,0.63454,1.55388,0.54545,0.51236,"[0.55556, 0.35294, 0.62857]",404,COMPLETED,80.704
108,20251224_202422,OUMVLP_mean.csv,Preset_20,TCN,42,256,"[512, 512]","[1, 2]",3,1,gelu,True,True,False,attention,320,48,AdamW,,2e-05,1e-05,L2,"[0.0, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13531,1.89964,0.59091,0.48717,"[0.68085, 0.2, 0.58065]",707,0.16985,1.96286,0.61364,0.50688,"[0.69565, 0.2, 0.625]",609,COMPLETED,56.807

109,20251224_202422,GREW_concat.csv,Preset_21,TCN,42,768,"[192, 256, 384, 512]","[1, 2, 4, 8]",3,2,silu,True,True,False,max,256,96,AdamW,,0.00015,1e-05,minmax,"[None, 0.05, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10449,1.10278,0.15909,0.0915,"[0.0, 0.27451, 0.0]",118,1.10449,1.10278,0.15909,0.0915,"[0.0, 0.27451, 0.0]",118,STOPPED,11.188
110,20251224_202422,GREW_mean.csv,Preset_21,TCN,42,256,"[192, 256, 384, 512]","[1, 2, 4, 8]",3,2,silu,True,True,False,max,256,96,AdamW,,0.00015,1e-05,minmax,"[None, 0.05, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12567,2.49587,0.40909,0.3039,"[0.45455, 0.0, 0.45714]",123,0.47802,1.40958,0.47727,0.4061,"[0.48649, 0.18182, 0.55]",89,COMPLETED,10.403
111,20251224_202422,OUMVLP_concat.csv,Preset_21,TCN,42,1024,"[192, 256, 384, 512]","[1, 2, 4, 8]",3,2,silu,True,True,False,max,256,96,AdamW,,0.00015,1e-05,minmax,"[None, 0.05, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10458,1.09788,0.47727,0.21538,"[0.64615, 0.0, 0.0]",126,1.10458,1.09788,0.47727,0.21538,"[0.64615, 0.0, 0.0]",126,STOPPED,12.909
112,20251224_202422,OUMVLP_mean.csv,Preset_21,TCN,42,256,"[192, 256, 384, 512]","[1, 2, 4, 8]",3,2,silu,True,True,False,max,256,96,AdamW,,0.00015,1e-05,minmax,"[None, 0.05, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11843,2.30788,0.43182,0.36806,"[0.5, 0.16667, 0.4375]",331,0.31127,1.66246,0.5,0.42547,"[0.5, 0.18182, 0.59459]",319,COMPLETED,29.617

