id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,ln_block_end,pooling,fc_hidden,norm,dropout,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20260108_124434,baseline_CASIAB_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11523,1.80694,0.45455,0.42029,"[0.55319, 0.4, 0.30769]",413,0.14367,1.62592,0.5,0.48272,"[0.57778, 0.5, 0.37037]",282,COMPLETED,43.251
2,20260108_124434,baseline_OUMVLP_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11076,1.30811,0.5,0.45643,"[0.54545, 0.30769, 0.51613]",463,0.24441,1.16154,0.56818,0.53606,"[0.63415, 0.42857, 0.54545]",199,COMPLETED,47.799
3,20260108_124434,gaitgl_GREW_BNNeck_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11707,2.10277,0.40909,0.3548,"[0.46154, 0.18182, 0.42105]",643,0.49801,1.12426,0.59091,0.49125,"[0.65306, 0.2, 0.62069]",192,COMPLETED,91.008
4,20260108_124434,gaitgl_GREW_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11796,1.48361,0.56818,0.47386,"[0.66667, 0.16667, 0.58824]",290,0.1625,1.37468,0.59091,0.49116,"[0.68182, 0.16667, 0.625]",202,COMPLETED,41.225
5,20260108_124434,gaitgl_OUMVLP_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11936,1.65235,0.38636,0.35,"[0.55, 0.25, 0.25]",423,0.14803,1.46927,0.5,0.47277,"[0.55556, 0.33333, 0.52941]",363,COMPLETED,60.049
6,20260108_124434,gaitgl_TOP50.csv,50%,Preset_1,TCN,42,128,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11481,1.77356,0.5,0.36451,"[0.6087, 0.0, 0.48485]",178,0.31423,1.42326,0.52273,0.42286,"[0.64, 0.2, 0.42857]",129,COMPLETED,24.277
7,20260108_124434,gaitpart_GREW_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1159,2.05386,0.38636,0.33362,"[0.47619, 0.18182, 0.34286]",427,0.26873,1.98663,0.47727,0.44017,"[0.5, 0.30769, 0.51282]",368,COMPLETED,39.33
8,20260108_124434,gaitpart_OUMVLP_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.16253,2.32088,0.43182,0.42339,"[0.48485, 0.34783, 0.4375]",1067,0.24652,1.50073,0.56818,0.55361,"[0.61538, 0.5, 0.54545]",453,STOPPED,98.182
9,20260108_124434,gaitset_GREW_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11514,1.62627,0.47727,0.41083,"[0.53659, 0.22222, 0.47368]",415,0.15602,1.49517,0.56818,0.53166,"[0.68182, 0.46154, 0.45161]",388,COMPLETED,57.85
10,20260108_124434,gaitset_OUMVLP_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11921,1.5373,0.45455,0.34553,"[0.5, 0.0, 0.53659]",771,0.32906,1.22415,0.56818,0.50738,"[0.72727, 0.33333, 0.46154]",442,COMPLETED,107.387
11,20260108_124434,gaitset_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1169,1.6918,0.34091,0.2637,"[0.47059, 0.15385, 0.16667]",255,0.31821,1.32539,0.54545,0.46528,"[0.58333, 0.25, 0.5625]",150,COMPLETED,35.505
12,20260108_124434,gln_phase1_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11658,1.6988,0.5,0.43975,"[0.6383, 0.3, 0.38095]",825,0.59864,0.97254,0.63636,0.61317,"[0.58824, 0.53333, 0.71795]",121,COMPLETED,146.635
13,20260108_124434,gln_phase2_TOP50.csv,50%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11778,1.60623,0.43182,0.42614,"[0.41176, 0.33333, 0.53333]",443,0.72936,1.02626,0.54545,0.536,"[0.53659, 0.5, 0.57143]",162,COMPLETED,78.704

14,20260108_124434,baseline_CASIAB_TOP50.csv,50%,Preset_2,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[True, True, True, True]",last,256,L2,"[0.1, 0.1, 0.2, 0.2]",96,AdamW,,0.0002,5e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10372,3.02798,0.38636,0.35839,"[0.36364, 0.25, 0.46154]",81,0.10301,2.28185,0.52273,0.47994,"[0.45714, 0.36364, 0.61905]",77,COMPLETED,9.001
15,20260108_124434,baseline_OUMVLP_TOP50.csv,50%,Preset_2,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[True, True, True, True]",last,256,L2,"[0.1, 0.1, 0.2, 0.2]",96,AdamW,,0.0002,5e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10381,2.33336,0.43182,0.37368,"[0.42105, 0.2, 0.5]",85,0.40383,1.35279,0.56818,0.49603,"[0.68, 0.36364, 0.44444]",44,COMPLETED,9.389
