id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,ln_block_end,pooling,fc_hidden,norm,dropout,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20260111_162221,baseline_CASIAB_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11867,3.00211,0.43182,0.40932,"[0.6, 0.42105, 0.2069]",530,0.19662,2.94909,0.54545,0.56712,"[0.5641, 0.66667, 0.47059]",361,COMPLETED,93.438
2,20260111_162221,baseline_OUMVLP_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11583,2.68707,0.43182,0.39276,"[0.51163, 0.26667, 0.4]",515,0.74608,1.18885,0.54545,0.52227,"[0.55, 0.42857, 0.58824]",77,COMPLETED,90.384
3,20260111_162221,gaitgl_GREW_BNNeck_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11762,2.98188,0.45455,0.33333,"[0.63636, 0.0, 0.36364]",458,0.67329,1.33852,0.52273,0.50635,"[0.61905, 0.5, 0.4]",72,COMPLETED,80.149
4,20260111_162221,gaitgl_GREW_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11734,1.89553,0.40909,0.35427,"[0.36842, 0.15385, 0.54054]",87,0.50586,1.40405,0.54545,0.45556,"[0.5, 0.2, 0.66667]",30,COMPLETED,15.022
5,20260111_162221,gaitgl_LOW50.csv,50%,Preset_31,TCN,42,128,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11647,2.68397,0.34091,0.30847,"[0.44444, 0.26667, 0.21429]",192,0.66041,1.43682,0.38636,0.37541,"[0.45161, 0.28571, 0.38889]",32,COMPLETED,33.032
6,20260111_162221,gaitgl_OUMVLP_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11923,2.4375,0.43182,0.33216,"[0.51163, 0.0, 0.48485]",244,0.2324,2.84467,0.47727,0.37355,"[0.55814, 0.0, 0.5625]",170,COMPLETED,42.492
7,20260111_162221,gaitpart_GREW_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11558,3.36634,0.36364,0.31764,"[0.51163, 0.21053, 0.23077]",289,0.39971,1.6504,0.43182,0.39766,"[0.52632, 0.26667, 0.4]",122,COMPLETED,50.761
8,20260111_162221,gaitpart_OUMVLP_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11076,2.24477,0.54545,0.44409,"[0.69565, 0.15385, 0.48276]",582,0.23769,2.24113,0.56818,0.50794,"[0.66667, 0.28571, 0.57143]",371,COMPLETED,101.569
9,20260111_162221,gaitset_GREW_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11828,2.92362,0.43182,0.3715,"[0.48889, 0.14286, 0.48276]",227,0.28917,2.36617,0.54545,0.46061,"[0.57143, 0.18182, 0.62857]",105,COMPLETED,39.947
10,20260111_162221,gaitset_LOW50.csv,50%,Preset_31,TCN,42,256,[256],[1],7,2,hardswish,False,False,[False],last,128,L2,[0.3],16,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11707,3.61863,0.31818,0.27434,"[0.40909, 0.11765, 0.2963]",628,0.47431,2.14988,0.45455,0.41604,"[0.51282, 0.23529, 0.5]",230,COMPLETED,111.058
