id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,ln_block_end,pooling,fc_hidden,norm,dropout,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20260103_183422,baseline_CASIAB_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.131,1.82431,0.5,0.35606,"[0.58333, 0.0, 0.48485]",393,0.25127,2.19746,0.47727,0.42281,"[0.41379, 0.25, 0.60465]",378,COMPLETED,41.554
2,20260103_183422,baseline_OUMVLP_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13883,1.33784,0.52273,0.45857,"[0.62745, 0.36364, 0.38462]",415,0.22049,1.13133,0.59091,0.52549,"[0.69767, 0.33333, 0.54545]",261,COMPLETED,44.064
3,20260103_183422,gaitgl_GREW_BNNeck_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13452,1.86303,0.34091,0.27096,"[0.36842, 0.0, 0.44444]",239,0.7157,1.14353,0.40909,0.39683,"[0.45714, 0.33333, 0.4]",102,COMPLETED,28.85
4,20260103_183422,gaitgl_GREW_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13216,1.62424,0.5,0.43994,"[0.6087, 0.26667, 0.44444]",207,0.26515,1.29486,0.52273,0.46496,"[0.6, 0.33333, 0.46154]",114,COMPLETED,24.28
5,20260103_183422,gaitgl_OUMVLP_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11547,1.7051,0.40909,0.39718,"[0.43902, 0.36364, 0.38889]",520,0.14449,1.7502,0.47727,0.44451,"[0.41176, 0.36364, 0.55814]",471,COMPLETED,63.157
6,20260103_183422,gaitgl_TOP30.csv,30%,Preset_1,TCN,42,128,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12144,1.58755,0.45455,0.35135,"[0.58182, 0.22222, 0.25]",154,0.61752,1.07355,0.54545,0.50864,"[0.54054, 0.4, 0.58537]",80,COMPLETED,16.934
7,20260103_183422,gaitpart_GREW_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13434,1.99114,0.40909,0.35267,"[0.47619, 0.18182, 0.4]",397,0.50675,1.26808,0.5,0.47917,"[0.5, 0.375, 0.5625]",109,COMPLETED,35.342
8,20260103_183422,gaitpart_OUMVLP_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12024,1.87722,0.54545,0.50334,"[0.55814, 0.36364, 0.58824]",894,0.34159,1.39951,0.59091,0.54386,"[0.6, 0.4, 0.63158]",517,COMPLETED,80.091
9,20260103_183422,gaitset_GREW_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12479,1.30947,0.45455,0.35944,"[0.625, 0.13333, 0.32]",249,0.23278,1.15273,0.56818,0.47328,"[0.65217, 0.22222, 0.54545]",208,COMPLETED,27.827
10,20260103_183422,gaitset_OUMVLP_TOP30.csv,30%,Preset_1,TCN,42,256,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[False, True, True]",attention,64,minmax,"[0.0, 0.0, 0.0]",96,Adam,,1e-05,2e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13222,1.54761,0.54545,0.36364,"[0.69091, 0.0, 0.4]",1085,0.66553,1.11538,0.65909,0.57875,"[0.7619, 0.30769, 0.66667]",659,COMPLETED,121.104
