id,timestamp,target_embedding,source_params,model,seed,input_dim,num_blocks,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,dropout,ln_block_end,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,norm,label_smoothing,clip_grad_norm,class_weights,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
323,20251206_171512,gaitset_OUMVLP.csv,Best_configs_v3,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1, 0.15]","[True, True, True, True, True]",max,320.0,96,AdamW,0.0,0.0002,0.0,,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14032,1.46103,0.45455,0.38128,"[0.54902, 0.25, 0.34483]",0.56818,0.56322,"[0.65217, 0.6, 0.4375]",410.0,0.14002,1.33372,537.0,STOPPED,65.521
324,20251206_171630,gln_phase1.csv,Best_configs_v3,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1, 0.15]","[True, True, True, True, True]",max,320.0,96,AdamW,0.0,0.0002,0.0,,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13992,1.09952,0.52273,0.37075,"[0.61224, 0.0, 0.5]",0.56818,0.5037,"[0.66667, 0.4, 0.44444]",46.0,0.14454,1.09871,523.0,STOPPED,76.7
325,20251206_171726,gln_phase2.csv,Best_configs_v3,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1, 0.15]","[True, True, True, True, True]",max,320.0,96,AdamW,0.0,0.0002,0.0,,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14258,0.94244,0.54545,0.39472,"[0.63415, 0.0, 0.55]",0.63636,0.6152,"[0.69388, 0.6, 0.55172]",101.0,0.1432,0.96689,369.0,STOPPED,54.492

326,20251206_112851,baseline_CASIAB.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1395,1.87486,0.47727,0.36252,"[0.55814, 0.0, 0.52941]",0.5,0.48033,"[0.59459, 0.36364, 0.48276]",82.0,0.14716,1.98197,231.0,STOPPED,25.53042
327,20251206_112923,baseline_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13972,1.85056,0.38636,0.33724,"[0.37838, 0.13333, 0.5]",0.54545,0.54574,"[0.51282, 0.54545, 0.57895]",56.0,0.17248,1.35945,278.0,STOPPED,30.67998
328,20251206_112959,gaitgl.csv,Best_configs_v3,TCN,42,128,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13984,1.51071,0.47727,0.34431,"[0.6087, 0.0, 0.42424]",0.52273,0.49392,"[0.64, 0.54545, 0.2963]",15.0,0.20968,1.4854,250.0,STOPPED,35.90197
329,20251206_113032,gaitgl_GREW.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1397,1.80199,0.45455,0.32381,"[0.57143, 0.0, 0.4]",0.45455,0.43196,"[0.44444, 0.36364, 0.4878]",22.0,0.14854,1.82265,207.0,STOPPED,31.72337
330,20251206_113107,gaitgl_GREW_BNNeck.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13969,1.93907,0.38636,0.27438,"[0.51064, 0.0, 0.3125]",0.5,0.44099,"[0.6087, 0.28571, 0.42857]",83.0,0.15048,1.68588,217.0,STOPPED,33.20231
331,20251206_113142,gaitgl_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13951,1.76471,0.43182,0.30571,"[0.56, 0.0, 0.35714]",0.59091,0.49335,"[0.63158, 0.18182, 0.66667]",88.0,0.14686,1.63381,223.0,STOPPED,34.1925
332,20251206_113217,gaitpart_GREW.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14027,1.81874,0.52273,0.43056,"[0.625, 0.2, 0.46667]",0.56818,0.47156,"[0.65217, 0.2, 0.5625]",292.0,0.13962,1.78269,342.0,STOPPED,34.0356
333,20251206_113304,gaitpart_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14015,1.57793,0.47727,0.3498,"[0.53659, 0.0, 0.51282]",0.61364,0.5524,"[0.63636, 0.33333, 0.6875]",177.0,0.17269,1.12827,471.0,STOPPED,46.55934
334,20251206_113351,gaitset.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15669,1.93946,0.47727,0.31717,"[0.61818, 0.0, 0.33333]",0.45455,0.39337,"[0.6087, 0.28571, 0.28571]",45.0,0.20132,1.97226,308.0,STOPPED,46.2076
335,20251206_113437,gaitset_GREW.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13991,1.77435,0.5,0.42509,"[0.63415, 0.125, 0.51613]",0.54545,0.48677,"[0.66667, 0.22222, 0.57143]",116.0,0.13986,1.85779,300.0,STOPPED,44.93573
336,20251206_113552,gaitset_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13996,1.57078,0.47727,0.33333,"[0.6, 0.0, 0.4]",0.63636,0.57152,"[0.69388, 0.4, 0.62069]",240.0,0.14348,1.33926,485.0,STOPPED,73.41387
337,20251206_113648,gln_phase1.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13985,1.64216,0.52273,0.37897,"[0.70833, 0.0, 0.42857]",0.52273,0.49206,"[0.57143, 0.33333, 0.57143]",45.0,0.17064,1.67719,274.0,STOPPED,54.00544
338,20251206_113735,gln_phase2.csv,Best_configs_v3,TCN,42,256,4,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14007,1.64068,0.43182,0.3331,"[0.51282, 0.0, 0.48649]",0.5,0.45534,"[0.55556, 0.22222, 0.58824]",40.0,0.1573,1.72814,234.0,STOPPED,45.08756

365,20251206_030231,baseline_CASIAB.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13991,1.94625,0.52273,0.42853,"[0.65217, 0.18182, 0.45161]",0.52273,0.44463,"[0.52632, 0.22222, 0.58537]",46.0,0.33836,1.83282,319.0,STOPPED,48.3266
366,20251206_030321,baseline_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13975,1.75106,0.56818,0.48077,"[0.57143, 0.22222, 0.64865]",0.63636,0.53187,"[0.65116, 0.22222, 0.72222]",142.0,0.14022,1.52263,328.0,STOPPED,49.4535
367,20251206_030406,gaitgl.csv,Best_configs_v3,TCN,42,128,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14013,2.07177,0.45455,0.38641,"[0.52174, 0.2, 0.4375]",0.5,0.42935,"[0.55319, 0.25, 0.48485]",43.0,0.1409,2.07416,212.0,STOPPED,44.08885
368,20251206_030503,gaitgl_GREW.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1399,1.54551,0.56818,0.45833,"[0.70833, 0.16667, 0.5]",0.61364,0.53219,"[0.75556, 0.30769, 0.53333]",113.0,0.13973,1.46688,254.0,STOPPED,55.16091
369,20251206_030558,gaitgl_GREW_BNNeck.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13983,2.16913,0.5,0.41404,"[0.6087, 0.18182, 0.45161]",0.5,0.44742,"[0.61905, 0.28571, 0.4375]",30.0,0.17815,1.98485,251.0,STOPPED,54.47435
370,20251206_030714,gaitgl_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14047,2.53681,0.36364,0.26695,"[0.47826, 0.0, 0.32258]",0.52273,0.47061,"[0.59574, 0.33333, 0.48276]",139.0,0.14939,1.99275,341.0,STOPPED,73.88837
371,20251206_030801,gaitpart_GREW.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13967,2.18071,0.47727,0.42849,"[0.57778, 0.30769, 0.4]",0.54545,0.50741,"[0.62222, 0.4, 0.5]",191.0,0.14051,1.88222,381.0,STOPPED,46.73452
372,20251206_030912,gaitpart_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16595,1.71201,0.61364,0.5619,"[0.61905, 0.4, 0.66667]",0.63636,0.62222,"[0.62857, 0.57143, 0.66667]",412.0,0.14084,1.73416,579.0,STOPPED,70.892
373,20251206_031016,gaitset.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13992,2.07435,0.47727,0.39952,"[0.56522, 0.16667, 0.46667]",0.45455,0.44778,"[0.38462, 0.44444, 0.51429]",18.0,0.53747,1.4278,294.0,STOPPED,62.37179
374,20251206_031135,gaitset_GREW.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14001,2.27082,0.43182,0.35611,"[0.55319, 0.18182, 0.33333]",0.52273,0.46181,"[0.6383, 0.33333, 0.41379]",75.0,0.14217,1.94596,367.0,STOPPED,78.13097
375,20251206_031333,gaitset_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13998,1.93923,0.54545,0.47237,"[0.68085, 0.30769, 0.42857]",0.61364,0.58637,"[0.71429, 0.52632, 0.51852]",458.0,0.14322,1.86295,543.0,STOPPED,115.87306
376,20251206_031437,gln_phase1.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14037,1.61493,0.59091,0.48381,"[0.68, 0.2, 0.57143]",0.54545,0.5133,"[0.57895, 0.31579, 0.64516]",61.0,0.19416,1.63713,221.0,STOPPED,62.99458
377,20251206_031600,gln_phase2.csv,Best_configs_v3,TCN,42,256,4,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,0.0,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13987,1.4846,0.56818,0.49319,"[0.71111, 0.28571, 0.48276]",0.59091,0.51738,"[0.71111, 0.30769, 0.53333]",265.0,0.14003,1.49042,285.0,STOPPED,81.43194

391,20251206_045946,baseline_CASIAB.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15369,1.42757,0.54545,0.37887,"[0.65385, 0.0, 0.48276]",0.59091,0.54841,"[0.6383, 0.44444, 0.5625]",281.0,0.14128,1.29607,485.0,STOPPED,81.86857
392,20251206_050049,baseline_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14048,1.19969,0.5,0.42547,"[0.5, 0.18182, 0.59459]",0.61364,0.55556,"[0.66667, 0.4, 0.6]",72.0,0.62802,1.10716,365.0,STOPPED,61.73678
393,20251206_050224,gaitgl.csv,Best_configs_v3,TCN,42,128,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14221,1.19357,0.47727,0.34527,"[0.56522, 0.0, 0.47059]",0.54545,0.45879,"[0.6087, 0.22222, 0.54545]",117.0,0.14102,1.17856,388.0,STOPPED,94.71592
394,20251206_050333,gaitgl_GREW.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14104,1.05137,0.61364,0.51037,"[0.71429, 0.22222, 0.59459]",0.61364,0.57757,"[0.68293, 0.46154, 0.58824]",136.0,0.14302,1.04232,265.0,STOPPED,67.80671
395,20251206_050451,gaitgl_GREW_BNNeck.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14453,1.35148,0.45455,0.41441,"[0.52174, 0.30769, 0.41379]",0.52273,0.49309,"[0.6087, 0.47059, 0.4]",250.0,0.14436,1.32621,300.0,STOPPED,76.72567
396,20251206_050709,gaitgl_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14096,1.31177,0.45455,0.39302,"[0.56, 0.28571, 0.33333]",0.56818,0.47328,"[0.54545, 0.22222, 0.65217]",108.0,0.47043,1.3094,535.0,STOPPED,136.48286
397,20251206_050816,gaitpart_GREW.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13998,1.73917,0.47727,0.45201,"[0.57143, 0.4, 0.38462]",0.54545,0.52173,"[0.62222, 0.52632, 0.41667]",469.0,0.1507,1.51266,519.0,STOPPED,66.37634
398,20251206_050926,gaitpart_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13981,1.7901,0.45455,0.38605,"[0.55814, 0.13333, 0.46667]",0.54545,0.51917,"[0.61905, 0.4, 0.53846]",383.0,0.14163,1.91856,541.0,STOPPED,69.50723
399,20251206_051055,gaitset.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14174,1.28075,0.43182,0.35516,"[0.54167, 0.16667, 0.35714]",0.5,0.41282,"[0.57692, 0.2, 0.46154]",45.0,0.57529,1.15031,352.0,STOPPED,87.35511
400,20251206_051305,gaitset_GREW.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14013,1.26591,0.52273,0.43468,"[0.62222, 0.18182, 0.5]",0.56818,0.51297,"[0.63415, 0.33333, 0.57143]",395.0,0.14152,1.32866,514.0,STOPPED,128.45876
401,20251206_051602,gaitset_OUMVLP.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13999,1.47197,0.61364,0.50096,"[0.75556, 0.16667, 0.58065]",0.59091,0.54621,"[0.71795, 0.3, 0.62069]",435.0,0.1515,1.50545,704.0,STOPPED,175.86925
402,20251206_051838,gln_phase1.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14528,1.14981,0.47727,0.35414,"[0.59574, 0.0, 0.46667]",0.56818,0.50894,"[0.62857, 0.26667, 0.63158]",151.0,0.15426,1.32738,467.0,STOPPED,154.62864
403,20251206_052046,gln_phase2.csv,Best_configs_v3,TCN,42,256,4,"[512, 512, 512, 512]","[1, 2, 4, 8]",5,2,gelu,True,True,"[None, 0.05, 0.1, 0.1]","[True, True, True, True]",max,256.0,96,AdamW,0.0,0.00015,1e-05,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14177,1.15539,0.5,0.3684,"[0.59091, 0.0, 0.51429]",0.56818,0.54949,"[0.61905, 0.5, 0.52941]",209.0,0.14197,1.16727,384.0,STOPPED,126.6413

430,20251206_173700,baseline_CASIAB.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14332,1.80844,0.5,0.41089,"[0.58824, 0.2, 0.44444]",0.56818,0.4152,"[0.57895, 0.0, 0.66667]",93.0,0.14581,1.70343,329.0,STOPPED,44.372
431,20251206_173754,baseline_OUMVLP.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1398,1.65141,0.47727,0.35185,"[0.5, 0.0, 0.55556]",0.59091,0.54276,"[0.62222, 0.4, 0.60606]",109.0,0.14484,1.36923,385.0,STOPPED,53.321
432,20251206_173831,gaitgl.csv,Best_configs_v3,TCN,42,128,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14014,1.98477,0.31818,0.23265,"[0.39024, 0.0, 0.30769]",0.5,0.47456,"[0.55, 0.4, 0.47368]",14.0,0.24484,1.31765,194.0,STOPPED,36.09
433,20251206_173932,gaitgl_GREW.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13985,1.8234,0.45455,0.38187,"[0.53846, 0.25, 0.35714]",0.5,0.47275,"[0.56, 0.44444, 0.41379]",46.0,0.14032,1.65146,314.0,STOPPED,60.021
434,20251206_174024,gaitgl_GREW_BNNeck.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14043,1.7322,0.47727,0.3862,"[0.58824, 0.2, 0.37037]",0.56818,0.49484,"[0.69231, 0.42857, 0.36364]",32.0,0.20987,1.67892,255.0,STOPPED,50.7
435,20251206_174140,gaitgl_OUMVLP.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13963,1.31176,0.56818,0.39308,"[0.67925, 0.0, 0.5]",0.56818,0.46,"[0.68, 0.2, 0.5]",62.0,0.14534,1.3182,379.0,STOPPED,74.581
436,20251206_174219,gaitpart_GREW.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14032,1.64968,0.5,0.38718,"[0.65385, 0.2, 0.30769]",0.59091,0.52568,"[0.71429, 0.33333, 0.52941]",141.0,0.16012,1.41183,350.0,STOPPED,37.97
437,20251206_174311,gaitpart_OUMVLP.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13978,1.37479,0.52273,0.37846,"[0.55, 0.0, 0.58537]",0.59091,0.52709,"[0.64706, 0.25, 0.68421]",407.0,0.17131,1.17515,490.0,STOPPED,52.209
438,20251206_174356,gaitset.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14031,2.26437,0.36364,0.2483,"[0.53061, 0.0, 0.21429]",0.52273,0.52297,"[0.6087, 0.61538, 0.34483]",173.0,0.18605,1.88838,231.0,STOPPED,43.432
439,20251206_174457,gaitset_GREW.csv,Best_configs_v3,TCN,42,256,3,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,"[0.05, 0.1, 0.1]","[True, True, True]",attention,256.0,96,Adam,0.0,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13996,1.94136,0.40909,0.32327,"[0.6087, 0.11111, 0.25]",0.52273,0.44431,"[0.57895, 0.14286, 0.61111]",74.0,0.14533,1.75373,310.0,STOPPED,60.067
