id,timestamp,target_embedding,source_params,model,seed,input_dim,num_blocks,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,dropout,ln_block_end,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,norm,label_smoothing,clip_grad_norm,class_weights,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
36,20251206_024526,gaitset_GREW.csv,Best_configs_v3,TCN,42,256,3,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[None, None, None]","[False, True, True]",attention,64.0,96,Adam,0.0,1e-05,2e-06,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13977,1.82707,0.43182,0.37054,"[0.4878, 0.16667, 0.45714]",0.5,0.46645,"[0.61905, 0.36364, 0.41667]",263.0,0.23926,1.66565,993.0,STOPPED,248.81308
37,20251206_024808,gaitset_OUMVLP.csv,Best_configs_v3,TCN,42,256,3,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[None, None, None]","[False, True, True]",attention,64.0,96,Adam,0.0,1e-05,2e-06,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.43832,1.39772,0.43182,0.39067,"[0.51429, 0.09524, 0.5625]",0.61364,0.57978,"[0.69388, 0.54545, 0.5]",274.0,0.68339,1.15277,643.0,STOPPED,160.26353
38,20251206_025543,gln_phase1.csv,Best_configs_v3,TCN,42,256,3,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[None, None, None]","[False, True, True]",attention,64.0,96,Adam,0.0,1e-05,2e-06,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13985,1.29808,0.56818,0.54167,"[0.625, 0.5, 0.5]",0.68182,0.66966,"[0.73469, 0.71429, 0.56]",508.0,0.17172,1.10396,1329.0,STOPPED,453.60616
39,20251206_030142,gln_phase2.csv,Best_configs_v3,TCN,42,256,3,"[896, 768, 640]","[3, 6, 9]",2,2,leakyrelu,False,False,"[None, None, None]","[False, True, True]",attention,64.0,96,Adam,0.0,1e-05,2e-06,minmax,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14111,1.32655,0.56818,0.40613,"[0.66667, 0.0, 0.55172]",0.65909,0.59931,"[0.70833, 0.44444, 0.64516]",479.0,0.1876,1.15442,1049.0,STOPPED,356.70489

53,20251206_153232,baseline_CASIAB.csv,Best_configs_v3,TCN,42,256,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15486,1.94316,0.45455,0.39076,"[0.5, 0.14286, 0.52941]",0.56818,0.53606,"[0.63415, 0.42857, 0.54545]",434.0,0.15481,1.54126,484.0,STOPPED,76.116
54,20251206_153344,baseline_OUMVLP.csv,Best_configs_v3,TCN,42,256,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17587,1.99119,0.47727,0.40855,"[0.51282, 0.2, 0.51282]",0.61364,0.55613,"[0.61905, 0.36364, 0.68571]",57.0,0.26056,1.5654,449.0,STOPPED,70.725
55,20251206_153443,gaitgl.csv,Best_configs_v3,TCN,42,128,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14367,2.18093,0.38636,0.39484,"[0.38095, 0.42857, 0.375]",0.43182,0.45904,"[0.4186, 0.57143, 0.3871]",310.0,0.14633,2.13028,360.0,STOPPED,58.416
56,20251206_153534,gaitgl_GREW.csv,Best_configs_v3,TCN,42,256,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14153,1.58234,0.54545,0.4596,"[0.59091, 0.18182, 0.60606]",0.59091,0.49447,"[0.63636, 0.2, 0.64706]",167.0,0.14875,1.57194,248.0,STOPPED,49.696
57,20251206_153719,gaitgl_GREW_BNNeck.csv,Best_configs_v3,TCN,42,256,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15055,1.80629,0.45455,0.43558,"[0.53333, 0.42857, 0.34483]",0.56818,0.55185,"[0.62222, 0.53333, 0.5]",448.0,0.14623,1.55263,498.0,STOPPED,103.639
58,20251206_153840,gaitgl_OUMVLP.csv,Best_configs_v3,TCN,42,256,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14322,2.44142,0.40909,0.30808,"[0.5, 0.0, 0.42424]",0.45455,0.41604,"[0.51282, 0.23529, 0.5]",205.0,0.72795,2.36663,375.0,STOPPED,79.129
59,20251206_154004,gaitpart_GREW.csv,Best_configs_v3,TCN,42,256,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14378,2.36093,0.38636,0.35394,"[0.47826, 0.30769, 0.27586]",0.54545,0.49815,"[0.55, 0.33333, 0.61111]",165.0,0.16605,1.81636,445.0,STOPPED,83.553
60,20251206_154111,gaitpart_OUMVLP.csv,Best_configs_v3,TCN,42,256,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16757,1.71352,0.52273,0.50609,"[0.54545, 0.34783, 0.625]",0.65909,0.59781,"[0.77273, 0.4, 0.62069]",283.0,0.17038,1.39273,430.0,STOPPED,67.126
61,20251206_154233,gaitset.csv,Best_configs_v3,TCN,42,256,1,[256],[1],7,2,hardswish,False,False,[0.3],[False],last,128.0,16,AdamW,0.0,0.001,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14631,1.70862,0.54545,0.50454,"[0.62222, 0.35294, 0.53846]",0.59091,0.55362,"[0.68085, 0.5, 0.48]",405.0,0.16044,1.72287,459.0,STOPPED,80.846
