id,embedding,best_f1_v1_v2,best_f1_v3,difference,f1_per_class_v1_v2_fmt,f1_per_class_v3_fmt,diff_f1_per_class
434,gaitgl_GREW_BNNeck.csv,0.44592,0.49484,0.04892,0.537 / 0.222 / 0.579,0.692 / 0.429 / 0.364,0.156 / 0.206 / -0.215
435,gaitgl_OUMVLP.csv,0.37887,0.46,0.08113,0.654 / 0.000 / 0.483,0.680 / 0.200 / 0.500,0.026 / 0.200 / 0.017
436,gaitpart_GREW.csv,0.49655,0.52568,0.02913,0.690 / 0.400 / 0.400,0.714 / 0.333 / 0.529,0.025 / -0.067 / 0.129
437,gaitpart_OUMVLP.csv,0.21538,0.52709,0.31171,0.646 / 0.000 / 0.000,0.647 / 0.250 / 0.684,0.001 / 0.250 / 0.684
438,gaitset.csv,0.40952,0.52297,0.11345,0.533 / 0.267 / 0.429,0.609 / 0.615 / 0.345,0.075 / 0.349 / -0.084
439,gaitset_GREW.csv,0.46764,0.44431,-0.02333,0.667 / 0.429 / 0.308,0.579 / 0.143 / 0.611,-0.088 / -0.286 / 0.303
440,gaitset_OUMVLP.csv,0.5887,0.4899,-0.0988,0.612 / 0.769 / 0.385,0.682 / 0.182 / 0.606,0.070 / -0.587 / 0.221
441,gln_phase1.csv,0.60375,0.46757,-0.13618,0.762 / 0.364 / 0.686,0.696 / 0.222 / 0.485,-0.066 / -0.141 / -0.201
442,gln_phase2.csv,0.45241,0.60526,0.15285,0.412 / 0.400 / 0.545,0.632 / 0.500 / 0.684,0.220 / 0.100 / 0.139
456,baseline_CASIAB.csv,0.4581,0.51779,0.05969,0.488 / 0.400 / 0.486,0.513 / 0.500 / 0.541,0.025 / 0.100 / 0.054
457,baseline_OUMVLP.csv,0.48642,0.50936,0.02294,0.667 / 0.200 / 0.593,0.681 / 0.222 / 0.625,0.014 / 0.022 / 0.032
458,gaitgl.csv,0.41563,0.43892,0.02329,0.471 / 0.250 / 0.526,0.605 / 0.167 / 0.545,0.134 / -0.083 / 0.019
459,gaitgl_GREW.csv,0.44697,0.52835,0.08138,0.591 / 0.250 / 0.500,0.529 / 0.353 / 0.703,-0.061 / 0.103 / 0.203
460,gaitgl_GREW_BNNeck.csv,0.46649,0.44841,-0.01808,0.564 / 0.250 / 0.585,0.583 / 0.333 / 0.429,0.019 / 0.083 / -0.157
461,gaitgl_OUMVLP.csv,0.43701,0.51932,0.08231,0.562 / 0.222 / 0.526,0.615 / 0.364 / 0.579,0.053 / 0.141 / 0.053
462,gaitpart_GREW.csv,0.56364,0.5152,-0.04844,0.691 / 0.545 / 0.455,0.579 / 0.500 / 0.467,-0.112 / -0.045 / 0.012
463,gaitpart_OUMVLP.csv,0.6222,0.54732,-0.07488,0.649 / 0.500 / 0.718,0.703 / 0.308 / 0.632,0.054 / -0.192 / -0.086
464,gaitset.csv,0.44697,0.48056,0.03359,0.500 / 0.250 / 0.591,0.667 / 0.375 / 0.400,0.167 / 0.125 / -0.191
465,gaitset_GREW.csv,0.54434,0.47578,-0.06856,0.558 / 0.545 / 0.529,0.564 / 0.308 / 0.556,0.006 / -0.238 / 0.026
466,gaitset_OUMVLP.csv,0.51722,0.58557,0.06835,0.611 / 0.400 / 0.541,0.732 / 0.400 / 0.625,0.121 / 0.000 / 0.084
467,gln_phase1.csv,0.46691,0.50899,0.04208,0.717 / 0.222 / 0.462,0.571 / 0.400 / 0.556,-0.146 / 0.178 / 0.094
468,gln_phase2.csv,0.5672,0.62755,0.06035,0.629 / 0.444 / 0.629,0.718 / 0.400 / 0.765,0.089 / -0.044 / 0.136
482,baseline_CASIAB.csv,0.375,0.49458,0.11958,0.625 / 0.200 / 0.300,0.565 / 0.400 / 0.519,-0.060 / 0.200 / 0.219
483,baseline_OUMVLP.csv,0.55556,0.5377,-0.01786,0.667 / 0.400 / 0.600,0.708 / 0.333 / 0.571,0.042 / -0.067 / -0.029
484,gaitgl.csv,0.46016,0.49256,0.0324,0.565 / 0.364 / 0.452,0.438 / 0.444 / 0.596,-0.128 / 0.081 / 0.144
485,gaitgl_GREW.csv,0.40884,0.52737,0.11853,0.588 / 0.000 / 0.638,0.667 / 0.353 / 0.562,0.078 / 0.353 / -0.076
486,gaitgl_GREW_BNNeck.csv,0.44091,0.4694,0.02849,0.585 / 0.182 / 0.556,0.553 / 0.375 / 0.480,-0.032 / 0.193 / -0.076
487,gaitgl_OUMVLP.csv,0.43182,0.48057,0.04875,0.558 / 0.286 / 0.452,0.651 / 0.250 / 0.541,0.093 / -0.036 / 0.089
488,gaitpart_GREW.csv,0.52954,0.54147,0.01193,0.692 / 0.462 / 0.435,0.652 / 0.556 / 0.417,-0.040 / 0.094 / -0.018
489,gaitpart_OUMVLP.csv,0.59446,0.52963,-0.06483,0.698 / 0.400 / 0.686,0.700 / 0.222 / 0.667,0.002 / -0.178 / -0.019
490,gaitset.csv,0.45238,0.5094,0.05702,0.600 / 0.400 / 0.357,0.564 / 0.400 / 0.564,-0.036 / 0.000 / 0.207
491,gaitset_GREW.csv,0.45351,0.49283,0.03932,0.638 / 0.222 / 0.500,0.667 / 0.167 / 0.645,0.028 / -0.056 / 0.145
492,gaitset_OUMVLP.csv,0.47033,0.53246,0.06213,0.667 / 0.182 / 0.562,0.649 / 0.333 / 0.615,-0.018 / 0.152 / 0.053
493,gln_phase1.csv,0.51251,0.56944,0.05693,0.667 / 0.222 / 0.649,0.708 / 0.400 / 0.600,0.042 / 0.178 / -0.049
494,gln_phase2.csv,0.6125,0.56109,-0.05141,0.650 / 0.625 / 0.562,0.513 / 0.625 / 0.545,-0.137 / 0.000 / -0.017
495,baseline_CASIAB.csv,0.60361,0.4534,-0.15021,0.651 / 0.588 / 0.571,0.627 / 0.250 / 0.483,-0.024 / -0.338 / -0.089
496,baseline_OUMVLP.csv,0.53894,0.5284,-0.01054,0.654 / 0.444 / 0.519,0.667 / 0.400 / 0.519,0.013 / -0.044 / 0.000
497,gaitgl.csv,0.51264,0.49941,-0.01323,0.649 / 0.375 / 0.514,0.640 / 0.444 / 0.414,-0.009 / 0.069 / -0.101
498,gaitgl_GREW.csv,0.53166,0.49028,-0.04138,0.579 / 0.471 / 0.545,0.483 / 0.417 / 0.571,-0.096 / -0.054 / 0.026
499,gaitgl_GREW_BNNeck.csv,0.42294,0.47766,0.05472,0.655 / 0.250 / 0.364,0.571 / 0.400 / 0.462,-0.084 / 0.150 / 0.098
500,gaitgl_OUMVLP.csv,0.45211,0.42764,-0.02447,0.500 / 0.316 / 0.541,0.683 / 0.000 / 0.600,0.183 / -0.316 / 0.059
501,gaitpart_GREW.csv,0.58368,0.56975,-0.01393,0.718 / 0.471 / 0.562,0.683 / 0.526 / 0.500,-0.035 / 0.056 / -0.062
502,gaitpart_OUMVLP.csv,0.57201,0.63304,0.06103,0.667 / 0.364 / 0.686,0.732 / 0.462 / 0.706,0.065 / 0.098 / 0.020
503,gaitset.csv,0.42563,0.35556,-0.07007,0.432 / 0.400 / 0.444,0.600 / 0.000 / 0.467,0.168 / -0.400 / 0.022
504,gaitset_GREW.csv,0.44314,0.45148,0.00834,0.529 / 0.333 / 0.467,0.638 / 0.200 / 0.516,0.109 / -0.133 / 0.049
505,gaitset_OUMVLP.csv,0.58205,0.53214,-0.04991,0.696 / 0.444 / 0.606,0.723 / 0.429 / 0.444,0.028 / -0.016 / -0.162
506,gln_phase1.csv,0.54891,0.59495,0.04604,0.667 / 0.462 / 0.519,0.651 / 0.545 / 0.588,-0.016 / 0.084 / 0.070
507,gln_phase2.csv,0.53687,0.58466,0.04779,0.632 / 0.364 / 0.615,0.667 / 0.444 / 0.643,0.035 / 0.081 / 0.027
521,baseline_CASIAB.csv,0.53623,0.55272,0.01649,0.609 / 0.333 / 0.667,0.696 / 0.400 / 0.562,0.087 / 0.067 / -0.104
522,baseline_OUMVLP.csv,0.45707,0.5265,0.06943,0.609 / 0.200 / 0.562,0.564 / 0.400 / 0.615,-0.045 / 0.200 / 0.053
523,gaitgl.csv,0.40926,0.4463,0.03704,0.450 / 0.333 / 0.444,0.450 / 0.333 / 0.556,0.000 / 0.000 / 0.111
524,gaitgl_GREW.csv,0.4206,0.42602,0.00542,0.605 / 0.200 / 0.457,0.653 / 0.000 / 0.625,0.048 / -0.200 / 0.168
525,gaitgl_GREW_BNNeck.csv,0.52632,0.47412,-0.0522,0.600 / 0.400 / 0.579,0.565 / 0.286 / 0.571,-0.035 / -0.114 / -0.008
526,gaitgl_OUMVLP.csv,0.44697,0.46282,0.01585,0.591 / 0.250 / 0.500,0.745 / 0.182 / 0.462,0.154 / -0.068 / -0.038
527,gaitpart_GREW.csv,0.42033,0.45079,0.03046,0.627 / 0.286 / 0.348,0.667 / 0.286 / 0.400,0.039 / 0.000 / 0.052
528,gaitpart_OUMVLP.csv,0.60322,0.61658,0.01336,0.650 / 0.571 / 0.588,0.698 / 0.571 / 0.581,0.048 / 0.000 / -0.008
529,gaitset.csv,0.34495,0.43038,0.08543,0.618 / 0.000 / 0.417,0.474 / 0.429 / 0.389,-0.144 / 0.429 / -0.028
530,gaitset_GREW.csv,0.38435,0.45888,0.07453,0.585 / 0.211 / 0.357,0.615 / 0.167 / 0.595,0.030 / -0.044 / 0.237
531,gaitset_OUMVLP.csv,0.37381,0.4352,0.06139,0.591 / 0.211 / 0.320,0.579 / 0.211 / 0.516,-0.012 / 0.000 / 0.196
532,gln_phase1.csv,0.49169,0.59706,0.10537,0.696 / 0.250 / 0.529,0.829 / 0.333 / 0.629,0.134 / 0.083 / 0.099
533,gln_phase2.csv,0.49331,0.60404,0.11073,0.556 / 0.353 / 0.571,0.632 / 0.556 / 0.625,0.076 / 0.203 / 0.054
573,baseline_CASIAB.csv,0.4877,0.51814,0.03044,0.694 / 0.308 / 0.462,0.638 / 0.400 / 0.516,-0.056 / 0.092 / 0.055
574,baseline_OUMVLP.csv,0.50026,0.54496,0.0447,0.622 / 0.250 / 0.629,0.681 / 0.333 / 0.621,0.059 / 0.083 / -0.008
575,gaitgl.csv,0.44056,0.48468,0.04412,0.583 / 0.222 / 0.516,0.526 / 0.364 / 0.564,-0.057 / 0.141 / 0.048
576,gaitgl_GREW.csv,0.42801,0.63261,0.2046,0.524 / 0.316 / 0.444,0.667 / 0.545 / 0.686,0.143 / 0.230 / 0.241
577,gaitgl_GREW_BNNeck.csv,0.21538,0.48155,0.26617,0.646 / 0.000 / 0.000,0.533 / 0.429 / 0.483,-0.113 / 0.429 / 0.483
578,gaitgl_OUMVLP.csv,0.21538,0.53333,0.31795,0.646 / 0.000 / 0.000,0.600 / 0.375 / 0.625,-0.046 / 0.375 / 0.625
579,gaitpart_GREW.csv,0.56051,0.54439,-0.01612,0.720 / 0.500 / 0.462,0.638 / 0.533 / 0.462,-0.082 / 0.033 / 0.000
580,gaitpart_OUMVLP.csv,0.66703,0.58108,-0.08595,0.686 / 0.615 / 0.700,0.766 / 0.250 / 0.727,0.080 / -0.365 / 0.027
581,gaitset.csv,0.45092,0.49757,0.04665,0.524 / 0.250 / 0.579,0.596 / 0.364 / 0.533,0.072 / 0.114 / -0.046
582,gaitset_GREW.csv,0.47917,0.45072,-0.02845,0.625 / 0.250 / 0.562,0.652 / 0.200 / 0.500,0.027 / -0.050 / -0.062
583,gaitset_OUMVLP.csv,0.21538,0.5175,0.30212,0.646 / 0.000 / 0.000,0.750 / 0.182 / 0.621,0.104 / 0.182 / 0.621
584,gln_phase1.csv,0.49794,0.49984,0.0019,0.545 / 0.261 / 0.688,0.634 / 0.250 / 0.615,0.089 / -0.011 / -0.072
585,gln_phase2.csv,0.55711,0.6672,0.11009,0.605 / 0.533 / 0.533,0.649 / 0.588 / 0.765,0.044 / 0.055 / 0.231
638,baseline_CASIAB.csv,0.44678,0.52292,0.07614,0.640 / 0.182 / 0.519,0.667 / 0.364 / 0.538,0.027 / 0.182 / 0.020
639,baseline_OUMVLP.csv,0.48434,0.51944,0.0351,0.571 / 0.250 / 0.632,0.625 / 0.400 / 0.533,0.054 / 0.150 / -0.098
640,gaitgl.csv,0.41445,0.42564,0.01119,0.537 / 0.421 / 0.286,0.564 / 0.200 / 0.513,0.028 / -0.221 / 0.227
641,gaitgl_GREW.csv,0.37075,0.52799,0.15724,0.612 / 0.000 / 0.500,0.718 / 0.182 / 0.684,0.106 / 0.182 / 0.184
642,gaitgl_GREW_BNNeck.csv,0.44544,0.52512,0.07968,0.564 / 0.222 / 0.550,0.609 / 0.500 / 0.467,0.045 / 0.278 / -0.083
643,gaitgl_OUMVLP.csv,0.45238,0.4968,0.04442,0.500 / 0.286 / 0.571,0.652 / 0.250 / 0.588,0.152 / -0.036 / 0.017
644,gaitpart_GREW.csv,0.53801,0.58552,0.04751,0.679 / 0.500 / 0.435,0.611 / 0.545 / 0.600,-0.068 / 0.045 / 0.165
645,gaitpart_OUMVLP.csv,0.59521,0.5828,-0.01241,0.703 / 0.400 / 0.683,0.756 / 0.250 / 0.743,0.053 / -0.150 / 0.060
646,gaitset.csv,0.48473,0.45857,-0.02616,0.541 / 0.364 / 0.550,0.414 / 0.429 / 0.533,-0.127 / 0.065 / -0.017
647,gaitset_GREW.csv,0.45455,0.54924,0.09469,0.571 / 0.364 / 0.429,0.667 / 0.375 / 0.606,0.095 / 0.011 / 0.177
648,gaitset_OUMVLP.csv,0.21538,0.54728,0.3319,0.646 / 0.000 / 0.000,0.711 / 0.476 / 0.455,0.065 / 0.476 / 0.455
649,gln_phase1.csv,0.61622,0.54589,-0.07033,0.667 / 0.533 / 0.649,0.683 / 0.308 / 0.647,0.016 / -0.226 / -0.002
650,gln_phase2.csv,0.53671,0.61742,0.08071,0.619 / 0.429 / 0.562,0.727 / 0.500 / 0.625,0.108 / 0.071 / 0.062
651,baseline_CASIAB.csv,0.4457,0.46373,0.01803,0.619 / 0.235 / 0.483,0.596 / 0.250 / 0.545,-0.023 / 0.015 / 0.063
652,baseline_OUMVLP.csv,0.4672,0.5114,0.0442,0.457 / 0.444 / 0.500,0.596 / 0.400 / 0.538,0.139 / -0.044 / 0.038
653,gaitgl.csv,0.43761,0.37401,-0.0636,0.513 / 0.286 / 0.514,0.524 / 0.286 / 0.312,0.011 / 0.000 / -0.202
654,gaitgl_GREW.csv,0.37544,0.4135,0.03806,0.526 / 0.000 / 0.600,0.622 / 0.167 / 0.452,0.096 / 0.167 / -0.148
655,gaitgl_GREW_BNNeck.csv,0.45965,0.51242,0.05277,0.600 / 0.200 / 0.579,0.609 / 0.429 / 0.500,0.009 / 0.229 / -0.079
656,gaitgl_OUMVLP.csv,0.445,0.48434,0.03934,0.553 / 0.182 / 0.600,0.632 / 0.250 / 0.571,0.078 / 0.068 / -0.029
657,gaitpart_GREW.csv,0.49044,0.43612,-0.05432,0.605 / 0.400 / 0.467,0.605 / 0.333 / 0.370,0.000 / -0.067 / -0.096
658,gaitpart_OUMVLP.csv,0.61575,0.60108,-0.01467,0.700 / 0.462 / 0.686,0.651 / 0.571 / 0.581,-0.049 / 0.110 / -0.105
659,gaitset.csv,0.49161,0.40535,-0.08626,0.605 / 0.308 / 0.562,0.545 / 0.200 / 0.471,-0.059 / -0.108 / -0.092
660,gaitset_GREW.csv,0.44047,0.39167,-0.0488,0.636 / 0.133 / 0.552,0.708 / 0.000 / 0.467,0.072 / -0.133 / -0.085
661,gaitset_OUMVLP.csv,0.40091,0.56864,0.16773,0.565 / 0.200 / 0.438,0.579 / 0.571 / 0.556,0.014 / 0.371 / 0.118
662,gln_phase1.csv,0.40625,0.46397,0.05772,0.638 / 0.167 / 0.414,0.651 / 0.222 / 0.519,0.013 / 0.056 / 0.105
663,gln_phase2.csv,0.51242,0.55597,0.04355,0.609 / 0.429 / 0.500,0.694 / 0.545 / 0.429,0.085 / 0.117 / -0.071
703,baseline_CASIAB.csv,0.35163,0.47792,0.12629,0.588 / 0.000 / 0.467,0.638 / 0.250 / 0.545,0.050 / 0.250 / 0.079
704,baseline_OUMVLP.csv,0.50486,0.58742,0.08256,0.694 / 0.200 / 0.621,0.711 / 0.364 / 0.688,0.017 / 0.164 / 0.067
705,gaitgl.csv,0.41453,0.41168,-0.00285,0.577 / 0.333 / 0.333,0.513 / 0.222 / 0.500,-0.064 / -0.111 / 0.167
706,gaitgl_GREW.csv,0.50332,0.49288,-0.01044,0.595 / 0.364 / 0.552,0.615 / 0.308 / 0.556,0.021 / -0.056 / 0.004
707,gaitgl_GREW_BNNeck.csv,0.21538,0.47429,0.25891,0.646 / 0.000 / 0.000,0.537 / 0.353 / 0.533,-0.110 / 0.353 / 0.533
708,gaitgl_OUMVLP.csv,0.43175,0.63529,0.20354,0.667 / 0.000 / 0.629,0.756 / 0.444 / 0.706,0.089 / 0.444 / 0.077
709,gaitpart_GREW.csv,0.57906,0.5267,-0.05236,0.654 / 0.667 / 0.417,0.638 / 0.571 / 0.370,-0.016 / -0.095 / -0.046
710,gaitpart_OUMVLP.csv,0.58721,0.5942,0.00699,0.708 / 0.364 / 0.690,0.783 / 0.429 / 0.571,0.074 / 0.065 / -0.118
711,gaitset.csv,0.45068,0.47311,0.02243,0.585 / 0.267 / 0.500,0.541 / 0.333 / 0.545,-0.045 / 0.067 / 0.045
712,gaitset_GREW.csv,0.39956,0.48514,0.08558,0.596 / 0.353 / 0.250,0.636 / 0.286 / 0.533,0.041 / -0.067 / 0.283
713,gaitset_OUMVLP.csv,0.21538,0.45563,0.24025,0.646 / 0.000 / 0.000,0.682 / 0.133 / 0.552,0.036 / 0.133 / 0.552
714,gln_phase1.csv,0.51679,0.60258,0.08579,0.579 / 0.400 / 0.571,0.732 / 0.444 / 0.632,0.153 / 0.044 / 0.060
715,gln_phase2.csv,0.61739,0.63256,0.01517,0.652 / 0.667 / 0.533,0.698 / 0.533 / 0.667,0.045 / -0.133 / 0.133
742,baseline_CASIAB.csv,0.39925,0.51389,0.11464,0.488 / 0.286 / 0.424,0.708 / 0.333 / 0.500,0.221 / 0.048 / 0.076
743,baseline_OUMVLP.csv,0.53404,0.51039,-0.02365,0.556 / 0.364 / 0.683,0.537 / 0.400 / 0.595,-0.019 / 0.036 / -0.088
744,gaitgl.csv,0.49883,0.49972,0.00089,0.512 / 0.500 / 0.485,0.600 / 0.429 / 0.471,0.088 / -0.071 / -0.014
745,gaitgl_GREW.csv,0.44809,0.52461,0.07652,0.485 / 0.308 / 0.552,0.622 / 0.500 / 0.452,0.137 / 0.192 / -0.100
746,gaitgl_GREW_BNNeck.csv,0.21538,0.52286,0.30748,0.646 / 0.000 / 0.000,0.640 / 0.429 / 0.500,-0.006 / 0.429 / 0.500
747,gaitgl_OUMVLP.csv,0.21538,0.50278,0.2874,0.646 / 0.000 / 0.000,0.708 / 0.200 / 0.600,0.062 / 0.200 / 0.600
748,gaitpart_GREW.csv,0.5978,0.5788,-0.019,0.682 / 0.632 / 0.480,0.653 / 0.667 / 0.417,-0.029 / 0.035 / -0.063
749,gaitpart_OUMVLP.csv,0.21538,0.53806,0.32268,0.646 / 0.000 / 0.000,0.696 / 0.400 / 0.519,0.049 / 0.400 / 0.519
750,gaitset.csv,0.44544,0.5078,0.06236,0.564 / 0.222 / 0.550,0.579 / 0.444 / 0.500,0.015 / 0.222 / -0.050
751,gaitset_GREW.csv,0.46218,0.45762,-0.00456,0.579 / 0.222 / 0.585,0.636 / 0.222 / 0.514,0.057 / 0.000 / -0.071
752,gaitset_OUMVLP.csv,0.21538,0.5334,0.31802,0.646 / 0.000 / 0.000,0.776 / 0.182 / 0.643,0.129 / 0.182 / 0.643
753,gln_phase1.csv,0.66032,0.63124,-0.02908,0.714 / 0.600 / 0.667,0.783 / 0.444 / 0.667,0.068 / -0.156 / 0.000
754,gln_phase2.csv,0.55145,0.66013,0.10868,0.680 / 0.667 / 0.308,0.667 / 0.667 / 0.647,-0.013 / 0.000 / 0.339
781,baseline_CASIAB.csv,0.4241,0.47293,0.04883,0.565 / 0.222 / 0.485,0.578 / 0.308 / 0.533,0.013 / 0.085 / 0.048
782,baseline_OUMVLP.csv,0.56114,0.54291,-0.01823,0.636 / 0.400 / 0.647,0.680 / 0.333 / 0.615,0.044 / -0.067 / -0.032
783,gaitgl.csv,0.37774,0.50913,0.13139,0.424 / 0.235 / 0.474,0.619 / 0.375 / 0.533,0.195 / 0.140 / 0.060
784,gaitgl_GREW.csv,0.44501,0.49331,0.0483,0.513 / 0.222 / 0.600,0.571 / 0.353 / 0.556,0.059 / 0.131 / -0.044
785,gaitgl_GREW_BNNeck.csv,0.43932,0.49667,0.05735,0.600 / 0.333 / 0.385,0.640 / 0.250 / 0.600,0.040 / -0.083 / 0.215
786,gaitgl_OUMVLP.csv,0.4443,0.48673,0.04243,0.545 / 0.222 / 0.565,0.516 / 0.308 / 0.636,-0.029 / 0.085 / 0.071
787,gaitpart_GREW.csv,0.46553,0.55815,0.09262,0.622 / 0.308 / 0.467,0.636 / 0.571 / 0.467,0.014 / 0.264 / 0.000
788,gaitpart_OUMVLP.csv,0.5302,0.58559,0.05539,0.684 / 0.286 / 0.621,0.647 / 0.353 / 0.757,-0.037 / 0.067 / 0.136
789,gaitset.csv,0.44293,0.51337,0.07044,0.537 / 0.429 / 0.364,0.696 / 0.400 / 0.444,0.159 / -0.029 / 0.081
790,gaitset_GREW.csv,0.44273,0.47844,0.03571,0.558 / 0.182 / 0.588,0.579 / 0.222 / 0.634,0.021 / 0.040 / 0.046
791,gaitset_OUMVLP.csv,0.50357,0.58144,0.07787,0.595 / 0.400 / 0.516,0.682 / 0.500 / 0.562,0.087 / 0.100 / 0.046
792,gln_phase1.csv,0.54736,0.55619,0.00883,0.652 / 0.444 / 0.545,0.744 / 0.353 / 0.571,0.092 / -0.092 / 0.026
793,gln_phase2.csv,0.65758,0.5715,-0.08608,0.700 / 0.667 / 0.606,0.684 / 0.364 / 0.667,-0.016 / -0.303 / 0.061
794,baseline_CASIAB.csv,0.47078,0.52936,0.05858,0.605 / 0.308 / 0.500,0.636 / 0.400 / 0.552,0.032 / 0.092 / 0.052
795,baseline_OUMVLP.csv,0.6214,0.55135,-0.07005,0.683 / 0.444 / 0.737,0.682 / 0.250 / 0.722,-0.001 / -0.194 / -0.015
796,gaitgl.csv,0.43182,0.41874,-0.01308,0.500 / 0.250 / 0.545,0.571 / 0.250 / 0.435,0.071 / 0.000 / -0.111
797,gaitgl_GREW.csv,0.47932,0.54441,0.06509,0.720 / 0.333 / 0.385,0.605 / 0.400 / 0.629,-0.115 / 0.067 / 0.244
798,gaitgl_GREW_BNNeck.csv,0.52381,0.51627,-0.00754,0.667 / 0.333 / 0.571,0.524 / 0.625 / 0.400,-0.143 / 0.292 / -0.171
799,gaitgl_OUMVLP.csv,0.41451,0.59091,0.1764,0.471 / 0.316 / 0.457,0.667 / 0.500 / 0.606,0.196 / 0.184 / 0.149
800,gaitpart_GREW.csv,0.55328,0.575,0.02172,0.615 / 0.444 / 0.600,0.600 / 0.500 / 0.625,-0.015 / 0.056 / 0.025
801,gaitpart_OUMVLP.csv,0.48774,0.54241,0.05467,0.654 / 0.462 / 0.348,0.667 / 0.444 / 0.516,0.013 / -0.017 / 0.168
802,gaitset.csv,0.47955,0.44444,-0.03511,0.706 / 0.250 / 0.483,0.526 / 0.333 / 0.474,-0.180 / 0.083 / -0.009
803,gaitset_GREW.csv,0.50628,0.48291,-0.02337,0.652 / 0.333 / 0.533,0.600 / 0.143 / 0.706,-0.052 / -0.190 / 0.173
804,gaitset_OUMVLP.csv,0.42203,0.46336,0.04133,0.471 / 0.308 / 0.488,0.723 / 0.000 / 0.667,0.253 / -0.308 / 0.179
805,gln_phase1.csv,0.56931,0.4845,-0.08481,0.683 / 0.400 / 0.625,0.683 / 0.286 / 0.485,0.000 / -0.114 / -0.140
806,gln_phase2.csv,0.49122,0.51065,0.01943,0.591 / 0.400 / 0.483,0.500 / 0.545 / 0.486,-0.091 / 0.145 / 0.004
807,baseline_CASIAB.csv,0.46407,0.50079,0.03672,0.457 / 0.364 / 0.571,0.486 / 0.444 / 0.571,0.029 / 0.081 / 0.000
808,baseline_OUMVLP.csv,0.57192,0.54599,-0.02593,0.605 / 0.444 / 0.667,0.591 / 0.400 / 0.647,-0.014 / -0.044 / -0.020
809,gaitgl.csv,0.32845,0.50274,0.17429,0.524 / 0.000 / 0.462,0.595 / 0.364 / 0.550,0.071 / 0.364 / 0.088
810,gaitgl_GREW.csv,0.37607,0.53642,0.16035,0.564 / 0.000 / 0.564,0.667 / 0.364 / 0.579,0.103 / 0.364 / 0.015
811,gaitgl_GREW_BNNeck.csv,0.49145,0.48959,-0.00186,0.526 / 0.462 / 0.486,0.596 / 0.429 / 0.444,0.069 / -0.033 / -0.042
812,gaitgl_OUMVLP.csv,0.40053,0.51477,0.11424,0.465 / 0.250 / 0.486,0.686 / 0.222 / 0.636,0.221 / -0.028 / 0.150
813,gaitpart_GREW.csv,0.51768,0.57389,0.05621,0.636 / 0.500 / 0.417,0.708 / 0.533 / 0.480,0.072 / 0.033 / 0.063
814,gaitpart_OUMVLP.csv,0.21538,0.53965,0.32427,0.646 / 0.000 / 0.000,0.714 / 0.353 / 0.552,0.068 / 0.353 / 0.552
815,gaitset.csv,0.51837,0.4852,-0.03317,0.565 / 0.444 / 0.545,0.486 / 0.429 / 0.541,-0.079 / -0.016 / -0.005
816,gaitset_GREW.csv,0.48122,0.47277,-0.00845,0.622 / 0.250 / 0.571,0.667 / 0.222 / 0.529,0.044 / -0.028 / -0.042
817,gaitset_OUMVLP.csv,0.21538,0.56392,0.34854,0.646 / 0.000 / 0.000,0.667 / 0.444 / 0.581,0.021 / 0.444 / 0.581
818,gln_phase1.csv,0.56916,0.5377,-0.03146,0.588 / 0.471 / 0.649,0.708 / 0.333 / 0.571,0.120 / -0.137 / -0.077
819,gln_phase2.csv,0.63419,0.63529,0.0011,0.667 / 0.769 / 0.467,0.756 / 0.444 / 0.706,0.089 / -0.325 / 0.239
820,baseline_CASIAB.csv,0.47998,0.43238,-0.0476,0.679 / 0.222 / 0.538,0.526 / 0.333 / 0.438,-0.153 / 0.111 / -0.101
821,baseline_OUMVLP.csv,0.55874,0.37778,-0.18096,0.720 / 0.364 / 0.593,0.333 / 0.300 / 0.500,-0.387 / -0.064 / -0.093
822,gaitgl.csv,0.46695,0.3557,-0.11125,0.556 / 0.421 / 0.424,0.424 / 0.300 / 0.343,-0.131 / -0.121 / -0.081
823,gaitgl_GREW.csv,0.56114,0.36655,-0.19459,0.636 / 0.400 / 0.647,0.585 / 0.000 / 0.514,-0.051 / -0.400 / -0.133
824,gaitgl_GREW_BNNeck.csv,0.43485,0.32788,-0.10697,0.655 / 0.250 / 0.400,0.378 / 0.105 / 0.500,-0.276 / -0.145 / 0.100
825,gaitgl_OUMVLP.csv,0.54483,0.38522,-0.15961,0.579 / 0.556 / 0.500,0.654 / 0.182 / 0.320,0.075 / -0.374 / -0.180
826,gaitpart_GREW.csv,0.51323,0.61396,0.10073,0.667 / 0.444 / 0.429,0.611 / 0.615 / 0.615,-0.056 / 0.171 / 0.187
827,gaitpart_OUMVLP.csv,0.55415,0.25966,-0.29449,0.615 / 0.400 / 0.647,0.000 / 0.294 / 0.485,-0.615 / -0.106 / -0.162
828,gaitset.csv,0.45048,0.36905,-0.08143,0.488 / 0.364 / 0.500,0.500 / 0.250 / 0.357,0.012 / -0.114 / -0.143
829,gaitset_GREW.csv,0.44444,0.35697,-0.08747,0.545 / 0.364 / 0.424,0.474 / 0.222 / 0.375,-0.072 / -0.141 / -0.049
830,gaitset_OUMVLP.csv,0.63531,0.0915,-0.54381,0.745 / 0.545 / 0.615,0.000 / 0.275 / 0.000,-0.745 / -0.271 / -0.615
831,gln_phase1.csv,0.49916,0.29472,-0.20444,0.654 / 0.364 / 0.480,0.323 / 0.286 / 0.276,-0.331 / -0.078 / -0.204
