id,timestamp,target_embedding,top_variant,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,ln_block_end,pooling,fc_hidden,norm,dropout,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20260111_162221,baseline_CASIAB_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11338,2.16943,0.36364,0.32368,"[0.35, 0.2, 0.42105]",124,0.26331,1.76412,0.56818,0.46667,"[0.66667, 0.2, 0.53333]",79,COMPLETED,8.812
2,20260111_162221,baseline_OUMVLP_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1193,2.05686,0.40909,0.39181,"[0.36842, 0.33333, 0.47368]",137,0.15315,1.76915,0.5,0.46419,"[0.4878, 0.33333, 0.57143]",117,COMPLETED,9.451
3,20260111_162221,gaitgl_GREW_BNNeck_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10842,2.16795,0.47727,0.39207,"[0.59574, 0.16667, 0.41379]",179,0.33705,1.76739,0.54545,0.47131,"[0.66667, 0.28571, 0.46154]",92,COMPLETED,16.198
4,20260111_162221,gaitgl_GREW_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11696,1.42233,0.54545,0.46142,"[0.66667, 0.125, 0.59259]",55,0.11167,1.43436,0.52273,0.50522,"[0.59459, 0.42105, 0.5]",52,COMPLETED,4.93
5,20260111_162221,gaitgl_LOW70.csv,70%,Preset_7,TCN,42,128,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10951,1.63842,0.40909,0.34779,"[0.53659, 0.15385, 0.35294]",70,0.27132,1.77168,0.56818,0.47444,"[0.53333, 0.25, 0.64]",52,COMPLETED,5.699
6,20260111_162221,gaitgl_OUMVLP_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11317,2.01962,0.43182,0.28694,"[0.61818, 0.125, 0.11765]",238,0.11373,1.75153,0.54545,0.49232,"[0.59459, 0.23529, 0.64706]",234,COMPLETED,21.123
7,20260111_162221,gaitpart_GREW_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11044,1.81343,0.43182,0.40877,"[0.52632, 0.3, 0.4]",177,0.14123,1.92502,0.56818,0.53826,"[0.7, 0.48, 0.43478]",149,COMPLETED,10.125
8,20260111_162221,gaitpart_OUMVLP_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10751,1.60687,0.52273,0.47081,"[0.63415, 0.30769, 0.47059]",507,0.13716,1.37757,0.59091,0.5534,"[0.61111, 0.44444, 0.60465]",469,COMPLETED,28.756
9,20260111_162221,gaitset_GREW_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11237,1.89239,0.34091,0.27748,"[0.43243, 0.0, 0.4]",145,0.11923,2.39501,0.45455,0.43616,"[0.51429, 0.26087, 0.53333]",117,COMPLETED,12.522
10,20260111_162221,gaitset_LOW70.csv,70%,Preset_7,TCN,42,256,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[False, True, False]",last,128,minmax,"[0.0, 0.1, 0.1]",96,AdamW,,0.0001,1e-06,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11151,2.30908,0.38636,0.27943,"[0.53061, 0.0, 0.30769]",123,0.11,2.01149,0.45455,0.38387,"[0.53333, 0.16667, 0.45161]",120,COMPLETED,11.16
