id,timestamp,target_embedding,source_params,model,seed,input_dim,num_blocks,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,dropout,ln_block_end,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,lr,weight_decay,norm,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training,duration_sec
385,20251009_210053,gaitpart_OUMVLP.csv,Personalizado_v2,TCN,42,256,3,"[320, 320, 384]","[1, 2, 4]",7,3,silu,True,True,"[0.1, 0.2, 0.2]","[True, True, False]",mean,256.0,96,AdamW,,0.0002,5e-05,L2,0.07108,0.52273,279,0.38472,0.50712,272,0.10393,COMPLETED,42.791
386,20251009_210053,gaitset.csv,Personalizado_v2,TCN,42,256,3,"[320, 320, 384]","[1, 2, 4]",7,3,silu,True,True,"[0.1, 0.2, 0.2]","[True, True, False]",mean,256.0,96,AdamW,,0.0002,5e-05,L2,0.0511,0.45455,113,0.35135,0.35611,99,0.23096,COMPLETED,37.231
387,20251009_210053,gaitset_GREW.csv,Personalizado_v2,TCN,42,256,3,"[320, 320, 384]","[1, 2, 4]",7,3,silu,True,True,"[0.1, 0.2, 0.2]","[True, True, False]",mean,256.0,96,AdamW,,0.0002,5e-05,L2,0.03901,0.45455,133,0.36905,0.45872,127,0.28402,COMPLETED,43.835
388,20251009_210053,gaitset_OUMVLP.csv,Personalizado_v2,TCN,42,256,3,"[320, 320, 384]","[1, 2, 4]",7,3,silu,True,True,"[0.1, 0.2, 0.2]","[True, True, False]",mean,256.0,96,AdamW,,0.0002,5e-05,L2,1.00894,0.47727,193,0.21538,0.21538,193,,STOPPED,63.604
389,20251009_210053,gln_phase1.csv,Personalizado_v2,TCN,42,256,3,"[320, 320, 384]","[1, 2, 4]",7,3,silu,True,True,"[0.1, 0.2, 0.2]","[True, True, False]",mean,256.0,96,AdamW,,0.0002,5e-05,L2,1.0068,0.47727,58,0.21538,0.21538,58,,STOPPED,26.639
390,20251009_210053,gln_phase2.csv,Personalizado_v2,TCN,42,256,3,"[320, 320, 384]","[1, 2, 4]",7,3,silu,True,True,"[0.1, 0.2, 0.2]","[True, True, False]",mean,256.0,96,AdamW,,0.0002,5e-05,L2,0.03832,0.38636,130,0.37745,0.43289,112,0.23941,COMPLETED,59.788

391,20251009_210053,baseline_CASIAB.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.02446,0.38636,106,0.32054,0.39916,80,0.30807,COMPLETED,14.022
392,20251009_210053,baseline_OUMVLP.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.03128,0.45455,161,0.38944,0.5455,125,0.19227,COMPLETED,21.326
393,20251009_210053,gaitgl.csv,Personalizado_v2,TCN,42,128,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.02753,0.29545,47,0.20851,0.31075,40,0.12143,COMPLETED,10.346
394,20251009_210053,gaitgl_GREW.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.02058,0.38636,37,0.27785,0.31469,29,0.26252,COMPLETED,8.505
395,20251009_210053,gaitgl_GREW_BNNeck.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.05045,0.47727,72,0.40606,0.41506,58,0.29523,COMPLETED,16.507
396,20251009_210053,gaitgl_OUMVLP.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.04039,0.56818,94,0.40278,0.44091,81,0.25394,COMPLETED,21.506
397,20251009_210053,gaitpart_GREW.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.04496,0.47727,163,0.44482,0.53322,155,0.20557,COMPLETED,14.95
398,20251009_210053,gaitpart_OUMVLP.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.06416,0.5,331,0.42377,0.55285,320,0.206,COMPLETED,36.338
399,20251009_210053,gaitset.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.03672,0.38636,118,0.28299,0.39206,77,0.24025,COMPLETED,33.749
400,20251009_210053,gaitset_GREW.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.09376,0.47727,132,0.3461,0.38384,90,0.2172,COMPLETED,37.71
401,20251009_210053,gaitset_OUMVLP.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.24965,0.56818,353,0.47635,0.49458,324,0.30184,STOPPED,100.791
402,20251009_210053,gln_phase1.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.04947,0.38636,76,0.30927,0.47465,60,0.31074,COMPLETED,29.166
403,20251009_210053,gln_phase2.csv,Personalizado_v2,TCN,42,256,3,"[192, 256, 320]","[1, 2, 8]",7,3,leakyrelu,True,True,"[0.1, 0.2, 0.2]","[True, True, True]",attention,384.0,96,AdamW,,0.0002,5e-05,L2,0.04118,0.45455,83,0.39131,0.44082,82,0.05981,COMPLETED,31.758

404,20251009_210053,baseline_CASIAB.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,0.02255,0.56818,174,0.46011,0.48465,170,0.05467,COMPLETED,38.494
405,20251009_210053,baseline_OUMVLP.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,0.01852,0.61364,228,0.51477,0.52974,218,0.24162,COMPLETED,50.333
406,20251009_210053,gaitgl.csv,Personalizado_v2,TCN,42,128,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.00777,0.47727,74,0.21538,0.21538,74,,STOPPED,27.021
407,20251009_210053,gaitgl_GREW.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,0.96673,0.38636,83,0.19209,0.19209,83,,STOPPED,31.301
408,20251009_210053,gaitgl_GREW_BNNeck.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.0127,0.47727,126,0.21538,0.21538,126,,STOPPED,47.335
409,20251009_210053,gaitgl_OUMVLP.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.01352,0.47727,126,0.21538,0.21538,126,,STOPPED,47.371
410,20251009_210053,gaitpart_GREW.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.00287,0.36364,192,0.17778,0.17778,192,,STOPPED,28.602
411,20251009_210053,gaitpart_OUMVLP.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.00592,0.47727,111,0.21538,0.21538,111,,STOPPED,16.456
412,20251009_210053,gaitset.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.01689,0.47727,139,0.21538,0.21538,139,,STOPPED,51.37
413,20251009_210053,gaitset_GREW.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.00812,0.47727,138,0.21538,0.21538,138,,STOPPED,51.061
414,20251009_210053,gaitset_OUMVLP.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.00583,0.47727,66,0.21538,0.21538,66,,STOPPED,24.495
415,20251009_210053,gln_phase1.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.00805,0.47727,59,0.21538,0.21538,59,,STOPPED,28.987
416,20251009_210053,gln_phase2.csv,Personalizado_v2,TCN,42,256,4,"[256, 320, 384, 448]","[1, 3, 5, 9]",5,2,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",attention,192.0,128,AdamW,,0.0003,1e-05,L2,1.00905,0.47727,53,0.21538,0.21538,53,,STOPPED,25.755

417,20251009_210053,baseline_CASIAB.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.04445,0.5,108,0.35163,0.42893,95,0.32525,COMPLETED,25.832
418,20251009_210053,baseline_OUMVLP.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.01581,0.47727,159,0.40855,0.52373,155,0.07012,COMPLETED,37.968
419,20251009_210053,gaitgl.csv,Personalizado_v2,TCN,42,128,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.04334,0.45455,42,0.32197,0.3684,35,0.22648,COMPLETED,13.495
420,20251009_210053,gaitgl_GREW.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.01533,0.40909,31,0.28788,0.36149,28,0.05937,COMPLETED,10.258
421,20251009_210053,gaitgl_GREW_BNNeck.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,1.00572,0.47727,104,0.21538,0.21538,104,,STOPPED,34.196
422,20251009_210053,gaitgl_OUMVLP.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03334,0.5,150,0.42088,0.49333,148,0.04793,COMPLETED,49.367
423,20251009_210053,gaitpart_GREW.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03005,0.52273,151,0.49159,0.52422,148,0.04962,COMPLETED,26.395
424,20251009_210053,gaitpart_OUMVLP.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.04624,0.47727,416,0.39867,0.47235,401,0.20411,COMPLETED,72.316
425,20251009_210053,gaitset.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.02558,0.45455,53,0.31102,0.35284,41,0.17465,COMPLETED,17.049
426,20251009_210053,gaitset_GREW.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.01284,0.45455,191,0.38007,0.40818,182,0.16395,COMPLETED,61.244
427,20251009_210053,gaitset_OUMVLP.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,1.00846,0.47727,135,0.21538,0.21538,135,,STOPPED,43.224
428,20251009_210053,gln_phase1.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.07175,0.56818,71,0.5037,0.54791,67,0.08688,COMPLETED,33.631
429,20251009_210053,gln_phase2.csv,Personalizado_v2,TCN,42,256,2,"[384, 448]","[1, 2]",11,2,silu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.02723,0.47727,125,0.40352,0.48667,117,0.12237,COMPLETED,58.973

430,20251009_210053,baseline_CASIAB.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.05102,0.47727,147,0.39394,0.4836,134,0.20274,COMPLETED,17.443
431,20251009_210053,baseline_OUMVLP.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.03108,0.5,220,0.42312,0.51641,190,0.20296,COMPLETED,25.968
432,20251009_210053,gaitgl.csv,Personalizado_v2,TCN,42,128,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.02711,0.59091,145,0.42303,0.42303,145,0.02711,COMPLETED,27.826
433,20251009_210053,gaitgl_GREW.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.03381,0.56818,110,0.41138,0.43275,108,0.0763,COMPLETED,22.052
434,20251009_210053,gaitgl_GREW_BNNeck.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.01434,0.47727,195,0.38993,0.4664,193,0.03525,COMPLETED,39.247
435,20251009_210053,gaitgl_OUMVLP.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.03948,0.40909,259,0.29279,0.41168,257,0.04795,COMPLETED,51.968
436,20251009_210053,gaitpart_GREW.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.03422,0.52273,197,0.4623,0.58306,170,0.27574,COMPLETED,16.588
437,20251009_210053,gaitpart_OUMVLP.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.08799,0.40909,450,0.35472,0.44889,430,0.27512,COMPLETED,38.045
438,20251009_210053,gaitset.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.01086,0.52273,165,0.37505,0.3805,153,0.10696,COMPLETED,31.459
439,20251009_210053,gaitset_GREW.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.02107,0.5,196,0.3622,0.36387,189,0.0535,COMPLETED,37.634
440,20251009_210053,gaitset_OUMVLP.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,1.00834,0.47727,72,0.21538,0.21538,72,,STOPPED,13.814
441,20251009_210053,gln_phase1.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.0516,0.43182,221,0.41544,0.4746,191,0.27608,COMPLETED,52.552
442,20251009_210053,gln_phase2.csv,Personalizado_v2,TCN,42,256,5,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.1]","[True, True, True, False, False]",mean,128.0,128,AdamW,,0.0001,1e-05,L2,0.02268,0.61364,182,0.54575,0.6385,155,0.23444,COMPLETED,43.217

443,20251009_210053,baseline_CASIAB.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00839,0.47727,173,0.21538,0.21538,173,,STOPPED,36.789
444,20251009_210053,baseline_OUMVLP.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00683,0.47727,99,0.21538,0.21538,99,,STOPPED,21.136
445,20251009_210053,gaitgl.csv,Personalizado_v2,TCN,42,128,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00674,0.47727,138,0.21538,0.21538,138,,STOPPED,46.721
446,20251009_210053,gaitgl_GREW.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00941,0.47727,67,0.21538,0.21538,67,,STOPPED,23.397
447,20251009_210053,gaitgl_GREW_BNNeck.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00626,0.47727,63,0.21538,0.21538,63,,STOPPED,21.962
448,20251009_210053,gaitgl_OUMVLP.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.01499,0.47727,57,0.21538,0.21538,57,,STOPPED,20.085
449,20251009_210053,gaitpart_GREW.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00546,0.47727,69,0.21538,0.21538,69,,STOPPED,10.825
450,20251009_210053,gaitpart_OUMVLP.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00717,0.47727,87,0.21538,0.21538,87,,STOPPED,13.482
451,20251009_210053,gaitset.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00677,0.47727,114,0.21538,0.21538,114,,STOPPED,39.342
452,20251009_210053,gaitset_GREW.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00601,0.47727,80,0.21538,0.21538,80,,STOPPED,27.562
453,20251009_210053,gaitset_OUMVLP.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00796,0.47727,100,0.21538,0.21538,100,,STOPPED,34.513
454,20251009_210053,gln_phase1.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00646,0.47727,117,0.21538,0.21538,117,,STOPPED,54.462
455,20251009_210053,gln_phase2.csv,Personalizado_v2,TCN,42,256,4,"[224, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[0.1, 0.2, 0.2, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,minmax,1.00711,0.47727,86,0.21538,0.21538,86,,STOPPED,40.048

456,20251009_210053,baseline_CASIAB.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.0469,0.52273,125,0.48333,0.54241,106,0.16537,COMPLETED,27.907
457,20251009_210053,baseline_OUMVLP.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.07425,0.59091,174,0.4938,0.55039,171,0.09296,COMPLETED,38.801
458,20251009_210053,gaitgl.csv,Personalizado_v2,TCN,42,128,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.03586,0.29545,46,0.20944,0.3516,30,0.33882,COMPLETED,12.382
459,20251009_210053,gaitgl_GREW.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.03263,0.40909,44,0.3529,0.39815,36,0.15373,COMPLETED,12.352
460,20251009_210053,gaitgl_GREW_BNNeck.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.04543,0.40909,101,0.38034,0.47338,77,0.2441,COMPLETED,28.253
461,20251009_210053,gaitgl_OUMVLP.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.05492,0.5,147,0.35619,0.53019,119,0.19439,COMPLETED,40.964
462,20251009_210053,gaitpart_GREW.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.06193,0.43182,170,0.37611,0.44161,160,0.25785,COMPLETED,29.278
463,20251009_210053,gaitpart_OUMVLP.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.05289,0.45455,342,0.32388,0.46232,272,0.23797,COMPLETED,58.794
464,20251009_210053,gaitset.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.05406,0.43182,92,0.35905,0.44566,66,0.29432,COMPLETED,25.312
465,20251009_210053,gaitset_GREW.csv,Personalizado_v2,TCN,42,256,2,"[256, 384]","[1, 4]",9,3,gelu,True,True,"[0.2, 0.2]","[True, True]",attention,,96,AdamW,,0.0002,5e-05,L2,0.03975,0.45455,118,0.4123,0.42899,116,0.08037,COMPLETED,32.582
