id,timestamp,target_embedding,source_params,model,seed,input_dim,num_blocks,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,dropout,ln_block_end,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,lr,weight_decay,norm,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training,time_sec
80,20251009_134405,baseline_OUMVLP.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.0378,0.47727,181,0.40366,0.50949,122,0.33253,COMPLETED,9.091
81,20251009_134405,gaitgl.csv,gaitpart_GREW.csv,TCN,42,128,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03396,0.40909,74,0.29668,0.36759,57,0.0997,COMPLETED,4.078
82,20251009_134405,gaitgl_GREW.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03093,0.5,61,0.36451,0.40091,36,0.29409,COMPLETED,4.04
83,20251009_134405,gaitgl_GREW_BNNeck.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.02811,0.40909,119,0.35185,0.45391,77,0.18478,COMPLETED,7.656
84,20251009_134405,gaitgl_OUMVLP.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03377,0.5,168,0.40126,0.49116,158,0.11723,COMPLETED,10.909
85,20251009_134405,gaitpart_GREW.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03246,0.45455,200,0.42297,0.58667,192,0.12225,COMPLETED,8.428
86,20251009_134405,gaitpart_OUMVLP.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03564,0.59091,401,0.56257,0.59425,379,0.1373,COMPLETED,16.186
87,20251009_134405,gaitset.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.04243,0.31818,114,0.30189,0.47658,82,0.24523,COMPLETED,7.09
88,20251009_134405,gaitset_GREW.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03319,0.54545,133,0.39546,0.47661,91,0.29469,COMPLETED,7.727
89,20251009_134405,gaitset_OUMVLP.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.0403,0.52273,512,0.46907,0.56801,424,0.25909,COMPLETED,27.416
90,20251009_134405,gln_phase1.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03153,0.40909,129,0.30681,0.37535,90,0.25007,COMPLETED,8.645
91,20251009_134405,gln_phase2.csv,gaitpart_GREW.csv,TCN,42,256,3,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03786,0.47727,118,0.34028,0.5,103,0.10336,COMPLETED,7.808

92,20251009_134626,baseline_CASIAB.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.02533,0.52273,45,0.46291,0.50594,34,0.19661,COMPLETED,4.183
93,20251009_134626,baseline_OUMVLP.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.02307,0.47727,64,0.45985,0.52751,45,0.25862,COMPLETED,5.991
94,20251009_134626,gaitgl.csv,gaitpart_OUMVLP.csv,TCN,42,128,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.02682,0.5,32,0.35102,0.38762,21,0.29351,COMPLETED,2.995
95,20251009_134626,gaitgl_GREW.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.019,0.52273,37,0.44314,0.49784,36,0.02306,COMPLETED,3.72
96,20251009_134626,gaitgl_GREW_BNNeck.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.02283,0.40909,44,0.34762,0.38387,37,0.07829,COMPLETED,4.966
97,20251009_134626,gaitgl_OUMVLP.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.02941,0.40909,78,0.34266,0.43333,61,0.24622,COMPLETED,8.056
98,20251009_134626,gaitpart_GREW.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.01976,0.45455,64,0.40122,0.51028,46,0.20854,COMPLETED,5.741
99,20251009_134626,gaitpart_OUMVLP.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.0187,0.52273,108,0.43256,0.51151,98,0.06819,COMPLETED,9.82
100,20251009_134626,gaitset.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.03069,0.34091,45,0.28868,0.39897,34,0.19423,COMPLETED,5.127
101,20251009_134626,gaitset_GREW.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.01826,0.52273,52,0.42959,0.47609,37,0.23897,COMPLETED,5.249
102,20251009_134626,gaitset_OUMVLP.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.03423,0.45455,132,0.41349,0.46358,131,0.03559,COMPLETED,13.363
103,20251009_134626,gln_phase1.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.02411,0.40909,52,0.36077,0.45287,34,0.34619,COMPLETED,6.477
104,20251009_134626,gln_phase2.csv,gaitpart_OUMVLP.csv,TCN,42,256,2,"[128, 192]","[3, 4]",9,1,elu,False,True,"[0.0, None]","[False, False]",mean,,16,AdamW,,0.0005,0.0,L2,0.02907,0.40909,51,0.35366,0.4043,34,0.28952,COMPLETED,5.727

105,20251009_134801,baseline_CASIAB.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.02547,0.5,58,0.45503,0.50992,49,0.07068,COMPLETED,10.927
106,20251009_134801,baseline_OUMVLP.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.02228,0.40909,72,0.36138,0.46373,51,0.27931,COMPLETED,13.498
107,20251009_134801,gaitgl.csv,gaitset.csv,TCN,42,128,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.02269,0.40909,43,0.25874,0.31258,33,0.24368,COMPLETED,8.253
108,20251009_134801,gaitgl_GREW.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.00921,0.52273,44,0.42165,0.60458,39,0.08837,COMPLETED,8.659
109,20251009_134801,gaitgl_GREW_BNNeck.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.02742,0.38636,66,0.36078,0.38009,60,0.18644,COMPLETED,13.13
110,20251009_134801,gaitgl_OUMVLP.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.00937,0.40909,95,0.39259,0.49767,67,0.23415,COMPLETED,18.78
111,20251009_134801,gaitpart_GREW.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.00629,0.56818,71,0.525,0.5745,58,0.1954,COMPLETED,12.879
112,20251009_134801,gaitpart_OUMVLP.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.01516,0.59091,124,0.56426,0.63258,93,0.32226,COMPLETED,23.056
113,20251009_134801,gaitset.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.01545,0.29545,63,0.28451,0.36137,48,0.16696,COMPLETED,12.46
114,20251009_134801,gaitset_GREW.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.03504,0.29545,75,0.30791,0.45582,66,0.23974,COMPLETED,14.797
115,20251009_134801,gaitset_OUMVLP.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.02737,0.47727,173,0.45359,0.54591,142,0.09362,COMPLETED,34.436
116,20251009_134801,gln_phase1.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.00766,0.43182,82,0.41913,0.48403,74,0.24641,COMPLETED,17.51
117,20251009_134801,gln_phase2.csv,gaitset.csv,TCN,42,256,4,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256,16,AdamW,,0.0001,0.0,L2,0.03984,0.34091,67,0.22636,0.49457,44,0.3427,COMPLETED,14.082

118,20251009_135137,baseline_CASIAB.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.03851,0.5,138,0.42312,0.42886,101,0.15217,COMPLETED,21.955
119,20251009_135137,baseline_OUMVLP.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.04544,0.5,205,0.42877,0.52397,115,0.31962,COMPLETED,31.697
120,20251009_135137,gaitgl.csv,gaitset_GREW.csv,TCN,42,128,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.03779,0.34091,89,0.24916,0.3126,80,0.06827,COMPLETED,14.871
121,20251009_135137,gaitgl_GREW.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.03867,0.47727,89,0.34354,0.46217,85,0.04717,COMPLETED,15.9
122,20251009_135137,gaitgl_GREW_BNNeck.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.04,0.45455,121,0.37762,0.41902,62,0.30959,COMPLETED,21.447
123,20251009_135137,gaitgl_OUMVLP.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.04539,0.47727,212,0.33673,0.4559,141,0.21002,COMPLETED,37.163
124,20251009_135137,gaitpart_GREW.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.03439,0.5,212,0.42277,0.48629,203,0.05448,COMPLETED,32.244
125,20251009_135137,gaitpart_OUMVLP.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.04038,0.52273,411,0.43071,0.53462,340,0.18058,COMPLETED,68.844
126,20251009_135137,gaitset.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.03881,0.43182,118,0.30161,0.39015,62,0.30231,COMPLETED,23.141
127,20251009_135137,gaitset_GREW.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.04276,0.47727,150,0.3164,0.42444,105,0.1663,COMPLETED,29.093
128,20251009_135137,gaitset_OUMVLP.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.04461,0.5,519,0.47119,0.54603,467,0.09483,COMPLETED,100.403
129,20251009_135137,gln_phase1.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.04254,0.54545,135,0.48914,0.53488,111,0.10262,COMPLETED,29.398
130,20251009_135137,gln_phase2.csv,gaitset_GREW.csv,TCN,42,256,4,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,"[None, 0.1, 0.1, None]","[True, False, False, False]",max,256,16,RMSprop,,1e-05,5e-07,L2,0.04475,0.5,122,0.4,0.44514,74,0.23317,COMPLETED,26.617

131,20251009_135923,baseline_CASIAB.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00682,0.59091,43,0.48514,0.57653,40,0.01635,COMPLETED,6.262
132,20251009_135923,baseline_OUMVLP.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.01162,0.54545,56,0.50178,0.57134,42,0.1912,COMPLETED,8.083
133,20251009_135923,gaitgl.csv,gaitset_OUMVLP.csv,TCN,42,128,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00343,0.52273,39,0.42222,0.46667,23,0.19393,COMPLETED,6.472
134,20251009_135923,gaitgl_GREW.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00211,0.38636,34,0.27083,0.37937,28,0.27347,COMPLETED,6.166
135,20251009_135923,gaitgl_GREW_BNNeck.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.01408,0.45455,46,0.39076,0.47155,36,0.25627,COMPLETED,8.138
136,20251009_135923,gaitgl_OUMVLP.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00185,0.56818,62,0.47033,0.47033,62,0.00185,COMPLETED,10.876
137,20251009_135923,gaitpart_GREW.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00778,0.43182,59,0.38385,0.42899,58,0.01795,COMPLETED,8.024
138,20251009_135923,gaitpart_OUMVLP.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.01354,0.52273,94,0.39887,0.39932,93,0.01714,COMPLETED,12.686
139,20251009_135923,gaitset.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00403,0.43182,54,0.37172,0.43182,30,0.34183,COMPLETED,9.36
140,20251009_135923,gaitset_GREW.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00717,0.5,54,0.37632,0.37632,54,0.00717,COMPLETED,9.534
141,20251009_135923,gaitset_OUMVLP.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00643,0.38636,141,0.2721,0.42849,113,0.21092,COMPLETED,24.382
142,20251009_135923,gln_phase1.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.00554,0.5,52,0.46944,0.5372,36,0.13874,COMPLETED,10.936
143,20251009_135923,gln_phase2.csv,gaitset_OUMVLP.csv,TCN,42,256,1,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256,16,Adam,,0.0005,1e-06,L2,0.0054,0.45455,45,0.31951,0.36355,34,0.30938,COMPLETED,9.512

144,20251009_140147,baseline_CASIAB.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,,0.47727,182,0.21538,0.21538,182,,STOPPED,7.174
145,20251009_140147,baseline_OUMVLP.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,,0.47727,180,0.21538,0.21538,180,,STOPPED,7.59
146,20251009_140147,gaitgl.csv,gln_phase1.csv,TCN,42,128,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.03802,0.40909,153,0.34851,0.47376,140,0.29981,COMPLETED,5.707
147,20251009_140147,gaitgl_GREW.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.04022,0.36364,94,0.28011,0.40945,60,0.22907,COMPLETED,4.473
148,20251009_140147,gaitgl_GREW_BNNeck.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.03769,0.43182,219,0.30939,0.44697,158,0.30825,COMPLETED,10.515
149,20251009_140147,gaitgl_OUMVLP.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.03087,0.47727,379,0.3596,0.51277,280,0.3011,COMPLETED,17.778
150,20251009_140147,gaitpart_GREW.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.03611,0.45455,367,0.38675,0.44198,296,0.34352,COMPLETED,13.441
151,20251009_140147,gaitpart_OUMVLP.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.69212,0.47727,768,0.39788,0.39788,768,,STOPPED,28.237
152,20251009_140147,gaitset.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.03897,0.5,283,0.48018,0.543,279,0.04621,COMPLETED,13.122
153,20251009_140147,gaitset_GREW.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.02928,0.38636,356,0.30591,0.425,289,0.1718,COMPLETED,16.457
154,20251009_140147,gaitset_OUMVLP.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,,0.47727,177,0.21538,0.21538,177,,STOPPED,8.31
155,20251009_140147,gln_phase1.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.03748,0.52273,264,0.42286,0.54774,177,0.34186,COMPLETED,15.146
156,20251009_140147,gln_phase2.csv,gln_phase1.csv,TCN,42,256,1,[64],[1],3,2,leakyrelu,True,False,[None],[True],last,,96,RMSprop,,0.0005,2e-06,L2,0.04037,0.47727,243,0.44258,0.51481,208,0.28399,COMPLETED,13.944

157,20251009_140443,baseline_CASIAB.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,0.02081,0.40909,300,0.35084,0.38571,293,0.06874,COMPLETED,33.789
158,20251009_140443,baseline_OUMVLP.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,0.00992,0.43182,353,0.33153,0.40656,333,0.11013,COMPLETED,39.56
159,20251009_140443,gaitgl.csv,gln_phase2.csv,TCN,42,128,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,0.0063,0.43182,85,0.31744,0.37888,72,0.34392,COMPLETED,16.299
160,20251009_140443,gaitgl_GREW.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,0.00678,0.45455,72,0.38987,0.46066,71,0.01013,COMPLETED,15.526
161,20251009_140443,gaitgl_GREW_BNNeck.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,1.00832,0.47727,80,0.21538,0.21538,80,,STOPPED,17.204
162,20251009_140443,gaitgl_OUMVLP.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,1.00702,0.47727,53,0.21538,0.21538,53,,STOPPED,11.676
163,20251009_140443,gaitpart_GREW.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,0.02949,0.5,310,0.42791,0.5,302,0.11456,COMPLETED,28.116
164,20251009_140443,gaitpart_OUMVLP.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,1.00562,0.47727,102,0.21538,0.21538,102,,STOPPED,9.377
165,20251009_140443,gaitset.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,0.01025,0.54545,222,0.49558,0.53157,206,0.0939,COMPLETED,46.865
166,20251009_140443,gaitset_GREW.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,0.01434,0.5,237,0.4547,0.50488,218,0.15294,COMPLETED,49.975
167,20251009_140443,gaitset_OUMVLP.csv,gln_phase2.csv,TCN,42,256,3,"[512, 512, 512]","[3, 6, 9]",5,1,hardswish,True,False,"[None, 0.1, 0.1]","[False, True, False]",last,128,96,AdamW,,0.0002,1e-06,minmax,1.01674,0.47727,71,0.21538,0.21538,71,,STOPPED,14.967
