id,timestamp,target_embedding,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,dropout,ln_block_end,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,lr,weight_decay,norm,label_smoothing,clip_grad_norm,class_weights,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training,duration_sec
83,20251012_183155,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14204,0.45455,459,0.41032,0.47412,290,0.14366,STOPPED,35.482
84,20251012_183155,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14831,0.56818,468,0.47667,0.54153,132,0.16523,STOPPED,36.023
85,20251012_183155,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14196,0.47727,711,0.40864,0.59661,192,0.15087,STOPPED,40.72
86,20251012_183155,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14333,0.54545,800,0.45426,0.55727,626,0.14579,STOPPED,45.646
87,20251012_183155,gaitset.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14247,0.36364,581,0.31054,0.39613,252,0.14385,STOPPED,46.037
88,20251012_183155,gaitset_GREW.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14183,0.54545,734,0.39333,0.54456,423,0.14291,STOPPED,57.301
89,20251012_183155,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14388,0.68182,904,0.65843,0.65843,904,0.14388,STOPPED,70.566
90,20251012_183155,gln_phase1.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14204,0.43182,517,0.3376,0.44176,256,0.14349,STOPPED,49.088
91,20251012_183155,gln_phase2.csv,Best_configs,TCN,42,256,"[96, 96, 96]","[1, 4, 7]",9,1,gelu,True,False,"[0.1, 0.1, 0.1]","[True, True, False]",last,,96,AdamW,,0.0002,2e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14222,0.47727,621,0.3514,0.40833,348,0.14314,STOPPED,59.022

105,20251012_183155,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14216,0.43182,403,0.29443,0.42386,268,0.14964,STOPPED,94.421
106,20251012_183155,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14161,0.47727,511,0.34897,0.46373,111,0.17181,STOPPED,112.425
107,20251012_183155,gaitgl.csv,Best_configs,TCN,42,128,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14199,0.43182,363,0.35344,0.44309,147,0.1425,STOPPED,79.607
108,20251012_183155,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14147,0.54545,382,0.38272,0.40494,132,0.14425,STOPPED,95.833
109,20251012_183155,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14196,0.43182,355,0.31973,0.45381,91,0.20382,STOPPED,90.343
110,20251012_183155,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17766,0.47727,503,0.3069,0.45556,422,0.14487,STOPPED,127.871
111,20251012_183155,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17897,0.45455,329,0.42896,0.53689,87,0.18131,STOPPED,80.019
112,20251012_183155,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.16044,0.56818,456,0.47581,0.55338,380,0.18022,STOPPED,111.067
113,20251012_183155,gaitset.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14187,0.38636,379,0.32552,0.44162,110,0.20775,STOPPED,95.661
114,20251012_183155,gaitset_GREW.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14257,0.40909,530,0.39259,0.53606,477,0.28983,STOPPED,136.63
115,20251012_183155,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14446,0.52273,536,0.45833,0.57208,176,0.29804,STOPPED,137.418
116,20251012_183155,gln_phase1.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.18868,0.36364,398,0.34127,0.42061,379,0.17676,STOPPED,109.899
117,20251012_183155,gln_phase2.csv,Best_configs,TCN,42,256,"[128, 128, 128, 128]","[1, 4, 7, 10]",3,2,prelu,False,True,"[None, None, 0.2, None]","[False, True, False, False]",mean,256.0,16,AdamW,,0.0001,0.0,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14254,0.47727,462,0.36486,0.45981,115,0.15259,STOPPED,127.861

131,20251012_183155,baseline_CASIAB.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14549,0.43182,271,0.40128,0.56498,42,0.15282,STOPPED,55.135
132,20251012_183155,baseline_OUMVLP.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14173,0.5,247,0.46823,0.51977,236,0.16969,STOPPED,50.329
133,20251012_183155,gaitgl.csv,Best_configs,TCN,42,128,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14383,0.38636,479,0.3374,0.44327,58,0.14752,STOPPED,125.695
134,20251012_183155,gaitgl_GREW.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14346,0.40909,212,0.38393,0.41956,184,0.15009,STOPPED,57.775
135,20251012_183155,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14209,0.5,329,0.4694,0.48864,128,0.15734,STOPPED,89.758
136,20251012_183155,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1418,0.47727,217,0.39869,0.45589,57,0.15584,STOPPED,59.028
137,20251012_183155,gaitpart_GREW.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14156,0.38636,370,0.30606,0.46172,284,0.33661,STOPPED,70.166
138,20251012_183155,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14241,0.43182,312,0.37107,0.47046,198,0.14445,STOPPED,59.144
139,20251012_183155,gaitset.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14228,0.47727,385,0.38406,0.43485,103,0.34187,STOPPED,104.651
140,20251012_183155,gaitset_GREW.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14251,0.40909,265,0.35665,0.41204,227,0.14309,STOPPED,72.259
141,20251012_183155,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14172,0.5,488,0.44339,0.48879,212,0.15774,STOPPED,132.451
142,20251012_183155,gln_phase1.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14318,0.34091,362,0.30134,0.39143,191,0.31459,STOPPED,109.821
143,20251012_183155,gln_phase2.csv,Best_configs,TCN,42,256,[512],[1],7,1,relu,False,False,[0.1],[False],attention,256.0,16,Adam,,0.0005,1e-06,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14287,0.43182,452,0.3674,0.45425,172,0.17625,STOPPED,137.018

209,20251012_183155,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13992,0.45455,305,0.38506,0.54276,246,0.14022,STOPPED,115.45
210,20251012_183155,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.1096,0.36364,126,0.17778,0.17778,126,,STOPPED,47.567
211,20251012_183155,gaitgl.csv,Best_configs,TCN,42,128,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14123,0.45455,222,0.31951,0.44011,99,0.14073,STOPPED,137.281
212,20251012_183155,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13983,0.43182,277,0.30646,0.39062,83,0.16308,STOPPED,174.138
213,20251012_183155,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13971,0.52273,320,0.48166,0.50396,94,0.14041,STOPPED,201.353
214,20251012_183155,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10774,0.15909,113,0.0915,0.0915,113,,STOPPED,70.895
215,20251012_183155,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14014,0.5,495,0.46832,0.50913,376,0.13987,STOPPED,133.076
216,20251012_183155,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10851,0.36364,128,0.17778,0.17778,128,,STOPPED,34.421
217,20251012_183155,gaitset.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1399,0.29545,351,0.23232,0.34217,39,0.23729,STOPPED,218.35
218,20251012_183155,gaitset_GREW.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10823,0.15909,124,0.0915,0.0915,124,,STOPPED,77.119
219,20251012_183155,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10749,0.47727,200,0.21538,0.21538,200,,STOPPED,124.319
220,20251012_183155,gln_phase1.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10863,0.47727,151,0.21538,0.21538,151,,STOPPED,125.602
221,20251012_183155,gln_phase2.csv,Best_configs,TCN,42,256,"[256, 320, 384, 448, 512]","[1, 2, 3, 4, 6]",7,2,leakyrelu,True,True,"[0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, False, False]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14033,0.38636,337,0.28144,0.38366,97,0.15166,STOPPED,279.999

235,20251012_183155,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13994,0.5,186,0.41849,0.47667,70,0.1412,STOPPED,86.454
236,20251012_183155,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13972,0.54545,219,0.40027,0.51804,39,0.19704,STOPPED,101.509
237,20251012_183155,gaitgl.csv,Best_configs,TCN,42,128,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14003,0.31818,218,0.22028,0.37568,78,0.14065,STOPPED,163.082
238,20251012_183155,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1398,0.40909,212,0.2967,0.45199,22,0.15018,STOPPED,160.598
239,20251012_183155,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13994,0.52273,241,0.44056,0.54722,65,0.17001,STOPPED,182.666
240,20251012_183155,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13985,0.47727,282,0.38406,0.47132,46,0.16409,STOPPED,213.768
241,20251012_183155,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14001,0.5,270,0.40776,0.46883,117,0.1532,STOPPED,85.016
242,20251012_183155,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13985,0.47727,405,0.40208,0.4674,254,0.14375,STOPPED,126.937
243,20251012_183155,gaitset.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13967,0.47727,230,0.40827,0.42398,40,0.14719,STOPPED,172.247
244,20251012_183155,gaitset_GREW.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13953,0.43182,241,0.29778,0.42285,24,0.34423,STOPPED,180.423
245,20251012_183155,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1401,0.5,540,0.41852,0.54453,294,0.14455,STOPPED,334.54
246,20251012_183155,gln_phase1.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14047,0.38636,232,0.32676,0.49145,35,0.17972,STOPPED,179.987
247,20251012_183155,gln_phase2.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384, 448, 512]","[1, 2, 4, 6, 9, 12]",5,3,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14,0.56818,240,0.4152,0.54651,51,0.14808,STOPPED,185.927

261,20251012_183155,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13961,0.61364,391,0.54291,0.56463,62,0.14391,STOPPED,95.257
262,20251012_183155,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13961,0.45455,353,0.38889,0.51678,144,0.14046,STOPPED,86.37
263,20251012_183155,gaitgl.csv,Best_configs,TCN,42,128,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14019,0.47727,222,0.35002,0.42174,17,0.1726,STOPPED,87.868
264,20251012_183155,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13968,0.52273,272,0.39557,0.46061,254,0.13967,STOPPED,110.173
265,20251012_183155,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14014,0.45455,279,0.33623,0.42893,94,0.14031,STOPPED,112.933
266,20251012_183155,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13982,0.54545,353,0.41277,0.51135,143,0.14268,STOPPED,143.063
267,20251012_183155,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13983,0.5,403,0.4649,0.56116,279,0.14067,STOPPED,80.572
268,20251012_183155,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14012,0.61364,465,0.57521,0.59942,166,0.30114,STOPPED,105.617
269,20251012_183155,gaitset.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14057,0.45455,173,0.40309,0.4925,24,0.28414,STOPPED,88.787
