number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
0,0.48413811393371653,COMPLETE,2025-11-26 23:24:20.190024,2025-11-26 23:24:39.134726,0 days 00:00:18.944702,"[768, 768, 768, 768, 768]","[1, 4]","[1, 2]",elu,768,96,0.5,0.0001,L2,5,uniform,0.8,mean,True,1e-07
1,0.49839063080434476,COMPLETE,2025-11-26 23:24:39.134726,2025-11-26 23:24:47.836535,0 days 00:00:08.701809,"[640, 640]",[],[],elu,640,128,,0.001,L2,2,uniform,0.6,mean,True,1e-07
2,0.39361953170109676,COMPLETE,2025-11-26 23:24:47.843764,2025-11-26 23:25:26.966184,0 days 00:00:39.122420,"[128, 128, 128, 128]","[1, 2]","[1, 3]",leakyrelu,128,48,0.4,5e-05,L2,4,uniform,0.8,max,True,0.0001
3,0.21839080459770113,PRUNED,2025-11-26 23:25:26.969199,2025-11-26 23:25:31.127730,0 days 00:00:04.158531,"[384, 384, 384, 384, 384]","[1, 2, 3, 4]","[1, 3]",gelu,384,96,0.4,5e-05,minmax,5,uniform,,mean,False,1e-05
4,0.4141475483580747,PRUNED,2025-11-26 23:25:31.127730,2025-11-26 23:25:37.479964,0 days 00:00:06.352234,"[768, 384, 192]",[],[],tanh,768,48,,0.0001,L2,3,decreasing,,mean,False,0.0001
5,0.21839080459770113,PRUNED,2025-11-26 23:25:37.479964,2025-11-26 23:25:43.589431,0 days 00:00:06.109467,"[128, 128, 128, 128, 128]","[1, 2, 4]","[2, 4]",silu,128,16,0.5,1e-05,minmax,5,uniform,0.5,max,True,1e-06
6,0.21839080459770113,PRUNED,2025-11-26 23:25:43.589431,2025-11-26 23:25:45.337717,0 days 00:00:01.748286,"[1024, 512, 256]",[],"[1, 2]",relu,1024,48,0.5,5e-05,L2,3,decreasing,,max,False,1e-05
7,0.43472171633622836,COMPLETE,2025-11-26 23:25:45.353634,2025-11-26 23:26:07.375548,0 days 00:00:22.021914,"[384, 384, 384, 384, 384]","[1, 2, 3, 4]","[1, 4]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
8,0.3553113553113553,PRUNED,2025-11-26 23:26:07.375548,2025-11-26 23:26:09.247723,0 days 00:00:01.872175,"[768, 384]",[1],[1],relu,768,128,0.1,0.0002,L2,2,decreasing,,max,False,0.0001
9,0.21839080459770113,PRUNED,2025-11-26 23:26:09.248726,2025-11-26 23:26:11.776274,0 days 00:00:02.527548,"[112, 224, 448, 896]","[1, 2]",[2],silu,896,96,0.1,0.0005,L2,4,increasing,0.6,max,True,1e-05
10,0.21637426900584797,PRUNED,2025-11-26 23:26:11.776274,2025-11-26 23:26:18.732809,0 days 00:00:06.956535,[640],[],[],elu,640,64,,0.001,minmax,1,increasing,0.6,mean,True,1e-07
11,0.4386841386841387,PRUNED,2025-11-26 23:26:18.732809,2025-11-26 23:26:29.170202,0 days 00:00:10.437393,"[512, 512, 512, 512, 512, 512]",[],"[2, 5]",elu,512,32,0.3,0.0001,L2,6,uniform,0.9,mean,True,1e-07
12,0.15600552231937415,PRUNED,2025-11-26 23:26:29.177148,2025-11-26 23:26:32.365176,0 days 00:00:03.188028,[640],[],[],elu,640,96,,2e-05,L2,1,uniform,0.7,mean,True,0.0
13,0.44701497333076273,PRUNED,2025-11-26 23:26:32.365176,2025-11-26 23:26:36.400733,0 days 00:00:04.035557,"[640, 640]",[],[],elu,640,128,,0.001,L2,2,uniform,0.8,mean,True,1e-07
14,0.21839080459770113,PRUNED,2025-11-26 23:26:36.400733,2025-11-26 23:26:39.658184,0 days 00:00:03.257451,"[256, 256, 256, 256, 256, 256]",[5],[2],elu,256,64,0.5,0.0001,L2,6,uniform,0.8,mean,True,1e-07
15,0.31909963588215823,PRUNED,2025-11-26 23:26:39.665086,2025-11-26 23:26:49.729044,0 days 00:00:10.063958,"[384, 768]",[],[1],leakyrelu,768,16,0.2,0.001,L2,2,increasing,0.6,mean,True,1e-07
16,0.21839080459770113,PRUNED,2025-11-26 23:26:49.729044,2025-11-26 23:26:55.896516,0 days 00:00:06.167472,"[896, 896, 896]",[1],"[1, 2]",gelu,896,32,0.3,0.0005,L2,3,uniform,0.5,mean,True,0.0
17,0.20420420420420418,PRUNED,2025-11-26 23:26:55.896516,2025-11-26 23:27:03.734998,0 days 00:00:07.838482,"[1024, 1024, 1024, 1024]",[3],"[2, 3]",elu,1024,96,0.5,0.0002,L2,4,uniform,0.7,mean,True,1e-06
18,0.1761006289308176,PRUNED,2025-11-26 23:27:03.734998,2025-11-26 23:27:05.800380,0 days 00:00:02.065382,"[256, 128, 64, 64, 64]",[4],[2],elu,256,128,0.5,2e-05,minmax,5,decreasing,0.9,mean,True,1e-07
19,0.3507936507936508,PRUNED,2025-11-26 23:27:05.800380,2025-11-26 23:27:07.234982,0 days 00:00:01.434602,"[256, 512]",[1],[1],elu,512,96,0.3,0.0001,L2,2,increasing,0.6,mean,True,1e-07
20,0.3202352312215985,PRUNED,2025-11-26 23:27:07.234982,2025-11-26 23:27:11.072074,0 days 00:00:03.837092,[640],[],[],leakyrelu,640,128,,0.001,L2,1,uniform,0.8,mean,True,1e-07
21,0.3560716013546202,PRUNED,2025-11-26 23:27:11.072074,2025-11-26 23:27:20.704148,0 days 00:00:09.632074,"[384, 384, 384, 384, 384]","[1, 2, 3, 4]","[1, 4]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
22,0.3322842905848413,PRUNED,2025-11-26 23:27:20.706184,2025-11-26 23:27:23.693743,0 days 00:00:02.987559,"[384, 384, 384, 384, 384, 384]","[1, 2, 3, 4, 5]","[1, 4, 5]",tanh,384,128,0.2,1e-05,minmax,6,uniform,,mean,False,0.0001
23,0.390864644029201,PRUNED,2025-11-26 23:27:23.693743,2025-11-26 23:27:26.104663,0 days 00:00:02.410920,"[768, 768, 768, 768]","[1, 2, 3]",[1],tanh,768,128,0.2,1e-05,minmax,4,uniform,,mean,False,0.0
24,0.4934166121143658,COMPLETE,2025-11-26 23:27:26.104663,2025-11-26 23:27:46.342063,0 days 00:00:20.237400,"[384, 384, 384, 384, 384]","[1, 3, 4]","[1, 4]",tanh,384,128,0.2,0.001,minmax,5,uniform,,mean,False,1e-06
