number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
25,0.1761006289308176,PRUNED,2025-11-26 23:27:46.345072,2025-11-26 23:27:52.128816,0 days 00:00:05.783744,"[768, 768, 768, 768, 768, 768]","[1, 4]","[1, 3]",gelu,768,32,0.1,0.001,minmax,6,uniform,,mean,False,1e-06
26,0.21839080459770113,PRUNED,2025-11-26 23:27:52.129819,2025-11-26 23:27:59.146681,0 days 00:00:07.016862,"[640, 640, 640]",[],[],relu,640,16,,0.001,minmax,3,uniform,,max,False,1e-06
27,0.4828166067970071,COMPLETE,2025-11-26 23:27:59.148497,2025-11-26 23:28:16.717170,0 days 00:00:17.568673,"[384, 384, 384, 384]","[1, 3]","[1, 2]",silu,384,64,0.4,0.001,L2,4,uniform,0.8,mean,True,1e-06
28,0.21839080459770113,PRUNED,2025-11-26 23:28:16.720181,2025-11-26 23:28:22.910248,0 days 00:00:06.190067,"[256, 128, 64, 64, 64]","[1, 3]","[1, 4]",tanh,256,96,0.2,0.0001,minmax,5,decreasing,,mean,False,1e-06
29,0.33421052631578946,PRUNED,2025-11-26 23:28:22.911262,2025-11-26 23:28:27.214907,0 days 00:00:04.303645,"[64, 64, 64, 128]",[],[2],leakyrelu,128,48,0.5,0.001,L2,4,increasing,0.6,max,True,1e-07
30,0.3669961878917103,PRUNED,2025-11-26 23:28:27.214907,2025-11-26 23:28:30.333096,0 days 00:00:03.118189,"[896, 896, 896, 896, 896, 896]","[1, 4]","[1, 3]",elu,896,128,0.5,2e-05,L2,6,uniform,0.5,mean,True,1e-07
31,0.2888888888888889,PRUNED,2025-11-26 23:28:30.333096,2025-11-26 23:28:33.282859,0 days 00:00:02.949763,"[384, 384, 384, 384]","[1, 3]","[1, 2]",silu,384,64,0.4,0.001,L2,4,uniform,0.8,mean,True,1e-06
32,0.2712101354303189,PRUNED,2025-11-26 23:28:33.282859,2025-11-26 23:28:38.292846,0 days 00:00:05.009987,"[384, 384, 384, 384, 384]","[1, 3, 4]","[1, 2, 4]",silu,384,64,0.4,0.001,L2,5,uniform,0.8,mean,True,1e-06
33,0.21839080459770113,PRUNED,2025-11-26 23:28:38.292846,2025-11-26 23:28:42.254730,0 days 00:00:03.961884,"[384, 384, 384, 384, 384]","[1, 3]","[1, 2]",silu,384,64,0.4,5e-05,L2,5,uniform,0.8,mean,True,1e-06
34,0.3564327485380117,PRUNED,2025-11-26 23:28:42.254730,2025-11-26 23:28:52.684622,0 days 00:00:10.429892,"[384, 384, 384, 384]","[1, 3]","[1, 2]",silu,384,64,0.4,0.001,L2,4,uniform,0.8,mean,True,1e-06
35,0.3643875783020125,PRUNED,2025-11-26 23:28:52.685626,2025-11-26 23:28:54.885431,0 days 00:00:02.199805,"[128, 128, 128]",[1],"[1, 2]",gelu,128,48,0.2,0.0001,L2,3,uniform,,mean,False,1e-05
36,0.33270082226438963,PRUNED,2025-11-26 23:28:54.885431,2025-11-26 23:28:57.038518,0 days 00:00:02.153087,"[1024, 1024, 1024, 1024, 1024]","[1, 3, 4]","[1, 2, 4]",tanh,1024,96,0.4,5e-05,minmax,5,uniform,0.7,max,True,1e-06
37,0.21839080459770113,PRUNED,2025-11-26 23:28:57.038518,2025-11-26 23:29:06.956277,0 days 00:00:09.917759,"[768, 384, 192, 96]","[1, 3]",[],relu,768,16,,0.0002,L2,4,decreasing,,mean,False,1e-06
38,0.21637426900584797,PRUNED,2025-11-26 23:29:06.956277,2025-11-26 23:29:12.200064,0 days 00:00:05.243787,"[384, 384, 384]",[],"[1, 2]",silu,384,128,0.4,0.001,minmax,3,uniform,0.9,mean,True,0.0
39,0.23456790123456792,PRUNED,2025-11-26 23:29:12.200064,2025-11-26 23:29:14.126810,0 days 00:00:01.926746,"[512, 512, 512, 512, 512]","[1, 3, 4]",[1],elu,512,64,0.1,0.0005,L2,5,uniform,,max,False,1e-05
40,0.21839080459770113,PRUNED,2025-11-26 23:29:14.127814,2025-11-26 23:29:18.298458,0 days 00:00:04.170644,"[640, 320, 160, 80]",[],"[2, 3]",tanh,640,48,0.4,0.001,L2,4,decreasing,0.6,mean,True,1e-07
41,0.2912919499890327,PRUNED,2025-11-26 23:29:18.298458,2025-11-26 23:29:20.041759,0 days 00:00:01.743301,"[384, 384, 384, 384, 384]","[1, 2, 3, 4]","[1, 4]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
42,0.3087409783480353,PRUNED,2025-11-26 23:29:20.041759,2025-11-26 23:29:22.917206,0 days 00:00:02.875447,"[384, 384, 384, 384, 384]","[1, 2, 3, 4]","[1, 4]",tanh,384,128,0.2,1e-05,minmax,5,uniform,,mean,False,0.0001
43,0.49894513299142434,COMPLETE,2025-11-26 23:29:22.917206,2025-11-26 23:29:39.732054,0 days 00:00:16.814848,"[384, 384, 384, 384, 384, 384]","[1, 2, 3, 4, 5]","[1, 4, 5]",tanh,384,128,0.2,0.0001,minmax,6,uniform,,mean,False,0.0001
44,0.3841780376868096,PRUNED,2025-11-26 23:29:39.739985,2025-11-26 23:29:45.322766,0 days 00:00:05.582781,"[384, 384, 384, 384, 384, 384]","[1, 2, 3, 4, 5]","[1, 4, 5]",tanh,384,128,0.2,0.0001,minmax,6,uniform,,mean,False,0.0001
45,0.4248452696728559,PRUNED,2025-11-26 23:29:45.323777,2025-11-26 23:29:56.904082,0 days 00:00:11.580305,"[64, 64, 96, 192, 384, 768]","[1, 2, 3, 4, 5]","[1, 4, 5]",elu,768,96,0.5,0.0001,minmax,6,increasing,,mean,False,0.0001
46,0.48093749638402106,COMPLETE,2025-11-26 23:29:56.905086,2025-11-26 23:30:06.860909,0 days 00:00:09.955823,"[384, 384]",[1],[],silu,384,128,,0.0001,minmax,2,uniform,,mean,False,1e-05
47,0.3864923747276688,PRUNED,2025-11-26 23:30:06.867536,2025-11-26 23:30:21.731097,0 days 00:00:14.863561,"[640, 640, 640, 640, 640, 640]","[2, 4, 5]","[1, 3, 4, 5]",relu,640,32,0.3,0.0001,L2,6,uniform,0.8,max,True,1e-07
48,0.36647955092221335,PRUNED,2025-11-26 23:30:21.731097,2025-11-26 23:30:23.238845,0 days 00:00:01.507748,[1024],[],[],elu,1024,128,,0.0002,L2,1,uniform,0.8,mean,True,1e-06
49,0.5114484763989207,COMPLETE,2025-11-26 23:30:23.239852,2025-11-26 23:30:46.072031,0 days 00:00:22.832179,"[896, 896, 896, 896, 896, 896]","[1, 2, 3, 5]","[1, 5]",leakyrelu,896,96,0.2,0.0005,minmax,6,uniform,0.6,mean,True,1e-07
