number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
32,0.2987468671679198,PRUNED,2025-11-26 22:50:32.040749,2025-11-26 22:50:33.292667,0 days 00:00:01.251918,"[1024, 512, 256]",[1],[],elu,1024,64,,2e-05,minmax,3,decreasing,,max,False,0.0001
33,0.21637426900584797,PRUNED,2025-11-26 22:50:33.293686,2025-11-26 22:50:41.589025,0 days 00:00:08.295339,"[1024, 512]",[1],[],elu,1024,64,,2e-05,minmax,2,decreasing,,max,False,0.0001
34,0.4357586857586857,PRUNED,2025-11-26 22:50:41.590032,2025-11-26 22:50:44.822188,0 days 00:00:03.232156,"[1024, 1024]",[1],[],elu,1024,16,,2e-05,minmax,2,uniform,0.9,max,True,0.0001
35,0.3406009783368274,PRUNED,2025-11-26 22:50:44.823193,2025-11-26 22:50:45.861669,0 days 00:00:01.038476,[640],[],[],gelu,640,64,,0.001,L2,1,decreasing,,mean,False,1e-06
36,0.35884773662551445,PRUNED,2025-11-26 22:50:45.862684,2025-11-26 22:50:47.909967,0 days 00:00:02.047283,"[1024, 1024, 1024]",[],[],tanh,1024,32,,2e-05,minmax,3,uniform,0.5,max,True,0.0001
37,0.42703654460519214,COMPLETE,2025-11-26 22:50:47.910993,2025-11-26 22:51:18.957017,0 days 00:00:31.046024,"[768, 384]",[1],[],relu,768,16,,0.001,minmax,2,decreasing,,mean,False,0.0001
38,0.21839080459770113,PRUNED,2025-11-26 22:51:18.958527,2025-11-26 22:51:20.845173,0 days 00:00:01.886646,"[128, 64, 64]","[1, 2]","[1, 2]",silu,128,96,0.5,0.0005,L2,3,decreasing,,max,False,0.0
39,0.3238095238095238,PRUNED,2025-11-26 22:51:20.846179,2025-11-26 22:51:23.130482,0 days 00:00:02.284303,[896],[],[],gelu,896,48,,0.0002,minmax,1,uniform,0.6,mean,True,1e-07
40,0.21839080459770113,PRUNED,2025-11-26 22:51:23.131488,2025-11-26 22:51:24.122674,0 days 00:00:00.991186,"[64, 64, 128, 256, 512]",[],"[1, 3, 4]",elu,512,128,0.2,2e-05,L2,5,increasing,,max,False,1e-05
41,0.21637426900584797,PRUNED,2025-11-26 22:51:24.123679,2025-11-26 22:51:29.526105,0 days 00:00:05.402426,"[384, 192]",[1],[1],leakyrelu,384,128,0.2,0.0005,minmax,2,decreasing,,max,False,0.0001
42,0.21839080459770113,PRUNED,2025-11-26 22:51:29.527105,2025-11-26 22:51:31.043879,0 days 00:00:01.516774,"[384, 192]",[1],[1],leakyrelu,384,128,0.2,0.0005,minmax,2,decreasing,,max,False,0.0001
43,0.3675552517657781,PRUNED,2025-11-26 22:51:31.044883,2025-11-26 22:51:34.363135,0 days 00:00:03.318252,"[384, 192]",[1],[1],leakyrelu,384,128,0.2,0.0005,minmax,2,decreasing,,max,False,0.0001
44,0.3886463923673226,PRUNED,2025-11-26 22:51:34.364139,2025-11-26 22:51:35.311409,0 days 00:00:00.947270,"[384, 192, 96]","[1, 2]","[1, 2]",leakyrelu,384,128,0.4,0.0005,minmax,3,decreasing,,max,False,0.0001
45,0.21839080459770113,PRUNED,2025-11-26 22:51:35.312414,2025-11-26 22:51:36.258575,0 days 00:00:00.946161,[768],[],[],leakyrelu,768,64,,1e-05,minmax,1,decreasing,,max,False,0.0001
46,0.1761006289308176,PRUNED,2025-11-26 22:51:36.258575,2025-11-26 22:51:37.774908,0 days 00:00:01.516333,"[384, 192]",[1],[1],tanh,384,128,0.2,0.001,minmax,2,decreasing,,max,False,0.0
47,0.4504010483711446,COMPLETE,2025-11-26 22:51:37.775914,2025-11-26 22:52:09.466259,0 days 00:00:31.690345,"[640, 640]",[1],[],elu,640,16,,5e-05,minmax,2,uniform,,max,False,1e-06
48,0.31828316610925306,PRUNED,2025-11-26 22:52:09.469319,2025-11-26 22:52:10.678029,0 days 00:00:01.208710,"[256, 512, 1024]",[],[1],relu,1024,64,0.2,0.0001,minmax,3,increasing,,mean,False,1e-07
49,0.21238938053097345,PRUNED,2025-11-26 22:52:10.679068,2025-11-26 22:52:15.525411,0 days 00:00:04.846343,"[128, 64]",[1],[],leakyrelu,128,128,,0.0005,minmax,2,decreasing,,max,False,1e-05
