number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
0,0.21758419036095988,COMPLETE,2025-11-26 22:45:02.566955,2025-11-26 22:45:10.901803,0 days 00:00:08.334848,"[96, 192, 384]",[],"[1, 2]",leakyrelu,384,96,0.2,5e-05,minmax,3,increasing,0.5,mean,True,0.0001
1,0.4277196188606398,COMPLETE,2025-11-26 22:45:10.903815,2025-11-26 22:46:32.577090,0 days 00:01:21.673275,"[640, 640, 640, 640, 640, 640]","[1, 2, 3, 4]","[1, 2, 3, 5]",tanh,640,16,0.3,2e-05,L2,6,uniform,0.6,mean,True,0.0001
2,0.2650939274792486,PRUNED,2025-11-26 22:46:32.580153,2025-11-26 22:46:35.339210,0 days 00:00:02.759057,[1024],[],[],gelu,1024,32,,0.001,minmax,1,uniform,,max,False,0.0
3,0.35852941176470593,PRUNED,2025-11-26 22:46:35.340215,2025-11-26 22:46:40.535874,0 days 00:00:05.195659,"[768, 768, 768, 768, 768]","[2, 4]","[2, 3]",gelu,768,16,0.4,0.0002,minmax,5,uniform,0.7,max,True,1e-06
4,0.42370411420914217,COMPLETE,2025-11-26 22:46:40.536874,2025-11-26 22:46:56.495428,0 days 00:00:15.958554,"[64, 64, 64, 128, 256, 512]","[1, 3, 4, 5]","[2, 5]",relu,512,96,0.5,0.001,L2,6,increasing,0.8,mean,True,1e-07
5,0.4188761496044312,COMPLETE,2025-11-26 22:46:56.497958,2025-11-26 22:47:26.622184,0 days 00:00:30.124226,"[512, 512, 512, 512, 512, 512]","[1, 2, 4, 5]","[1, 3, 4, 5]",tanh,512,48,0.2,1e-05,L2,6,uniform,0.7,mean,True,0.0001
6,0.48145578691181423,COMPLETE,2025-11-26 22:47:26.624243,2025-11-26 22:47:42.499438,0 days 00:00:15.875195,"[768, 384]",[1],[],elu,768,64,,2e-05,minmax,2,decreasing,,max,False,0.0001
7,0.21839080459770113,PRUNED,2025-11-26 22:47:42.502439,2025-11-26 22:47:46.250511,0 days 00:00:03.748072,"[384, 192, 96]",[],"[1, 2]",silu,384,16,0.1,5e-05,minmax,3,decreasing,,mean,False,1e-07
8,0.4059123381448404,COMPLETE,2025-11-26 22:47:46.251518,2025-11-26 22:48:06.128697,0 days 00:00:19.877179,"[128, 128, 128, 128, 128, 128]","[2, 4, 5]","[4, 5]",silu,128,96,0.5,0.0002,L2,6,uniform,,mean,False,1e-07
9,0.4882975872806169,COMPLETE,2025-11-26 22:48:06.130754,2025-11-26 22:48:18.931489,0 days 00:00:12.800735,"[96, 192, 384]",[1],[1],leakyrelu,384,128,0.2,0.001,minmax,3,increasing,,max,False,0.0
10,0.2912280701754386,PRUNED,2025-11-26 22:48:18.933501,2025-11-26 22:48:23.996054,0 days 00:00:05.062553,"[64, 64, 128, 256]","[1, 3]",[1],leakyrelu,256,128,0.2,0.0001,minmax,4,increasing,,max,False,0.0
11,0.34458213955439254,COMPLETE,2025-11-26 22:48:23.997558,2025-11-26 22:48:40.685314,0 days 00:00:16.687756,[768],[],[],elu,768,64,,2e-05,minmax,1,decreasing,,max,False,1e-05
12,0.1761006289308176,PRUNED,2025-11-26 22:48:40.688849,2025-11-26 22:48:42.182415,0 days 00:00:01.493566,"[896, 448]",[1],[],elu,896,128,,0.0005,minmax,2,decreasing,,max,False,0.0
13,0.4585589849124786,COMPLETE,2025-11-26 22:48:42.182415,2025-11-26 22:48:55.627675,0 days 00:00:13.445260,"[768, 384]",[1],[],elu,768,64,,2e-05,minmax,2,decreasing,,max,False,1e-05
14,0.21839080459770113,PRUNED,2025-11-26 22:48:55.629685,2025-11-26 22:49:00.901817,0 days 00:00:05.272132,"[64, 96, 192, 384]",[1],[3],leakyrelu,384,64,0.1,0.001,minmax,4,increasing,,max,False,1e-06
15,0.48615160365690746,COMPLETE,2025-11-26 22:49:00.902822,2025-11-26 22:49:09.882450,0 days 00:00:08.979628,"[640, 320]",[1],[1],relu,640,128,0.4,0.0005,minmax,2,decreasing,,max,False,0.0001
16,0.21637426900584797,PRUNED,2025-11-26 22:49:09.884522,2025-11-26 22:49:15.721654,0 days 00:00:05.837132,"[160, 320, 640]",[1],[1],relu,640,128,0.4,0.0005,minmax,3,increasing,,max,False,0.0
17,0.21839080459770113,PRUNED,2025-11-26 22:49:15.722660,2025-11-26 22:49:19.150417,0 days 00:00:03.427757,"[640, 320]",[1],[1],relu,640,128,0.4,0.0005,minmax,2,decreasing,,max,False,0.0
18,0.10757575757575756,PRUNED,2025-11-26 22:49:19.151421,2025-11-26 22:49:20.887803,0 days 00:00:01.736382,"[64, 64, 64, 128]","[1, 3]",[1],leakyrelu,128,128,0.3,0.0001,L2,4,increasing,,max,False,0.0001
19,0.2432783608195902,PRUNED,2025-11-26 22:49:20.887803,2025-11-26 22:49:24.943564,0 days 00:00:04.055761,[256],[],[],relu,256,48,,1e-05,minmax,1,decreasing,,max,False,1e-05
20,0.1761006289308176,PRUNED,2025-11-26 22:49:24.944570,2025-11-26 22:49:31.220391,0 days 00:00:06.275821,"[224, 448, 896]",[1],[1],relu,896,32,0.4,0.001,minmax,3,increasing,,max,False,1e-06
21,0.4703734697722032,COMPLETE,2025-11-26 22:49:31.221398,2025-11-26 22:49:44.520029,0 days 00:00:13.298631,"[1024, 512]",[1],[],elu,1024,64,,2e-05,minmax,2,decreasing,,max,False,0.0001
22,0.20821661998132587,PRUNED,2025-11-26 22:49:44.522041,2025-11-26 22:49:45.950257,0 days 00:00:01.428216,"[640, 320]",[1],[1],elu,640,128,0.2,0.0005,minmax,2,decreasing,,max,False,0.0001
23,0.4665704636443995,COMPLETE,2025-11-26 22:49:45.950257,2025-11-26 22:49:55.055290,0 days 00:00:09.105033,"[384, 192]",[1],[1],leakyrelu,384,128,0.2,0.0005,minmax,2,decreasing,,max,False,0.0001
24,0.4651801801801802,PRUNED,2025-11-26 22:49:55.057829,2025-11-26 22:49:56.343425,0 days 00:00:01.285596,"[768, 384, 192]","[1, 2]",[],tanh,768,64,,0.001,minmax,3,decreasing,,max,False,0.0001
25,0.21839080459770113,PRUNED,2025-11-26 22:49:56.343425,2025-11-26 22:49:58.612118,0 days 00:00:02.268693,[384],[],[],gelu,384,128,,2e-05,minmax,1,decreasing,,max,False,0.0
26,0.3314707140879459,PRUNED,2025-11-26 22:49:58.613123,2025-11-26 22:50:02.700204,0 days 00:00:04.087081,"[64, 80, 160, 320, 640]","[1, 3]","[1, 4]",silu,640,48,0.4,5e-05,L2,5,increasing,0.9,max,True,0.0001
27,0.21839080459770113,PRUNED,2025-11-26 22:50:02.701209,2025-11-26 22:50:04.420284,0 days 00:00:01.719075,"[768, 384]",[],[],leakyrelu,768,32,,1e-05,minmax,2,decreasing,,max,False,0.0001
28,0.21839080459770113,PRUNED,2025-11-26 22:50:04.421289,2025-11-26 22:50:06.717010,0 days 00:00:02.295721,"[512, 256, 128]",[1],[1],relu,512,64,0.1,0.0002,minmax,3,decreasing,,max,False,0.0
29,0.364257753688648,PRUNED,2025-11-26 22:50:06.718028,2025-11-26 22:50:21.577048,0 days 00:00:14.859020,"[64, 96, 192, 384]","[1, 2]","[1, 2, 3]",elu,384,96,0.3,0.0001,minmax,4,increasing,0.8,mean,True,0.0001
30,0.2432783608195902,PRUNED,2025-11-26 22:50:21.578068,2025-11-26 22:50:24.008348,0 days 00:00:02.430280,[256],[],[],leakyrelu,256,128,,5e-05,minmax,1,increasing,,max,False,1e-07
31,0.21637426900584797,PRUNED,2025-11-26 22:50:24.009353,2025-11-26 22:50:32.039687,0 days 00:00:08.030334,"[1024, 512]",[1],[],elu,1024,64,,2e-05,minmax,2,decreasing,,max,False,0.0001
