number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
21,0.35243650202697113,PRUNED,2025-11-26 23:09:25.954639,2025-11-26 23:09:27.973171,0 days 00:00:02.018532,[640],[],[],elu,640,64,,0.0005,L2,1,uniform,0.7,mean,True,1e-07
22,0.21637426900584797,PRUNED,2025-11-26 23:09:27.974176,2025-11-26 23:09:36.025990,0 days 00:00:08.051814,"[640, 640]",[],[1],elu,640,64,0.2,0.0005,L2,2,uniform,0.7,mean,True,1e-07
23,0.23344334433443345,PRUNED,2025-11-26 23:09:36.027493,2025-11-26 23:09:39.337455,0 days 00:00:03.309962,"[896, 896, 896]",[2],"[1, 2]",elu,896,64,0.3,0.0005,L2,3,uniform,0.9,mean,True,1e-07
24,0.36660617059891104,PRUNED,2025-11-26 23:09:39.338474,2025-11-26 23:09:50.026235,0 days 00:00:10.687761,"[640, 320, 160, 80]","[1, 3]","[2, 3]",silu,640,32,0.1,0.0005,L2,4,decreasing,0.5,mean,True,1e-07
25,0.308529945553539,PRUNED,2025-11-26 23:09:50.027739,2025-11-26 23:09:50.838284,0 days 00:00:00.810545,[896],[],[],leakyrelu,896,128,,0.001,minmax,1,uniform,0.7,mean,True,1e-05
26,0.310548523206751,PRUNED,2025-11-26 23:09:50.838284,2025-11-26 23:09:53.910423,0 days 00:00:03.072139,"[256, 512]",[],[1],tanh,512,16,0.4,0.0005,L2,2,increasing,0.8,mean,True,1e-07
27,0.3859789486966756,COMPLETE,2025-11-26 23:09:53.910423,2025-11-26 23:10:23.709393,0 days 00:00:29.798970,"[640, 320, 160, 80, 64]",[2],[1],relu,640,48,0.4,5e-05,minmax,5,decreasing,0.7,mean,True,1e-07
28,0.21839080459770113,PRUNED,2025-11-26 23:10:23.711404,2025-11-26 23:10:25.636375,0 days 00:00:01.924971,"[384, 192, 96, 64, 64]",[2],[1],relu,384,48,0.4,5e-05,minmax,5,decreasing,,max,False,1e-05
29,0.21839080459770113,PRUNED,2025-11-26 23:10:25.637375,2025-11-26 23:10:27.696403,0 days 00:00:02.059028,"[768, 384, 192, 96, 64, 64]",[2],"[1, 5]",relu,768,48,0.4,5e-05,minmax,6,decreasing,,mean,False,0.0001
30,0.08888888888888889,PRUNED,2025-11-26 23:10:27.697907,2025-11-26 23:10:30.638081,0 days 00:00:02.940174,"[1024, 512, 256, 128, 64]",[2],[1],relu,1024,96,0.4,5e-05,minmax,5,decreasing,0.8,mean,True,0.0
31,0.31059322033898307,PRUNED,2025-11-26 23:10:30.639086,2025-11-26 23:10:34.157344,0 days 00:00:03.518258,"[640, 640, 640, 640]",[2],[1],relu,640,48,0.4,0.001,minmax,4,uniform,0.7,mean,True,1e-07
32,0.3757311923157289,COMPLETE,2025-11-26 23:10:34.158363,2025-11-26 23:10:53.586316,0 days 00:00:19.427953,"[640, 320, 160, 80, 64]",[2],[1],elu,640,64,0.4,2e-05,L2,5,decreasing,0.7,mean,True,1e-07
33,0.2877818698714221,PRUNED,2025-11-26 23:10:53.588826,2025-11-26 23:10:55.084202,0 days 00:00:01.495376,"[640, 640, 640, 640, 640]","[1, 2, 3, 4]","[1, 3, 4]",gelu,640,96,0.4,0.0001,minmax,5,uniform,0.7,mean,True,1e-07
34,0.1761006289308176,PRUNED,2025-11-26 23:10:55.085208,2025-11-26 23:11:00.817731,0 days 00:00:05.732523,"[512, 512, 512, 512]",[],"[1, 2]",relu,512,48,0.2,1e-05,L2,4,uniform,0.7,mean,True,1e-06
35,0.3429328037073816,PRUNED,2025-11-26 23:11:00.818750,2025-11-26 23:11:04.760878,0 days 00:00:03.942128,"[128, 64, 64, 64, 64, 64]","[1, 2, 3]","[1, 3]",elu,128,128,0.5,5e-05,minmax,6,decreasing,0.9,mean,True,0.0001
36,0.1761006289308176,PRUNED,2025-11-26 23:11:04.761894,2025-11-26 23:11:06.835994,0 days 00:00:02.074100,"[64, 80, 160, 320, 640]",[],[2],silu,640,96,0.1,0.0002,L2,5,increasing,,mean,False,1e-07
37,0.30524822695035464,PRUNED,2025-11-26 23:11:06.835994,2025-11-26 23:11:11.909413,0 days 00:00:05.073419,[256],[],[],gelu,256,16,,0.0005,minmax,1,uniform,0.5,max,True,1e-06
38,0.21839080459770113,PRUNED,2025-11-26 23:11:11.909413,2025-11-26 23:11:13.787528,0 days 00:00:01.878115,"[512, 256, 128, 64, 64]",[1],[1],tanh,512,48,0.3,1e-05,L2,5,decreasing,0.6,mean,True,1e-05
39,0.18412698412698414,PRUNED,2025-11-26 23:11:13.788544,2025-11-26 23:11:22.840166,0 days 00:00:09.051622,"[224, 448, 896]",[2],[1],elu,896,64,0.5,0.001,minmax,3,increasing,,max,False,1e-07
40,0.360484544695071,PRUNED,2025-11-26 23:11:22.841171,2025-11-26 23:11:30.162298,0 days 00:00:07.321127,"[768, 768, 768, 768]","[1, 3]","[2, 3]",relu,768,48,0.4,5e-05,L2,4,uniform,0.8,mean,True,1e-07
41,0.3457765488182237,PRUNED,2025-11-26 23:11:30.163299,2025-11-26 23:11:33.129377,0 days 00:00:02.966078,"[640, 320, 160, 80, 64]",[2],[1],elu,640,64,0.4,2e-05,L2,5,decreasing,0.7,mean,True,1e-07
42,0.23579109062980033,PRUNED,2025-11-26 23:11:33.130384,2025-11-26 23:11:47.924491,0 days 00:00:14.794107,"[640, 320, 160, 80, 64, 64]","[2, 5]","[1, 5]",elu,640,64,0.4,2e-05,L2,6,decreasing,0.7,mean,True,1e-07
43,0.19515669515669518,PRUNED,2025-11-26 23:11:47.925496,2025-11-26 23:11:58.377318,0 days 00:00:10.451822,"[640, 320, 160, 80, 64]",[2],[1],elu,640,64,0.4,2e-05,L2,5,decreasing,0.7,mean,True,1e-07
44,0.21839080459770113,PRUNED,2025-11-26 23:11:58.378336,2025-11-26 23:11:59.956567,0 days 00:00:01.578231,"[640, 320, 160, 80, 64]",[2],[1],leakyrelu,640,64,0.4,2e-05,L2,5,decreasing,0.7,mean,True,1e-05
45,0.3554236493519909,PRUNED,2025-11-26 23:11:59.957567,2025-11-26 23:12:04.631805,0 days 00:00:04.674238,"[896, 448, 224, 112]",[2],[1],gelu,896,32,0.5,0.0005,L2,4,decreasing,0.6,mean,True,1e-07
46,0.18238993710691823,PRUNED,2025-11-26 23:12:04.633806,2025-11-26 23:12:12.994077,0 days 00:00:08.360271,"[64, 64, 64, 64, 128, 256]","[2, 4, 5]","[1, 3]",elu,256,96,0.4,0.001,minmax,6,increasing,,max,False,0.0
47,0.38553220320689724,COMPLETE,2025-11-26 23:12:12.995082,2025-11-26 23:12:41.419482,0 days 00:00:28.424400,"[512, 256, 128, 64, 64]","[2, 3]","[1, 2, 4]",relu,512,48,0.4,0.0001,minmax,5,decreasing,0.7,mean,True,1e-07
48,0.21839080459770113,PRUNED,2025-11-26 23:12:41.422572,2025-11-26 23:12:48.300520,0 days 00:00:06.877948,"[512, 256, 128]","[1, 2]",[2],relu,512,48,0.2,0.0001,minmax,3,decreasing,,max,False,1e-05
49,0.41365062608696024,COMPLETE,2025-11-26 23:12:48.301525,2025-11-26 23:13:14.102495,0 days 00:00:25.800970,"[64, 128, 256, 512]",[3],"[1, 2, 3]",relu,512,48,0.1,0.0001,minmax,4,increasing,0.9,mean,True,0.0001
