number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pca_frac,pooling,use_pca,weight_decay
0,0.38552054973201594,COMPLETE,2025-11-26 21:59:05.857792,2025-11-26 21:59:26.123822,0 days 00:00:20.266030,"[640, 320, 160, 80, 64]","[1, 2, 4]",[2],elu,640,96,0.3,1e-05,L2,5,decreasing,,mean,False,1e-07
1,0.43973123261631775,COMPLETE,2025-11-26 21:59:26.123822,2025-11-26 21:59:42.884786,0 days 00:00:16.760964,"[256, 512, 1024]","[1, 2]","[1, 2]",gelu,1024,64,0.2,0.001,minmax,3,increasing,0.6,max,True,1e-07
2,0.30424242424242426,PRUNED,2025-11-26 21:59:42.886792,2025-11-26 21:59:45.262687,0 days 00:00:02.375895,"[1024, 512, 256]",[1],[2],silu,1024,64,0.2,1e-05,L2,3,decreasing,0.9,max,True,1e-07
3,0.2881310035105102,COMPLETE,2025-11-26 21:59:45.264690,2025-11-26 22:00:03.748474,0 days 00:00:18.483784,[896],[],[],elu,896,32,,1e-05,minmax,1,decreasing,,max,False,0.0001
4,0.44374131612278644,COMPLETE,2025-11-26 22:00:03.748474,2025-11-26 22:00:23.779845,0 days 00:00:20.031371,"[256, 128, 64, 64, 64, 64]","[1, 3, 5]","[3, 5]",silu,256,96,0.5,0.0002,minmax,6,decreasing,0.9,max,True,1e-07
5,0.21637426900584797,PRUNED,2025-11-26 22:00:23.779845,2025-11-26 22:00:29.366619,0 days 00:00:05.586774,"[640, 640]",[],[],gelu,640,64,,0.0002,minmax,2,uniform,,max,False,1e-06
6,0.34296452901104063,PRUNED,2025-11-26 22:00:29.367622,2025-11-26 22:00:32.911599,0 days 00:00:03.543977,"[512, 512, 512]","[1, 2]",[],silu,512,128,,5e-05,L2,3,uniform,0.7,mean,True,1e-05
7,0.21839080459770113,PRUNED,2025-11-26 22:00:32.911599,2025-11-26 22:00:34.951864,0 days 00:00:02.040265,"[896, 896, 896]","[1, 2]","[1, 2]",gelu,896,96,0.1,0.0001,L2,3,uniform,0.5,mean,True,1e-05
8,0.40488215488215484,PRUNED,2025-11-26 22:00:34.951864,2025-11-26 22:00:40.327606,0 days 00:00:05.375742,"[256, 512]",[1],[],leakyrelu,512,48,,2e-05,minmax,2,increasing,,max,False,1e-06
9,0.21839080459770113,PRUNED,2025-11-26 22:00:40.327606,2025-11-26 22:00:45.435736,0 days 00:00:05.108130,"[384, 384, 384, 384]","[2, 3]","[1, 2, 3]",leakyrelu,384,32,0.2,2e-05,minmax,4,uniform,,max,False,1e-05
10,0.4751601749097364,COMPLETE,2025-11-26 22:00:45.435736,2025-11-26 22:01:36.592784,0 days 00:00:51.157048,"[256, 128, 64, 64, 64, 64]","[3, 5]","[3, 5]",tanh,256,16,0.5,0.0002,minmax,6,decreasing,0.9,mean,True,0.0
11,0.21637426900584797,PRUNED,2025-11-26 22:01:36.592784,2025-11-26 22:02:09.933858,0 days 00:00:33.341074,"[256, 128, 64, 64, 64, 64]","[3, 5]","[3, 5]",tanh,256,16,0.5,0.0002,minmax,6,decreasing,0.9,mean,True,0.0
12,0.21839080459770113,PRUNED,2025-11-26 22:02:09.934873,2025-11-26 22:02:18.545720,0 days 00:00:08.610847,"[256, 128, 64, 64, 64, 64]","[3, 5]","[3, 5]",tanh,256,16,0.5,0.0002,minmax,6,decreasing,0.8,mean,True,0.0
13,0.3178743961352657,PRUNED,2025-11-26 22:02:18.545720,2025-11-26 22:02:26.842137,0 days 00:00:08.296417,"[256, 128, 64, 64, 64]",[3],"[3, 4]",relu,256,16,0.4,0.0002,minmax,5,decreasing,0.9,mean,True,0.0
14,0.21839080459770113,PRUNED,2025-11-26 22:02:26.842137,2025-11-26 22:02:29.092051,0 days 00:00:02.249914,"[768, 384, 192, 96, 64]",[3],[3],tanh,768,96,0.5,0.0005,minmax,5,decreasing,0.9,max,True,0.0001
15,0.4509762188982642,COMPLETE,2025-11-26 22:02:29.092051,2025-11-26 22:02:51.048127,0 days 00:00:21.956076,"[128, 64, 64, 64, 64, 64]","[1, 5]",[1],silu,128,48,0.5,0.0002,minmax,6,decreasing,0.9,mean,True,0.0
16,0.10135135135135136,PRUNED,2025-11-26 22:02:51.050133,2025-11-26 22:02:59.717180,0 days 00:00:08.667047,"[64, 64, 64, 64, 128]",[4],"[1, 4]",relu,128,48,0.5,5e-05,minmax,5,increasing,0.6,mean,True,0.0
17,0.21839080459770113,PRUNED,2025-11-26 22:02:59.717180,2025-11-26 22:03:01.265214,0 days 00:00:01.548034,"[128, 64, 64, 64]",[],[1],silu,128,48,0.4,0.0005,minmax,4,decreasing,0.7,mean,True,0.0
18,0.2786493351262513,PRUNED,2025-11-26 22:03:01.265214,2025-11-26 22:03:03.342301,0 days 00:00:02.077087,"[128, 64, 64, 64, 64, 64]",[1],[1],tanh,128,128,0.1,0.0001,L2,6,decreasing,0.5,mean,True,0.0
19,0.3241695303550973,PRUNED,2025-11-26 22:03:03.342301,2025-11-26 22:03:06.626210,0 days 00:00:03.283909,"[64, 96, 192, 384]",[1],[1],silu,384,48,0.3,0.001,minmax,4,increasing,0.8,mean,True,0.0
20,0.2144927536231884,PRUNED,2025-11-26 22:03:06.627214,2025-11-26 22:03:17.343007,0 days 00:00:10.715793,"[768, 384, 192, 96, 64, 64]",[5],[1],tanh,768,16,0.5,0.0002,minmax,6,decreasing,0.9,mean,True,0.0
21,0.2894660894660895,PRUNED,2025-11-26 22:03:17.343007,2025-11-26 22:03:19.921576,0 days 00:00:02.578569,"[256, 128, 64, 64, 64, 64]","[1, 3, 5]","[3, 5]",silu,256,96,0.5,0.0002,minmax,6,decreasing,0.9,max,True,1e-07
22,0.45388556877179165,COMPLETE,2025-11-26 22:03:19.921576,2025-11-26 22:04:10.373929,0 days 00:00:50.452353,"[256, 128, 64, 64, 64]","[1, 3]",[3],silu,256,16,0.5,0.0002,minmax,5,decreasing,0.9,mean,True,1e-07
23,0.21839080459770113,PRUNED,2025-11-26 22:04:10.373929,2025-11-26 22:04:27.764954,0 days 00:00:17.391025,"[128, 64, 64, 64, 64]","[1, 3]",[3],silu,128,16,0.5,0.0002,minmax,5,decreasing,0.9,mean,True,0.0001
24,0.21839080459770113,PRUNED,2025-11-26 22:04:27.764954,2025-11-26 22:04:38.078246,0 days 00:00:10.313292,"[256, 128, 64, 64, 64]","[1, 3, 4]","[1, 3, 4]",silu,256,16,0.5,0.0002,minmax,5,decreasing,0.9,mean,True,1e-06
25,0.21839080459770113,PRUNED,2025-11-26 22:04:38.078246,2025-11-26 22:04:46.170784,0 days 00:00:08.092538,"[256, 128, 64, 64, 64, 64]",[1],[],elu,256,16,,0.0002,minmax,6,decreasing,0.9,mean,True,1e-07
26,0.1761006289308176,PRUNED,2025-11-26 22:04:46.170784,2025-11-26 22:04:49.436091,0 days 00:00:03.265307,"[128, 64, 64, 64, 64]","[1, 3]",[3],leakyrelu,128,48,0.5,0.0002,L2,5,decreasing,,mean,False,0.0
27,0.21839080459770113,PRUNED,2025-11-26 22:04:49.436091,2025-11-26 22:04:53.279987,0 days 00:00:03.843896,"[256, 128, 64, 64]",[3],"[1, 3]",relu,256,16,0.1,2e-05,minmax,4,decreasing,0.7,mean,True,0.0
28,0.45460919768349956,COMPLETE,2025-11-26 22:04:53.279987,2025-11-26 22:05:04.280031,0 days 00:00:11.000044,"[512, 512, 512, 512, 512, 512]","[1, 5]",[],tanh,512,128,,0.0001,minmax,6,uniform,0.9,mean,True,1e-07
29,0.45411624189403793,COMPLETE,2025-11-26 22:05:04.282156,2025-11-26 22:05:17.920780,0 days 00:00:13.638624,"[512, 512, 512, 512, 512]","[2, 3, 4]","[2, 3, 4]",tanh,512,128,0.4,0.0001,L2,5,uniform,,mean,False,1e-07
30,0.21839080459770113,PRUNED,2025-11-26 22:05:17.920780,2025-11-26 22:05:22.007336,0 days 00:00:04.086556,"[512, 512, 512, 512, 512]","[2, 4]","[2, 4]",tanh,512,128,0.4,0.0001,L2,5,uniform,,mean,False,1e-07
31,0.45416221902961107,COMPLETE,2025-11-26 22:05:22.008338,2025-11-26 22:05:35.608617,0 days 00:00:13.600279,"[512, 512, 512, 512, 512]","[2, 3, 4]","[2, 3, 4]",tanh,512,128,0.4,0.0001,L2,5,uniform,,mean,False,1e-07
32,0.29172932330827067,PRUNED,2025-11-26 22:05:35.624621,2025-11-26 22:05:36.795778,0 days 00:00:01.171157,"[512, 512, 512, 512, 512, 512]","[2, 3, 4, 5]","[2, 3, 4]",tanh,512,128,0.4,0.0001,L2,6,uniform,,mean,False,1e-07
33,0.21839080459770113,PRUNED,2025-11-26 22:05:36.795778,2025-11-26 22:05:38.853166,0 days 00:00:02.057388,"[512, 512, 512, 512, 512]","[2, 3, 4]","[2, 3, 4]",tanh,512,128,0.4,0.0001,L2,5,uniform,,mean,False,1e-07
34,0.21839080459770113,PRUNED,2025-11-26 22:05:38.854168,2025-11-26 22:05:40.717633,0 days 00:00:01.863465,"[512, 512, 512, 512]","[2, 3]","[2, 3]",tanh,512,128,0.4,0.0001,L2,4,uniform,,mean,False,1e-07
35,0.4597589919805814,COMPLETE,2025-11-26 22:05:40.717633,2025-11-26 22:05:55.201945,0 days 00:00:14.484312,"[1024, 1024, 1024, 1024, 1024, 1024]","[2, 3, 4]","[2, 3, 4, 5]",tanh,1024,128,0.3,0.0001,L2,6,uniform,,mean,False,1e-07
36,0.21839080459770113,PRUNED,2025-11-26 22:05:55.201945,2025-11-26 22:05:56.467469,0 days 00:00:01.265524,"[1024, 1024, 1024, 1024, 1024, 1024]","[2, 3, 4]","[2, 3, 4, 5]",tanh,1024,128,0.3,1e-05,L2,6,uniform,,mean,False,1e-07
37,0.1761006289308176,PRUNED,2025-11-26 22:05:56.467469,2025-11-26 22:06:02.530194,0 days 00:00:06.062725,"[1024, 1024, 1024, 1024, 1024, 1024]","[2, 4]","[2, 4, 5]",elu,1024,64,0.3,0.001,L2,6,uniform,,mean,False,1e-07
38,0.4372592880163175,PRUNED,2025-11-26 22:06:02.530194,2025-11-26 22:06:14.311373,0 days 00:00:11.781179,"[640, 640, 640, 640, 640, 640]","[2, 3, 4]","[2, 3, 4, 5]",tanh,640,32,0.3,0.0001,L2,6,uniform,,mean,False,1e-07
39,0.21758419036095988,COMPLETE,2025-11-26 22:06:14.311373,2025-11-26 22:06:19.389174,0 days 00:00:05.077801,[1024],[],[],gelu,1024,128,,0.0001,L2,1,uniform,,max,False,0.0001
40,0.23736263736263738,PRUNED,2025-11-26 22:06:19.389174,2025-11-26 22:06:21.967584,0 days 00:00:02.578410,"[896, 896, 896, 896, 896, 896]","[2, 4, 5]","[2, 4, 5]",tanh,896,128,0.3,5e-05,L2,6,uniform,,mean,False,1e-05
41,0.4555587946253662,COMPLETE,2025-11-26 22:06:21.967584,2025-11-26 22:06:34.280284,0 days 00:00:12.312700,"[512, 512, 512, 512, 512]","[2, 3, 4]","[2, 3, 4]",tanh,512,128,0.4,0.0001,L2,5,uniform,,mean,False,1e-07
42,0.44271007173557636,COMPLETE,2025-11-26 22:06:34.280284,2025-11-26 22:06:46.439279,0 days 00:00:12.158995,"[512, 512, 512, 512, 512, 512]","[2, 3, 4]","[2, 3, 4]",tanh,512,128,0.2,0.0001,L2,6,uniform,,mean,False,1e-07
43,0.4570423716311572,COMPLETE,2025-11-26 22:06:46.441285,2025-11-26 22:06:57.686591,0 days 00:00:11.245306,"[512, 512, 512, 512, 512]","[2, 3, 4]","[2, 3, 4]",tanh,512,128,0.4,0.0001,L2,5,uniform,,mean,False,1e-06
44,0.2895622895622896,PRUNED,2025-11-26 22:06:57.686591,2025-11-26 22:06:58.579320,0 days 00:00:00.892729,"[1024, 1024, 1024]",[2],[2],tanh,1024,128,0.2,1e-05,L2,3,uniform,,mean,False,1e-06
45,0.21839080459770113,PRUNED,2025-11-26 22:06:58.580322,2025-11-26 22:06:59.529959,0 days 00:00:00.949637,"[320, 640]",[],[],gelu,640,64,,0.0001,L2,2,increasing,,mean,False,1e-06
46,0.1761006289308176,PRUNED,2025-11-26 22:06:59.529959,2025-11-26 22:07:07.552717,0 days 00:00:08.022758,"[512, 512, 512, 512, 512]","[2, 3, 4]","[2, 3, 4]",tanh,512,32,0.3,0.0001,L2,5,uniform,,max,False,1e-06
47,0.2703282203529606,PRUNED,2025-11-26 22:07:07.553719,2025-11-26 22:07:09.827340,0 days 00:00:02.273621,"[384, 384, 384, 384, 384, 384]","[2, 3, 4, 5]","[2, 3, 4, 5]",leakyrelu,384,128,0.4,0.0005,L2,6,uniform,,mean,False,1e-06
48,0.4587703363181034,COMPLETE,2025-11-26 22:07:09.827340,2025-11-26 22:07:20.952218,0 days 00:00:11.124878,"[896, 896, 896, 896]","[2, 3]","[2, 3]",elu,896,128,0.1,2e-05,L2,4,uniform,,mean,False,1e-05
49,0.21839080459770113,PRUNED,2025-11-26 22:07:20.967956,2025-11-26 22:07:22.085141,0 days 00:00:01.117185,"[112, 224, 448, 896]","[2, 3]","[2, 3]",elu,896,96,0.1,2e-05,L2,4,increasing,,max,False,1e-05
