number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_hidden_dim,params_lr,params_norm,params_num_layers,state
0,0.4551405143513188,2025-06-13 08:13:42.769649,2025-06-13 08:16:59.262862,0 days 00:03:16.493213,32,True,0.2,512,0.001,L2,1,COMPLETE
1,0.45454267304033236,2025-06-13 08:16:59.263862,2025-06-13 08:18:28.819728,0 days 00:01:29.555866,64,True,0.5,64,0.001,minmax,2,COMPLETE
2,0.30184868074604426,2025-06-13 08:18:28.820729,2025-06-13 08:19:26.403615,0 days 00:00:57.582886,128,False,0.4,256,1e-05,L2,1,COMPLETE
3,0.39780674809619465,2025-06-13 08:19:26.404616,2025-06-13 08:21:07.057472,0 days 00:01:40.652856,64,True,0.4,256,0.0001,minmax,1,COMPLETE
4,0.26418044440376887,2025-06-13 08:21:07.058472,2025-06-13 08:21:56.034275,0 days 00:00:48.975803,128,False,0.2,64,1e-05,L2,2,COMPLETE
5,0.42244529390659047,2025-06-13 08:21:56.035275,2025-06-13 08:23:03.492385,0 days 00:01:07.457110,64,False,0.3,64,0.001,L2,2,COMPLETE
6,0.40064088263534875,2025-06-13 08:23:03.493385,2025-06-13 08:25:36.534828,0 days 00:02:33.041443,32,True,0.4,128,0.0001,L2,2,COMPLETE
7,0.4002871589610093,2025-06-13 08:25:36.535828,2025-06-13 08:27:23.393530,0 days 00:01:46.857702,128,True,0.2,128,0.0001,L2,3,COMPLETE
8,0.3827575779930063,2025-06-13 08:27:23.394530,2025-06-13 08:29:29.629846,0 days 00:02:06.235316,32,False,0.5,128,0.001,L2,3,COMPLETE
9,0.3201474850740812,2025-06-13 08:29:29.630848,2025-06-13 08:30:24.875919,0 days 00:00:55.245071,128,False,0.5,128,1e-05,minmax,2,COMPLETE
10,0.427727142779044,2025-06-13 08:30:24.876920,2025-06-13 08:34:07.481009,0 days 00:03:42.604089,32,True,0.0,512,0.001,minmax,1,COMPLETE
11,0.43715625774922684,2025-06-13 08:34:07.482009,2025-06-13 08:37:17.395423,0 days 00:03:09.913414,64,True,0.2,512,0.001,minmax,1,COMPLETE
12,0.44049869993241453,2025-06-13 08:37:17.396423,2025-06-13 08:51:19.965448,0 days 00:14:02.569025,32,True,0.1,512,0.001,minmax,3,COMPLETE
13,0.4302243048544366,2025-06-13 08:51:19.966449,2025-06-13 08:52:26.286922,0 days 00:01:06.320473,64,True,0.5,64,0.001,minmax,1,COMPLETE
14,0.4403362999289738,2025-06-13 08:52:26.287923,2025-06-13 08:53:55.305058,0 days 00:01:29.017135,64,True,0.1,64,0.001,L2,2,COMPLETE
15,0.4227094736798426,2025-06-13 08:53:55.306058,2025-06-13 08:57:26.098462,0 days 00:03:30.792404,32,True,0.0,512,0.001,minmax,1,COMPLETE
16,0.4527487976017638,2025-06-13 08:57:26.099462,2025-06-13 09:11:20.783531,0 days 00:13:54.684069,32,True,0.3,512,0.001,L2,3,COMPLETE
17,0.4330828243867419,2025-06-13 09:11:20.783531,2025-06-13 09:12:49.986270,0 days 00:01:29.202739,64,True,0.2,64,0.001,minmax,2,COMPLETE
18,0.23160015658455863,2025-06-13 09:12:49.987271,2025-06-13 09:15:02.904716,0 days 00:02:12.917445,32,True,0.5,256,1e-05,L2,1,COMPLETE
