number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_hidden_dim,params_lr,params_norm,params_num_layers,state
0,0.4172299479469019,2025-06-13 09:15:03.781159,2025-06-13 09:19:23.877829,0 days 00:04:20.096670,128,False,0.4,512,0.001,L2,3,COMPLETE
1,0.21736632484892876,2025-06-13 09:19:23.878830,2025-06-13 09:22:16.348210,0 days 00:02:52.469380,128,False,0.5,512,1e-05,L2,2,COMPLETE
2,0.43680244317979267,2025-06-13 09:22:16.349210,2025-06-13 09:22:59.711322,0 days 00:00:43.362112,128,False,0.3,128,0.001,L2,1,COMPLETE
3,0.3568479768070634,2025-06-13 09:22:59.712322,2025-06-13 09:24:35.419511,0 days 00:01:35.707189,128,True,0.2,128,0.0001,minmax,3,COMPLETE
4,0.28561807933040895,2025-06-13 09:24:35.419511,2025-06-13 09:25:40.269202,0 days 00:01:04.849691,64,True,0.4,128,1e-05,minmax,1,COMPLETE
5,0.24416457046296386,2025-06-13 09:25:40.270202,2025-06-13 09:28:19.682318,0 days 00:02:39.412116,32,True,0.4,128,1e-05,minmax,3,COMPLETE
6,0.3399030153074538,2025-06-13 09:28:19.683319,2025-06-13 09:30:13.211039,0 days 00:01:53.527720,64,False,0.3,256,0.0001,minmax,3,COMPLETE
7,0.38328206558208766,2025-06-13 09:30:13.212039,2025-06-13 09:31:04.327619,0 days 00:00:51.115580,128,False,0.0,64,0.001,minmax,3,COMPLETE
8,0.24446908360131933,2025-06-13 09:31:04.328619,2025-06-13 09:32:05.954581,0 days 00:01:01.625962,128,True,0.3,128,1e-05,minmax,2,COMPLETE
9,0.23802049866315728,2025-06-13 09:32:05.955582,2025-06-13 09:34:09.479567,0 days 00:02:03.523985,128,True,0.0,256,1e-05,L2,2,COMPLETE
10,0.43159693981303426,2025-06-13 09:34:09.480567,2025-06-13 09:35:17.543987,0 days 00:01:08.063420,32,False,0.1,64,0.001,L2,1,COMPLETE
11,0.44595962659612953,2025-06-13 09:35:17.544988,2025-06-13 09:36:25.173310,0 days 00:01:07.628322,32,False,0.1,64,0.001,L2,1,COMPLETE
12,0.4511062623337647,2025-06-13 09:36:25.173310,2025-06-13 09:37:34.111928,0 days 00:01:08.938618,32,False,0.1,64,0.001,L2,1,COMPLETE
13,0.43325788816559463,2025-06-13 09:37:34.112929,2025-06-13 09:38:43.164574,0 days 00:01:09.051645,32,False,0.1,64,0.001,L2,1,COMPLETE
14,0.4473678706865084,2025-06-13 09:38:43.165572,2025-06-13 09:39:52.028175,0 days 00:01:08.862603,32,False,0.1,64,0.001,L2,1,COMPLETE
15,0.4536581644580065,2025-06-13 09:39:52.029174,2025-06-13 09:40:58.956337,0 days 00:01:06.927163,32,False,0.1,64,0.001,L2,1,COMPLETE
16,0.3933857081522135,2025-06-13 09:40:58.957337,2025-06-13 09:42:29.307807,0 days 00:01:30.350470,32,False,0.1,64,0.0001,L2,2,COMPLETE
17,0.4397468376925687,2025-06-13 09:42:29.308808,2025-06-13 09:43:38.238423,0 days 00:01:08.929615,32,False,0.5,64,0.001,L2,1,COMPLETE
18,0.4383471130875315,2025-06-13 09:43:38.239424,2025-06-13 09:45:09.127015,0 days 00:01:30.887591,32,False,0.2,64,0.001,L2,2,COMPLETE
19,0.41424581010325434,2025-06-13 09:45:09.128016,2025-06-13 09:46:55.780425,0 days 00:01:46.652409,64,False,0.1,512,0.001,L2,1,COMPLETE
