number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_hidden_dim,params_lr,params_norm,params_num_layers,state
0,0.4197528631097782,2025-06-13 04:13:12.212379,2025-06-13 04:19:36.201298,0 days 00:06:23.988919,32,False,0.3,512,0.0001,L2,3,COMPLETE
1,0.28155454826114856,2025-06-13 04:19:36.202299,2025-06-13 04:20:40.314166,0 days 00:01:04.111867,64,False,0.1,128,1e-05,L2,2,COMPLETE
2,0.42722318050933117,2025-06-13 04:20:40.315167,2025-06-13 04:22:32.780284,0 days 00:01:52.465117,32,False,0.0,128,0.001,L2,3,COMPLETE
3,0.4393735696958034,2025-06-13 04:22:32.781284,2025-06-13 04:24:14.910871,0 days 00:01:42.129587,64,True,0.3,64,0.001,minmax,3,COMPLETE
4,0.39848252653396843,2025-06-13 04:24:14.911872,2025-06-13 04:26:27.792628,0 days 00:02:12.880756,64,True,0.4,128,0.0001,minmax,3,COMPLETE
5,0.30680533911388325,2025-06-13 04:26:27.793628,2025-06-13 04:32:51.757248,0 days 00:06:23.963620,32,False,0.4,512,0.001,minmax,3,COMPLETE
6,0.3046245611796026,2025-06-13 04:32:51.758248,2025-06-13 04:33:40.201296,0 days 00:00:48.443048,64,False,0.3,128,1e-05,L2,1,COMPLETE
7,0.3571760925207217,2025-06-13 04:33:40.202296,2025-06-13 04:37:53.104883,0 days 00:04:12.902587,32,False,0.4,512,0.0001,L2,2,COMPLETE
8,0.25848647600139923,2025-06-13 04:37:53.105883,2025-06-13 04:41:06.763075,0 days 00:03:13.657192,128,True,0.5,256,1e-05,minmax,3,COMPLETE
9,0.3774849470453614,2025-06-13 04:41:06.764075,2025-06-13 04:41:55.186837,0 days 00:00:48.422762,64,False,0.0,128,0.0001,minmax,1,COMPLETE
10,0.4610273629797069,2025-06-13 04:41:55.187836,2025-06-13 04:42:46.890609,0 days 00:00:51.702773,128,True,0.2,64,0.001,minmax,2,COMPLETE
11,0.458051020801041,2025-06-13 04:42:46.891610,2025-06-13 04:43:38.927892,0 days 00:00:52.036282,128,True,0.2,64,0.001,minmax,2,COMPLETE
12,0.4578605545804228,2025-06-13 04:43:38.928893,2025-06-13 04:44:31.022217,0 days 00:00:52.093324,128,True,0.2,64,0.001,minmax,2,COMPLETE
13,0.4516283117386834,2025-06-13 04:44:31.023217,2025-06-13 04:45:23.085343,0 days 00:00:52.062126,128,True,0.2,64,0.001,minmax,2,COMPLETE
14,0.45761891468717775,2025-06-13 04:45:23.086344,2025-06-13 04:46:01.744314,0 days 00:00:38.657970,128,True,0.2,64,0.001,minmax,1,COMPLETE
15,0.46962702597655276,2025-06-13 04:46:01.745315,2025-06-13 04:46:53.648136,0 days 00:00:51.902821,128,True,0.2,64,0.001,minmax,2,COMPLETE
16,0.45959639980482203,2025-06-13 04:46:53.649137,2025-06-13 04:49:13.721467,0 days 00:02:20.072330,128,True,0.2,256,0.001,minmax,2,COMPLETE
17,0.42871168447694047,2025-06-13 04:49:13.722467,2025-06-13 04:49:57.593526,0 days 00:00:43.871059,128,True,0.5,64,0.001,minmax,1,COMPLETE
18,0.4468940932994103,2025-06-13 04:49:57.594526,2025-06-13 04:50:53.884469,0 days 00:00:56.289943,128,True,0.1,64,0.001,minmax,2,COMPLETE
19,0.22566887000492222,2025-06-13 04:50:53.886470,2025-06-13 04:51:32.608845,0 days 00:00:38.722375,128,True,0.2,64,1e-05,minmax,1,COMPLETE
