id,timestamp,target_embedding,top_variant,source_params,model,seed,model_dims,num_heads,num_layers,dim_feedforward,dropout,activation,norm_type,pos_encoding,pooling,use_cls_token,lr,weight_decay,batch_size,optimizer,momentum_sgd,norm,input_dim,max_seq_len,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
39,20260112_025313,gln_phase2_LOW70.csv,70%,Preset_4,Transformer,42,"[768, 768, 512]",16,3,1152,0.15,silu,postnorm,learned,max,False,5e-05,1e-05,32,AdamW,,nan,256,66,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13277,2.18894,0.43182,0.37251,"[0.46512, 0.18182, 0.47059]",345,0.22698,2.20489,0.54545,0.50048,"[0.66667, 0.4, 0.43478]",311,COMPLETED,163.526

40,20260112_025313,baseline_CASIAB_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,22,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.91536,1.69046,0.38636,0.32982,"[0.08333, 0.35294, 0.55319]",665,0.91536,1.69046,0.38636,0.32982,"[0.08333, 0.35294, 0.55319]",665,STOPPED,157.218
41,20260112_025313,baseline_OUMVLP_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,22,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10606,1.12209,0.18182,0.13505,"[0.0, 0.31818, 0.08696]",116,1.10606,1.12209,0.18182,0.13505,"[0.0, 0.31818, 0.08696]",116,STOPPED,27.224
42,20260112_025313,gaitgl_GREW_BNNeck_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,45,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10511,1.09584,0.36364,0.17778,"[0.0, 0.0, 0.53333]",225,1.10511,1.09584,0.36364,0.17778,"[0.0, 0.0, 0.53333]",225,STOPPED,61.649
43,20260112_025313,gaitgl_GREW_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,45,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10749,1.96773,0.61364,0.45129,"[0.65116, 0.0, 0.7027]",985,0.23621,1.68608,0.61364,0.58598,"[0.66667, 0.47059, 0.62069]",766,COMPLETED,269.548
44,20260112_025313,gaitgl_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,128,45,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.20742,2.05129,0.5,0.28571,"[0.66667, 0.0, 0.19048]",1032,0.41819,2.14758,0.54545,0.38973,"[0.65306, 0.0, 0.51613]",820,STOPPED,276.153
45,20260112_025313,gaitgl_OUMVLP_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,45,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.1064,1.11175,0.15909,0.0915,"[0.0, 0.27451, 0.0]",217,1.1064,1.11175,0.15909,0.0915,"[0.0, 0.27451, 0.0]",217,STOPPED,59.516
46,20260112_025313,gaitpart_GREW_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,12,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.84547,1.98507,0.27273,0.26697,"[0.42424, 0.06897, 0.30769]",939,0.73215,1.40505,0.52273,0.44274,"[0.5641, 0.2, 0.5641]",719,STOPPED,211.899
47,20260112_025313,gaitpart_OUMVLP_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,12,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.9618,1.26987,0.47727,0.25191,"[0.65574, 0.0, 0.1]",1194,0.72876,1.60789,0.29545,0.28314,"[0.35294, 0.17391, 0.32258]",1094,STOPPED,269.447
