id,timestamp,target_embedding,source_params,model,seed,model_dims,num_heads,num_layers,dim_feedforward,dropout,activation,norm_type,pos_encoding,pooling,use_cls_token,lr,weight_decay,batch_size,optimizer,momentum_sgd,norm,input_dim,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
24,20251130_183434,gaitset_OUMVLP.csv,baseline_OUMVLP.csv,Transformer,42,[384],8,1,512,0.0,relu,postnorm,learned,max,False,0.0005,0.0,16,AdamW,0.0,L2,256,1.01293,1.01356,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",228,1.01293,1.01356,228,STOPPED,45.63
25,20251130_183434,gln_phase1.csv,baseline_OUMVLP.csv,Transformer,42,[384],8,1,512,0.0,relu,postnorm,learned,max,False,0.0005,0.0,16,AdamW,0.0,L2,256,0.06143,2.16385,0.52273,0.43805,"[0.59574, 0.16667, 0.55172]",0.5,0.44132,"[0.59574, 0.26667, 0.46154]",111,0.56312,1.15576,163,COMPLETED,35.08
26,20251130_183434,gln_phase2.csv,baseline_OUMVLP.csv,Transformer,42,[384],8,1,512,0.0,relu,postnorm,learned,max,False,0.0005,0.0,16,AdamW,0.0,L2,256,0.01951,1.9409,0.5,0.41401,"[0.6087, 0.16667, 0.46667]",0.56818,0.47917,"[0.625, 0.25, 0.5625]",127,0.24272,1.46835,149,COMPLETED,32.119

27,20251130_184336,baseline_CASIAB.csv,gaitgl.csv,Transformer,42,[128],2,1,768,0.0,mish,prenorm,sinusoidal,cls,True,0.0002,1e-05,32,RMSprop,0.0,L2,256,0.06807,3.44722,0.31818,0.30833,"[0.3, 0.25, 0.375]",0.52273,0.52412,"[0.44444, 0.53333, 0.59459]",666,0.30491,3.24522,695,COMPLETED,76.982
28,20251130_184336,baseline_OUMVLP.csv,gaitgl.csv,Transformer,42,[128],2,1,768,0.0,mish,prenorm,sinusoidal,cls,True,0.0002,1e-05,32,RMSprop,0.0,L2,256,0.56436,1.8638,0.52273,0.43121,"[0.65455, 0.42857, 0.21053]",0.54545,0.5303,"[0.59091, 0.5, 0.5]",460,0.51217,1.58082,632,STOPPED,69.869
29,20251130_184336,gaitgl.csv,gaitgl.csv,Transformer,42,[128],2,1,768,0.0,mish,prenorm,sinusoidal,cls,True,0.0002,1e-05,32,RMSprop,0.0,L2,128,0.09554,4.13419,0.31818,0.28885,"[0.43902, 0.16667, 0.26087]",0.47727,0.46231,"[0.54054, 0.36364, 0.48276]",157,0.33064,2.17719,328,COMPLETED,34.646
30,20251130_184336,gaitgl_GREW.csv,gaitgl.csv,Transformer,42,[128],2,1,768,0.0,mish,prenorm,sinusoidal,cls,True,0.0002,1e-05,32,RMSprop,0.0,L2,256,0.05751,4.16641,0.31818,0.28058,"[0.42105, 0.11765, 0.30303]",0.38636,0.33645,"[0.41026, 0.16667, 0.43243]",146,0.23864,3.02524,185,COMPLETED,21.351
31,20251130_184336,gaitgl_GREW_BNNeck.csv,gaitgl.csv,Transformer,42,[128],2,1,768,0.0,mish,prenorm,sinusoidal,cls,True,0.0002,1e-05,32,RMSprop,0.0,L2,256,0.09789,3.20742,0.38636,0.40114,"[0.4, 0.44444, 0.35897]",0.45455,0.46312,"[0.46512, 0.5, 0.42424]",517,0.44222,3.54304,605,COMPLETED,70.085
32,20251130_184336,gaitgl_OUMVLP.csv,gaitgl.csv,Transformer,42,[128],2,1,768,0.0,mish,prenorm,sinusoidal,cls,True,0.0002,1e-05,32,RMSprop,0.0,L2,256,0.04924,2.83765,0.54545,0.47949,"[0.65385, 0.4, 0.38462]",0.54545,0.51637,"[0.60465, 0.44444, 0.5]",593,0.29872,2.45051,683,COMPLETED,78.388
