id,timestamp,target_embedding,source_params,model,seed,input_dim,model_dim,num_heads,num_layers,dim_feedforward,dropout,activation,norm_type,pos_encoding,pooling,use_cls_token,lr,weight_decay,batch_size,optimizer,momentum_sgd,norm,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training,duration_sec
1,20251105_190719,baseline_CASIAB.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.08531,0.45455,577,0.35674,0.46533,479,0.39055,COMPLETED,44.168
2,20251105_190719,baseline_OUMVLP.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.09788,0.45455,654,0.39123,0.47933,474,0.48883,COMPLETED,48.07
3,20251105_190719,gaitgl.csv,baseline_CASIAB.csv,Transformer,42,128,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.09311,0.5,441,0.34141,0.42897,431,0.18181,COMPLETED,35.699
4,20251105_190719,gaitgl_GREW.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.08695,0.52273,345,0.36605,0.50588,277,0.25339,COMPLETED,30.867
5,20251105_190719,gaitgl_GREW_BNNeck.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.99658,0.47727,242,0.21538,0.21538,242,0.99658,STOPPED,21.853
6,20251105_190719,gaitgl_OUMVLP.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.99959,0.47727,271,0.21538,0.21538,271,0.99959,STOPPED,22.446
7,20251105_190719,gaitpart_GREW.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.07436,0.45455,519,0.38641,0.57993,494,0.25436,COMPLETED,37.271
8,20251105_190719,gaitpart_OUMVLP.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,1.0064,0.47727,158,0.21538,0.21538,158,1.0064,STOPPED,11.799
9,20251105_190719,gaitset.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.09768,0.43182,631,0.32361,0.46085,620,0.13954,COMPLETED,52.784
10,20251105_190719,gaitset_GREW.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.09756,0.34091,698,0.29483,0.4043,541,0.48897,COMPLETED,55.871
11,20251105_190719,gaitset_OUMVLP.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,1.01035,0.47727,162,0.21538,0.21538,162,1.01035,STOPPED,12.865
12,20251105_190719,gln_phase1.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.07898,0.52273,745,0.43623,0.53283,637,0.28789,COMPLETED,70.28
13,20251105_190719,gln_phase2.csv,baseline_CASIAB.csv,Transformer,42,256,128,2,2,768,0.0,silu,prenorm,sinusoidal,max,False,0.0001,0.0,96,AdamW,0.0,minmax,0.08,0.5,741,0.45238,0.6147,560,0.44628,COMPLETED,69.625

14,20251105_191606,baseline_CASIAB.csv,baseline_OUMVLP.csv,Transformer,42,256,512,2,2,256,0.2,mish,prenorm,learned,cls,True,2e-05,1e-07,128,Adam,0.0,minmax,1.01504,0.47727,150,0.21538,0.21538,150,1.01504,STOPPED,11.094
15,20251105_191606,baseline_OUMVLP.csv,baseline_OUMVLP.csv,Transformer,42,256,512,2,2,256,0.2,mish,prenorm,learned,cls,True,2e-05,1e-07,128,Adam,0.0,minmax,1.00798,0.47727,255,0.21538,0.21538,255,1.00798,STOPPED,19.021
