id,timestamp,target_embedding,source_params,model,seed,model_dims,num_heads,num_layers,dim_feedforward,dropout,activation,norm_type,pos_encoding,pooling,use_cls_token,batch_size,optimizer,momentum_sgd,lr,weight_decay,norm,input_dim,label_smoothing,clip_grad_norm,class_weights,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
490,20251214_021804,gaitset.csv,best_configs_v3,Transformer,42,"[640, 480, 320]",8,3,960,0.15,mish,postnorm,sinusoidal,max,False,32,Adam,,6e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14838,1.84764,0.36364,0.32453,"[0.48649, 0.1, 0.3871]",0.45455,0.40961,"[0.56522, 0.31579, 0.34783]",118,0.64606,1.33574,279,COMPLETED,93.88899
491,20251214_021804,gaitset_GREW.csv,best_configs_v3,Transformer,42,"[640, 480, 320]",8,3,960,0.15,mish,postnorm,sinusoidal,max,False,32,Adam,,6e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14918,2.37435,0.34091,0.27083,"[0.5, 0.0, 0.3125]",0.38636,0.37304,"[0.44444, 0.26087, 0.41379]",218,0.71957,1.38849,430,COMPLETED,144.48734
492,20251214_021804,gaitset_OUMVLP.csv,best_configs_v3,Transformer,42,"[640, 480, 320]",8,3,960,0.15,mish,postnorm,sinusoidal,max,False,32,Adam,,6e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14827,1.50946,0.40909,0.39345,"[0.45714, 0.28571, 0.4375]",0.56818,0.46159,"[0.7234, 0.14286, 0.51852]",493,0.15362,1.45552,514,COMPLETED,172.67891
493,20251214_021804,gln_phase1.csv,best_configs_v3,Transformer,42,"[640, 480, 320]",8,3,960,0.15,mish,postnorm,sinusoidal,max,False,32,Adam,,6e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14814,1.391,0.36364,0.2922,"[0.5641, 0.0, 0.3125]",0.56818,0.47719,"[0.63158, 0.2, 0.6]",66,0.65278,1.03441,194,COMPLETED,86.02474
494,20251214_021804,gln_phase2.csv,best_configs_v3,Transformer,42,"[640, 480, 320]",8,3,960,0.15,mish,postnorm,sinusoidal,max,False,32,Adam,,6e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14963,1.19404,0.54545,0.49304,"[0.6, 0.30769, 0.57143]",0.59091,0.56131,"[0.63415, 0.46154, 0.58824]",139,0.25447,1.12846,209,COMPLETED,92.77506

534,20251214_021804,baseline_CASIAB.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.48314,1.4665,0.54545,0.4648,"[0.6087, 0.14286, 0.64286]",0.61364,0.5675,"[0.68182, 0.4, 0.62069]",422,0.47858,1.35458,554,STOPPED,228.72314
535,20251214_021804,baseline_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.39427,1.76143,0.54545,0.39646,"[0.58333, 0.0, 0.60606]",0.65909,0.64127,"[0.66667, 0.57143, 0.68571]",1263,0.22396,1.44363,1328,STOPPED,551.4409
536,20251214_021804,gaitgl.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15155,3.17292,0.27273,0.22576,"[0.35294, 0.0, 0.32432]",0.45455,0.42442,"[0.64865, 0.24, 0.38462]",546,0.23893,2.80886,690,STOPPED,321.93452
537,20251214_021804,gaitgl_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14057,2.02067,0.54545,0.48775,"[0.62222, 0.30769, 0.53333]",0.56818,0.53524,"[0.59459, 0.4, 0.61111]",450,0.14296,2.0789,514,COMPLETED,268.54431
538,20251214_021804,gaitgl_GREW_BNNeck.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14665,2.88107,0.38636,0.3625,"[0.4, 0.25, 0.4375]",0.47727,0.44949,"[0.5, 0.36364, 0.48485]",253,0.60766,1.35317,769,COMPLETED,379.48491
539,20251214_021804,gaitgl_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.1081,1.08654,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",161,1.1081,1.08654,161,STOPPED,76.90643
540,20251214_021804,gaitpart_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.49229,2.02311,0.40909,0.35475,"[0.44444, 0.13333, 0.48649]",0.54545,0.477,"[0.69767, 0.26667, 0.46667]",816,0.55372,1.47027,866,STOPPED,338.42966
541,20251214_021804,gaitpart_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10904,1.09894,0.36364,0.17778,"[0.0, 0.0, 0.53333]",0.36364,0.17778,"[0.0, 0.0, 0.53333]",160,1.10904,1.09894,160,STOPPED,64.55298
542,20251214_021804,gaitset.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14167,2.46378,0.45455,0.38889,"[0.52381, 0.14286, 0.5]",0.54545,0.52544,"[0.58537, 0.46154, 0.52941]",334,0.68012,1.61625,741,COMPLETED,353.83994
543,20251214_021804,gaitset_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10833,1.09763,0.47727,0.21538,"[0.64615, 0.0, 0.0]",0.47727,0.21538,"[0.64615, 0.0, 0.0]",128,1.10833,1.09763,128,STOPPED,61.28875
544,20251214_021804,gaitset_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",1.10831,1.09528,0.36364,0.17778,"[0.0, 0.0, 0.53333]",0.36364,0.17778,"[0.0, 0.0, 0.53333]",216,1.10831,1.09528,216,STOPPED,99.8919
545,20251214_021804,gln_phase1.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.95562,1.31753,0.38636,0.2619,"[0.5, 0.0, 0.28571]",0.47727,0.43598,"[0.28571, 0.4, 0.62222]",256,0.66601,1.3075,755,STOPPED,507.78028
546,20251214_021804,gln_phase2.csv,best_configs_v3,Transformer,42,"[512, 512, 512, 512, 512]",16,5,768,0.1,mish,prenorm,learned,mean,False,32,Adam,,0.0001,1e-06,L2,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.66946,2.333,0.31818,0.31402,"[0.375, 0.22222, 0.34483]",0.40909,0.39137,"[0.3871, 0.27273, 0.51429]",433,0.47521,1.97349,676,STOPPED,447.28154

625,20251214_021804,baseline_CASIAB.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14518,2.1002,0.5,0.39804,"[0.62745, 0.16667, 0.4]",0.5,0.49145,"[0.51282, 0.46154, 0.5]",252,0.65144,1.81566,994,COMPLETED,206.45066
626,20251214_021804,baseline_OUMVLP.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14905,2.34727,0.47727,0.40696,"[0.57143, 0.13333, 0.51613]",0.56818,0.53434,"[0.63158, 0.4, 0.57143]",225,0.66822,1.23894,1209,COMPLETED,251.38542
627,20251214_021804,gaitgl.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14504,1.90754,0.40909,0.30287,"[0.47619, 0.0, 0.43243]",0.45455,0.41877,"[0.47059, 0.28571, 0.5]",95,0.19035,2.29985,166,COMPLETED,50.33706
628,20251214_021804,gaitgl_GREW.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14494,1.61101,0.5,0.42353,"[0.66667, 0.13333, 0.47059]",0.52273,0.45409,"[0.68182, 0.26667, 0.41379]",76,0.18136,1.64527,113,COMPLETED,35.2953
629,20251214_021804,gaitgl_GREW_BNNeck.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14982,3.38161,0.25,0.22524,"[0.3, 0.11765, 0.25806]",0.45455,0.3902,"[0.51163, 0.14286, 0.51613]",301,0.68127,1.39279,1852,STOPPED,576.21298
630,20251214_021804,gaitgl_OUMVLP.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14101,2.24605,0.5,0.4766,"[0.58537, 0.4, 0.44444]",0.59091,0.57968,"[0.61111, 0.53333, 0.59459]",141,0.38476,1.29177,423,COMPLETED,132.32862
631,20251214_021804,gaitpart_GREW.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14871,2.45207,0.47727,0.4546,"[0.55814, 0.42105, 0.38462]",0.59091,0.56245,"[0.66667, 0.4, 0.62069]",708,0.29861,2.21082,1348,STOPPED,253.99656
632,20251214_021804,gaitpart_OUMVLP.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.27055,2.33153,0.38636,0.35252,"[0.46512, 0.23529, 0.35714]",0.56818,0.54188,"[0.55, 0.42857, 0.64706]",264,0.74266,1.15459,1275,STOPPED,239.25696
633,20251214_021804,gaitset.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14841,2.62885,0.40909,0.37391,"[0.52174, 0.33333, 0.26667]",0.52273,0.49405,"[0.625, 0.5, 0.35714]",1369,0.1922,2.21052,1402,COMPLETED,420.62985
634,20251214_021804,gaitset_GREW.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.2261,2.15495,0.38636,0.28485,"[0.4, 0.0, 0.45455]",0.63636,0.57542,"[0.69767, 0.4, 0.62857]",328,0.66616,1.20497,951,STOPPED,285.80822
635,20251214_021804,gaitset_OUMVLP.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.59436,3.994,0.25,0.2471,"[0.27586, 0.14286, 0.32258]",0.45455,0.43016,"[0.57895, 0.46154, 0.25]",222,0.74098,1.41241,1140,STOPPED,341.83719
636,20251214_021804,gln_phase1.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14213,2.11709,0.5,0.4195,"[0.60465, 0.15385, 0.5]",0.54545,0.51367,"[0.57143, 0.375, 0.59459]",501,0.25424,2.25351,848,COMPLETED,382.41396
637,20251214_021804,gln_phase2.csv,best_configs_v3,Transformer,42,"[256, 384, 512, 640]",8,4,768,0.15,silu,postnorm,learned,mean,False,64,AdamW,,5e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14155,2.41079,0.43182,0.42393,"[0.41026, 0.4, 0.46154]",0.52273,0.49293,"[0.53333, 0.4, 0.54545]",1073,0.1492,2.25886,1092,COMPLETED,493.3818

651,20251214_021804,baseline_CASIAB.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1408,2.35654,0.43182,0.32963,"[0.48889, 0.0, 0.5]",0.5,0.47521,"[0.51282, 0.4, 0.51282]",100,0.6916,1.42402,416,COMPLETED,92.92812
652,20251214_021804,baseline_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17794,2.70581,0.36364,0.34656,"[0.44444, 0.16667, 0.42857]",0.54545,0.52532,"[0.61538, 0.44444, 0.51613]",435,0.20501,2.07509,485,STOPPED,108.33478
653,20251214_021804,gaitgl.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.146,2.34607,0.38636,0.27329,"[0.55319, 0.0, 0.26667]",0.5,0.44762,"[0.59574, 0.33333, 0.41379]",33,0.14729,2.03656,149,COMPLETED,44.31027
654,20251214_021804,gaitgl_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14669,1.86091,0.52273,0.36352,"[0.65306, 0.0, 0.4375]",0.56818,0.47632,"[0.65, 0.2, 0.57895]",56,0.21672,1.67388,105,COMPLETED,32.02052
655,20251214_021804,gaitgl_GREW_BNNeck.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1442,2.64591,0.36364,0.33536,"[0.43902, 0.22222, 0.34483]",0.45455,0.43438,"[0.51429, 0.27273, 0.51613]",315,0.59897,1.95435,603,COMPLETED,183.98733
656,20251214_021804,gaitgl_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.142,2.21967,0.45455,0.40926,"[0.53333, 0.25, 0.44444]",0.54545,0.47293,"[0.65306, 0.28571, 0.48]",133,0.27277,1.90491,144,COMPLETED,43.99954
657,20251214_021804,gaitpart_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14202,2.91117,0.29545,0.2823,"[0.32432, 0.2, 0.32258]",0.43182,0.42337,"[0.41026, 0.375, 0.48485]",312,0.465,1.86331,534,COMPLETED,111.09352
658,20251214_021804,gaitpart_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.23756,2.72536,0.36364,0.36207,"[0.4, 0.32258, 0.36364]",0.56818,0.54058,"[0.65116, 0.47059, 0.5]",401,0.32105,1.94842,609,STOPPED,126.86548
659,20251214_021804,gaitset.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.18255,2.67734,0.36364,0.31289,"[0.47619, 0.11765, 0.34483]",0.47727,0.46825,"[0.57143, 0.5, 0.33333]",348,0.23458,2.35281,474,STOPPED,139.27523
660,20251214_021804,gaitset_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.45089,1.82973,0.45455,0.36949,"[0.57143, 0.16667, 0.37037]",0.59091,0.4968,"[0.65217, 0.25, 0.58824]",294,0.20316,2.01002,345,STOPPED,101.40363
661,20251214_021804,gaitset_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.50922,2.60802,0.36364,0.33164,"[0.52632, 0.25806, 0.21053]",0.45455,0.42222,"[0.6, 0.33333, 0.33333]",464,0.55298,1.8969,518,STOPPED,152.90159
662,20251214_021804,gln_phase1.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.31641,2.27102,0.31818,0.22394,"[0.47826, 0.0, 0.19355]",0.52273,0.44247,"[0.59091, 0.22222, 0.51429]",193,0.3769,1.66717,390,STOPPED,152.4875
663,20251214_021804,gln_phase2.csv,best_configs_v3,Transformer,42,"[512, 512, 512]",8,3,1152,0.0,silu,prenorm,learned,cls,True,40,Adam,,0.0005,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15878,1.86255,0.54545,0.45551,"[0.62222, 0.18182, 0.5625]",0.61364,0.57198,"[0.66667, 0.42857, 0.62069]",341,0.17168,1.72965,391,STOPPED,152.71048

885,20251214_021804,baseline_CASIAB.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15562,3.12651,0.34091,0.275,"[0.45, 0.0, 0.375]",0.5,0.37566,"[0.57143, 0.0, 0.55556]",285,0.44228,2.06735,782,STOPPED,213.64274
886,20251214_021804,baseline_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1498,2.36534,0.45455,0.33023,"[0.55319, 0.0, 0.4375]",0.52273,0.4869,"[0.61905, 0.375, 0.46667]",555,0.17257,1.95858,774,COMPLETED,211.48757
887,20251214_021804,gaitgl.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14684,1.84101,0.38636,0.28634,"[0.43478, 0.0, 0.42424]",0.43182,0.44815,"[0.4, 0.5, 0.44444]",31,0.45999,1.52095,122,COMPLETED,38.78982
888,20251214_021804,gaitgl_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14604,1.49235,0.47727,0.32828,"[0.64, 0.0, 0.34483]",0.52273,0.47673,"[0.61538, 0.44444, 0.37037]",29,0.28551,1.85846,88,COMPLETED,29.01322
889,20251214_021804,gaitgl_GREW_BNNeck.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.19162,2.73684,0.38636,0.33389,"[0.45455, 0.13333, 0.41379]",0.45455,0.41273,"[0.53659, 0.25, 0.45161]",522,0.51219,1.95009,1105,STOPPED,362.52971
890,20251214_021804,gaitgl_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14496,1.86824,0.5,0.40741,"[0.66667, 0.0, 0.55556]",0.5,0.46061,"[0.66667, 0.18182, 0.53333]",162,0.22984,1.83696,262,COMPLETED,86.26651
891,20251214_021804,gaitpart_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14565,1.95396,0.54545,0.5189,"[0.61224, 0.5, 0.44444]",0.59091,0.60484,"[0.58537, 0.66667, 0.5625]",901,0.16749,1.8756,1068,STOPPED,279.04627
892,20251214_021804,gaitpart_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.25717,2.6982,0.40909,0.3545,"[0.52381, 0.11111, 0.42857]",0.63636,0.5726,"[0.66667, 0.36364, 0.6875]",251,0.72375,1.09759,1024,STOPPED,265.86257
893,20251214_021804,gaitset.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14231,2.64894,0.43182,0.35961,"[0.59574, 0.22222, 0.26087]",0.61364,0.57529,"[0.64865, 0.42857, 0.64865]",980,0.17811,1.83204,988,COMPLETED,317.8086
894,20251214_021804,gaitset_GREW.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14976,2.00063,0.54545,0.50268,"[0.63158, 0.36364, 0.51282]",0.61364,0.57575,"[0.71111, 0.5, 0.51613]",910,0.27815,1.69964,1007,STOPPED,323.72087
895,20251214_021804,gaitset_OUMVLP.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14497,2.27262,0.47727,0.40842,"[0.57143, 0.15385, 0.5]",0.61364,0.51409,"[0.69767, 0.25, 0.59459]",1027,0.16224,1.81055,1084,COMPLETED,348.60657
896,20251214_021804,gln_phase1.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14758,2.57467,0.43182,0.36051,"[0.61905, 0.11765, 0.34483]",0.52273,0.44431,"[0.72727, 0.23529, 0.37037]",338,0.28828,2.34598,718,COMPLETED,286.3986
897,20251214_021804,gln_phase2.csv,best_configs_v3,Transformer,42,"[512, 512, 384]",8,3,768,0.1,mish,postnorm,sinusoidal,cls,True,32,Adam,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.17485,2.05206,0.47727,0.34593,"[0.55, 0.0, 0.4878]",0.61364,0.5626,"[0.68085, 0.44444, 0.5625]",349,0.32994,1.47364,650,STOPPED,258.3113

911,20251214_021804,baseline_CASIAB.csv,best_configs_v3,Transformer,42,"[256, 512]",8,2,512,0.0,silu,prenorm,sinusoidal,mean,False,64,AdamW,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14423,2.14018,0.47727,0.33333,"[0.61538, 0.0, 0.38462]",0.40909,0.37054,"[0.51163, 0.2, 0.4]",339,0.63531,2.88072,755,COMPLETED,88.74779
912,20251214_021804,baseline_OUMVLP.csv,best_configs_v3,Transformer,42,"[256, 512]",8,2,512,0.0,silu,prenorm,sinusoidal,mean,False,64,AdamW,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14397,1.88586,0.40909,0.31693,"[0.41026, 0.0, 0.54054]",0.54545,0.48492,"[0.63636, 0.26667, 0.55172]",215,0.60811,1.249,789,COMPLETED,93.01351
913,20251214_021804,gaitgl.csv,best_configs_v3,Transformer,42,"[256, 512]",8,2,512,0.0,silu,prenorm,sinusoidal,mean,False,64,AdamW,,2e-05,1e-06,,128,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14973,2.21534,0.40909,0.3684,"[0.53659, 0.23529, 0.33333]",0.43182,0.39275,"[0.53659, 0.26667, 0.375]",97,0.15341,2.22914,113,COMPLETED,17.04238
914,20251214_021804,gaitgl_GREW.csv,best_configs_v3,Transformer,42,"[256, 512]",8,2,512,0.0,silu,prenorm,sinusoidal,mean,False,64,AdamW,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14811,1.71412,0.43182,0.40531,"[0.4, 0.23529, 0.58065]",0.54545,0.48937,"[0.6087, 0.30769, 0.55172]",60,0.30703,1.20326,93,COMPLETED,14.85345
915,20251214_021804,gaitgl_GREW_BNNeck.csv,best_configs_v3,Transformer,42,"[256, 512]",8,2,512,0.0,silu,prenorm,sinusoidal,mean,False,64,AdamW,,2e-05,1e-06,,256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14817,2.61653,0.38636,0.3205,"[0.55814, 0.11765, 0.28571]",0.45455,0.42236,"[0.57143, 0.34783, 0.34783]",755,0.42933,2.66842,1332,COMPLETED,213.70714
