id,timestamp,target_embedding,top_variant,source_params,model,seed,model_dims,num_heads,num_layers,dim_feedforward,dropout,activation,norm_type,pos_encoding,pooling,use_cls_token,lr,weight_decay,batch_size,optimizer,momentum_sgd,norm,input_dim,max_seq_len,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20260107_181546,baseline_CASIAB_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,16,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12247,2.33291,0.52273,0.46825,"[0.61905, 0.28571, 0.5]",496,0.13791,2.05653,0.56818,0.47071,"[0.66667, 0.2, 0.54545]",470,COMPLETED,89.684
2,20260107_181546,baseline_OUMVLP_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,16,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13125,2.65339,0.45455,0.39151,"[0.47059, 0.125, 0.57895]",726,0.29861,1.61291,0.59091,0.49573,"[0.66667, 0.15385, 0.66667]",432,COMPLETED,126.517
3,20260107_181546,gaitgl_GREW_BNNeck_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,32,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12202,2.68849,0.40909,0.30725,"[0.52174, 0.0, 0.4]",636,0.3149,2.2557,0.5,0.4537,"[0.55556, 0.25, 0.55556]",347,COMPLETED,116.639
4,20260107_181546,gaitgl_GREW_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,32,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1367,1.6873,0.47727,0.45004,"[0.5, 0.36364, 0.48649]",31,0.16362,1.59127,0.61364,0.58801,"[0.61538, 0.5, 0.64865]",22,COMPLETED,5.615
5,20260107_181546,gaitgl_OUMVLP_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,32,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13799,1.82911,0.45455,0.35386,"[0.54545, 0.0, 0.51613]",132,0.19385,2.03233,0.52273,0.50488,"[0.58824, 0.38095, 0.54545]",109,COMPLETED,24.666
6,20260107_181546,gaitgl_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,128,32,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12024,2.05716,0.43182,0.37631,"[0.4878, 0.125, 0.51613]",47,0.14254,2.00613,0.56818,0.47487,"[0.63636, 0.2, 0.58824]",40,COMPLETED,8.581
7,20260107_181546,gaitpart_GREW_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,8,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13174,2.46562,0.47727,0.4071,"[0.57778, 0.125, 0.51852]",891,0.65764,1.76265,0.52273,0.50488,"[0.58824, 0.38095, 0.54545]",261,COMPLETED,160.354
8,20260107_181546,gaitpart_OUMVLP_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,8,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13639,2.19852,0.52273,0.49878,"[0.61538, 0.38095, 0.5]",708,0.20601,1.71613,0.61364,0.59749,"[0.63415, 0.53333, 0.625]",538,STOPPED,130.419
9,20260107_181546,gaitset_GREW_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,31,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12106,2.61744,0.45455,0.41285,"[0.53659, 0.23529, 0.46667]",638,0.6533,1.8122,0.56818,0.54167,"[0.625, 0.5, 0.5]",342,COMPLETED,127.399
10,20260107_181546,gaitset_OUMVLP_TOP50.csv,50%,Preset_1,Transformer,42,"[512, 512, 512]",8,3,1024,0.1,mish,prenorm,learned,cls,True,7e-05,5e-06,48,AdamW,0.0,nan,256,31,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10498,3.01738,0.34091,0.29583,"[0.3125, 0.125, 0.45]",629,0.65265,1.54154,0.52273,0.5,"[0.57143, 0.42857, 0.5]",280,COMPLETED,125.344
