id,timestamp,target_embedding,top_variant,source_params,model,seed,model_dims,num_heads,num_layers,dim_feedforward,dropout,activation,norm_type,pos_encoding,pooling,use_cls_token,lr,weight_decay,batch_size,optimizer,momentum_sgd,norm,input_dim,max_seq_len,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
1,20260111_215648,baseline_CASIAB_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,10,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13605,2.69843,0.40909,0.37192,"[0.53659, 0.26667, 0.3125]",314,0.28535,2.36776,0.52273,0.48944,"[0.61538, 0.35294, 0.5]",208,COMPLETED,113.854
2,20260111_215648,baseline_OUMVLP_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,10,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11296,2.45611,0.45455,0.40053,"[0.46512, 0.25, 0.48649]",334,0.73704,1.63772,0.59091,0.48504,"[0.66667, 0.25, 0.53846]",125,COMPLETED,119.786
3,20260111_215648,gaitgl_GREW_BNNeck_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,20,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.1085,1.07979,0.36364,0.17778,"[0.0, 0.0, 0.53333]",243,1.1085,1.07979,0.36364,0.17778,"[0.0, 0.0, 0.53333]",243,STOPPED,90.704
4,20260111_215648,gaitgl_GREW_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,20,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1135,2.1073,0.40909,0.35141,"[0.53659, 0.11765, 0.4]",26,0.19986,2.33793,0.5,0.42465,"[0.53659, 0.18182, 0.55556]",15,COMPLETED,9.841
5,20260111_215648,gaitgl_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,128,20,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1203,1.76781,0.43182,0.28744,"[0.56604, 0.0, 0.2963]",32,0.31856,2.14967,0.47727,0.46162,"[0.41379, 0.42105, 0.55]",23,COMPLETED,11.715
6,20260111_215648,gaitgl_OUMVLP_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,20,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1335,2.72114,0.38636,0.27381,"[0.57143, 0.0, 0.25]",121,0.17701,2.26762,0.47727,0.39867,"[0.60465, 0.15385, 0.4375]",98,COMPLETED,46.019
7,20260111_215648,gaitpart_GREW_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,5,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13987,3.54688,0.29545,0.26497,"[0.32432, 0.11765, 0.35294]",798,0.71809,1.36595,0.45455,0.38866,"[0.51282, 0.16667, 0.48649]",265,COMPLETED,293.476
8,20260111_215648,gaitpart_OUMVLP_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,5,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13118,2.35096,0.5,0.42807,"[0.52174, 0.18182, 0.58065]",552,0.158,2.09533,0.61364,0.55018,"[0.6, 0.30769, 0.74286]",498,COMPLETED,199.683
9,20260111_215648,gaitset_GREW_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,19,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10211,2.49445,0.5,0.4098,"[0.625, 0.14286, 0.46154]",550,0.34486,2.16937,0.54545,0.44982,"[0.66667, 0.16667, 0.51613]",462,COMPLETED,202.256
10,20260111_215648,gaitset_LOW30.csv,30%,Preset_11,Transformer,42,"[512, 640, 768, 640]",16,4,1280,0.1,silu,postnorm,sinusoidal,cls,True,5e-05,1e-06,32,Adam,,nan,256,19,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13287,2.10822,0.5,0.33939,"[0.61818, 0.0, 0.4]",367,0.17404,1.83163,0.56818,0.47598,"[0.66667, 0.16667, 0.59459]",248,COMPLETED,134.91
