number,value,state,datetime_start,datetime_complete,duration,model_dims,activation,batch_size,dim_feedforward,dropout,lr,momentum_sgd,norm,norm_type,num_heads,num_layers,optimizer,pooling,pos_encoding,weight_decay
17,0.21758419036095988,COMPLETE,2025-11-24 22:05:42.549768,2025-11-24 22:07:01.255941,0 days 00:01:18.706173,"[512, 384, 256, 192]",gelu,64,128,0.3,0.001,0.9,L2,postnorm,2,4,SGD,mean,learned,1e-05
18,0.20066812009420648,COMPLETE,2025-11-24 22:07:01.258984,2025-11-24 22:07:50.833263,0 days 00:00:49.574279,"[128, 192]",silu,64,512,0.3,5e-05,,minmax,prenorm,4,2,Adam,max,sinusoidal,1e-07
19,0.08888888888888889,PRUNED,2025-11-24 22:07:50.835767,2025-11-24 22:08:04.917382,0 days 00:00:14.081615,"[64, 64, 64]",hardswish,64,256,0.0,1e-05,,L2,postnorm,8,3,AdamW,cls,learned,0.0
20,0.1761006289308176,PRUNED,2025-11-24 22:08:04.918386,2025-11-24 22:08:21.839580,0 days 00:00:16.921194,"[384, 256, 192, 128]",relu,96,384,0.4,0.0005,,L2,postnorm,8,4,AdamW,max,sinusoidal,1e-07
21,0.18238993710691823,PRUNED,2025-11-24 22:08:21.840580,2025-11-24 22:09:46.148147,0 days 00:01:24.307567,"[512, 512]",leakyrelu,16,768,0.3,0.0005,,L2,prenorm,4,2,AdamW,mean,learned,1e-06
22,0.1761006289308176,PRUNED,2025-11-24 22:09:46.149152,2025-11-24 22:10:23.535334,0 days 00:00:37.386182,[256],leakyrelu,16,768,0.3,0.0005,,L2,prenorm,4,1,AdamW,mean,learned,1e-06
23,0.1761006289308176,PRUNED,2025-11-24 22:10:23.536336,2025-11-24 22:10:51.368118,0 days 00:00:27.831782,"[256, 256]",leakyrelu,16,768,0.3,0.0001,,L2,prenorm,4,2,AdamW,mean,learned,1e-06
24,0.21758419036095988,COMPLETE,2025-11-24 22:10:51.369125,2025-11-24 22:12:23.346555,0 days 00:01:31.977430,[512],leakyrelu,16,768,0.3,0.0005,,L2,prenorm,4,1,AdamW,mean,learned,1e-06
25,0.2656704710266497,COMPLETE,2025-11-24 22:12:23.348556,2025-11-24 22:13:49.440962,0 days 00:01:26.092406,"[128, 128]",leakyrelu,48,128,0.2,0.0005,,L2,prenorm,4,2,Adam,mean,learned,1e-06
26,0.21758419036095988,COMPLETE,2025-11-24 22:13:49.444466,2025-11-24 22:15:07.338815,0 days 00:01:17.894349,"[192, 256, 384]",relu,48,128,0.2,0.0001,,minmax,prenorm,2,3,Adam,mean,learned,0.0
27,0.21758419036095988,COMPLETE,2025-11-24 22:15:07.340868,2025-11-24 22:15:55.731781,0 days 00:00:48.390913,[128],leakyrelu,48,128,0.2,0.0005,,L2,postnorm,16,1,Adam,cls,learned,1e-05
28,0.1761006289308176,PRUNED,2025-11-24 22:15:55.735302,2025-11-24 22:16:10.008326,0 days 00:00:14.273024,"[512, 384]",mish,48,128,0.2,0.001,,L2,prenorm,4,2,Adam,mean,sinusoidal,1e-06
29,0.08888888888888889,PRUNED,2025-11-24 22:16:10.009361,2025-11-24 22:16:21.843328,0 days 00:00:11.833967,[768],hardswish,48,128,0.2,1e-05,,L2,prenorm,4,1,Adam,max,learned,0.0
30,0.21758419036095988,COMPLETE,2025-11-24 22:16:21.844831,2025-11-24 22:17:44.586141,0 days 00:01:22.741310,"[640, 512, 384]",gelu,128,128,0.0,5e-05,,L2,postnorm,8,3,Adam,cls,learned,1e-07
31,0.1761006289308176,PRUNED,2025-11-24 22:17:44.588707,2025-11-24 22:18:16.876189,0 days 00:00:32.287482,"[192, 192]",leakyrelu,32,768,0.3,0.0005,,L2,prenorm,4,2,RMSprop,mean,learned,1e-06
32,0.1761006289308176,PRUNED,2025-11-24 22:18:16.878209,2025-11-24 22:18:43.157990,0 days 00:00:26.279781,"[512, 512]",leakyrelu,64,768,0.3,0.0005,,L2,prenorm,4,2,AdamW,mean,learned,1e-06
33,0.18238993710691823,PRUNED,2025-11-24 22:18:43.158990,2025-11-24 22:20:02.015067,0 days 00:01:18.856077,"[128, 128]",leakyrelu,16,768,0.1,0.0005,0.8,L2,prenorm,4,2,SGD,mean,learned,1e-06
34,0.21758419036095988,COMPLETE,2025-11-24 22:20:02.016074,2025-11-24 22:21:16.585566,0 days 00:01:14.569492,"[384, 384, 384]",prelu,48,128,0.0,0.0002,,minmax,prenorm,4,3,Adam,mean,learned,1e-06
35,0.21758419036095988,COMPLETE,2025-11-24 22:21:16.587580,2025-11-24 22:22:16.717388,0 days 00:01:00.129808,"[64, 96]",elu,64,256,0.2,0.0005,,L2,prenorm,16,2,AdamW,mean,learned,0.0
36,0.1761006289308176,PRUNED,2025-11-24 22:22:16.720407,2025-11-24 22:22:57.593187,0 days 00:00:40.872780,"[768, 768, 768]",leakyrelu,96,128,0.1,2e-05,0.8,L2,prenorm,4,3,SGD,mean,learned,1e-05
37,0.1761006289308176,PRUNED,2025-11-24 22:22:57.594252,2025-11-24 22:23:09.117394,0 days 00:00:11.523142,"[192, 128]",leakyrelu,64,384,0.4,0.001,,minmax,postnorm,2,2,RMSprop,max,sinusoidal,0.0
38,0.21758419036095988,COMPLETE,2025-11-24 22:23:09.118399,2025-11-24 22:24:01.417225,0 days 00:00:52.298826,[96],prelu,32,512,0.0,0.0002,,L2,postnorm,8,1,AdamW,mean,learned,1e-07
39,0.21758419036095988,COMPLETE,2025-11-24 22:24:01.420544,2025-11-24 22:26:22.317120,0 days 00:02:20.896576,"[192, 192]",silu,16,128,0.3,0.0001,,L2,prenorm,16,2,Adam,mean,sinusoidal,1e-06
40,0.1761006289308176,PRUNED,2025-11-24 22:26:22.319167,2025-11-24 22:26:45.798622,0 days 00:00:23.479455,"[384, 256, 192]",elu,128,768,0.1,0.0005,,minmax,postnorm,4,3,AdamW,max,learned,0.0
41,0.20912615522758315,COMPLETE,2025-11-24 22:26:45.799629,2025-11-24 22:28:48.738449,0 days 00:02:02.938820,"[256, 384, 512, 640]",leakyrelu,64,128,0.1,0.001,,minmax,prenorm,16,4,AdamW,max,learned,1e-05
42,0.18788410886742757,PRUNED,2025-11-24 22:28:48.741471,2025-11-24 22:29:25.927577,0 days 00:00:37.186106,"[256, 384, 512]",leakyrelu,64,128,0.1,0.001,,minmax,prenorm,16,3,AdamW,max,learned,1e-05
43,0.1761006289308176,PRUNED,2025-11-24 22:29:25.928583,2025-11-24 22:29:51.665516,0 days 00:00:25.736933,"[256, 384, 512, 640]",relu,64,128,0.1,2e-05,,minmax,prenorm,16,4,AdamW,max,learned,1e-05
44,0.08888888888888889,PRUNED,2025-11-24 22:29:51.666567,2025-11-24 22:30:28.794342,0 days 00:00:37.127775,"[192, 256, 384, 512]",leakyrelu,64,128,0.2,0.001,,minmax,postnorm,8,4,Adam,max,sinusoidal,1e-07
45,0.1761006289308176,PRUNED,2025-11-24 22:30:28.795349,2025-11-24 22:30:59.675632,0 days 00:00:30.880283,"[384, 512, 640]",hardswish,96,256,0.0,0.0001,,L2,prenorm,2,3,RMSprop,max,learned,1e-05
46,0.21758419036095988,COMPLETE,2025-11-24 22:30:59.677642,2025-11-24 22:32:26.455069,0 days 00:01:26.777427,"[640, 512]",relu,32,384,0.3,0.0005,0.7,minmax,postnorm,16,2,SGD,cls,sinusoidal,1e-07
47,0.18238993710691823,PRUNED,2025-11-24 22:32:26.461147,2025-11-24 22:32:48.296667,0 days 00:00:21.835520,[512],leakyrelu,64,512,0.1,0.0002,,L2,postnorm,8,1,AdamW,mean,learned,0.0
48,0.1761006289308176,PRUNED,2025-11-24 22:32:48.297671,2025-11-24 22:33:18.611390,0 days 00:00:30.313719,"[256, 192, 128]",silu,48,768,0.4,1e-05,,L2,prenorm,4,3,Adam,max,sinusoidal,1e-05
49,0.21758419036095988,COMPLETE,2025-11-24 22:33:18.612395,2025-11-24 22:34:23.584196,0 days 00:01:04.971801,"[64, 64, 64, 64]",gelu,64,128,0.0,5e-05,,L2,postnorm,4,4,AdamW,mean,learned,1e-06
