number,value,state,datetime_start,datetime_complete,duration,model_dims,activation,batch_size,dim_feedforward,dropout,lr,momentum_sgd,norm,norm_type,num_heads,num_layers,optimizer,pooling,pos_encoding,weight_decay
0,0.21758419036095988,COMPLETE,2025-11-24 21:44:26.862414,2025-11-24 21:46:46.311550,0 days 00:02:19.449136,"[384, 512, 640, 768]",leakyrelu,64,768,0.3,0.0001,,L2,postnorm,8,4,Adam,max,learned,0.0
1,0.2782568540291258,COMPLETE,2025-11-24 21:46:46.313563,2025-11-24 21:47:29.096425,0 days 00:00:42.782862,[256],relu,64,128,0.0,0.0005,,L2,postnorm,4,1,AdamW,mean,sinusoidal,1e-07
2,0.18238993710691823,PRUNED,2025-11-24 21:47:29.098947,2025-11-24 21:48:17.396023,0 days 00:00:48.297076,"[640, 512]",hardswish,48,768,0.1,0.0002,,L2,prenorm,4,2,Adam,cls,learned,0.0
3,0.21758419036095988,COMPLETE,2025-11-24 21:48:17.397528,2025-11-24 21:50:30.505152,0 days 00:02:13.107624,"[384, 384]",leakyrelu,16,768,0.3,0.0005,,L2,prenorm,4,2,AdamW,mean,learned,1e-06
4,0.21758419036095988,COMPLETE,2025-11-24 21:50:30.507664,2025-11-24 21:52:00.684159,0 days 00:01:30.176495,"[256, 384, 512]",leakyrelu,64,128,0.1,0.001,,minmax,prenorm,16,3,AdamW,max,learned,1e-05
5,0.21758419036095988,COMPLETE,2025-11-24 21:52:00.686174,2025-11-24 21:52:49.080737,0 days 00:00:48.394563,"[128, 96, 64]",prelu,96,128,0.1,0.0002,0.0,L2,postnorm,2,3,SGD,mean,sinusoidal,1e-07
6,0.21758419036095988,COMPLETE,2025-11-24 21:52:49.082738,2025-11-24 21:54:13.857165,0 days 00:01:24.774427,"[128, 192]",elu,32,256,0.0,2e-05,,minmax,postnorm,16,2,RMSprop,mean,learned,0.0
7,0.21758419036095988,COMPLETE,2025-11-24 21:54:13.859277,2025-11-24 21:55:24.927887,0 days 00:01:11.068610,"[384, 256, 192]",leakyrelu,64,128,0.2,2e-05,,minmax,postnorm,8,3,AdamW,mean,sinusoidal,0.0
8,0.21758419036095988,COMPLETE,2025-11-24 21:55:24.929888,2025-11-24 21:56:14.387018,0 days 00:00:49.457130,"[256, 384]",prelu,96,128,0.1,2e-05,,L2,postnorm,8,2,RMSprop,mean,sinusoidal,0.0
9,0.1761006289308176,PRUNED,2025-11-24 21:56:14.389033,2025-11-24 21:56:26.077076,0 days 00:00:11.688043,[96],elu,32,384,0.3,0.0002,,L2,postnorm,2,1,Adam,max,learned,1e-07
10,0.18238993710691823,PRUNED,2025-11-24 21:56:26.079099,2025-11-24 21:56:42.683174,0 days 00:00:16.604075,[64],relu,128,512,0.0,0.0005,0.7,minmax,prenorm,4,1,SGD,cls,sinusoidal,1e-07
11,0.21758419036095988,COMPLETE,2025-11-24 21:56:42.685187,2025-11-24 21:58:53.105506,0 days 00:02:10.420319,"[384, 512, 640, 768]",silu,64,768,0.4,0.0001,,L2,postnorm,8,4,Adam,max,sinusoidal,1e-06
12,0.21758419036095988,COMPLETE,2025-11-24 21:58:53.108074,2025-11-24 22:00:44.145963,0 days 00:01:51.037889,"[768, 640, 512, 384]",gelu,64,384,0.0,1e-05,,L2,postnorm,4,4,AdamW,max,sinusoidal,1e-05
13,0.21758419036095988,COMPLETE,2025-11-24 22:00:44.149171,2025-11-24 22:02:34.226592,0 days 00:01:50.077421,"[256, 384, 512, 640]",relu,64,512,0.3,0.0001,,L2,postnorm,8,4,Adam,max,learned,1e-07
14,0.21758419036095988,COMPLETE,2025-11-24 22:02:34.229688,2025-11-24 22:03:21.557824,0 days 00:00:47.328136,[768],mish,128,256,0.2,5e-05,,L2,postnorm,4,1,Adam,cls,learned,0.0
15,0.18238993710691823,PRUNED,2025-11-24 22:03:21.560920,2025-11-24 22:05:13.771409,0 days 00:01:52.210489,"[512, 384, 256]",relu,16,768,0.0,0.0001,,L2,postnorm,8,3,AdamW,mean,sinusoidal,1e-07
16,0.18238993710691823,PRUNED,2025-11-24 22:05:13.772485,2025-11-24 22:05:42.548763,0 days 00:00:28.776278,[192],mish,48,768,0.4,0.0005,,L2,postnorm,16,1,RMSprop,max,sinusoidal,1e-06
