number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.3953,2025-08-06 16:17:10.662073,2025-08-06 16:17:18.769935,0 days 00:00:08.107862,gelu,512,128,2,0.5,0.001,2,L2,0,,mean,False,1e-06,0.29095297306776047,COMPLETE,0.29095297306776047
1,0.2089,2025-08-06 16:17:18.770936,2025-08-06 16:17:27.527542,0 days 00:00:08.756606,relu,128,128,3,0.5,1e-05,3,L2,3,0.8,max,True,1e-06,3.3170905113220215,COMPLETE,3.3170905113220215
2,0.3653,2025-08-06 16:17:27.528542,2025-08-06 16:17:44.830256,0 days 00:00:17.301714,tanh,256,32,0,0.4,0.001,1,minmax,0,0.75,max,True,0.0,6.65649276971817,COMPLETE,6.65649276971817
3,0.2996,2025-08-06 16:17:44.831257,2025-08-06 16:17:59.041002,0 days 00:00:14.209745,relu,128,64,3,0.3,1e-05,3,minmax,3,0.8,mean,True,0.0,5.695561647415161,COMPLETE,5.695561647415161
4,0.2174,2025-08-06 16:17:59.042003,2025-08-06 16:18:10.094001,0 days 00:00:11.051998,elu,256,64,0,0.5,1e-05,1,L2,0,,mean,False,0.0,5.982610523700714,COMPLETE,5.982610523700714
5,0.3471,2025-08-06 16:18:10.095001,2025-08-06 16:18:33.897531,0 days 00:00:23.802530,elu,512,32,1,0.5,1e-05,3,minmax,2,0.75,mean,True,1e-06,9.341387331485748,COMPLETE,9.341387331485748
6,0.2251,2025-08-06 16:18:33.898530,2025-08-06 16:18:48.351541,0 days 00:00:14.453011,elu,256,64,3,0.3,1e-05,3,L2,3,0.85,max,True,1e-06,5.950429379940033,COMPLETE,5.950429379940033
7,0.3626,2025-08-06 16:18:48.352542,2025-08-06 16:19:10.389740,0 days 00:00:22.037198,tanh,256,32,2,0.2,0.001,2,L2,2,0.8,mean,True,1e-05,0.33887122198939323,COMPLETE,0.33887122198939323
8,0.365,2025-08-06 16:19:10.390740,2025-08-06 16:19:43.930577,0 days 00:00:33.539837,tanh,512,16,1,0.5,0.001,1,L2,0,0.8,mean,True,1e-06,18.90363037586212,COMPLETE,18.90363037586212
9,0.4111,2025-08-06 16:19:43.931578,2025-08-06 16:20:02.933512,0 days 00:00:19.001934,elu,256,32,0,0.3,0.001,1,L2,1,,mean,False,1e-05,0.00517937695258297,COMPLETE,0.00517937695258297
