number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
10,0.3504,2025-08-06 16:20:02.934513,2025-08-06 16:20:37.390776,0 days 00:00:34.456263,leakyrelu,256,16,0,0.1,0.0001,1,minmax,1,,max,False,1e-05,0.1434147348627448,COMPLETE,0.1434147348627448
11,0.3771,2025-08-06 16:20:37.391776,2025-08-06 16:20:45.590124,0 days 00:00:08.198348,gelu,512,128,1,0.3,0.001,2,L2,1,,mean,False,0.0001,0.0020580999116646126,COMPLETE,0.0020580999116646126
12,0.4156,2025-08-06 16:20:45.592125,2025-08-06 16:20:53.640950,0 days 00:00:08.048825,gelu,512,128,0,0.4,0.001,2,L2,1,,mean,False,1e-05,0.00023095822689356282,COMPLETE,0.00023095822689356282
13,0.4172,2025-08-06 16:20:53.641950,2025-08-06 16:21:01.737848,0 days 00:00:08.095898,gelu,512,128,0,0.4,0.0001,2,L2,1,,mean,False,1e-05,0.005979445297271013,COMPLETE,0.005979445297271013
14,0.38,2025-08-06 16:21:01.739849,2025-08-06 16:21:09.837060,0 days 00:00:08.097211,gelu,512,128,0,0.4,0.0001,2,L2,1,,mean,False,1e-05,0.005724602029658854,COMPLETE,0.005724602029658854
15,0.3922,2025-08-06 16:21:09.838061,2025-08-06 16:21:17.936892,0 days 00:00:08.098831,gelu,512,128,0,0.4,0.0001,2,L2,1,,mean,False,1e-05,0.006165398750454187,COMPLETE,0.006165398750454187
16,0.378,2025-08-06 16:21:17.937894,2025-08-06 16:21:26.218733,0 days 00:00:08.280839,gelu,512,128,1,0.4,0.0001,2,L2,1,,mean,False,0.0001,0.029483781661838293,COMPLETE,0.029483781661838293
17,0.4036,2025-08-06 16:21:26.219733,2025-08-06 16:21:34.336161,0 days 00:00:08.116428,leakyrelu,512,128,0,0.4,0.0001,2,L2,1,,mean,False,1e-05,0.005739748594351113,COMPLETE,0.005739748594351113
18,0.3553,2025-08-06 16:21:34.337162,2025-08-06 16:21:43.142584,0 days 00:00:08.805422,gelu,128,128,2,0.1,0.0001,3,minmax,2,,max,False,1e-05,0.4092912971973419,COMPLETE,0.4092912971973419
19,0.3947,2025-08-06 16:21:43.143584,2025-08-06 16:22:20.899059,0 days 00:00:37.755475,gelu,512,16,1,0.2,0.001,2,L2,0,,mean,False,1e-05,0.582171406596899,COMPLETE,0.582171406596899
20,0.3838,2025-08-06 16:22:20.901061,2025-08-06 16:22:28.974877,0 days 00:00:08.073816,gelu,512,128,0,0.4,0.0001,2,L2,1,,mean,False,0.0001,0.006802775897085667,COMPLETE,0.006802775897085667
21,0.3917,2025-08-06 16:22:28.976877,2025-08-06 16:22:47.939735,0 days 00:00:18.962858,elu,256,32,0,0.3,0.001,1,L2,1,,mean,False,1e-05,0.004862233210587874,COMPLETE,0.004862233210587874
22,0.4134,2025-08-06 16:22:47.941735,2025-08-06 16:23:07.071417,0 days 00:00:19.129682,elu,256,32,0,0.4,0.001,1,L2,1,,mean,False,1e-05,0.005426033341791481,COMPLETE,0.005426033341791481
23,0.3812,2025-08-06 16:23:07.072418,2025-08-06 16:23:25.879344,0 days 00:00:18.806926,leakyrelu,128,32,0,0.4,0.001,1,L2,1,,mean,False,1e-05,0.004824761243071407,COMPLETE,0.004824761243071407
24,0.4139,2025-08-06 16:23:25.880345,2025-08-06 16:23:33.408588,0 days 00:00:07.528243,relu,512,128,0,0.4,0.001,1,L2,1,,mean,False,1e-05,0.001969907432794571,COMPLETE,0.001969907432794571
25,0.3865,2025-08-06 16:23:33.409589,2025-08-06 16:23:41.850713,0 days 00:00:08.441124,relu,512,128,1,0.4,0.001,2,L2,1,,mean,False,1e-05,0.027591928374022245,COMPLETE,0.027591928374022245
26,0.3192,2025-08-06 16:23:41.851714,2025-08-06 16:23:50.754216,0 days 00:00:08.902502,relu,512,128,1,0.4,0.0001,3,minmax,2,,max,False,1e-05,0.06311798840761185,COMPLETE,0.06311798840761185
27,0.3995,2025-08-06 16:23:50.756217,2025-08-06 16:23:58.533474,0 days 00:00:07.777257,relu,512,128,0,0.4,0.001,2,L2,0,,mean,False,1e-05,0.006827377015724778,COMPLETE,0.006827377015724778
28,0.3897,2025-08-06 16:23:58.534475,2025-08-06 16:24:05.891963,0 days 00:00:07.357488,relu,512,128,0,0.1,0.001,1,L2,1,,mean,False,0.0,0.0019359323778189719,COMPLETE,0.0019359323778189719
29,0.3875,2025-08-06 16:24:05.892962,2025-08-06 16:24:13.908848,0 days 00:00:08.015886,gelu,512,128,0,0.2,0.0001,2,L2,1,,mean,False,0.0001,0.0069081836845725775,COMPLETE,0.0069081836845725775
