number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
12,0.3556,2025-08-06 15:33:24.180329,2025-08-06 15:33:32.332500,0 days 00:00:08.152171,elu,256,128,0,0.2,0.001,2,minmax,2,,mean,False,0.0001,0.042635394260287285,COMPLETE,0.042635394260287285
13,0.3821,2025-08-06 15:33:32.333501,2025-08-06 15:33:46.863042,0 days 00:00:14.529541,tanh,256,64,3,0.4,0.0001,3,minmax,3,0.95,mean,True,0.0001,1.01447294652462,COMPLETE,1.01447294652462
14,0.4064,2025-08-06 15:33:46.864042,2025-08-06 15:34:08.271730,0 days 00:00:21.407688,relu,128,32,0,0.3,0.001,2,minmax,1,0.95,mean,True,0.0001,0.001789971000107471,COMPLETE,0.001789971000107471
15,0.4034,2025-08-06 15:34:08.273731,2025-08-06 15:34:29.475713,0 days 00:00:21.201982,relu,128,32,0,0.3,0.0001,2,minmax,1,,mean,False,0.0001,0.06209791172295809,COMPLETE,0.06209791172295809
16,0.4273,2025-08-06 15:34:29.476713,2025-08-06 15:34:37.682077,0 days 00:00:08.205364,relu,128,128,0,0.3,0.001,2,minmax,1,0.9,mean,True,0.0001,0.0010369243391323835,COMPLETE,0.0010369243391323835
17,0.4033,2025-08-06 15:34:37.684079,2025-08-06 15:34:45.995452,0 days 00:00:08.311373,relu,128,128,0,0.3,0.001,2,minmax,1,0.9,mean,True,1e-05,0.000652304181130603,COMPLETE,0.000652304181130603
18,0.3953,2025-08-06 15:34:45.996453,2025-08-06 15:34:54.171290,0 days 00:00:08.174837,relu,128,128,0,0.3,0.001,2,minmax,1,0.9,mean,True,1e-06,0.0007026532257441431,COMPLETE,0.0007026532257441431
19,0.4046,2025-08-06 15:34:54.172290,2025-08-06 15:35:02.657432,0 days 00:00:08.485142,relu,128,128,2,0.3,0.001,2,minmax,1,0.9,mean,True,0.0001,0.00120508047984913,COMPLETE,0.00120508047984913
20,0.4023,2025-08-06 15:35:02.658432,2025-08-06 15:35:41.992848,0 days 00:00:39.334416,gelu,128,16,0,0.3,0.001,2,minmax,1,0.95,mean,True,0.0001,0.0030524724352289923,COMPLETE,0.0030524724352289923
21,0.413,2025-08-06 15:35:41.993850,2025-08-06 15:35:50.370527,0 days 00:00:08.376677,relu,128,128,2,0.3,0.001,2,minmax,1,0.9,mean,True,0.0001,0.0023978829849511385,COMPLETE,0.0023978829849511385
22,0.3788,2025-08-06 15:35:50.371527,2025-08-06 15:35:58.844724,0 days 00:00:08.473197,relu,128,128,2,0.3,0.001,2,minmax,1,0.9,mean,True,0.0001,0.0017275502032134682,COMPLETE,0.0017275502032134682
23,0.39,2025-08-06 15:35:58.845724,2025-08-06 15:36:07.327308,0 days 00:00:08.481584,relu,128,128,2,0.3,0.001,2,minmax,1,0.9,mean,True,0.0001,0.0017452467582188547,COMPLETE,0.0017452467582188547
24,0.4006,2025-08-06 15:36:07.328308,2025-08-06 15:36:15.782919,0 days 00:00:08.454611,relu,128,128,2,0.3,0.001,2,minmax,1,0.8,mean,True,0.0001,0.0028855771524831653,COMPLETE,0.0028855771524831653
25,0.3733,2025-08-06 15:36:15.783920,2025-08-06 15:36:23.957850,0 days 00:00:08.173930,tanh,128,128,0,0.3,0.001,2,minmax,1,0.75,mean,True,0.0001,0.0044475962640717626,COMPLETE,0.0044475962640717626
26,0.3805,2025-08-06 15:36:23.958851,2025-08-06 15:36:37.448049,0 days 00:00:13.489198,elu,128,64,2,0.1,0.001,2,L2,1,0.7,max,True,1e-05,0.003942460229154676,COMPLETE,0.003942460229154676
27,0.3963,2025-08-06 15:36:37.450049,2025-08-06 15:36:46.353155,0 days 00:00:08.903106,relu,128,128,3,0.3,0.001,3,minmax,2,0.95,mean,True,1e-06,0.0026117122324649245,COMPLETE,0.0026117122324649245
28,0.4061,2025-08-06 15:36:46.354155,2025-08-06 15:36:58.921564,0 days 00:00:12.567409,relu,128,64,1,0.5,0.001,2,minmax,0,0.9,mean,True,0.0,0.034862356376834214,COMPLETE,0.034862356376834214
29,0.391,2025-08-06 15:36:58.923564,2025-08-06 15:37:34.079052,0 days 00:00:35.155488,relu,128,16,0,0.4,0.001,1,minmax,1,0.9,mean,True,0.0001,0.011800394364399835,COMPLETE,0.011800394364399835
