number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.394,2025-08-06 15:28:54.379707,2025-08-06 15:29:13.499449,0 days 00:00:19.119742,leakyrelu,256,32,0,0.2,0.001,1,minmax,1,0.95,mean,True,0.0001,0.006457768729887903,COMPLETE,0.006457768729887903
1,0.3767,2025-08-06 15:29:13.501448,2025-08-06 15:29:33.799085,0 days 00:00:20.297637,relu,512,32,1,0.2,0.0001,2,L2,0,0.8,mean,True,1e-06,4.743932217359543,COMPLETE,4.743932217359543
2,0.3507,2025-08-06 15:29:33.800086,2025-08-06 15:29:57.583893,0 days 00:00:23.783807,gelu,512,32,1,0.5,1e-05,3,minmax,2,0.85,max,True,0.0001,6.81003937125206,COMPLETE,6.81003937125206
3,0.2745,2025-08-06 15:29:57.584892,2025-08-06 15:30:16.002671,0 days 00:00:18.417779,relu,128,32,1,0.5,1e-05,1,minmax,0,0.75,mean,True,1e-05,11.364803433418274,COMPLETE,11.364803433418274
4,0.3946,2025-08-06 15:30:16.003672,2025-08-06 15:30:39.370711,0 days 00:00:23.367039,relu,512,32,0,0.2,0.0001,3,minmax,2,,mean,False,0.0001,0.002458863105857745,COMPLETE,0.002458863105857745
5,0.2174,2025-08-06 15:30:39.371711,2025-08-06 15:30:46.692715,0 days 00:00:07.321004,leakyrelu,256,128,1,0.4,0.0001,1,L2,0,0.85,max,True,1e-06,2.9653664231300354,COMPLETE,2.9653664231300354
6,0.2174,2025-08-06 15:30:46.694072,2025-08-06 15:31:04.723950,0 days 00:00:18.029878,relu,512,32,1,0.2,1e-05,1,L2,0,0.7,max,True,0.0,11.13152015209198,COMPLETE,11.13152015209198
7,0.344,2025-08-06 15:31:04.724950,2025-08-06 15:31:22.676656,0 days 00:00:17.951706,leakyrelu,512,32,1,0.1,0.001,1,minmax,0,,max,False,0.0,0.07855355041101575,COMPLETE,0.07855355041101575
8,0.2964,2025-08-06 15:31:22.677657,2025-08-06 15:31:44.477737,0 days 00:00:21.800080,gelu,256,32,1,0.2,1e-05,2,L2,1,,mean,False,0.0001,10.377831399440765,COMPLETE,10.377831399440765
9,0.3331,2025-08-06 15:31:44.478737,2025-08-06 15:31:55.878175,0 days 00:00:11.399438,elu,128,64,0,0.1,0.001,1,L2,1,,max,False,0.0,0.43429938703775406,COMPLETE,0.43429938703775406
10,0.3912,2025-08-06 15:31:55.879176,2025-08-06 15:32:40.235357,0 days 00:00:44.356181,tanh,512,16,3,0.3,0.0001,3,minmax,3,,mean,False,1e-05,0.12581054982729256,COMPLETE,0.12581054982729256
11,0.3836,2025-08-06 15:32:40.236358,2025-08-06 15:33:24.179328,0 days 00:00:43.942970,leakyrelu,256,16,0,0.2,0.001,3,minmax,2,,mean,False,0.0001,0.0017633972965995781,COMPLETE,0.0017633972965995781
