number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.2174,2025-08-06 15:37:35.031267,2025-08-06 15:37:58.636358,0 days 00:00:23.605091,gelu,128,32,1,0.3,1e-05,3,L2,2,0.75,mean,True,1e-06,10.956166565418243,COMPLETE,10.956166565418243
1,0.3273,2025-08-06 15:37:58.637359,2025-08-06 15:38:11.193702,0 days 00:00:12.556343,relu,256,64,1,0.2,0.001,1,minmax,1,0.95,mean,True,1e-05,0.0042771582084242254,COMPLETE,0.0042771582084242254
2,0.325,2025-08-06 15:38:11.194702,2025-08-06 15:38:51.167014,0 days 00:00:39.972312,leakyrelu,128,16,2,0.4,0.001,2,minmax,2,,max,False,0.0,0.016058210567280184,COMPLETE,0.016058210567280184
3,0.3948,2025-08-06 15:38:51.169016,2025-08-06 15:39:30.440765,0 days 00:00:39.271749,elu,512,16,0,0.3,0.0001,2,minmax,1,0.75,max,True,1e-05,0.04805371758993715,COMPLETE,0.04805371758993715
4,0.2174,2025-08-06 15:39:30.441765,2025-08-06 15:39:41.540259,0 days 00:00:11.098494,leakyrelu,512,64,0,0.3,1e-05,1,L2,0,0.9,max,True,1e-05,6.274019241333008,COMPLETE,6.274019241333008
5,0.3013,2025-08-06 15:39:41.541260,2025-08-06 15:39:53.672154,0 days 00:00:12.130894,gelu,512,64,1,0.3,0.001,1,minmax,1,,mean,False,1e-05,0.016588829807005823,COMPLETE,0.016588829807005823
6,0.3665,2025-08-06 15:39:53.673155,2025-08-06 15:40:33.057489,0 days 00:00:39.384334,tanh,512,16,2,0.5,1e-05,2,L2,1,,max,False,0.0,16.26587066054344,COMPLETE,16.26587066054344
7,0.243,2025-08-06 15:40:33.059491,2025-08-06 15:40:40.875822,0 days 00:00:07.816331,relu,128,128,1,0.3,0.0001,2,L2,0,,mean,False,0.0,2.9041295647621155,COMPLETE,2.9041295647621155
8,0.3646,2025-08-06 15:40:40.876824,2025-08-06 15:40:54.848089,0 days 00:00:13.971265,tanh,512,64,0,0.3,1e-05,3,minmax,1,,max,False,1e-06,3.1739103198051453,COMPLETE,3.1739103198051453
9,0.3594,2025-08-06 15:40:54.849090,2025-08-06 15:41:02.997428,0 days 00:00:08.148338,gelu,256,128,2,0.4,0.0001,2,L2,1,0.8,mean,True,0.0,1.139530062675476,COMPLETE,1.139530062675476
10,0.3547,2025-08-06 15:41:02.999428,2025-08-06 15:41:47.654037,0 days 00:00:44.654609,elu,512,16,3,0.1,0.0001,3,minmax,3,0.75,max,True,0.0001,1.2889295686036348,COMPLETE,1.2889295686036348
11,0.2174,2025-08-06 15:41:47.655036,2025-08-06 15:42:23.651590,0 days 00:00:35.996554,tanh,512,16,0,0.5,1e-05,2,L2,0,,max,False,0.0001,22.172509908676147,COMPLETE,22.172509908676147
12,0.344,2025-08-06 15:42:23.652590,2025-08-06 15:43:04.219031,0 days 00:00:40.566441,elu,512,16,2,0.5,0.0001,2,minmax,2,0.85,max,True,1e-05,1.8677229173481464,COMPLETE,1.8677229173481464
13,0.3605,2025-08-06 15:43:04.220031,2025-08-06 15:43:42.464403,0 days 00:00:38.244372,elu,512,16,0,0.5,1e-05,2,L2,1,,max,False,0.0,12.383520662784576,COMPLETE,12.383520662784576
14,0.3748,2025-08-06 15:43:42.465403,2025-08-06 15:44:05.857598,0 days 00:00:23.392195,tanh,512,32,3,0.2,0.0001,3,minmax,3,0.75,max,True,0.0,1.4676044061779976,COMPLETE,1.4676044061779976
15,0.3817,2025-08-06 15:44:05.858598,2025-08-06 15:44:29.627662,0 days 00:00:23.769064,elu,256,32,3,0.2,0.0001,3,minmax,3,0.7,max,True,1e-05,3.7211283147335052,COMPLETE,3.7211283147335052
16,0.3885,2025-08-06 15:44:29.628662,2025-08-06 15:44:53.337940,0 days 00:00:23.709278,elu,256,32,3,0.2,0.0001,3,minmax,3,0.7,max,True,1e-05,3.757433921098709,COMPLETE,3.757433921098709
17,0.3712,2025-08-06 15:44:53.338940,2025-08-06 15:45:17.216498,0 days 00:00:23.877558,elu,256,32,3,0.1,0.0001,3,minmax,2,0.7,max,True,1e-05,0.18967886548489332,COMPLETE,0.18967886548489332
18,0.3405,2025-08-06 15:45:17.218499,2025-08-06 15:45:34.859373,0 days 00:00:17.640874,elu,256,32,0,0.2,0.0001,1,minmax,0,0.7,max,True,1e-05,8.731440961360931,COMPLETE,8.731440961360931
19,0.3613,2025-08-06 15:45:34.860373,2025-08-06 15:45:43.316780,0 days 00:00:08.456407,elu,256,128,1,0.2,0.0001,2,minmax,1,0.85,max,True,1e-05,0.8334847390651703,COMPLETE,0.8334847390651703
20,0.3394,2025-08-06 15:45:43.317780,2025-08-06 15:46:07.203400,0 days 00:00:23.885620,elu,256,32,2,0.4,0.0001,3,minmax,3,0.8,max,True,1e-06,4.003299593925476,COMPLETE,4.003299593925476
21,0.3758,2025-08-06 15:46:07.204399,2025-08-06 15:46:30.984247,0 days 00:00:23.779848,elu,256,32,3,0.2,0.0001,3,minmax,3,0.7,max,True,1e-05,3.570835143327713,COMPLETE,3.570835143327713
22,0.3786,2025-08-06 15:46:30.985247,2025-08-06 15:46:54.813276,0 days 00:00:23.828029,elu,256,32,3,0.2,0.0001,3,minmax,3,0.7,max,True,1e-05,3.715162694454193,COMPLETE,3.715162694454193
23,0.3652,2025-08-06 15:46:54.815275,2025-08-06 15:47:18.734789,0 days 00:00:23.919514,elu,256,32,3,0.2,0.0001,3,minmax,2,0.7,max,True,1e-05,0.2505975905805826,COMPLETE,0.2505975905805826
24,0.2908,2025-08-06 15:47:18.735788,2025-08-06 15:47:39.903429,0 days 00:00:21.167641,elu,256,32,0,0.2,0.0001,2,minmax,2,0.95,max,True,0.0001,0.26312189921736717,COMPLETE,0.26312189921736717
25,0.3316,2025-08-06 15:47:39.904430,2025-08-06 15:48:03.835379,0 days 00:00:23.930949,leakyrelu,128,32,3,0.1,0.001,3,minmax,3,0.9,max,True,1e-05,0.0021396491429186426,COMPLETE,0.0021396491429186426
26,0.3644,2025-08-06 15:48:03.836380,2025-08-06 15:48:49.362640,0 days 00:00:45.526260,relu,256,16,2,0.3,0.0001,3,minmax,3,0.75,mean,True,1e-05,0.03945995110552758,COMPLETE,0.03945995110552758
27,0.3733,2025-08-06 15:48:49.363641,2025-08-06 15:48:57.744110,0 days 00:00:08.380469,elu,256,128,1,0.2,0.0001,2,minmax,1,0.7,max,True,1e-05,1.6725232005119324,COMPLETE,1.6725232005119324
28,0.3693,2025-08-06 15:48:57.745110,2025-08-06 15:49:22.002459,0 days 00:00:24.257349,elu,128,32,3,0.2,0.0001,3,minmax,2,0.7,max,True,1e-05,2.275048077106476,COMPLETE,2.275048077106476
29,0.3622,2025-08-06 15:49:22.003460,2025-08-06 15:49:46.198229,0 days 00:00:24.194769,gelu,256,32,2,0.3,0.001,3,minmax,2,0.75,mean,True,1e-06,0.03934230018785456,COMPLETE,0.03934230018785456
