number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.3509,2025-08-06 16:56:09.358676,2025-08-06 16:56:27.570621,0 days 00:00:18.211945,relu,256,32,1,0.5,0.0001,1,L2,0,,mean,False,1e-05,9.595247089862823,COMPLETE,9.595247089862823
1,0.4336,2025-08-06 16:56:27.571621,2025-08-06 16:57:11.479655,0 days 00:00:43.908034,elu,128,16,1,0.2,0.001,3,minmax,3,,max,False,0.0,1.0492201400920749,COMPLETE,1.0492201400920749
2,0.234,2025-08-06 16:57:11.480655,2025-08-06 16:57:22.362089,0 days 00:00:10.881434,relu,512,64,0,0.5,1e-05,1,minmax,0,,max,False,1e-05,5.8154290318489075,COMPLETE,5.8154290318489075
3,0.3498,2025-08-06 16:57:22.363090,2025-08-06 16:57:36.775922,0 days 00:00:14.412832,leakyrelu,256,64,3,0.4,1e-05,3,minmax,2,0.75,max,True,0.0001,5.155315935611725,COMPLETE,5.155315935611725
4,0.3645,2025-08-06 16:57:36.777922,2025-08-06 16:57:59.717588,0 days 00:00:22.939666,tanh,256,32,0,0.2,1e-05,3,minmax,1,0.8,mean,True,1e-05,9.077336847782135,COMPLETE,9.077336847782135
5,0.4447,2025-08-06 16:57:59.718588,2025-08-06 16:58:36.019973,0 days 00:00:36.301385,relu,512,16,1,0.4,0.001,1,L2,1,0.7,max,True,0.0001,0.5740398011403158,COMPLETE,0.5740398011403158
6,0.366,2025-08-06 16:58:36.020974,2025-08-06 16:58:44.545890,0 days 00:00:08.524916,tanh,128,128,1,0.3,0.0001,3,minmax,0,,max,False,1e-05,2.1859830617904663,COMPLETE,2.1859830617904663
7,0.3984,2025-08-06 16:58:44.547890,2025-08-06 16:58:51.902402,0 days 00:00:07.354512,relu,512,128,1,0.1,0.001,1,minmax,0,0.9,max,True,1e-06,0.018316850997507572,COMPLETE,0.018316850997507572
8,0.3806,2025-08-06 16:58:51.903402,2025-08-06 16:59:32.131389,0 days 00:00:40.227987,tanh,256,16,1,0.4,1e-05,2,L2,2,,mean,False,1e-05,18.432748198509216,COMPLETE,18.432748198509216
9,0.4141,2025-08-06 16:59:32.132389,2025-08-06 16:59:45.146314,0 days 00:00:13.013925,tanh,512,64,1,0.4,0.0001,2,minmax,2,,max,False,0.0,1.24633127450943,COMPLETE,1.24633127450943
10,0.4192,2025-08-06 16:59:45.147315,2025-08-06 17:00:19.784250,0 days 00:00:34.636935,gelu,512,16,0,0.1,0.001,1,L2,1,0.7,mean,True,0.0001,0.01874509410117753,COMPLETE,0.01874509410117753
11,0.412,2025-08-06 17:00:19.785250,2025-08-06 17:00:59.676185,0 days 00:00:39.890935,elu,128,16,2,0.2,0.001,2,L2,1,0.7,max,True,0.0,0.044231317238882184,COMPLETE,0.044231317238882184
12,0.3743,2025-08-06 17:00:59.677186,2025-08-06 17:01:43.351724,0 days 00:00:43.674538,elu,128,16,2,0.2,0.001,3,L2,3,0.95,max,True,0.0,0.6184318196028471,COMPLETE,0.6184318196028471
13,0.3983,2025-08-06 17:01:43.352725,2025-08-06 17:02:23.837195,0 days 00:00:40.484470,elu,128,16,2,0.3,0.001,2,L2,1,,max,False,0.0001,11.321196764707565,COMPLETE,11.321196764707565
14,0.4366,2025-08-06 17:02:23.838197,2025-08-06 17:03:03.289450,0 days 00:00:39.451253,leakyrelu,128,16,0,0.2,0.001,2,minmax,2,,max,False,1e-06,0.01174400097806938,COMPLETE,0.01174400097806938
15,0.4267,2025-08-06 17:03:03.290450,2025-08-06 17:03:37.971488,0 days 00:00:34.681038,leakyrelu,512,16,0,0.4,0.001,1,L2,1,0.85,max,True,1e-06,0.0009481627348577604,COMPLETE,0.0009481627348577604
16,0.3866,2025-08-06 17:03:37.972488,2025-08-06 17:04:17.517416,0 days 00:00:39.544928,leakyrelu,128,16,0,0.4,0.001,2,L2,2,0.7,max,True,1e-06,0.0036914037336828187,COMPLETE,0.0036914037336828187
17,0.4415,2025-08-06 17:04:17.519415,2025-08-06 17:04:24.552996,0 days 00:00:07.033581,gelu,512,128,0,0.2,0.001,1,minmax,0,,max,False,0.0001,0.7881975173950195,COMPLETE,0.7881975173950195
18,0.3843,2025-08-06 17:04:24.554996,2025-08-06 17:04:31.632141,0 days 00:00:07.077145,gelu,512,128,0,0.1,0.001,1,L2,0,,mean,False,0.0001,0.9291374683380127,COMPLETE,0.9291374683380127
19,0.3457,2025-08-06 17:04:31.633142,2025-08-06 17:04:38.698924,0 days 00:00:07.065782,gelu,512,128,0,0.3,0.0001,1,minmax,0,0.8,max,True,0.0001,2.4777991771698,COMPLETE,2.4777991771698
20,0.4191,2025-08-06 17:04:38.699924,2025-08-06 17:04:45.640420,0 days 00:00:06.940496,gelu,512,128,0,0.5,0.001,1,minmax,0,,max,False,0.0001,0.7804908156394958,COMPLETE,0.7804908156394958
21,0.4567,2025-08-06 17:04:45.641421,2025-08-06 17:05:06.682147,0 days 00:00:21.040726,leakyrelu,512,32,0,0.2,0.001,2,minmax,1,,max,False,1e-06,0.0003096403761446709,COMPLETE,0.0003096403761446709
22,0.4575,2025-08-06 17:05:06.683147,2025-08-06 17:05:25.387201,0 days 00:00:18.704054,relu,512,32,0,0.2,0.001,1,minmax,1,,max,False,0.0001,0.009195956808980554,COMPLETE,0.009195956808980554
23,0.4228,2025-08-06 17:05:25.388201,2025-08-06 17:05:47.299423,0 days 00:00:21.911222,relu,512,32,1,0.2,0.001,2,minmax,1,,max,False,1e-06,0.001488213144511974,COMPLETE,0.001488213144511974
24,0.4289,2025-08-06 17:05:47.300423,2025-08-06 17:06:05.957644,0 days 00:00:18.657221,relu,512,32,0,0.2,0.001,1,minmax,1,,max,False,0.0001,0.00902053335448727,COMPLETE,0.00902053335448727
25,0.4342,2025-08-06 17:06:05.958645,2025-08-06 17:06:27.701100,0 days 00:00:21.742455,relu,512,32,1,0.4,0.001,2,minmax,1,,max,False,1e-06,0.9640723248012364,COMPLETE,0.9640723248012364
26,0.4194,2025-08-06 17:06:27.702100,2025-08-06 17:06:46.453298,0 days 00:00:18.751198,relu,512,32,0,0.2,0.001,1,L2,1,0.85,mean,True,0.0001,0.007895679154898971,COMPLETE,0.007895679154898971
27,0.4549,2025-08-06 17:06:46.454298,2025-08-06 17:07:05.149527,0 days 00:00:18.695229,leakyrelu,512,32,0,0.2,0.001,1,minmax,1,,max,False,0.0001,0.009252900956198573,COMPLETE,0.009252900956198573
28,0.3897,2025-08-06 17:07:05.150527,2025-08-06 17:07:26.225291,0 days 00:00:21.074764,leakyrelu,512,32,0,0.2,1e-05,2,minmax,1,,max,False,1e-06,3.9194630086421967,COMPLETE,3.9194630086421967
29,0.3979,2025-08-06 17:07:26.226291,2025-08-06 17:07:44.957633,0 days 00:00:18.731342,leakyrelu,256,32,0,0.2,0.0001,1,minmax,1,,mean,False,0.0001,0.3629977349191904,COMPLETE,0.3629977349191904
