number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.3615,2025-08-06 15:49:47.152656,2025-08-06 15:50:09.271802,0 days 00:00:22.119146,leakyrelu,128,32,2,0.2,0.0001,2,minmax,2,0.85,mean,True,0.0001,0.5382263399660587,COMPLETE,0.5382263399660587
1,0.3703,2025-08-06 15:50:09.271802,2025-08-06 15:50:18.386066,0 days 00:00:09.114264,gelu,128,128,1,0.1,0.0001,2,minmax,2,,max,False,1e-06,1.4832671880722046,COMPLETE,1.4832671880722046
2,0.2206,2025-08-06 15:50:18.386066,2025-08-06 15:50:37.598203,0 days 00:00:19.212137,elu,256,32,0,0.4,1e-05,1,L2,1,0.95,max,True,1e-05,10.738000631332397,COMPLETE,10.738000631332397
3,0.3474,2025-08-06 15:50:37.599203,2025-08-06 15:50:45.125595,0 days 00:00:07.526392,relu,128,128,0,0.2,0.0001,1,minmax,1,0.9,mean,True,0.0,1.729568898677826,COMPLETE,1.729568898677826
4,0.3705,2025-08-06 15:50:45.125595,2025-08-06 15:50:59.283777,0 days 00:00:14.158182,elu,256,64,1,0.3,0.001,3,L2,2,0.85,mean,True,1e-06,0.32542908005416393,COMPLETE,0.32542908005416393
5,0.3228,2025-08-06 15:50:59.285776,2025-08-06 15:51:41.671920,0 days 00:00:42.386144,relu,128,16,2,0.5,0.0001,2,minmax,2,,max,False,0.0001,1.905699584633112,COMPLETE,1.905699584633112
6,0.3489,2025-08-06 15:51:41.671920,2025-08-06 15:52:04.762141,0 days 00:00:23.090221,elu,512,32,1,0.5,0.001,2,minmax,2,,mean,False,1e-06,4.421597808599472,COMPLETE,4.421597808599472
7,0.3134,2025-08-06 15:52:04.763141,2025-08-06 15:52:28.029814,0 days 00:00:23.266673,leakyrelu,256,32,3,0.2,1e-05,3,minmax,1,0.95,max,True,0.0,8.972149670124054,COMPLETE,8.972149670124054
8,0.3701,2025-08-06 15:52:28.032339,2025-08-06 15:52:36.667168,0 days 00:00:08.634829,elu,512,128,0,0.4,0.001,2,L2,0,0.95,mean,True,1e-06,0.8568153083324432,COMPLETE,0.8568153083324432
9,0.2386,2025-08-06 15:52:36.667168,2025-08-06 15:53:17.921270,0 days 00:00:41.254102,leakyrelu,512,16,2,0.4,1e-05,2,L2,1,,mean,False,0.0,21.424679338932037,COMPLETE,21.424679338932037
10,0.3293,2025-08-06 15:53:17.921270,2025-08-06 15:53:31.980405,0 days 00:00:14.059135,tanh,256,64,3,0.3,0.001,3,L2,3,0.85,mean,True,1e-05,3.2596748173236847,COMPLETE,3.2596748173236847
11,0.3252,2025-08-06 15:53:31.981404,2025-08-06 15:53:46.541152,0 days 00:00:14.559748,gelu,256,64,1,0.1,0.0001,3,L2,3,,max,False,1e-06,5.511382102966309,COMPLETE,5.511382102966309
12,0.3451,2025-08-06 15:53:46.543009,2025-08-06 15:54:00.861597,0 days 00:00:14.318588,gelu,128,64,1,0.3,0.001,3,minmax,3,,max,False,1e-06,1.6465705335140228,COMPLETE,1.6465705335140228
13,0.2174,2025-08-06 15:54:00.862597,2025-08-06 15:54:08.443971,0 days 00:00:07.581374,gelu,128,128,1,0.1,0.0001,1,L2,0,,max,False,1e-06,3.0298275351524353,COMPLETE,3.0298275351524353
14,0.3693,2025-08-06 15:54:08.443971,2025-08-06 15:54:17.110070,0 days 00:00:08.666099,tanh,256,128,1,0.3,0.001,3,minmax,2,0.8,mean,True,1e-06,0.01731874281540513,COMPLETE,0.01731874281540513
15,0.3226,2025-08-06 15:54:17.110070,2025-08-06 15:54:30.658311,0 days 00:00:13.548241,elu,256,64,0,0.1,0.001,2,L2,2,,max,False,1e-06,4.813324451446533,COMPLETE,4.813324451446533
16,0.225,2025-08-06 15:54:30.660535,2025-08-06 15:54:45.225998,0 days 00:00:14.565463,gelu,128,64,2,0.3,0.0001,3,L2,3,0.7,mean,True,1e-06,5.945438086986542,COMPLETE,5.945438086986542
17,0.3322,2025-08-06 15:54:45.226998,2025-08-06 15:54:52.548856,0 days 00:00:07.321858,gelu,256,128,1,0.1,0.0001,1,minmax,0,,max,False,1e-05,2.60474294424057,COMPLETE,2.60474294424057
18,0.3395,2025-08-06 15:54:52.548856,2025-08-06 15:55:35.016903,0 days 00:00:42.468047,elu,128,16,1,0.3,0.001,2,minmax,1,,mean,False,0.0001,1.8139340514317155,COMPLETE,1.8139340514317155
19,0.2642,2025-08-06 15:55:35.018813,2025-08-06 15:55:42.982909,0 days 00:00:07.964096,tanh,512,128,0,0.1,1e-05,2,L2,2,0.75,max,True,1e-06,2.861761450767517,COMPLETE,2.861761450767517
20,0.3113,2025-08-06 15:55:42.982909,2025-08-06 15:55:57.158595,0 days 00:00:14.175686,relu,128,64,2,0.5,0.001,3,L2,3,,mean,False,1e-06,5.073738217353821,COMPLETE,5.073738217353821
21,0.3314,2025-08-06 15:55:57.159593,2025-08-06 15:56:05.567903,0 days 00:00:08.408310,elu,512,128,0,0.4,0.001,2,L2,0,0.85,mean,True,1e-06,2.2548753023147583,COMPLETE,2.2548753023147583
22,0.369,2025-08-06 15:56:05.567903,2025-08-06 15:56:14.225235,0 days 00:00:08.657332,elu,512,128,0,0.4,0.001,2,L2,0,0.95,mean,True,1e-06,0.8461589366197586,COMPLETE,0.8461589366197586
23,0.3474,2025-08-06 15:56:14.227235,2025-08-06 15:56:22.358289,0 days 00:00:08.131054,elu,512,128,1,0.4,0.001,2,L2,1,0.9,mean,True,1e-06,0.05555443186312914,COMPLETE,0.05555443186312914
24,0.3254,2025-08-06 15:56:22.359289,2025-08-06 15:56:29.548573,0 days 00:00:07.189284,elu,512,128,0,0.4,0.001,1,L2,0,0.7,mean,True,1e-06,2.7096967697143555,COMPLETE,2.7096967697143555
25,0.348,2025-08-06 15:56:29.564201,2025-08-06 15:56:38.493051,0 days 00:00:08.928850,gelu,512,128,1,0.1,0.0001,2,L2,1,0.8,mean,True,1e-06,2.5893309712409973,COMPLETE,2.5893309712409973
26,0.3385,2025-08-06 15:56:38.493051,2025-08-06 15:56:51.202691,0 days 00:00:12.709640,elu,256,64,1,0.3,0.001,2,minmax,0,0.75,max,True,0.0001,2.4976108372211456,COMPLETE,2.4976108372211456
27,0.3591,2025-08-06 15:56:51.203692,2025-08-06 15:57:35.818213,0 days 00:00:44.614521,elu,512,16,0,0.4,0.001,3,L2,2,0.95,mean,True,0.0,0.0009086343006856623,COMPLETE,0.0009086343006856623
28,0.2856,2025-08-06 15:57:35.824844,2025-08-06 15:57:44.921957,0 days 00:00:09.097113,gelu,256,128,2,0.1,1e-05,3,minmax,2,,max,False,1e-05,2.9104610085487366,COMPLETE,2.9104610085487366
29,0.3637,2025-08-06 15:57:44.921957,2025-08-06 15:58:06.907558,0 days 00:00:21.985601,leakyrelu,128,32,1,0.2,0.0001,2,minmax,1,0.85,mean,True,0.0001,2.468214824795723,COMPLETE,2.468214824795723
