number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
10,0.3857,2025-08-06 16:36:34.602128,2025-08-06 16:36:52.879235,0 days 00:00:18.277107,tanh,512,32,0,0.1,0.001,1,minmax,0,0.9,max,True,0.0001,5.925313711166382,COMPLETE,5.925313711166382
11,0.4138,2025-08-06 16:36:52.880235,2025-08-06 16:37:11.899510,0 days 00:00:19.019275,tanh,512,32,0,0.3,0.001,1,L2,1,0.75,mean,True,1e-05,0.06413316773250699,COMPLETE,0.06413316773250699
12,0.4024,2025-08-06 16:37:11.900510,2025-08-06 16:37:31.400894,0 days 00:00:19.500384,elu,512,32,0,0.5,0.001,1,L2,1,0.85,mean,True,1e-05,0.01259604748338461,COMPLETE,0.01259604748338461
13,0.4016,2025-08-06 16:37:31.402893,2025-08-06 16:37:52.874719,0 days 00:00:21.471826,tanh,512,32,1,0.2,0.001,2,minmax,0,0.75,max,True,0.0001,0.13511879183351994,COMPLETE,0.13511879183351994
14,0.4464,2025-08-06 16:37:52.876719,2025-08-06 16:38:11.346870,0 days 00:00:18.470151,leakyrelu,512,32,0,0.3,0.001,1,L2,1,0.7,max,True,0.0,0.009860965772531927,COMPLETE,0.009860965772531927
15,0.3433,2025-08-06 16:38:11.347871,2025-08-06 16:38:49.976551,0 days 00:00:38.628680,leakyrelu,512,16,1,0.4,1e-05,2,minmax,0,0.7,max,True,0.0,19.440544843673706,COMPLETE,19.440544843673706
16,0.393,2025-08-06 16:38:49.977552,2025-08-06 16:39:08.203647,0 days 00:00:18.226095,leakyrelu,512,32,0,0.3,0.001,1,minmax,1,0.7,max,True,0.0,0.033140391344204545,COMPLETE,0.033140391344204545
17,0.4169,2025-08-06 16:39:08.204648,2025-08-06 16:39:33.131250,0 days 00:00:24.926602,relu,512,32,3,0.4,0.001,3,L2,3,0.8,max,True,0.0,0.00444185126980301,COMPLETE,0.00444185126980301
18,0.4,2025-08-06 16:39:33.132250,2025-08-06 16:39:50.853233,0 days 00:00:17.720983,leakyrelu,128,32,0,0.1,0.0001,1,minmax,1,0.7,max,True,0.0,7.79828006029129,COMPLETE,7.79828006029129
19,0.2174,2025-08-06 16:39:50.854233,2025-08-06 16:40:30.067045,0 days 00:00:39.212812,tanh,256,16,2,0.2,1e-05,2,L2,0,0.9,max,True,0.0,22.05151742696762,COMPLETE,22.05151742696762
20,0.4224,2025-08-06 16:40:30.068045,2025-08-06 16:40:42.360808,0 days 00:00:12.292763,tanh,512,64,0,0.5,0.001,1,L2,1,0.85,max,True,0.0001,0.12434526532888412,COMPLETE,0.12434526532888412
21,0.423,2025-08-06 16:40:42.361808,2025-08-06 16:40:54.403515,0 days 00:00:12.041707,tanh,512,64,0,0.5,0.001,1,L2,1,0.85,max,True,0.0001,0.14198525622487068,COMPLETE,0.14198525622487068
22,0.4216,2025-08-06 16:40:54.404515,2025-08-06 16:41:06.644265,0 days 00:00:12.239750,tanh,512,64,0,0.5,0.001,1,L2,1,0.85,max,True,0.0001,0.1425519958138466,COMPLETE,0.1425519958138466
23,0.4363,2025-08-06 16:41:06.646266,2025-08-06 16:41:19.013045,0 days 00:00:12.366779,tanh,512,64,0,0.5,0.001,1,L2,1,0.85,max,True,0.0001,0.15989545173943043,COMPLETE,0.15989545173943043
24,0.4177,2025-08-06 16:41:19.014045,2025-08-06 16:41:31.233792,0 days 00:00:12.219747,leakyrelu,512,64,0,0.5,0.001,1,L2,1,0.85,max,True,0.0001,0.010086128488183022,COMPLETE,0.010086128488183022
25,0.4023,2025-08-06 16:41:31.234792,2025-08-06 16:41:45.485995,0 days 00:00:14.251203,tanh,512,64,1,0.5,0.001,2,L2,2,0.85,max,True,0.0001,4.128058075904846,COMPLETE,4.128058075904846
26,0.2665,2025-08-06 16:41:45.486995,2025-08-06 16:41:57.524700,0 days 00:00:12.037705,relu,512,64,0,0.5,0.001,1,L2,1,,max,False,0.0001,6.0172905921936035,COMPLETE,6.0172905921936035
27,0.3878,2025-08-06 16:41:57.525701,2025-08-06 16:42:10.139535,0 days 00:00:12.613834,leakyrelu,512,64,0,0.5,0.001,1,L2,1,0.95,max,True,0.0001,0.006953193456865847,COMPLETE,0.006953193456865847
28,0.2174,2025-08-06 16:42:10.140536,2025-08-06 16:42:22.489311,0 days 00:00:12.348775,tanh,128,64,1,0.3,1e-05,2,L2,0,0.85,max,True,0.0001,6.186193346977234,COMPLETE,6.186193346977234
29,0.3463,2025-08-06 16:42:22.491311,2025-08-06 16:42:36.509461,0 days 00:00:14.018150,tanh,256,64,1,0.2,0.0001,2,L2,2,0.7,max,True,0.0001,5.594007849693298,COMPLETE,5.594007849693298
