number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.2174,2025-08-06 16:34:10.308700,2025-08-06 16:34:18.567556,0 days 00:00:08.258856,gelu,128,128,1,0.2,1e-05,2,L2,1,0.95,max,True,1e-06,3.0623443722724915,COMPLETE,3.0623443722724915
1,0.3582,2025-08-06 16:34:18.568556,2025-08-06 16:34:27.441550,0 days 00:00:08.872994,leakyrelu,256,128,1,0.3,0.0001,3,minmax,3,,max,False,0.0,0.672017440199852,COMPLETE,0.672017440199852
2,0.3593,2025-08-06 16:34:27.442551,2025-08-06 16:34:34.093045,0 days 00:00:06.650494,relu,256,128,0,0.4,0.0001,1,minmax,0,0.8,mean,True,1e-05,2.3095614910125732,COMPLETE,2.3095614910125732
3,0.3992,2025-08-06 16:34:34.094046,2025-08-06 16:34:42.722985,0 days 00:00:08.628939,gelu,256,128,2,0.3,0.001,2,minmax,2,,max,False,1e-06,0.1052161157131195,COMPLETE,0.1052161157131195
4,0.395,2025-08-06 16:34:42.724985,2025-08-06 16:35:24.091281,0 days 00:00:41.366296,gelu,512,16,1,0.4,0.0001,2,L2,2,,mean,False,1e-06,7.795996785163879,COMPLETE,7.795996785163879
5,0.2174,2025-08-06 16:35:24.092282,2025-08-06 16:35:37.356263,0 days 00:00:13.263981,elu,128,64,2,0.5,1e-05,3,L2,2,0.8,mean,True,0.0,6.097468435764313,COMPLETE,6.097468435764313
6,0.305,2025-08-06 16:35:37.357263,2025-08-06 16:35:44.958971,0 days 00:00:07.601708,elu,512,128,0,0.4,0.001,1,L2,1,,max,False,0.0,2.9000357389450073,COMPLETE,2.9000357389450073
7,0.3995,2025-08-06 16:35:44.959972,2025-08-06 16:35:56.804634,0 days 00:00:11.844662,gelu,128,64,0,0.1,0.001,1,minmax,1,,mean,False,1e-06,0.012770803179591894,COMPLETE,0.012770803179591894
8,0.4191,2025-08-06 16:35:56.805633,2025-08-06 16:36:15.875919,0 days 00:00:19.070286,elu,512,32,0,0.3,0.001,1,L2,1,0.75,mean,True,1e-05,0.05061351344920695,COMPLETE,0.05061351344920695
9,0.4194,2025-08-06 16:36:15.876920,2025-08-06 16:36:34.601128,0 days 00:00:18.724208,tanh,512,32,0,0.4,0.001,1,minmax,1,0.8,max,True,0.0,0.015211681835353374,COMPLETE,0.015211681835353374
