number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
0,0.2174,2025-08-06 15:19:04.360009,2025-08-06 15:19:17.156046,0 days 00:00:12.796037,gelu,128,64,1,0.5,1e-05,2,L2,2,0.7,max,True,0.0,6.0830166935920715,COMPLETE,6.0830166935920715
1,0.2174,2025-08-06 15:19:17.157047,2025-08-06 15:19:35.161600,0 days 00:00:18.004553,tanh,512,32,1,0.4,1e-05,1,L2,0,,max,False,1e-06,11.051821231842041,COMPLETE,11.051821231842041
2,0.3191,2025-08-06 15:19:35.163601,2025-08-06 15:19:47.439391,0 days 00:00:12.275790,elu,128,64,0,0.5,0.0001,2,L2,0,0.95,mean,True,0.0001,4.908543944358826,COMPLETE,4.908543944358826
3,0.3829,2025-08-06 15:19:47.440392,2025-08-06 15:20:00.436315,0 days 00:00:12.995923,tanh,128,64,0,0.3,0.001,2,L2,2,0.75,max,True,1e-06,0.22324427217245102,COMPLETE,0.22324427217245102
4,0.3059,2025-08-06 15:20:00.437316,2025-08-06 15:20:08.705568,0 days 00:00:08.268252,leakyrelu,512,128,1,0.2,1e-05,2,minmax,2,,max,False,0.0001,2.5633749961853027,COMPLETE,2.5633749961853027
5,0.2174,2025-08-06 15:20:08.706569,2025-08-06 15:20:47.075661,0 days 00:00:38.369092,relu,128,16,1,0.3,1e-05,2,L2,0,,max,False,1e-06,22.21607595682144,COMPLETE,22.21607595682144
6,0.2174,2025-08-06 15:20:47.076662,2025-08-06 15:21:09.677859,0 days 00:00:22.601197,gelu,512,32,3,0.1,1e-05,3,L2,0,0.95,mean,True,0.0001,10.964655935764313,COMPLETE,10.964655935764313
7,0.3845,2025-08-06 15:21:09.678859,2025-08-06 15:21:18.523598,0 days 00:00:08.844739,tanh,256,128,2,0.5,0.001,3,minmax,1,0.85,max,True,1e-06,0.0012542475888039917,COMPLETE,0.0012542475888039917
8,0.3201,2025-08-06 15:21:18.524598,2025-08-06 15:21:30.211955,0 days 00:00:11.687357,elu,256,64,0,0.4,0.0001,1,minmax,1,,max,False,1e-05,2.5211927592754364,COMPLETE,2.5211927592754364
9,0.3902,2025-08-06 15:21:30.212956,2025-08-06 15:22:08.502029,0 days 00:00:38.289073,relu,256,16,1,0.1,0.001,2,minmax,0,0.85,mean,True,1e-06,0.8933608905754227,COMPLETE,0.8933608905754227
10,0.3607,2025-08-06 15:22:08.503029,2025-08-06 15:22:41.330999,0 days 00:00:32.827970,relu,256,16,1,0.1,0.001,1,minmax,0,0.85,mean,True,0.0,0.10837479028850794,COMPLETE,0.10837479028850794
11,0.3712,2025-08-06 15:22:41.333000,2025-08-06 15:22:50.246480,0 days 00:00:08.913480,relu,256,128,3,0.1,0.001,3,minmax,1,0.85,mean,True,1e-06,0.0006087905640015379,COMPLETE,0.0006087905640015379
12,0.3633,2025-08-06 15:22:50.248481,2025-08-06 15:22:59.090889,0 days 00:00:08.842408,tanh,256,128,2,0.5,0.001,3,minmax,3,0.85,mean,True,1e-06,0.790743350982666,COMPLETE,0.790743350982666
13,0.3656,2025-08-06 15:22:59.091889,2025-08-06 15:23:44.449673,0 days 00:00:45.357784,leakyrelu,256,16,2,0.2,0.001,3,minmax,1,0.9,mean,True,1e-05,0.8230726765468717,COMPLETE,0.8230726765468717
14,0.3355,2025-08-06 15:23:44.450674,2025-08-06 15:23:53.335879,0 days 00:00:08.885205,relu,256,128,2,0.5,0.001,3,minmax,1,0.8,max,True,1e-06,0.0003871091757901013,COMPLETE,0.0003871091757901013
15,0.3645,2025-08-06 15:23:53.336879,2025-08-06 15:24:34.037888,0 days 00:00:40.701009,tanh,256,16,2,0.1,0.001,2,minmax,1,0.85,mean,True,1e-06,0.0012655043174163438,COMPLETE,0.0012655043174163438
16,0.3639,2025-08-06 15:24:34.038889,2025-08-06 15:24:42.911298,0 days 00:00:08.872409,tanh,256,128,3,0.1,0.0001,3,minmax,3,0.85,max,True,1e-06,1.3996539115905762,COMPLETE,1.3996539115905762
17,0.3668,2025-08-06 15:24:42.912300,2025-08-06 15:25:14.643609,0 days 00:00:31.731309,relu,256,16,0,0.5,0.001,1,minmax,0,0.9,mean,True,0.0,0.03601809486281127,COMPLETE,0.03601809486281127
18,0.3804,2025-08-06 15:25:14.644609,2025-08-06 15:25:36.276433,0 days 00:00:21.631824,elu,256,32,1,0.2,0.001,2,minmax,1,,mean,False,1e-05,1.423691101372242,COMPLETE,1.423691101372242
19,0.3417,2025-08-06 15:25:36.277434,2025-08-06 15:25:45.062051,0 days 00:00:08.784617,gelu,512,128,2,0.4,0.001,3,minmax,2,0.75,max,True,1e-06,0.03092416049912572,COMPLETE,0.03092416049912572
20,0.3364,2025-08-06 15:25:45.063052,2025-08-06 15:26:25.680492,0 days 00:00:40.617440,leakyrelu,256,16,1,0.3,0.0001,2,minmax,1,0.8,max,True,1e-06,0.5659331227652729,COMPLETE,0.5659331227652729
21,0.3414,2025-08-06 15:26:25.681493,2025-08-06 15:26:38.664415,0 days 00:00:12.982922,tanh,128,64,0,0.3,0.001,2,L2,2,0.75,max,True,1e-06,0.3373969830572605,COMPLETE,0.3373969830572605
22,0.3286,2025-08-06 15:26:38.665414,2025-08-06 15:26:51.617085,0 days 00:00:12.951671,tanh,128,64,0,0.3,0.001,2,L2,2,0.75,max,True,1e-06,0.2663428597152233,COMPLETE,0.2663428597152233
23,0.3425,2025-08-06 15:26:51.618086,2025-08-06 15:27:04.563335,0 days 00:00:12.945249,tanh,128,64,0,0.3,0.001,2,L2,1,0.7,max,True,1e-06,0.006975854979828,COMPLETE,0.006975854979828
24,0.344,2025-08-06 15:27:04.564336,2025-08-06 15:27:42.873878,0 days 00:00:38.309542,tanh,128,16,1,0.3,0.001,2,L2,0,0.75,max,True,1e-06,18.497521460056305,COMPLETE,18.497521460056305
25,0.3869,2025-08-06 15:27:42.875878,2025-08-06 15:27:53.969125,0 days 00:00:11.093247,relu,128,64,0,0.5,0.001,1,minmax,0,0.85,max,True,1e-06,0.12241743132472038,COMPLETE,0.12241743132472038
26,0.3566,2025-08-06 15:27:53.970125,2025-08-06 15:28:01.097419,0 days 00:00:07.127294,relu,256,128,0,0.5,0.001,1,minmax,0,,mean,False,1e-05,1.3174511194229126,COMPLETE,1.3174511194229126
27,0.3872,2025-08-06 15:28:01.098420,2025-08-06 15:28:18.630858,0 days 00:00:17.532438,relu,256,32,0,0.5,0.001,1,minmax,0,0.85,max,True,0.0,0.03554840153083205,COMPLETE,0.03554840153083205
28,0.3281,2025-08-06 15:28:18.631858,2025-08-06 15:28:35.981258,0 days 00:00:17.349400,relu,512,32,0,0.5,0.0001,1,minmax,0,0.85,mean,True,0.0,6.789310932159424,COMPLETE,6.789310932159424
29,0.3819,2025-08-06 15:28:35.982258,2025-08-06 15:28:53.427973,0 days 00:00:17.445715,relu,128,32,0,0.5,0.001,1,minmax,0,0.85,max,True,0.0,0.07553057605400681,COMPLETE,0.07553057605400681
