number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
10,0.178030303030303,PRUNED,2025-10-09 03:18:09.224812,2025-10-09 03:18:53.791663,0 days 00:00:44.566851,mish,128,,9.0,uniform,1,,pow2,2.0,,0.3,True,,,,,,64.0,7,True,,,,,,1e-05,,L2,1,Adam,max,False,2e-07,False,[896],[2],[True],0.3,[True]
11,0.4657071042470107,COMPLETE,2025-10-09 03:18:53.792670,2025-10-09 03:20:08.194675,0 days 00:01:14.402005,elu,16,5.0,,decreasing,1,,pow2,2.0,,0.1,False,True,True,False,,,256.0,3,True,False,False,False,,,1e-05,,L2,4,RMSprop,max,False,5e-07,False,"[384, 256, 192, 128]","[2, 4, 8, 16]","[False, True, True, False]",0.1,"[True, False, False, False]"
12,0.08558558558558559,PRUNED,2025-10-09 03:20:08.196703,2025-10-09 03:20:18.150304,0 days 00:00:09.953601,leakyrelu,128,5.0,,decreasing,1,,pow2,2.0,,0.0,False,True,True,False,,,256.0,3,True,False,False,False,,,0.001,,L2,4,RMSprop,max,False,5e-07,False,"[384, 256, 192, 128]","[2, 4, 8, 16]","[False, True, True, False]",0.0,"[True, False, False, False]"
13,0.43135569907115734,COMPLETE,2025-10-09 03:20:18.151309,2025-10-09 03:21:29.017212,0 days 00:01:10.865903,elu,16,5.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,True,,256.0,7,True,False,False,False,True,,1e-05,,L2,5,RMSprop,max,False,5e-07,False,"[384, 256, 192, 128, 96]","[2, 4, 8, 16, 32]","[False, True, False, False, True]",0.1,"[True, False, False, False, True]"
14,0.21640488656195464,PRUNED,2025-10-09 03:21:29.019752,2025-10-09 03:22:27.669165,0 days 00:00:58.649413,elu,16,,4.0,uniform,1,,pow2,2.0,,0.1,True,True,True,False,True,True,256.0,7,True,False,False,False,True,False,1e-05,,L2,6,RMSprop,last,False,5e-07,False,"[256, 256, 256, 256, 256, 256]","[2, 4, 8, 16, 32, 64]","[True, True, True, False, True, True]",0.1,"[True, False, False, False, True, False]"
15,0.18351141472528754,PRUNED,2025-10-09 03:22:27.670512,2025-10-09 03:23:00.917256,0 days 00:00:33.246744,elu,16,3.0,,increasing,1,,pow2,1.0,,0.0,False,True,True,False,True,,256.0,7,True,False,False,False,True,,1e-05,,L2,5,RMSprop,max,False,5e-07,False,"[192, 256, 384, 512, 640]","[1, 2, 4, 8, 16]","[False, True, True, False, True]",0.0,"[True, False, False, False, True]"
16,0.178030303030303,PRUNED,2025-10-09 03:23:00.918264,2025-10-09 03:23:28.884350,0 days 00:00:27.966086,elu,16,5.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,,,256.0,2,True,False,False,False,,,0.001,,L2,4,RMSprop,max,False,5e-07,False,"[384, 256, 192, 128]","[2, 4, 8, 16]","[False, True, False, False]",0.1,"[True, False, False, False]"
17,0.4264521063420745,COMPLETE,2025-10-09 03:23:28.885783,2025-10-09 03:24:26.894335,0 days 00:00:58.008552,elu,16,6.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,True,,256.0,3,True,False,False,False,True,,0.0002,,L2,5,RMSprop,max,False,0.0,False,"[512, 384, 256, 192, 128]","[2, 4, 8, 16, 32]","[False, True, False, False, True]",0.1,"[True, False, False, False, True]"
18,0.178030303030303,PRUNED,2025-10-09 03:24:26.897354,2025-10-09 03:25:18.527408,0 days 00:00:51.630054,leakyrelu,16,1.0,,increasing,1,,pow2,1.0,,0.0,True,True,True,True,True,False,64.0,7,True,False,False,True,True,True,1e-05,,L2,6,RMSprop,last,True,1e-07,False,"[96, 128, 192, 256, 384, 512]","[1, 2, 4, 8, 16, 32]","[True, True, True, True, True, False]",0.0,"[True, False, False, True, True, True]"
19,0.178030303030303,PRUNED,2025-10-09 03:25:18.528417,2025-10-09 03:27:28.360981,0 days 00:02:09.832564,hardswish,16,,9.0,uniform,3,,pow2,2.0,,0.1,False,False,False,False,,,256.0,3,True,False,False,False,,,1e-05,,L2,4,RMSprop,max,False,2e-07,False,"[896, 896, 896, 896]","[2, 4, 8, 16]","[False, False, False, False]",0.1,"[True, False, False, False]"
20,0.178030303030303,PRUNED,2025-10-09 03:27:28.362992,2025-10-09 03:27:44.668172,0 days 00:00:16.305180,prelu,96,5.0,,decreasing,1,,pow2,2.0,,0.0,False,True,True,False,False,,256.0,7,True,False,False,False,True,,1e-05,0.0,L2,5,SGD,max,False,5e-07,False,"[384, 256, 192, 128, 96]","[2, 4, 8, 16, 32]","[False, True, True, False, False]",0.0,"[True, False, False, False, True]"
21,0.4399794149781437,COMPLETE,2025-10-09 03:27:44.669676,2025-10-09 03:28:53.862940,0 days 00:01:09.193264,elu,16,6.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,True,,256.0,3,True,False,False,False,True,,0.0002,,L2,5,RMSprop,max,False,0.0,False,"[512, 384, 256, 192, 128]","[2, 4, 8, 16, 32]","[False, True, False, False, True]",0.1,"[True, False, False, False, True]"
22,0.21640488656195464,PRUNED,2025-10-09 03:28:53.865981,2025-10-09 03:29:34.587866,0 days 00:00:40.721885,elu,16,6.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,True,,256.0,3,True,False,False,False,True,,0.0002,,L2,5,RMSprop,max,False,0.0,False,"[512, 384, 256, 192, 128]","[2, 4, 8, 16, 32]","[False, True, False, False, True]",0.1,"[True, False, False, False, True]"
23,0.4201055841287073,COMPLETE,2025-10-09 03:29:34.587866,2025-10-09 03:30:19.314953,0 days 00:00:44.727087,elu,16,4.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,,,256.0,3,True,False,False,False,,,0.0002,,L2,4,RMSprop,max,False,0.0,False,"[256, 192, 128, 96]","[2, 4, 8, 16]","[False, True, False, False]",0.1,"[True, False, False, False]"
24,0.35555624460730545,COMPLETE,2025-10-09 03:30:19.316953,2025-10-09 03:31:32.410416,0 days 00:01:13.093463,mish,16,6.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,True,True,256.0,3,True,False,False,False,True,False,0.0002,,L2,6,RMSprop,max,False,5e-07,False,"[512, 384, 256, 192, 128, 96]","[2, 4, 8, 16, 32, 64]","[False, True, False, False, True, True]",0.1,"[True, False, False, False, True, False]"
25,0.178030303030303,PRUNED,2025-10-09 03:31:32.413433,2025-10-09 03:31:50.661630,0 days 00:00:18.248197,relu,32,7.0,,decreasing,1,,pow2,1.0,,0.1,False,True,False,True,True,,,2,True,False,False,True,True,,0.002,,L2,5,RMSprop,max,False,0.0,False,"[640, 512, 384, 256, 192]","[1, 2, 4, 8, 16]","[False, True, False, True, True]",0.1,"[True, False, False, True, True]"
26,0.21759048895761182,COMPLETE,2025-10-09 03:31:50.663643,2025-10-09 03:32:14.954860,0 days 00:00:24.291217,elu,64,4.0,,decreasing,1,,pow2,2.0,,0.0,True,True,True,False,,,64.0,7,True,False,False,False,,,0.001,,L2,4,RMSprop,attention,True,5e-07,True,"[256, 192, 128, 96]","[2, 4, 8, 16]","[True, True, True, False]",0.0,"[True, False, False, False]"
27,0.21875,PRUNED,2025-10-09 03:32:14.956874,2025-10-09 03:32:45.093094,0 days 00:00:30.136220,elu,16,6.0,,decreasing,1,,pow2,2.0,,0.1,False,False,False,False,True,False,256.0,3,True,False,False,False,True,False,0.0005,,L2,6,RMSprop,mean,False,1e-07,False,"[512, 384, 256, 192, 128, 96]","[2, 4, 8, 16, 32, 64]","[False, False, False, False, True, False]",0.1,"[True, False, False, False, True, False]"
28,0.38689539400164413,COMPLETE,2025-10-09 03:32:45.095095,2025-10-09 03:35:03.253433,0 days 00:02:18.158338,elu,16,4.0,,increasing,2,,pow2,2.0,,0.2,False,True,False,False,False,,256.0,3,True,False,False,False,False,,0.0002,0.0,L2,5,SGD,last,False,1e-05,False,"[256, 384, 512, 640, 768]","[2, 4, 8, 16, 32]","[False, True, False, False, False]",0.2,"[True, False, False, False, False]"
29,0.178030303030303,PRUNED,2025-10-09 03:35:03.256472,2025-10-09 03:35:09.075332,0 days 00:00:05.818860,prelu,96,,0.0,uniform,1,,pow2,2.0,,0.0,False,True,True,True,,,512.0,5,True,False,False,True,,,0.002,,L2,4,AdamW,mean,True,2e-07,True,"[64, 64, 64, 64]","[2, 4, 8, 16]","[False, True, True, True]",0.0,"[True, False, False, True]"
30,0.178030303030303,PRUNED,2025-10-09 03:35:09.076338,2025-10-09 03:35:26.723776,0 days 00:00:17.647438,elu,16,3.0,,decreasing,2,,pow2,1.0,,0.3,False,False,,,,,256.0,7,True,False,,,,,1e-05,,L2,2,RMSprop,max,False,2e-06,False,"[192, 128]","[1, 2]","[False, False]",0.3,"[True, False]"
31,0.4402866699532728,COMPLETE,2025-10-09 03:35:26.724783,2025-10-09 03:36:44.009191,0 days 00:01:17.284408,elu,16,7.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,True,,256.0,3,True,False,False,False,True,,0.0002,,L2,5,RMSprop,max,False,0.0,False,"[640, 512, 384, 256, 192]","[2, 4, 8, 16, 32]","[False, True, False, False, True]",0.1,"[True, False, False, False, True]"
32,0.178030303030303,PRUNED,2025-10-09 03:36:44.011562,2025-10-09 03:37:42.174206,0 days 00:00:58.162644,relu,16,7.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,True,,256.0,3,True,False,False,False,True,,0.0002,,L2,5,RMSprop,max,False,0.0,False,"[640, 512, 384, 256, 192]","[2, 4, 8, 16, 32]","[False, True, False, False, True]",0.1,"[True, False, False, False, True]"
33,0.4401685882086403,COMPLETE,2025-10-09 03:37:42.175206,2025-10-09 03:39:05.458023,0 days 00:01:23.282817,elu,16,7.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,,,,3,True,False,False,False,,,0.0002,,L2,4,RMSprop,max,False,0.0,False,"[640, 512, 384, 256]","[2, 4, 8, 16]","[False, True, False, False]",0.1,"[True, False, False, False]"
34,0.4533440224535683,COMPLETE,2025-10-09 03:39:05.460526,2025-10-09 03:40:41.363073,0 days 00:01:35.902547,hardswish,16,8.0,,decreasing,1,1.0,linear,,2.0,0.1,False,True,False,False,,,,3,True,False,False,False,,,0.0002,,L2,4,RMSprop,max,False,0.0,False,"[768, 640, 512, 384]","[1, 3, 5, 7]","[False, True, False, False]",0.1,"[True, False, False, False]"
35,0.08558558558558559,PRUNED,2025-10-09 03:40:41.366454,2025-10-09 03:42:04.250352,0 days 00:01:22.883898,hardswish,32,8.0,,decreasing,3,1.0,linear,,2.0,0.1,False,True,False,,,,,3,False,True,False,,,,0.0002,,L2,3,Adam,max,False,0.0,False,"[768, 640, 512]","[1, 3, 5]","[False, True, False]",0.1,"[False, True, False]"
36,0.08558558558558559,PRUNED,2025-10-09 03:42:04.251353,2025-10-09 03:42:19.750450,0 days 00:00:15.499097,hardswish,128,7.0,,decreasing,1,1.0,linear,,2.0,0.2,False,False,False,False,,,,3,True,False,False,False,,,0.0002,0.9,L2,4,SGD,last,True,0.0,False,"[640, 512, 384, 256]","[1, 3, 5, 7]","[False, False, False, False]",0.2,"[True, False, False, False]"
37,0.17702448210922786,PRUNED,2025-10-09 03:42:19.751935,2025-10-09 03:42:38.150483,0 days 00:00:18.398548,hardswish,64,8.0,,decreasing,2,2.0,linear,,3.0,0.1,False,True,False,,,,,3,False,False,True,,,,0.0002,,minmax,3,Adam,max,False,1e-06,True,"[768, 640, 512]","[2, 5, 8]","[False, True, False]",0.1,"[False, False, True]"
38,0.178030303030303,PRUNED,2025-10-09 03:42:38.151489,2025-10-09 03:44:20.995153,0 days 00:01:42.843664,hardswish,16,,5.0,uniform,2,1.0,linear,,2.0,0.2,False,True,False,False,,,,9,True,True,False,False,,,0.0001,,L2,4,AdamW,max,False,2e-06,False,"[384, 384, 384, 384]","[1, 3, 5, 7]","[False, True, False, False]",0.2,"[True, True, False, False]"
39,0.21759048895761182,COMPLETE,2025-10-09 03:44:20.996656,2025-10-09 03:45:55.237973,0 days 00:01:34.241317,silu,96,9.0,,decreasing,1,2.0,linear,,3.0,0.1,True,True,True,,,,,5,False,False,False,,,,0.0002,,minmax,3,RMSprop,attention,False,0.0,False,"[896, 768, 640]","[2, 5, 8]","[True, True, True]",0.1,"[False, False, False]"
40,0.178030303030303,PRUNED,2025-10-09 03:45:55.240477,2025-10-09 03:46:26.195916,0 days 00:00:30.955439,leakyrelu,16,7.0,,decreasing,2,1.0,linear,,2.0,0.2,False,False,False,,,,512.0,3,True,True,True,,,,0.002,,L2,3,RMSprop,mean,True,1e-05,True,"[640, 512, 384]","[1, 3, 5]","[False, False, False]",0.2,"[True, True, True]"
41,0.4184102470896956,COMPLETE,2025-10-09 03:46:26.197944,2025-10-09 03:48:07.781277,0 days 00:01:41.583333,elu,16,8.0,,decreasing,1,2.0,linear,,2.0,0.1,False,True,False,False,,,,3,True,False,False,False,,,0.0002,,L2,4,RMSprop,max,False,0.0,False,"[768, 640, 512, 384]","[2, 4, 6, 8]","[False, True, False, False]",0.1,"[True, False, False, False]"
42,0.178030303030303,PRUNED,2025-10-09 03:48:07.784278,2025-10-09 03:48:31.185228,0 days 00:00:23.400950,mish,16,7.0,,decreasing,1,,pow2,2.0,,0.1,False,True,False,False,,,,3,True,False,False,False,,,0.0002,,L2,4,RMSprop,max,False,0.0,False,"[640, 512, 384, 256]","[2, 4, 8, 16]","[False, True, False, False]",0.1,"[True, False, False, False]"
43,0.09658446712018141,PRUNED,2025-10-09 03:48:31.186352,2025-10-09 03:48:50.102079,0 days 00:00:18.915727,gelu,16,8.0,,decreasing,1,1.0,linear,,1.0,0.1,False,True,False,False,True,,128.0,3,True,False,False,False,True,,0.0002,,L2,5,RMSprop,max,False,0.0,False,"[768, 640, 512, 384, 256]","[1, 2, 3, 4, 5]","[False, True, False, False, True]",0.1,"[True, False, False, False, True]"
44,0.45916425472777284,COMPLETE,2025-10-09 03:48:50.103090,2025-10-09 03:51:19.441652,0 days 00:02:29.338562,elu,16,9.0,,decreasing,1,,pow2,2.0,,0.1,False,,,,,,512.0,9,True,,,,,,0.0002,,minmax,1,RMSprop,max,False,1e-06,False,[896],[2],[False],0.1,[True]
45,0.43564895238190754,COMPLETE,2025-10-09 03:51:19.443696,2025-10-09 03:55:00.701277,0 days 00:03:41.257581,prelu,32,9.0,,decreasing,1,,pow2,2.0,,0.1,False,False,,,,,512.0,9,True,True,,,,,0.0001,,minmax,2,AdamW,max,False,1e-06,False,"[896, 768]","[2, 4]","[False, False]",0.1,"[True, True]"
46,0.21875,PRUNED,2025-10-09 03:55:00.704464,2025-10-09 03:55:24.889961,0 days 00:00:24.185497,relu,128,9.0,,increasing,1,3.0,linear,,3.0,0.0,False,,,,,,512.0,9,False,,,,,,0.0002,,minmax,1,Adam,attention,False,1e-06,False,[896],[3],[False],0.0,[False]
47,0.178030303030303,PRUNED,2025-10-09 03:55:24.890965,2025-10-09 03:55:48.131851,0 days 00:00:23.240886,silu,64,9.0,,decreasing,1,,pow2,2.0,,0.2,True,,,,,,512.0,9,True,,,,,,0.0005,,minmax,1,RMSprop,max,False,1e-06,False,[896],[2],[True],0.2,[True]
48,0.17702448210922786,PRUNED,2025-10-09 03:55:48.132854,2025-10-09 03:55:58.553295,0 days 00:00:10.420441,elu,16,8.0,,decreasing,1,,pow2,2.0,,0.1,False,True,,,,,512.0,2,True,False,,,,,0.001,0.30000000000000004,minmax,2,SGD,max,False,1e-06,True,"[768, 640]","[2, 4]","[False, True]",0.1,"[True, False]"
49,0.21875,PRUNED,2025-10-09 03:55:58.554301,2025-10-09 03:56:21.554787,0 days 00:00:23.000486,elu,16,,5.0,uniform,1,,pow2,2.0,,0.1,False,True,True,,,,64.0,9,True,True,True,,,,0.0002,,minmax,3,RMSprop,last,False,2e-06,False,"[384, 384, 384]","[2, 4, 8]","[False, True, True]",0.1,"[True, True, True]"
