number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
21,0.21875,PRUNED,2025-10-08 21:07:26.559280,2025-10-08 21:07:34.024753,0 days 00:00:07.465473,hardswish,64,4.0,,decreasing,3,3.0,linear,,3.0,0.0,False,True,False,,,,,3,True,True,False,,,,0.0002,,L2,3,RMSprop,max,True,0.0,False,"[256, 192, 128]","[3, 6, 9]","[False, True, False]",0.0,"[True, True, False]"
22,0.4033740213981871,COMPLETE,2025-10-08 21:07:34.026994,2025-10-08 21:07:55.376555,0 days 00:00:21.349561,hardswish,64,3.0,,decreasing,3,3.0,linear,,3.0,0.0,False,False,False,,,,128.0,2,True,False,False,,,,0.0002,,L2,3,RMSprop,max,True,0.0,False,"[192, 128, 96]","[3, 6, 9]","[False, False, False]",0.0,"[True, False, False]"
23,0.4184393146550585,COMPLETE,2025-10-08 21:07:55.379433,2025-10-08 21:08:27.582900,0 days 00:00:32.203467,hardswish,64,3.0,,decreasing,3,3.0,linear,,3.0,0.0,False,False,False,True,,,128.0,2,True,False,False,True,,,0.0002,,L2,4,RMSprop,max,True,0.0,False,"[192, 128, 96, 64]","[3, 6, 9, 12]","[False, False, False, True]",0.0,"[True, False, False, True]"
24,0.21759048895761182,COMPLETE,2025-10-08 21:08:27.584900,2025-10-08 21:09:11.108472,0 days 00:00:43.523572,elu,64,7.0,,decreasing,3,2.0,linear,,2.0,0.0,False,True,False,True,False,,128.0,2,True,False,False,True,True,,0.0002,,L2,5,RMSprop,max,True,0.0,False,"[640, 512, 384, 256, 192]","[2, 4, 6, 8, 10]","[False, True, False, True, False]",0.0,"[True, False, False, True, True]"
25,0.1843688534073817,PRUNED,2025-10-08 21:09:11.115183,2025-10-08 21:09:16.750190,0 days 00:00:05.635007,silu,128,3.0,,decreasing,2,3.0,linear,,3.0,0.1,False,False,False,True,,,128.0,2,True,False,False,True,,,0.0005,,L2,4,AdamW,max,True,1e-06,False,"[192, 128, 96, 64]","[3, 6, 9, 12]","[False, False, False, True]",0.1,"[True, False, False, True]"
26,0.42411379021502255,COMPLETE,2025-10-08 21:09:16.751196,2025-10-08 21:09:42.994974,0 days 00:00:26.243778,relu,64,4.0,,decreasing,3,2.0,linear,,2.0,0.0,False,True,False,True,,,128.0,2,True,False,False,True,,,0.0002,,L2,4,RMSprop,max,False,0.0,True,"[256, 192, 128, 96]","[2, 4, 6, 8]","[False, True, False, True]",0.0,"[True, False, False, True]"
27,0.178030303030303,PRUNED,2025-10-08 21:09:43.002008,2025-10-08 21:09:58.975953,0 days 00:00:15.973945,relu,64,6.0,,decreasing,2,2.0,linear,,2.0,0.1,False,True,False,True,False,,512.0,5,True,False,True,True,True,,1e-05,,L2,5,RMSprop,mean,False,0.0,True,"[512, 384, 256, 192, 128]","[2, 4, 6, 8, 10]","[False, True, False, True, False]",0.1,"[True, False, True, True, True]"
28,0.21761658031088082,PRUNED,2025-10-08 21:09:58.975953,2025-10-08 21:10:03.407095,0 days 00:00:04.431142,relu,128,1.0,,decreasing,3,2.0,linear,,2.0,0.0,False,True,,,,,256.0,9,True,False,,,,,0.0005,,L2,2,AdamW,last,False,1e-07,True,"[96, 64]","[2, 4]","[False, True]",0.0,"[True, False]"
29,0.21640488656195464,PRUNED,2025-10-08 21:10:03.407095,2025-10-08 21:10:37.405410,0 days 00:00:33.998315,relu,16,0.0,,increasing,3,,pow2,2.0,,0.1,False,True,False,,,,64.0,2,True,False,False,,,,0.002,,L2,3,Adam,attention,False,0.0,True,"[64, 96, 128]","[2, 4, 8]","[False, True, False]",0.1,"[True, False, False]"
30,0.42178127872274046,COMPLETE,2025-10-08 21:10:37.405410,2025-10-08 21:10:49.290669,0 days 00:00:11.885259,relu,96,,5.0,uniform,1,2.0,linear,,2.0,0.2,False,,,,,,128.0,2,True,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[384],[2],[False],0.2,[True]
31,0.4281625613013443,COMPLETE,2025-10-08 21:10:49.292670,2025-10-08 21:10:58.595378,0 days 00:00:09.302708,relu,96,,5.0,uniform,1,2.0,linear,,2.0,0.2,False,,,,,,128.0,2,True,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[384],[2],[False],0.2,[True]
32,0.43048240451080116,COMPLETE,2025-10-08 21:10:58.595792,2025-10-08 21:11:10.673764,0 days 00:00:12.077972,relu,96,,5.0,uniform,1,2.0,linear,,2.0,0.2,False,,,,,,128.0,2,True,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[384],[2],[False],0.2,[True]
33,0.42425548579995853,COMPLETE,2025-10-08 21:11:10.673764,2025-10-08 21:11:19.753695,0 days 00:00:09.079931,relu,96,,5.0,uniform,1,2.0,linear,,2.0,0.2,False,,,,,,128.0,2,True,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[384],[2],[False],0.2,[True]
34,0.42626903168034325,COMPLETE,2025-10-08 21:11:19.755698,2025-10-08 21:11:35.051800,0 days 00:00:15.296102,relu,96,,5.0,uniform,1,2.0,linear,,2.0,0.2,False,,,,,,128.0,9,True,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[384],[2],[False],0.2,[True]
35,0.42916563795136015,COMPLETE,2025-10-08 21:11:35.051800,2025-10-08 21:11:46.146084,0 days 00:00:11.094284,relu,96,,4.0,uniform,1,1.0,linear,,1.0,0.2,False,,,,,,64.0,9,True,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[256],[1],[False],0.2,[True]
36,0.3943833247054547,COMPLETE,2025-10-08 21:11:46.148084,2025-10-08 21:11:55.422399,0 days 00:00:09.274315,relu,96,,3.0,uniform,1,1.0,linear,,1.0,0.3,False,,,,,,64.0,9,True,,,,,,0.0001,,L2,1,RMSprop,attention,False,1e-05,True,[192],[1],[False],0.3,[True]
37,0.178030303030303,PRUNED,2025-10-08 21:11:55.423399,2025-10-08 21:12:02.465681,0 days 00:00:07.042282,leakyrelu,96,,7.0,uniform,1,1.0,linear,,1.0,0.2,False,,,,,,64.0,9,True,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[640],[1],[False],0.2,[True]
38,0.41940769443355136,COMPLETE,2025-10-08 21:12:02.465681,2025-10-08 21:12:12.457171,0 days 00:00:09.991490,mish,96,,3.0,uniform,1,,pow2,1.0,,0.3,False,True,,,,,64.0,7,True,True,,,,,0.0001,,L2,2,RMSprop,max,False,1e-05,True,"[192, 192]","[1, 2]","[False, True]",0.3,"[True, True]"
39,0.39561021857625295,COMPLETE,2025-10-08 21:12:12.457171,2025-10-08 21:12:22.473464,0 days 00:00:10.016293,gelu,96,,3.0,uniform,1,1.0,linear,,1.0,0.2,False,,,,,,64.0,9,False,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[192],[1],[False],0.2,[False]
40,0.1610260288649398,PRUNED,2025-10-08 21:12:22.473464,2025-10-08 21:12:27.687546,0 days 00:00:05.214082,relu,96,,6.0,uniform,1,,pow2,2.0,,0.2,False,,,,,,512.0,9,True,,,,,,0.0001,0.9,L2,1,SGD,last,False,2e-07,True,[512],[2],[False],0.2,[True]
41,0.43353437733191064,COMPLETE,2025-10-08 21:12:27.688549,2025-10-08 21:12:36.988526,0 days 00:00:09.299977,relu,96,,4.0,uniform,1,2.0,linear,,1.0,0.2,False,,,,,,128.0,9,True,,,,,,0.0001,,L2,1,RMSprop,max,False,1e-05,True,[256],[2],[False],0.2,[True]
42,0.44184163591912423,COMPLETE,2025-10-08 21:12:36.988526,2025-10-08 21:12:50.640416,0 days 00:00:13.651890,relu,96,,4.0,uniform,1,2.0,linear,,1.0,0.2,False,True,,,,,64.0,9,True,True,,,,,0.0001,,L2,2,RMSprop,max,False,1e-05,True,"[256, 256]","[2, 3]","[False, True]",0.2,"[True, True]"
43,0.21875,PRUNED,2025-10-08 21:12:50.644422,2025-10-08 21:12:55.306274,0 days 00:00:04.661852,relu,96,,4.0,uniform,1,1.0,linear,,1.0,0.2,False,True,,,,,64.0,9,True,True,,,,,0.0001,,L2,2,RMSprop,max,False,1e-05,True,"[256, 256]","[1, 2]","[False, True]",0.2,"[True, True]"
44,0.21640488656195464,PRUNED,2025-10-08 21:12:55.306274,2025-10-08 21:13:04.180905,0 days 00:00:08.874631,elu,96,,4.0,uniform,1,2.0,linear,,1.0,0.2,False,True,,,,,64.0,9,True,True,,,,,0.0001,,L2,2,RMSprop,attention,False,1e-05,True,"[256, 256]","[2, 3]","[False, True]",0.2,"[True, True]"
45,0.178030303030303,PRUNED,2025-10-08 21:13:04.181908,2025-10-08 21:13:09.368102,0 days 00:00:05.186194,leakyrelu,96,,3.0,uniform,2,2.0,linear,,1.0,0.3,True,True,,,,,64.0,9,True,True,,,,,0.0001,,L2,2,RMSprop,max,False,5e-07,True,"[192, 192]","[2, 3]","[True, True]",0.3,"[True, True]"
46,0.42345454439939784,COMPLETE,2025-10-08 21:13:09.370108,2025-10-08 21:13:26.488709,0 days 00:00:17.118601,mish,96,,6.0,uniform,1,,pow2,1.0,,0.2,False,,,,,,256.0,9,True,,,,,,0.0001,,minmax,1,Adam,max,False,1e-06,True,[512],[1],[False],0.2,[True]
47,0.0894854586129754,PRUNED,2025-10-08 21:13:26.488709,2025-10-08 21:13:36.341815,0 days 00:00:09.853106,relu,32,,4.0,uniform,1,2.0,linear,,1.0,0.3,False,True,,,,,64.0,7,False,True,,,,,0.0001,0.30000000000000004,L2,2,SGD,mean,False,1e-05,True,"[256, 256]","[2, 3]","[False, True]",0.3,"[False, True]"
48,0.3527218749227748,COMPLETE,2025-10-08 21:13:36.343818,2025-10-08 21:13:47.755995,0 days 00:00:11.412177,silu,96,,2.0,uniform,1,2.0,linear,,1.0,0.2,True,,,,,,512.0,9,True,,,,,,1e-05,,L2,1,RMSprop,max,False,2e-07,True,[128],[2],[True],0.2,[True]
49,0.21759048895761182,COMPLETE,2025-10-08 21:13:47.755995,2025-10-08 21:14:28.410114,0 days 00:00:40.654119,relu,16,,6.0,uniform,2,1.0,linear,,1.0,0.2,False,True,,,,,64.0,5,True,True,,,,,0.001,,minmax,2,RMSprop,max,False,1e-05,True,"[512, 512]","[1, 2]","[False, True]",0.2,"[True, True]"
