number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
0,0.3923990402934518,COMPLETE,2025-10-09 02:16:22.551450,2025-10-09 02:19:06.973715,0 days 00:02:44.422265,leakyrelu,16,,9.0,uniform,2,,pow2,2.0,,0.0,True,True,False,True,,,64.0,3,True,False,True,True,,,0.002,0.30000000000000004,L2,4,SGD,last,False,1e-06,True,"[896, 896, 896, 896]","[2, 4, 8, 16]","[True, True, False, True]",0.0,"[True, False, True, True]"
1,0.21759048895761182,COMPLETE,2025-10-09 02:19:06.975717,2025-10-09 02:20:07.374876,0 days 00:01:00.399159,elu,128,7.0,,decreasing,2,1.0,linear,,1.0,0.2,True,True,True,False,False,True,256.0,3,False,True,False,True,True,True,0.002,,L2,6,AdamW,mean,False,2e-06,True,"[640, 512, 384, 256, 192, 128]","[1, 2, 3, 4, 5, 6]","[True, True, True, False, False, True]",0.2,"[False, True, False, True, True, True]"
2,0.178030303030303,PRUNED,2025-10-09 02:20:07.376885,2025-10-09 02:20:17.782026,0 days 00:00:10.405141,elu,96,3.0,,increasing,1,,pow2,1.0,,0.3,True,False,True,False,,,64.0,5,True,True,False,True,,,0.0005,,L2,4,Adam,last,True,2e-07,False,"[192, 256, 384, 512]","[1, 2, 4, 8]","[True, False, True, False]",0.3,"[True, True, False, True]"
3,0.21761658031088082,PRUNED,2025-10-09 02:20:17.783028,2025-10-09 02:20:30.338286,0 days 00:00:12.555258,relu,96,5.0,,increasing,3,2.0,linear,,1.0,0.3,False,True,False,,,,512.0,3,False,False,True,,,,0.002,,L2,3,Adam,mean,False,2e-07,False,"[384, 512, 640]","[2, 3, 4]","[False, True, False]",0.3,"[False, False, True]"
4,0.21761658031088082,PRUNED,2025-10-09 02:20:30.339289,2025-10-09 02:20:38.512230,0 days 00:00:08.172941,mish,64,,4.0,uniform,1,,pow2,2.0,,0.0,False,False,True,True,False,True,512.0,9,False,False,True,True,False,False,1e-05,,minmax,6,AdamW,last,False,5e-07,True,"[256, 256, 256, 256, 256, 256]","[2, 4, 8, 16, 32, 64]","[False, False, True, True, False, True]",0.0,"[False, False, True, True, False, False]"
5,0.21759048895761182,COMPLETE,2025-10-09 02:20:38.513233,2025-10-09 02:24:40.575814,0 days 00:04:02.062581,hardswish,32,9.0,,decreasing,2,3.0,linear,,3.0,0.3,True,False,True,True,True,True,512.0,5,True,True,True,True,True,False,0.0005,,minmax,6,AdamW,mean,False,1e-07,True,"[896, 768, 640, 512, 384, 256]","[3, 6, 9, 12, 15, 18]","[True, False, True, True, True, True]",0.3,"[True, True, True, True, True, False]"
6,0.3701393421921877,COMPLETE,2025-10-09 02:24:40.577830,2025-10-09 02:25:49.361604,0 days 00:01:08.783774,silu,32,,6.0,uniform,1,2.0,linear,,3.0,0.2,True,False,True,True,False,True,512.0,2,True,True,True,True,False,False,0.0005,0.8,L2,6,SGD,mean,False,1e-06,False,"[512, 512, 512, 512, 512, 512]","[2, 5, 8, 11, 14, 17]","[True, False, True, True, False, True]",0.2,"[True, True, True, True, False, False]"
7,0.4507590478084973,COMPLETE,2025-10-09 02:25:49.364635,2025-10-09 02:26:36.383498,0 days 00:00:47.018863,prelu,16,,2.0,uniform,2,1.0,linear,,3.0,0.2,False,False,True,False,,,256.0,3,False,True,False,False,,,0.0001,,L2,4,AdamW,mean,False,0.0,True,"[128, 128, 128, 128]","[1, 4, 7, 10]","[False, False, True, False]",0.2,"[False, True, False, False]"
8,0.21761658031088082,PRUNED,2025-10-09 02:26:36.385511,2025-10-09 02:26:46.070525,0 days 00:00:09.685014,elu,16,1.0,,increasing,1,1.0,linear,,1.0,0.1,True,True,True,False,,,256.0,7,False,False,True,False,,,0.0002,,minmax,4,Adam,attention,False,5e-07,True,"[96, 128, 192, 256]","[1, 2, 3, 4]","[True, True, True, False]",0.1,"[False, False, True, False]"
9,0.21759048895761182,COMPLETE,2025-10-09 02:26:46.071551,2025-10-09 02:27:15.343522,0 days 00:00:29.271971,prelu,128,2.0,,increasing,2,3.0,linear,,3.0,0.0,True,True,True,True,,,256.0,2,True,True,True,False,,,0.002,,L2,4,RMSprop,attention,False,5e-07,False,"[128, 192, 256, 384]","[3, 6, 9, 12]","[True, True, True, True]",0.0,"[True, True, True, False]"
10,0.3869936503820504,COMPLETE,2025-10-09 02:27:15.345523,2025-10-09 02:27:56.077482,0 days 00:00:40.731959,prelu,16,,0.0,uniform,3,,pow2,1.0,,0.1,False,,,,,,128.0,7,False,,,,,,0.0001,,minmax,1,RMSprop,max,True,0.0,True,[64],[1],[False],0.1,[False]
11,0.0894854586129754,PRUNED,2025-10-09 02:27:56.079495,2025-10-09 02:30:00.747840,0 days 00:02:04.668345,leakyrelu,16,,9.0,uniform,2,,pow2,2.0,,0.1,False,True,False,,,,64.0,3,True,False,False,,,,0.0001,0.1,L2,3,SGD,last,True,0.0,True,"[896, 896, 896]","[2, 4, 8]","[False, True, False]",0.1,"[True, False, False]"
12,0.3992947747794817,COMPLETE,2025-10-09 02:30:00.748877,2025-10-09 02:30:41.606042,0 days 00:00:40.857165,leakyrelu,16,,2.0,uniform,3,,pow2,2.0,,0.2,False,False,,,,,,3,True,False,,,,,0.001,0.30000000000000004,L2,2,SGD,max,False,1e-05,True,"[128, 128]","[2, 4]","[False, False]",0.2,"[True, False]"
13,0.41450374197763756,COMPLETE,2025-10-09 02:30:41.608052,2025-10-09 02:31:13.155594,0 days 00:00:31.547542,gelu,16,,1.0,uniform,3,,pow2,2.0,,0.2,False,,,,,,,3,False,,,,,,0.001,,L2,1,AdamW,max,False,1e-05,True,[96],[2],[False],0.2,[False]
14,0.2702981029810298,PRUNED,2025-10-09 02:31:13.157610,2025-10-09 02:31:24.298828,0 days 00:00:11.141218,gelu,64,,0.0,uniform,3,1.0,linear,,2.0,0.2,False,,,,,,,9,False,,,,,,0.001,,L2,1,AdamW,max,True,1e-05,True,[64],[1],[False],0.2,[False]
15,0.4155854911123473,COMPLETE,2025-10-09 02:31:24.298828,2025-10-09 02:31:58.406867,0 days 00:00:34.108039,gelu,16,,3.0,uniform,3,,pow2,2.0,,0.2,False,False,,,,,,3,False,True,,,,,0.0001,,L2,2,AdamW,max,False,1e-05,True,"[192, 192]","[2, 4]","[False, False]",0.2,"[False, True]"
16,0.21875,PRUNED,2025-10-09 02:31:58.408898,2025-10-09 02:32:17.856839,0 days 00:00:19.447941,prelu,16,5.0,,decreasing,2,,pow2,1.0,,0.1,False,False,,,,,128.0,3,False,True,,,,,0.0001,,L2,2,AdamW,mean,False,0.0,True,"[384, 256]","[1, 2]","[False, False]",0.1,"[False, True]"
17,0.42534694289694625,COMPLETE,2025-10-09 02:32:17.857848,2025-10-09 02:33:18.234510,0 days 00:01:00.376662,gelu,16,,3.0,uniform,3,1.0,linear,,2.0,0.3,False,False,False,False,True,,256.0,3,False,True,False,False,True,,0.0001,,L2,5,AdamW,max,False,1e-07,True,"[192, 192, 192, 192, 192]","[1, 3, 5, 7, 9]","[False, False, False, False, True]",0.3,"[False, True, False, False, True]"
