number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
18,0.21761658031088082,PRUNED,2025-10-09 02:33:18.236511,2025-10-09 02:33:41.306147,0 days 00:00:23.069636,hardswish,128,,5.0,uniform,2,1.0,linear,,2.0,0.3,False,False,False,False,True,,256.0,9,False,True,False,False,True,,0.0001,,minmax,5,AdamW,attention,True,1e-07,False,"[384, 384, 384, 384, 384]","[1, 3, 5, 7, 9]","[False, False, False, False, True]",0.3,"[False, True, False, False, True]"
19,0.21761658031088082,PRUNED,2025-10-09 02:33:41.307157,2025-10-09 02:34:14.640418,0 days 00:00:33.333261,mish,64,9.0,,decreasing,3,2.0,linear,,2.0,0.3,False,False,False,False,True,,256.0,2,False,True,False,False,True,,1e-05,,L2,5,RMSprop,max,False,1e-07,True,"[896, 768, 640, 512, 384]","[2, 4, 6, 8, 10]","[False, False, False, False, True]",0.3,"[False, True, False, False, True]"
20,0.21875,PRUNED,2025-10-09 02:34:14.641421,2025-10-09 02:34:29.303268,0 days 00:00:14.661847,silu,96,,3.0,uniform,2,1.0,linear,,2.0,0.3,False,False,False,False,True,,256.0,7,False,True,False,False,True,,0.0002,,L2,5,AdamW,mean,False,2e-06,True,"[192, 192, 192, 192, 192]","[1, 3, 5, 7, 9]","[False, False, False, False, True]",0.3,"[False, True, False, False, True]"
21,0.42745868922050656,COMPLETE,2025-10-09 02:34:29.304273,2025-10-09 02:35:05.913741,0 days 00:00:36.609468,gelu,16,,3.0,uniform,3,1.0,linear,,3.0,0.2,False,False,,,,,,3,False,True,,,,,0.0001,,L2,2,AdamW,max,False,1e-07,True,"[192, 192]","[1, 4]","[False, False]",0.2,"[False, True]"
22,0.41216595497182484,COMPLETE,2025-10-09 02:35:05.915785,2025-10-09 02:35:50.148351,0 days 00:00:44.232566,gelu,16,,2.0,uniform,3,1.0,linear,,3.0,0.2,False,False,False,,,,256.0,3,False,True,False,,,,0.0001,,L2,3,AdamW,max,False,1e-07,True,"[128, 128, 128]","[1, 4, 7]","[False, False, False]",0.2,"[False, True, False]"
23,0.4318909143008222,COMPLETE,2025-10-09 02:35:50.151056,2025-10-09 02:37:15.372501,0 days 00:01:25.221445,gelu,16,,4.0,uniform,3,1.0,linear,,3.0,0.2,False,False,True,False,True,,,3,False,True,False,False,False,,0.0001,,L2,5,AdamW,max,False,1e-07,True,"[256, 256, 256, 256, 256]","[1, 4, 7, 10, 13]","[False, False, True, False, True]",0.2,"[False, True, False, False, False]"
24,0.21875,PRUNED,2025-10-09 02:37:15.374771,2025-10-09 02:38:08.402098,0 days 00:00:53.027327,relu,16,,6.0,uniform,3,2.0,linear,,3.0,0.2,False,False,True,,,,,5,False,True,False,,,,0.0001,,L2,3,AdamW,max,False,0.0,True,"[512, 512, 512]","[2, 5, 8]","[False, False, True]",0.2,"[False, True, False]"
25,0.40886562317838265,COMPLETE,2025-10-09 02:38:08.403106,2025-10-09 02:39:45.748249,0 days 00:01:37.345143,prelu,16,,5.0,uniform,2,1.0,linear,,3.0,0.1,False,False,True,False,True,,,3,False,True,False,False,False,,0.0001,,L2,5,AdamW,max,False,1e-07,True,"[384, 384, 384, 384, 384]","[1, 4, 7, 10, 13]","[False, False, True, False, True]",0.1,"[False, True, False, False, False]"
26,0.21761658031088082,PRUNED,2025-10-09 02:39:45.750249,2025-10-09 02:39:52.737200,0 days 00:00:06.986951,gelu,32,,4.0,uniform,3,1.0,linear,,3.0,0.2,False,False,,,,,,3,False,True,,,,,0.0001,,minmax,2,AdamW,mean,True,1e-07,False,"[256, 256]","[1, 4]","[False, False]",0.2,"[False, True]"
27,0.178030303030303,PRUNED,2025-10-09 02:39:52.738219,2025-10-09 02:40:13.245092,0 days 00:00:20.506873,gelu,16,,2.0,uniform,2,2.0,linear,,3.0,0.1,False,False,True,False,,,,3,False,True,False,False,,,0.0001,,L2,4,RMSprop,attention,False,0.0,True,"[128, 128, 128, 128]","[2, 5, 8, 11]","[False, False, True, False]",0.1,"[False, True, False, False]"
28,0.178030303030303,PRUNED,2025-10-09 02:40:13.246099,2025-10-09 02:40:53.328352,0 days 00:00:40.082253,prelu,16,7.0,,decreasing,3,1.0,linear,,3.0,0.2,False,False,True,,,,128.0,3,False,True,False,,,,0.0002,,L2,3,Adam,max,False,1e-07,True,"[640, 512, 384]","[1, 4, 7]","[False, False, True]",0.2,"[False, True, False]"
29,0.3938953541398475,COMPLETE,2025-10-09 02:40:53.330875,2025-10-09 02:42:03.685186,0 days 00:01:10.354311,gelu,16,0.0,,increasing,2,1.0,linear,,3.0,0.2,False,False,True,False,,,64.0,3,False,True,False,False,,,0.0001,0.9,L2,4,SGD,last,False,1e-06,True,"[64, 96, 128, 192]","[1, 4, 7, 10]","[False, False, True, False]",0.2,"[False, True, False, False]"
30,0.21640488656195464,PRUNED,2025-10-09 02:42:03.688187,2025-10-09 02:46:42.467913,0 days 00:04:38.779726,silu,32,,7.0,uniform,3,2.0,linear,,3.0,0.1,False,False,True,False,False,,,5,False,True,False,False,False,,1e-05,,L2,5,AdamW,mean,False,2e-07,True,"[640, 640, 640, 640, 640]","[2, 5, 8, 11, 14]","[False, False, True, False, False]",0.1,"[False, True, False, False, False]"
31,0.21754385964912282,PRUNED,2025-10-09 02:46:42.468914,2025-10-09 02:47:11.949844,0 days 00:00:29.480930,gelu,16,,3.0,uniform,3,1.0,linear,,2.0,0.3,False,False,False,False,True,,256.0,3,False,True,False,False,False,,0.0001,,L2,5,AdamW,max,False,1e-07,True,"[192, 192, 192, 192, 192]","[1, 3, 5, 7, 9]","[False, False, False, False, True]",0.3,"[False, True, False, False, False]"
32,0.43026652587352343,COMPLETE,2025-10-09 02:47:11.951369,2025-10-09 02:48:15.959806,0 days 00:01:04.008437,gelu,16,,3.0,uniform,3,1.0,linear,,2.0,0.3,False,False,False,False,True,,256.0,3,False,True,False,False,True,,0.0001,,L2,5,AdamW,max,False,1e-07,True,"[192, 192, 192, 192, 192]","[1, 3, 5, 7, 9]","[False, False, False, False, True]",0.3,"[False, True, False, False, True]"
33,0.21875,PRUNED,2025-10-09 02:48:15.963192,2025-10-09 02:48:22.796380,0 days 00:00:06.833188,gelu,128,,1.0,uniform,3,1.0,linear,,2.0,0.2,False,False,True,False,,,256.0,3,False,True,False,False,,,0.0001,,L2,4,AdamW,max,False,2e-06,True,"[96, 96, 96, 96]","[1, 3, 5, 7]","[False, False, True, False]",0.2,"[False, True, False, False]"
34,0.22913256955810146,PRUNED,2025-10-09 02:48:22.797386,2025-10-09 02:48:30.691911,0 days 00:00:07.894525,relu,96,,4.0,uniform,2,1.0,linear,,3.0,0.3,True,False,False,False,True,False,64.0,3,False,True,False,False,False,True,0.0001,,L2,6,AdamW,max,False,1e-07,True,"[256, 256, 256, 256, 256, 256]","[1, 4, 7, 10, 13, 16]","[True, False, False, False, True, False]",0.3,"[False, True, False, False, False, True]"
35,0.21761658031088082,PRUNED,2025-10-09 02:48:30.692919,2025-10-09 02:48:45.162706,0 days 00:00:14.469787,elu,16,,2.0,uniform,3,1.0,linear,,2.0,0.2,False,True,True,False,True,,,9,False,True,False,False,True,,0.002,,L2,5,Adam,last,False,1e-07,False,"[128, 128, 128, 128, 128]","[1, 3, 5, 7, 9]","[False, True, True, False, True]",0.2,"[False, True, False, False, True]"
36,0.42637261222976147,COMPLETE,2025-10-09 02:48:45.164733,2025-10-09 02:49:04.952853,0 days 00:00:19.788120,mish,64,0.0,,increasing,1,1.0,linear,,2.0,0.3,False,False,False,False,,,256.0,3,True,True,False,False,,,0.0005,,L2,4,AdamW,mean,False,2e-07,True,"[64, 96, 128, 192]","[1, 3, 5, 7]","[False, False, False, False]",0.3,"[True, True, False, False]"
37,0.4136593906001757,COMPLETE,2025-10-09 02:49:04.955870,2025-10-09 02:52:10.516338,0 days 00:03:05.560468,hardswish,96,8.0,,decreasing,3,1.0,linear,,3.0,0.0,True,True,False,False,True,False,512.0,2,False,False,False,False,False,True,0.0001,,minmax,6,AdamW,max,True,2e-06,True,"[768, 640, 512, 384, 256, 192]","[1, 4, 7, 10, 13, 16]","[True, True, False, False, True, False]",0.0,"[False, False, False, False, False, True]"
38,0.21761658031088082,PRUNED,2025-10-09 02:52:10.518338,2025-10-09 02:52:19.654651,0 days 00:00:09.136313,gelu,16,,1.0,uniform,2,2.0,linear,,3.0,0.2,False,False,True,False,,,128.0,7,False,True,False,False,,,0.002,,L2,4,AdamW,mean,False,1e-06,False,"[96, 96, 96, 96]","[2, 5, 8, 11]","[False, False, True, False]",0.2,"[False, True, False, False]"
39,0.21875,PRUNED,2025-10-09 02:52:19.655941,2025-10-09 02:52:58.391088,0 days 00:00:38.735147,leakyrelu,128,2.0,,increasing,1,1.0,linear,,1.0,0.3,True,False,True,True,True,False,256.0,5,True,False,False,False,False,True,1e-05,,L2,6,Adam,max,False,5e-07,True,"[128, 192, 256, 384, 512, 640]","[1, 2, 3, 4, 5, 6]","[True, False, True, True, True, False]",0.3,"[True, False, False, False, False, True]"
40,0.21875,PRUNED,2025-10-09 02:52:58.393101,2025-10-09 02:53:18.042842,0 days 00:00:19.649741,prelu,16,,4.0,uniform,3,1.0,linear,,2.0,0.2,False,False,False,,,,512.0,3,False,True,True,,,,0.0005,0.6000000000000001,minmax,3,SGD,attention,False,0.0,True,"[256, 256, 256]","[1, 3, 5]","[False, False, False]",0.2,"[False, True, True]"
41,0.21875,PRUNED,2025-10-09 02:53:18.044271,2025-10-09 02:53:25.511554,0 days 00:00:07.467283,mish,64,0.0,,increasing,1,1.0,linear,,2.0,0.3,False,False,False,False,,,256.0,3,True,True,False,False,,,0.0005,,L2,4,AdamW,mean,False,2e-07,True,"[64, 96, 128, 192]","[1, 3, 5, 7]","[False, False, False, False]",0.3,"[True, True, False, False]"
42,0.178030303030303,PRUNED,2025-10-09 02:53:25.512585,2025-10-09 02:53:33.537924,0 days 00:00:08.025339,mish,64,1.0,,increasing,1,1.0,linear,,2.0,0.3,False,False,False,False,,,256.0,3,True,True,False,False,,,0.0005,,L2,4,AdamW,mean,False,2e-07,True,"[96, 128, 192, 256]","[1, 3, 5, 7]","[False, False, False, False]",0.3,"[True, True, False, False]"
43,0.21761658031088082,PRUNED,2025-10-09 02:53:33.538942,2025-10-09 02:53:51.298512,0 days 00:00:17.759570,mish,64,3.0,,increasing,1,1.0,linear,,2.0,0.3,False,False,False,False,True,,256.0,3,True,True,False,False,True,,0.0005,,L2,5,AdamW,mean,False,2e-07,True,"[192, 256, 384, 512, 640]","[1, 3, 5, 7, 9]","[False, False, False, False, True]",0.3,"[True, True, False, False, True]"
44,0.42221511820186186,COMPLETE,2025-10-09 02:53:51.300017,2025-10-09 02:54:51.470113,0 days 00:01:00.170096,elu,64,4.0,,increasing,1,3.0,linear,,1.0,0.3,False,True,False,False,,,256.0,3,True,True,False,False,,,0.0005,,L2,4,AdamW,mean,False,2e-07,True,"[256, 384, 512, 640]","[3, 4, 5, 6]","[False, True, False, False]",0.3,"[True, True, False, False]"
45,0.178030303030303,PRUNED,2025-10-09 02:54:51.472115,2025-10-09 02:55:01.758422,0 days 00:00:10.286307,mish,32,1.0,,increasing,1,1.0,linear,,2.0,0.2,True,False,False,,,,64.0,3,True,True,False,,,,0.0002,,L2,3,RMSprop,last,False,1e-07,True,"[96, 128, 192]","[1, 3, 5]","[True, False, False]",0.2,"[True, True, False]"
46,0.42749983364959415,COMPLETE,2025-10-09 02:55:01.759926,2025-10-09 02:55:28.709974,0 days 00:00:26.950048,gelu,64,,3.0,uniform,2,,pow2,1.0,,0.3,False,False,True,False,,,,2,True,False,True,False,,,0.001,,L2,4,AdamW,mean,True,5e-07,False,"[192, 192, 192, 192]","[1, 2, 4, 8]","[False, False, True, False]",0.3,"[True, False, True, False]"
47,0.22850088183421516,PRUNED,2025-10-09 02:55:28.712042,2025-10-09 02:55:50.190533,0 days 00:00:21.478491,gelu,16,,3.0,uniform,2,,pow2,1.0,,0.1,False,False,True,False,False,,,2,True,False,True,True,True,,0.0001,,L2,5,AdamW,mean,True,5e-07,False,"[192, 192, 192, 192, 192]","[1, 2, 4, 8, 16]","[False, False, True, False, False]",0.1,"[True, False, True, True, True]"
48,0.178030303030303,PRUNED,2025-10-09 02:55:50.191544,2025-10-09 02:56:13.062068,0 days 00:00:22.870524,gelu,16,,3.0,uniform,2,,pow2,1.0,,0.2,False,True,,,,,,2,False,False,,,,,0.001,0.6000000000000001,minmax,2,SGD,max,True,5e-07,False,"[192, 192]","[1, 2]","[False, True]",0.2,"[False, False]"
49,0.178030303030303,PRUNED,2025-10-09 02:56:13.063069,2025-10-09 02:57:05.009595,0 days 00:00:51.946526,gelu,16,,2.0,uniform,2,,pow2,1.0,,0.2,False,False,True,False,True,False,,2,False,False,True,False,False,False,0.001,,L2,6,AdamW,max,True,5e-07,False,"[128, 128, 128, 128, 128, 128]","[1, 2, 4, 8, 16, 32]","[False, False, True, False, True, False]",0.2,"[False, False, True, False, False, False]"
