number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
20,0.4270913239298016,COMPLETE,2025-10-08 23:27:06.471725,2025-10-08 23:27:55.830936,0 days 00:00:49.359211,mish,96,5.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,False,,,,512.0,3,False,True,False,,,,0.0001,,L2,3,Adam,max,False,1e-06,False,"[384, 256, 192]","[2, 4, 6]","[True, False, False]",0.2,"[False, True, False]"
21,0.23079196217494088,PRUNED,2025-10-08 23:27:55.833438,2025-10-08 23:28:22.887524,0 days 00:00:27.054086,mish,96,5.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,False,,,,512.0,3,False,True,False,,,,0.0001,,L2,3,Adam,max,False,1e-06,False,"[384, 256, 192]","[2, 4, 6]","[True, False, False]",0.2,"[False, True, False]"
22,0.44665319977523615,COMPLETE,2025-10-08 23:28:22.888524,2025-10-08 23:28:59.745205,0 days 00:00:36.856681,mish,96,5.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,,,,,512.0,3,False,True,,,,,0.0001,,L2,2,Adam,max,False,1e-06,False,"[384, 256]","[2, 4]","[True, False]",0.2,"[False, True]"
23,0.178030303030303,PRUNED,2025-10-08 23:28:59.747268,2025-10-08 23:29:17.806255,0 days 00:00:18.058987,mish,96,5.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,False,False,,,512.0,3,False,True,False,False,,,0.0001,,L2,4,Adam,max,False,1e-06,False,"[384, 256, 192, 128]","[2, 4, 6, 8]","[True, False, False, False]",0.2,"[False, True, False, False]"
24,0.21640488656195464,PRUNED,2025-10-08 23:29:17.807255,2025-10-08 23:30:28.751062,0 days 00:01:10.943807,mish,96,7.0,,decreasing,3,2.0,linear,,2.0,0.3,True,False,False,,,,512.0,3,False,True,False,,,,0.0001,,L2,3,Adam,max,False,1e-05,False,"[640, 512, 384]","[2, 4, 6]","[True, False, False]",0.3,"[False, True, False]"
25,0.42191576391556307,COMPLETE,2025-10-08 23:30:28.752062,2025-10-08 23:31:43.013516,0 days 00:01:14.261454,mish,96,7.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,,,,,512.0,3,False,True,,,,,0.0001,,L2,2,Adam,max,False,1e-06,False,"[640, 512]","[2, 4]","[True, False]",0.2,"[False, True]"
26,0.21640488656195464,PRUNED,2025-10-08 23:31:43.015540,2025-10-08 23:32:07.273508,0 days 00:00:24.257968,silu,96,5.0,,decreasing,3,,pow2,1.0,,0.1,False,False,,,,,512.0,3,False,True,,,,,0.0001,,minmax,2,AdamW,max,False,2e-07,True,"[384, 256]","[1, 2]","[False, False]",0.1,"[False, True]"
27,0.17523809523809522,PRUNED,2025-10-08 23:32:07.274509,2025-10-08 23:32:59.982528,0 days 00:00:52.708019,mish,96,8.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,False,,,,512.0,3,False,True,False,,,,0.002,0.2,L2,3,SGD,max,False,0.0,False,"[768, 640, 512]","[2, 4, 6]","[True, False, False]",0.2,"[False, True, False]"
28,0.178030303030303,PRUNED,2025-10-08 23:32:59.984530,2025-10-08 23:33:06.894663,0 days 00:00:06.910133,mish,128,,0.0,uniform,3,3.0,linear,,2.0,0.3,True,False,False,False,,,512.0,9,False,True,True,True,,,0.001,,L2,4,RMSprop,max,False,5e-07,False,"[64, 64, 64, 64]","[3, 5, 7, 9]","[True, False, False, False]",0.3,"[False, True, True, True]"
29,0.248976248976249,PRUNED,2025-10-08 23:33:06.895668,2025-10-08 23:33:17.068707,0 days 00:00:10.173039,mish,96,6.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,,,,,512.0,3,False,True,,,,,1e-05,,L2,2,RMSprop,max,False,2e-06,False,"[512, 384]","[2, 4]","[True, False]",0.2,"[False, True]"
30,0.420089145813964,COMPLETE,2025-10-08 23:33:17.069715,2025-10-08 23:33:51.484656,0 days 00:00:34.414941,leakyrelu,96,,0.0,uniform,3,1.0,linear,,3.0,0.1,True,False,False,,,,128.0,2,False,True,False,,,,0.0001,,L2,3,Adam,max,False,1e-07,False,"[64, 64, 64]","[1, 4, 7]","[True, False, False]",0.1,"[False, True, False]"
31,0.21640488656195464,PRUNED,2025-10-08 23:33:51.487711,2025-10-08 23:34:42.394613,0 days 00:00:50.906902,mish,96,7.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,,,,,512.0,3,False,True,,,,,0.0001,,L2,2,Adam,max,False,1e-06,False,"[640, 512]","[2, 4]","[True, False]",0.2,"[False, True]"
32,0.178030303030303,PRUNED,2025-10-08 23:34:42.395629,2025-10-08 23:35:50.026213,0 days 00:01:07.630584,mish,96,8.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,,,,,512.0,3,False,True,,,,,0.0001,,L2,2,Adam,max,False,1e-06,False,"[768, 640]","[2, 4]","[True, False]",0.2,"[False, True]"
33,0.3428278688524591,PRUNED,2025-10-08 23:35:50.027212,2025-10-08 23:36:42.662417,0 days 00:00:52.635205,elu,96,7.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,,,,,512.0,3,False,True,,,,,0.0001,,L2,2,Adam,last,False,1e-06,False,"[640, 512]","[2, 4]","[True, False]",0.2,"[False, True]"
34,0.21759048895761182,COMPLETE,2025-10-08 23:36:42.663428,2025-10-08 23:38:16.499306,0 days 00:01:33.835878,prelu,32,8.0,,decreasing,3,2.0,linear,,2.0,0.2,True,False,,,,,512.0,2,False,True,,,,,0.0005,0.5,L2,2,SGD,mean,True,2e-07,False,"[768, 640]","[2, 4]","[True, False]",0.2,"[False, True]"
