id,embedding,best_f1_v1_v2,best_f1_v3,difference,f1_per_class_v1_v2_fmt,f1_per_class_v3_fmt,diff_f1_per_class
890,gaitgl_OUMVLP.csv,0.39836,0.46061,0.06225,0.591 / 0.167 / 0.438,0.667 / 0.182 / 0.533,0.076 / 0.015 / 0.096
891,gaitpart_GREW.csv,0.56296,0.60484,0.04188,0.600 / 0.556 / 0.533,0.585 / 0.667 / 0.562,-0.015 / 0.111 / 0.029
892,gaitpart_OUMVLP.csv,0.64557,0.5726,-0.07297,0.744 / 0.545 / 0.647,0.667 / 0.364 / 0.688,-0.078 / -0.182 / 0.040
893,gaitset.csv,0.45869,0.57529,0.1166,0.605 / 0.200 / 0.571,0.649 / 0.429 / 0.649,0.044 / 0.229 / 0.077
894,gaitset_GREW.csv,0.44929,0.57575,0.12646,0.595 / 0.316 / 0.438,0.711 / 0.500 / 0.516,0.117 / 0.184 / 0.079
895,gaitset_OUMVLP.csv,0.53581,0.51409,-0.02172,0.513 / 0.500 / 0.595,0.698 / 0.250 / 0.595,0.185 / -0.250 / 0.000
896,gln_phase1.csv,0.4534,0.44431,-0.00909,0.615 / 0.400 / 0.345,0.727 / 0.235 / 0.370,0.112 / -0.165 / 0.026
897,gln_phase2.csv,0.57355,0.5626,-0.01095,0.696 / 0.400 / 0.625,0.681 / 0.444 / 0.562,-0.015 / 0.044 / -0.062
911,baseline_CASIAB.csv,0.47429,0.37054,-0.10375,0.585 / 0.400 / 0.438,0.512 / 0.200 / 0.400,-0.074 / -0.200 / -0.037
912,baseline_OUMVLP.csv,0.49598,0.48492,-0.01106,0.632 / 0.222 / 0.634,0.636 / 0.267 / 0.552,0.005 / 0.044 / -0.082
913,gaitgl.csv,0.45308,0.39275,-0.06033,0.522 / 0.400 / 0.438,0.537 / 0.267 / 0.375,0.015 / -0.133 / -0.062
914,gaitgl_GREW.csv,0.35611,0.48937,0.13326,0.553 / 0.182 / 0.333,0.609 / 0.308 / 0.552,0.056 / 0.126 / 0.218
915,gaitgl_GREW_BNNeck.csv,0.21538,0.42236,0.20698,0.646 / 0.000 / 0.000,0.571 / 0.348 / 0.348,-0.075 / 0.348 / 0.348
916,gaitgl_OUMVLP.csv,0.50595,0.38503,-0.12092,0.780 / 0.182 / 0.556,0.612 / 0.143 / 0.400,-0.168 / -0.039 / -0.156
917,gaitpart_GREW.csv,0.54815,0.55206,0.00391,0.600 / 0.444 / 0.600,0.706 / 0.429 / 0.522,0.106 / -0.016 / -0.078
918,gaitpart_OUMVLP.csv,0.60526,0.5784,-0.02686,0.632 / 0.500 / 0.684,0.776 / 0.250 / 0.710,0.144 / -0.250 / 0.025
919,gaitset.csv,0.43795,0.46674,0.02879,0.612 / 0.250 / 0.452,0.500 / 0.364 / 0.537,-0.112 / 0.114 / 0.085
920,gaitset_GREW.csv,0.21538,0.43424,0.21886,0.646 / 0.000 / 0.000,0.537 / 0.250 / 0.516,-0.110 / 0.250 / 0.516
921,gaitset_OUMVLP.csv,0.21538,0.48744,0.27206,0.646 / 0.000 / 0.000,0.696 / 0.167 / 0.600,0.049 / 0.167 / 0.600
922,gln_phase1.csv,0.45271,0.4286,-0.02411,0.558 / 0.400 / 0.400,0.565 / 0.250 / 0.471,0.007 / -0.150 / 0.071
923,gln_phase2.csv,0.63388,0.48285,-0.15103,0.739 / 0.600 / 0.562,0.650 / 0.316 / 0.483,-0.089 / -0.284 / -0.080
976,baseline_CASIAB.csv,0.21538,0.526,0.31062,0.646 / 0.000 / 0.000,0.667 / 0.429 / 0.483,0.021 / 0.429 / 0.483
977,baseline_OUMVLP.csv,0.60007,0.5339,-0.06617,0.651 / 0.462 / 0.688,0.723 / 0.286 / 0.593,0.072 / -0.176 / -0.095
978,gaitgl.csv,0.44156,0.38538,-0.05618,0.571 / 0.182 / 0.571,0.640 / 0.000 / 0.516,0.069 / -0.182 / -0.055
979,gaitgl_GREW.csv,0.51858,0.49598,-0.0226,0.529 / 0.500 / 0.526,0.632 / 0.222 / 0.634,0.102 / -0.278 / 0.108
980,gaitgl_GREW_BNNeck.csv,0.39259,0.4596,0.06701,0.400 / 0.333 / 0.444,0.545 / 0.333 / 0.500,0.145 / 0.000 / 0.056
981,gaitgl_OUMVLP.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
982,gaitpart_GREW.csv,0.21538,0.21538,0.0,0.646 / 0.000 / 0.000,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.000
983,gaitpart_OUMVLP.csv,0.21538,0.17778,-0.0376,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.533,-0.646 / 0.000 / 0.533
984,gaitset.csv,0.47348,0.47284,-0.00064,0.545 / 0.500 / 0.375,0.622 / 0.500 / 0.296,0.077 / 0.000 / -0.079
985,gaitset_GREW.csv,0.4811,0.45593,-0.02517,0.553 / 0.462 / 0.429,0.612 / 0.222 / 0.533,0.059 / -0.239 / 0.105
986,gaitset_OUMVLP.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
987,gln_phase1.csv,0.4753,0.45445,-0.02085,0.512 / 0.400 / 0.514,0.424 / 0.375 / 0.564,-0.087 / -0.025 / 0.050
988,gln_phase2.csv,0.46217,0.4071,-0.05507,0.514 / 0.250 / 0.622,0.578 / 0.125 / 0.519,0.063 / -0.125 / -0.104
989,baseline_CASIAB.csv,0.5268,0.58936,0.06256,0.711 / 0.222 / 0.647,0.612 / 0.727 / 0.429,-0.099 / 0.505 / -0.218
990,baseline_OUMVLP.csv,0.21538,0.44102,0.22564,0.646 / 0.000 / 0.000,0.357 / 0.375 / 0.591,-0.289 / 0.375 / 0.591
991,gaitgl.csv,0.48088,0.52994,0.04906,0.571 / 0.455 / 0.417,0.649 / 0.471 / 0.471,0.077 / 0.016 / 0.054
992,gaitgl_GREW.csv,0.53398,0.17778,-0.3562,0.638 / 0.364 / 0.600,0.000 / 0.000 / 0.533,-0.638 / -0.364 / -0.067
993,gaitgl_GREW_BNNeck.csv,0.21538,0.17778,-0.0376,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.533,-0.646 / 0.000 / 0.533
994,gaitgl_OUMVLP.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
995,gaitpart_GREW.csv,0.60317,0.21538,-0.38779,0.667 / 0.571 / 0.571,0.646 / 0.000 / 0.000,-0.021 / -0.571 / -0.571
996,gaitpart_OUMVLP.csv,0.21538,0.21538,0.0,0.646 / 0.000 / 0.000,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.000
997,gaitset.csv,0.48634,0.21538,-0.27096,0.615 / 0.364 / 0.480,0.646 / 0.000 / 0.000,0.031 / -0.364 / -0.480
998,gaitset_GREW.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
999,gaitset_OUMVLP.csv,0.21538,0.21538,0.0,0.646 / 0.000 / 0.000,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.000
1000,gln_phase1.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
1001,gln_phase2.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
1080,baseline_CASIAB.csv,0.54065,0.48629,-0.05436,0.609 / 0.462 / 0.552,0.651 / 0.308 / 0.500,0.042 / -0.154 / -0.052
1081,baseline_OUMVLP.csv,0.17778,0.51703,0.33925,0.000 / 0.000 / 0.533,0.727 / 0.308 / 0.516,0.727 / 0.308 / -0.017
1082,gaitgl.csv,0.43613,0.34527,-0.09086,0.531 / 0.444 / 0.333,0.471 / 0.000 / 0.565,-0.060 / -0.444 / 0.232
1083,gaitgl_GREW.csv,0.21538,0.34901,0.13363,0.646 / 0.000 / 0.000,0.565 / 0.300 / 0.182,-0.081 / 0.300 / 0.182
1084,gaitgl_GREW_BNNeck.csv,0.61174,0.53743,-0.07431,0.537 / 0.769 / 0.529,0.600 / 0.364 / 0.649,0.063 / -0.406 / 0.119
1085,gaitgl_OUMVLP.csv,0.21538,0.17778,-0.0376,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.533,-0.646 / 0.000 / 0.533
1086,gaitpart_GREW.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
1087,gaitpart_OUMVLP.csv,0.21538,0.17778,-0.0376,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.533,-0.646 / 0.000 / 0.533
1088,gaitset.csv,0.48717,0.64799,0.16082,0.591 / 0.400 / 0.471,0.700 / 0.615 / 0.629,0.109 / 0.215 / 0.158
1089,gaitset_GREW.csv,0.21538,0.17778,-0.0376,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.533,-0.646 / 0.000 / 0.533
1090,gaitset_OUMVLP.csv,0.21538,0.17778,-0.0376,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.533,-0.646 / 0.000 / 0.533
1091,gln_phase1.csv,0.54344,0.47362,-0.06982,0.634 / 0.444 / 0.552,0.541 / 0.286 / 0.595,-0.094 / -0.159 / 0.043
1092,gln_phase2.csv,0.21538,0.60019,0.38481,0.646 / 0.000 / 0.000,0.667 / 0.615 / 0.519,0.021 / 0.615 / 0.519
1171,baseline_CASIAB.csv,0.51176,0.37903,-0.13273,0.638 / 0.364 / 0.533,0.579 / 0.000 / 0.558,-0.059 / -0.364 / 0.025
1172,baseline_OUMVLP.csv,0.53743,0.33542,-0.20201,0.600 / 0.364 / 0.649,0.286 / 0.296 / 0.424,-0.314 / -0.067 / -0.224
1173,gaitgl.csv,0.39651,0.42582,0.02931,0.444 / 0.333 / 0.412,0.605 / 0.286 / 0.387,0.160 / -0.048 / -0.025
1174,gaitgl_GREW.csv,0.44563,0.54682,0.10119,0.632 / 0.261 / 0.444,0.615 / 0.444 / 0.581,-0.016 / 0.184 / 0.136
1175,gaitgl_GREW_BNNeck.csv,0.21538,0.28172,0.06634,0.646 / 0.000 / 0.000,0.645 / 0.200 / 0.000,-0.001 / 0.200 / 0.000
1176,gaitgl_OUMVLP.csv,0.54915,0.48438,-0.06477,0.588 / 0.375 / 0.684,0.595 / 0.421 / 0.438,0.006 / 0.046 / -0.247
1177,gaitpart_GREW.csv,0.20833,0.3206,0.11227,0.625 / 0.000 / 0.000,0.571 / 0.273 / 0.118,-0.054 / 0.273 / 0.118
1178,gaitpart_OUMVLP.csv,0.64006,0.40643,-0.23363,0.714 / 0.500 / 0.706,0.526 / 0.167 / 0.526,-0.188 / -0.333 / -0.180
1179,gaitset.csv,0.45801,0.25949,-0.19852,0.545 / 0.429 / 0.400,0.538 / 0.000 / 0.240,-0.007 / -0.429 / -0.160
1180,gaitset_GREW.csv,0.21538,0.26059,0.04521,0.646 / 0.000 / 0.000,0.087 / 0.286 / 0.409,-0.559 / 0.286 / 0.409
1181,gaitset_OUMVLP.csv,0.46601,0.37535,-0.09066,0.553 / 0.500 / 0.345,0.410 / 0.316 / 0.400,-0.143 / -0.184 / 0.055
1182,gln_phase1.csv,0.49145,0.53618,0.04473,0.500 / 0.462 / 0.513,0.564 / 0.444 / 0.600,0.064 / -0.017 / 0.087
1183,gln_phase2.csv,0.48333,0.45971,-0.02362,0.600 / 0.250 / 0.600,0.588 / 0.200 / 0.591,-0.012 / -0.050 / -0.009
1184,baseline_CASIAB.csv,0.47828,0.48312,0.00484,0.550 / 0.400 / 0.485,0.514 / 0.364 / 0.571,-0.036 / -0.036 / 0.087
1185,baseline_OUMVLP.csv,0.21538,0.47899,0.26361,0.646 / 0.000 / 0.000,0.609 / 0.222 / 0.606,-0.037 / 0.222 / 0.606
1186,gaitgl.csv,0.5527,0.46211,-0.09059,0.619 / 0.444 / 0.595,0.600 / 0.222 / 0.564,-0.019 / -0.222 / -0.030
1187,gaitgl_GREW.csv,0.4388,0.51116,0.07236,0.578 / 0.364 / 0.375,0.579 / 0.455 / 0.500,0.001 / 0.091 / 0.125
1188,gaitgl_GREW_BNNeck.csv,0.21538,0.52083,0.30545,0.646 / 0.000 / 0.000,0.714 / 0.286 / 0.562,0.068 / 0.286 / 0.562
1189,gaitgl_OUMVLP.csv,0.21538,0.55219,0.33681,0.646 / 0.000 / 0.000,0.711 / 0.400 / 0.545,0.065 / 0.400 / 0.545
1190,gaitpart_GREW.csv,0.21538,0.48291,0.26753,0.646 / 0.000 / 0.000,0.615 / 0.500 / 0.333,-0.031 / 0.500 / 0.333
1191,gaitpart_OUMVLP.csv,0.21538,0.4943,0.27892,0.646 / 0.000 / 0.000,0.718 / 0.154 / 0.611,0.072 / 0.154 / 0.611
1192,gaitset.csv,0.51194,0.43379,-0.07815,0.653 / 0.400 / 0.483,0.564 / 0.267 / 0.471,-0.089 / -0.133 / -0.012
1193,gaitset_GREW.csv,0.21538,0.43569,0.22031,0.646 / 0.000 / 0.000,0.622 / 0.200 / 0.485,-0.024 / 0.200 / 0.485
1194,gaitset_OUMVLP.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
1195,gln_phase1.csv,0.60927,0.45159,-0.15768,0.723 / 0.462 / 0.643,0.571 / 0.250 / 0.533,-0.152 / -0.212 / -0.110
1196,gln_phase2.csv,0.4746,0.47852,0.00392,0.500 / 0.400 / 0.524,0.412 / 0.500 / 0.524,-0.088 / 0.100 / 0.000
1210,baseline_CASIAB.csv,0.49513,0.46463,-0.0305,0.651 / 0.364 / 0.471,0.609 / 0.267 / 0.519,-0.042 / -0.097 / 0.048
1211,baseline_OUMVLP.csv,0.55897,0.53704,-0.02193,0.513 / 0.600 / 0.564,0.500 / 0.500 / 0.611,-0.013 / -0.100 / 0.047
1212,gaitgl.csv,0.49239,0.53415,0.04176,0.471 / 0.375 / 0.632,0.694 / 0.429 / 0.480,0.223 / 0.054 / -0.152
1213,gaitgl_GREW.csv,0.54265,0.63131,0.08866,0.681 / 0.429 / 0.519,0.682 / 0.545 / 0.667,0.001 / 0.117 / 0.148
1214,gaitgl_GREW_BNNeck.csv,0.43274,0.52994,0.0972,0.578 / 0.333 / 0.387,0.622 / 0.375 / 0.593,0.044 / 0.042 / 0.205
1215,gaitgl_OUMVLP.csv,0.21538,0.55061,0.33523,0.646 / 0.000 / 0.000,0.564 / 0.421 / 0.667,-0.082 / 0.421 / 0.667
1216,gaitpart_GREW.csv,0.38047,0.6298,0.24933,0.578 / 0.200 / 0.364,0.750 / 0.533 / 0.606,0.172 / 0.333 / 0.242
1217,gaitpart_OUMVLP.csv,0.21538,0.59029,0.37491,0.646 / 0.000 / 0.000,0.649 / 0.400 / 0.722,0.002 / 0.400 / 0.722
1218,gaitset.csv,0.475,0.36919,-0.10581,0.550 / 0.375 / 0.500,0.550 / 0.133 / 0.424,0.000 / -0.242 / -0.076
1219,gaitset_GREW.csv,0.44866,0.43619,-0.01247,0.638 / 0.400 / 0.308,0.680 / 0.200 / 0.429,0.042 / -0.200 / 0.121
1220,gaitset_OUMVLP.csv,0.21538,0.13228,-0.0831,0.646 / 0.000 / 0.000,0.000 / 0.286 / 0.111,-0.646 / 0.286 / 0.111
1221,gln_phase1.csv,0.57108,0.54453,-0.02655,0.683 / 0.364 / 0.667,0.700 / 0.353 / 0.581,0.017 / -0.011 / -0.086
1222,gln_phase2.csv,0.62484,0.52688,-0.09796,0.714 / 0.471 / 0.690,0.667 / 0.333 / 0.581,-0.048 / -0.137 / -0.109
1223,baseline_CASIAB.csv,0.48334,0.51266,0.02932,0.485 / 0.429 / 0.537,0.605 / 0.400 / 0.533,0.120 / -0.029 / -0.003
1224,baseline_OUMVLP.csv,0.55762,0.46758,-0.09004,0.585 / 0.400 / 0.688,0.558 / 0.250 / 0.595,-0.027 / -0.150 / -0.093
1225,gaitgl.csv,0.46825,0.46822,-3e-05,0.333 / 0.500 / 0.571,0.605 / 0.267 / 0.533,0.271 / -0.233 / -0.038
1226,gaitgl_GREW.csv,0.48231,0.50688,0.02457,0.588 / 0.250 / 0.609,0.696 / 0.200 / 0.625,0.107 / -0.050 / 0.016
1227,gaitgl_GREW_BNNeck.csv,0.52487,0.46545,-0.05942,0.619 / 0.400 / 0.556,0.651 / 0.308 / 0.438,0.032 / -0.092 / -0.118
1228,gaitgl_OUMVLP.csv,0.21538,0.48095,0.26557,0.646 / 0.000 / 0.000,0.476 / 0.500 / 0.467,-0.170 / 0.500 / 0.467
1229,gaitpart_GREW.csv,0.52164,0.56533,0.04369,0.632 / 0.400 / 0.533,0.717 / 0.615 / 0.364,0.085 / 0.215 / -0.170
1230,gaitpart_OUMVLP.csv,0.6,0.17778,-0.42222,0.800 / 0.333 / 0.667,0.000 / 0.000 / 0.533,-0.800 / -0.333 / -0.133
1231,gaitset.csv,0.42287,0.39916,-0.02371,0.585 / 0.154 / 0.529,0.474 / 0.267 / 0.457,-0.112 / 0.113 / -0.072
1232,gaitset_GREW.csv,0.49293,0.35607,-0.13686,0.476 / 0.545 / 0.457,0.526 / 0.118 / 0.424,0.050 / -0.428 / -0.033
1233,gaitset_OUMVLP.csv,0.21538,0.21538,0.0,0.646 / 0.000 / 0.000,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.000
1234,gln_phase1.csv,0.41404,0.51296,0.09892,0.609 / 0.182 / 0.452,0.650 / 0.167 / 0.722,0.041 / -0.015 / 0.271
1235,gln_phase2.csv,0.62519,0.54949,-0.0757,0.698 / 0.615 / 0.562,0.615 / 0.471 / 0.562,-0.082 / -0.145 / 0.000
1275,baseline_CASIAB.csv,0.43542,0.44841,0.01299,0.680 / 0.182 / 0.444,0.583 / 0.333 / 0.429,-0.097 / 0.152 / -0.016
1276,baseline_OUMVLP.csv,0.48984,0.4968,0.00696,0.667 / 0.222 / 0.581,0.652 / 0.250 / 0.588,-0.014 / 0.028 / 0.008
1277,gaitgl.csv,0.36778,0.39444,0.02666,0.520 / 0.250 / 0.333,0.600 / 0.333 / 0.250,0.080 / 0.083 / -0.083
1278,gaitgl_GREW.csv,0.44003,0.53222,0.09219,0.591 / 0.167 / 0.562,0.634 / 0.400 / 0.562,0.043 / 0.233 / 0.000
1279,gaitgl_GREW_BNNeck.csv,0.21538,0.41724,0.20186,0.646 / 0.000 / 0.000,0.605 / 0.000 / 0.647,-0.041 / 0.000 / 0.647
1280,gaitgl_OUMVLP.csv,0.51532,0.45615,-0.05917,0.627 / 0.400 / 0.519,0.638 / 0.286 / 0.444,0.011 / -0.114 / -0.074
1281,gaitpart_GREW.csv,0.21538,0.59171,0.37633,0.646 / 0.000 / 0.000,0.723 / 0.500 / 0.552,0.077 / 0.500 / 0.552
1282,gaitpart_OUMVLP.csv,0.53272,0.63006,0.09734,0.595 / 0.375 / 0.629,0.698 / 0.545 / 0.647,0.103 / 0.170 / 0.018
1283,gaitset.csv,0.41821,0.42723,0.00902,0.514 / 0.267 / 0.474,0.387 / 0.300 / 0.595,-0.127 / 0.033 / 0.121
1284,gaitset_GREW.csv,0.21538,0.48327,0.26789,0.646 / 0.000 / 0.000,0.564 / 0.429 / 0.457,-0.082 / 0.429 / 0.457
1285,gaitset_OUMVLP.csv,0.51348,0.47374,-0.03974,0.514 / 0.471 / 0.556,0.651 / 0.182 / 0.588,0.137 / -0.289 / 0.033
1286,gln_phase1.csv,0.50681,0.41734,-0.08947,0.634 / 0.353 / 0.533,0.667 / 0.000 / 0.585,0.033 / -0.353 / 0.052
1287,gln_phase2.csv,0.60352,0.51505,-0.08847,0.739 / 0.571 / 0.500,0.564 / 0.375 / 0.606,-0.175 / -0.196 / 0.106
1548,baseline_CASIAB.csv,0.47221,0.52614,0.05393,0.529 / 0.316 / 0.571,0.571 / 0.462 / 0.545,0.042 / 0.146 / -0.026
1549,baseline_OUMVLP.csv,0.50285,0.53695,0.0341,0.500 / 0.444 / 0.564,0.622 / 0.364 / 0.625,0.122 / -0.081 / 0.061
1550,gaitgl.csv,0.41168,0.5,0.08832,0.500 / 0.222 / 0.513,0.591 / 0.364 / 0.545,0.091 / 0.141 / 0.033
1551,gaitgl_GREW.csv,0.50952,0.43975,-0.06977,0.700 / 0.400 / 0.429,0.638 / 0.300 / 0.381,-0.062 / -0.100 / -0.048
1552,gaitgl_GREW_BNNeck.csv,0.49161,0.17778,-0.31383,0.605 / 0.308 / 0.562,0.000 / 0.000 / 0.533,-0.605 / -0.308 / -0.029
1553,gaitgl_OUMVLP.csv,0.50451,0.4556,-0.04891,0.438 / 0.444 / 0.632,0.541 / 0.286 / 0.541,0.103 / -0.159 / -0.091
1554,gaitpart_GREW.csv,0.51976,0.55749,0.03773,0.609 / 0.471 / 0.480,0.739 / 0.333 / 0.600,0.130 / -0.137 / 0.120
1555,gaitpart_OUMVLP.csv,0.61742,0.63889,0.02147,0.727 / 0.500 / 0.625,0.750 / 0.500 / 0.667,0.023 / 0.000 / 0.042
1556,gaitset.csv,0.42593,0.42491,-0.00102,0.444 / 0.333 / 0.500,0.558 / 0.364 / 0.353,0.114 / 0.030 / -0.147
1557,gaitset_GREW.csv,0.5113,0.5135,0.0022,0.696 / 0.250 / 0.588,0.537 / 0.471 / 0.533,-0.159 / 0.221 / -0.055
1558,gaitset_OUMVLP.csv,0.53709,0.58333,0.04624,0.629 / 0.364 / 0.619,0.625 / 0.625 / 0.500,-0.004 / 0.261 / -0.119
1559,gln_phase1.csv,0.55051,0.5417,-0.00881,0.682 / 0.364 / 0.606,0.634 / 0.462 / 0.529,-0.048 / 0.098 / -0.077
1560,gln_phase2.csv,0.53737,0.50095,-0.03642,0.667 / 0.400 / 0.545,0.558 / 0.429 / 0.516,-0.109 / 0.029 / -0.029
1561,baseline_CASIAB.csv,0.43853,0.48994,0.05141,0.643 / 0.400 / 0.273,0.541 / 0.444 / 0.485,-0.102 / 0.044 / 0.212
1562,baseline_OUMVLP.csv,0.49081,0.58011,0.0893,0.558 / 0.400 / 0.514,0.595 / 0.462 / 0.684,0.036 / 0.062 / 0.170
1563,gaitgl.csv,0.48754,0.46806,-0.01948,0.578 / 0.400 / 0.485,0.541 / 0.364 / 0.500,-0.037 / -0.036 / 0.015
1564,gaitgl_GREW.csv,0.51323,0.42424,-0.08899,0.667 / 0.444 / 0.429,0.545 / 0.182 / 0.545,-0.121 / -0.263 / 0.117
1565,gaitgl_GREW_BNNeck.csv,0.47535,0.48718,0.01183,0.612 / 0.400 / 0.414,0.533 / 0.462 / 0.467,-0.079 / 0.062 / 0.053
1566,gaitgl_OUMVLP.csv,0.21538,0.51065,0.29527,0.646 / 0.000 / 0.000,0.652 / 0.364 / 0.516,0.006 / 0.364 / 0.516
1567,gaitpart_GREW.csv,0.21538,0.51779,0.30241,0.646 / 0.000 / 0.000,0.541 / 0.500 / 0.513,-0.106 / 0.500 / 0.513
1568,gaitpart_OUMVLP.csv,0.21538,0.17778,-0.0376,0.646 / 0.000 / 0.000,0.000 / 0.000 / 0.533,-0.646 / 0.000 / 0.533
1569,gaitset.csv,0.61387,0.41852,-0.19535,0.737 / 0.533 / 0.571,0.622 / 0.133 / 0.500,-0.115 / -0.400 / -0.071
1570,gaitset_GREW.csv,0.21538,0.39962,0.18424,0.646 / 0.000 / 0.000,0.636 / 0.000 / 0.562,-0.010 / 0.000 / 0.562
1571,gaitset_OUMVLP.csv,0.21538,0.0915,-0.12388,0.646 / 0.000 / 0.000,0.000 / 0.275 / 0.000,-0.646 / 0.275 / 0.000
1572,gln_phase1.csv,0.47844,0.48844,0.01,0.634 / 0.222 / 0.579,0.634 / 0.286 / 0.545,0.000 / 0.063 / -0.033
1573,gln_phase2.csv,0.41759,0.41925,0.00166,0.622 / 0.286 / 0.345,0.619 / 0.154 / 0.485,-0.003 / -0.132 / 0.140
